"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b7fb5dcb-864d-4df6-97e3-0c36e86f272d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"bba66228-5cbf-4ed0-a025-fd7efd218ffd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1"
"891fcc24-1c60-4bdc-8e4a-1d7735c0c195","","checklist-sectioned","work-in-progress","c71d241eff5be67b2b78867b32e286c30e424d8a15b1441cd158a6f013a6a5cd","checklist","FALSE","FALSE","Site QA","Level 1","External"
"44fe3c77-7bbf-5177-9727-c154ba557a49","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 1","External","Eastside"
"dce23035-b8eb-5a3b-b84e-3c36520c6758","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Install windows and trimming"
"d0b5cc21-38b5-5908-bce7-ee74a8ce5cff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Install door panels"
"210ba5eb-c093-524a-9aed-05dca74c6329","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Installation of all hardware"
"af2c626c-c812-5353-ab88-006423da58ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Ensure all external and internal angles are sealed"
"f6240904-cd0b-5243-9a97-f52cd9048e03","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W23","Handover"
"6437bd1a-af25-4fcc-870b-b1c331493ae4","","checklist-flat","work-in-progress","233ca6cec4babac4ac07bc9d8d857bc0930ae1c0e8384ee5cbe5d90e92325479","checklist-flat","FALSE","FALSE","Site QA","Level 1","103","W01-D"
"474df18e-8181-5e75-82b0-766f4c936b87","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Waterproofing angle completed"
"e91df0a5-236c-59a8-b5f4-dcdb14fee6dc","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","(Attach photo)"
"33e39fb1-d6cc-5996-a276-6243accf8c61","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Installation of sub-sill and caulked"
"17452780-8d47-5113-9946-7127ae6e8e39","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Installation of sub-head and caulked"
"a01be8bb-4c28-5c8d-b7d8-09d3023f82c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Install frames including trims to doors"
"26c82692-fc8e-53a7-87ac-a8873967c8c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Install windows and trimming"
"2ddb7ffe-9caf-57fd-84bd-847917b7ac9d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Install door panels"
"e3f0d52d-ade7-593b-a210-63391eb8c7b5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Installation of all hardware"
"eb77a1a3-e874-5f25-b830-96cd7a35e95e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Ensure all external and internal angles are sealed"
"3adfd9a8-2c2a-5e61-a253-b4a01df9090b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W01-D","Handover"
"43ff1ea7-08a4-4046-875b-05b9c28cde86","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 1","103","W22"
"156a54ca-0eca-568e-bf13-d0f815e42d3a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Waterproofing angle completed"
"c3a4b939-3185-50de-95a8-6cb0b1900d46","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Installation of sub-sill and caulked"
"a72b049d-f6f7-5189-8f5b-b7e3b51320a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Installation of sub-head and caulked"
"3f3cf2b7-9de9-54d5-8392-537656caba41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Install frames including trims to doors"
"d33d46b3-1617-59b0-a749-e528cd5d8a94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Install windows and trimming"
"c115e0ee-2fe9-58e6-9476-2912be90d25d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Install door panels"
"bc32d2d7-61a5-5a45-888a-75e312772e74","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Installation of all hardware"
"8331d077-2793-5123-94e3-5216815120f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Ensure all external and internal angles are sealed"
"09797273-778d-5cbb-b88a-942cb117fab6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W22","Handover"
"40694ee6-0f28-435c-84eb-e54ae93f30c5","","checklist-flat","work-in-progress","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 1","103","W02-1"
"246bbb04-1285-5b98-9ebc-8f875d359c0d","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Waterproofing angle completed"
"08e0d3bc-5ced-52bb-9d3f-ef21fd76f301","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Installation of sub-sill and caulked"
"da1c409d-6077-5a7c-a525-7d93b14b0a17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Installation of sub-head and caulked"
"23a92421-682b-5804-a9e0-6ba4bea0934d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Install frames including trims to doors"
"89a9b9e0-9794-5172-a218-94af93bebe43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Install windows and trimming"
"eed2f1f5-1a47-5fbf-92ae-deb078a78aeb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Install door panels"
"a37c5665-fd56-5931-86b6-9b8f17ed3f07","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Installation of all hardware"
"b88d0e18-5feb-5c67-bd1e-1e397fd0b03a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Ensure all external and internal angles are sealed"
"68edb756-a9f2-585c-bbb0-038f603ab1b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","W02-1","Handover"
"46c317a9-c92c-4f56-8a86-d64907da0ae6","","checklist-flat","work-in-progress","233ca6cec4babac4ac07bc9d8d857bc0930ae1c0e8384ee5cbe5d90e92325479","checklist-flat","FALSE","FALSE","Site QA","Level 1","103","103-B"
"dcdc297f-5733-5a97-943a-c92bd3c4bf87","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Waterproofing angle completed"
"602733c9-d27b-5f44-a0a4-3054d64013d2","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 1","103","103-B","(Attach photo)"
"23f0d632-189e-5d47-a329-c0256c14167e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Installation of sub-sill and caulked"
"906a7879-9b9b-5f28-866e-7609da61af84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Installation of sub-head and caulked"
"9bd9a970-4b4c-556d-a0d9-1aca73209581","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Install frames including trims to doors"
"caf1ddf6-ed7a-5984-8dce-5204bc4951ae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Install windows and trimming"
"a0bf1692-6e9c-5ea1-89e6-fdcf8aad3d28","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Install door panels"
"5c8c3846-e176-56a3-a93c-c9e00604dfb4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Installation of all hardware"
"46823021-7fa6-5f62-92fc-60ce133a0dae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Ensure all external and internal angles are sealed"
"3ddcd72c-2116-5c36-896d-6e3ab5aa9b82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 1","103","103-B","Handover"
"f344900e-189b-4588-84a5-4fb0841e7c67","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 2"
"6a571a52-39d9-48bc-bb31-caee0714a92c","","checklist-sectioned","work-in-progress","c71d241eff5be67b2b78867b32e286c30e424d8a15b1441cd158a6f013a6a5cd","checklist","FALSE","FALSE","Site QA","Level 2","External"
"188158c9-d9bc-543c-b801-2c68a996596b","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 2","External","Eastside"
"a68397ef-3281-54ad-8313-666921f7b013","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","Slab edge installation Completed"
"219682f3-380f-54ca-8c31-23e90d1c54c9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","Vertical Full height sunshades installed"
"69d8b58b-514b-5869-985d-9196794a5131","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","BMU Brackets installed"
"929518b2-3319-5c4d-9d20-1e1f6aa897a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","All end caps to feature completed"
"75c1cbe0-8331-51f9-9c5f-dd8cfdca9bff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","All external trimming completed"
"1601a392-38df-51af-af7d-3b68f8c048a9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","All external sealing completed"
"48d4a450-2654-4de9-bf78-b809ff70c431","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Eastside","Water testing Subsill"
"483fa55a-d93d-5b09-9b1b-4dfafd9c0c00","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Level 2","External","Westside"
"5ad4d01f-d212-59c8-93b0-45e8989f1c5c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Westside","Horizontal sunshade installed"
"9a359a3a-27cc-5ad6-94cb-fbcac05d5b80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Westside","Vertical fins detail installed"
"04e01777-d891-59d1-bf4f-0889f41c0b5a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Westside","All end caps to feature completed"
"113ce1ab-532e-59fd-bfab-75cdad632ae9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Westside","All external trimming completed"
"f775746a-27db-564d-ae94-8517c884bd64","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Westside","All external sealing completed"
"d8610043-6b91-4296-af10-e14bbc6c8635","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","External","Westside","Water testing Subsill"
"49d7951e-34d8-45ff-9589-a6731597dcd0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 2","Lobby"
"a5f246c4-5083-4c81-bbc4-ac2311bb3ad3","","checklist-flat","work-in-progress","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 2","Lobby","W09-A"
"3038411f-56bc-59b2-8ad1-4f798e43ae60","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Waterproofing angle completed"
"8a713dbf-c083-5002-b212-c72a6aeaa471","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Installation of sub-sill and caulked"
"d9f2fa82-7570-5197-bb5c-a9aad763d315","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Installation of sub-head and caulked"
"e961a768-303e-5336-8789-08c0dc6bb11e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Install frames including trims to doors"
"23f4df89-be88-519b-9e57-5dc02f4f51a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Install windows and trimming"
"30c9e399-6eb9-5435-b6b0-9cc63dd970a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Install door panels"
"a02b9a9b-7e7c-53b9-8885-46f1d7619e0f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Installation of all hardware"
"8a86836b-af58-54f4-bb4e-72580c33ac9c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Ensure all external and internal angles are sealed"
"09e40d32-1660-5731-b8c3-eacdd0ac625c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","Lobby","W09-A","Handover"
"884ed950-6b04-4053-a988-9cf5abe5c580","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 2","201"
"013796f9-c27a-4f5e-878d-bdc63ebacd02","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 2","201","W14-A"
"78fec7da-ba1b-5cad-91b8-ea4931189b7d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-A","Waterproofing angle completed"
"33170c30-56c8-507e-af46-cf506077675c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-A","Installation of sub-sill and caulked"
"e899f864-0caf-5e0a-a3a2-d4cc1273bb0b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-A","Installation of sub-head and caulked"
"0c672f51-407c-5aed-86cd-da8bc0cfba59","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-A","Install frames including trims to doors"
"2a461669-0236-55a2-9e01-d3912eeee81b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-A","Install windows and trimming"
"56bb85f3-3b62-567d-84eb-d13ebb3d84e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-A","Install door panels"
"620b1a73-4989-5708-92c4-5e303f10dc07","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-A","Installation of all hardware"
"49c38837-3cfe-5006-b180-9380ef90fe9b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-A","Ensure all external and internal angles are sealed"
"a12fbc6d-c085-5b6b-8244-8999d30f594e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-A","Handover"
"6b71ba77-c2c1-4771-9439-caba115f903e","","checklist-flat","work-in-progress","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 2","201","W07"
"7bd8d9c6-2c01-587b-b0b4-54ce102be931","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","201","W07","Waterproofing angle completed"
"0ee991ee-f4b6-50b6-b6c6-9c3e0635ef34","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","201","W07","Installation of sub-sill and caulked"
"cefcbf29-f67c-5d80-afa1-4a6bbebbc8b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W07","Installation of sub-head and caulked"
"767fb6af-9b4e-5118-8b93-deb6b0cb9c01","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W07","Install frames including trims to doors"
"781b2cb2-c15a-5bdd-bdf3-ff9ec52d958d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W07","Install windows and trimming"
"5dc7db3c-3cbc-5c73-b5f7-aacf2ffd1840","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W07","Install door panels"
"89ccc104-38e6-507e-855f-1cd1d21e0e3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W07","Installation of all hardware"
"476cce1c-200c-5e85-8c7c-a1ef6589e7f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W07","Ensure all external and internal angles are sealed"
"f78448d9-71dc-58eb-93c6-dd68e1e9c714","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W07","Handover"
"6b12b956-be49-4193-9946-b2a18bd7a96b","","checklist-flat","work-in-progress","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 2","201","W02-1"
"d7fc6e98-6227-52dc-a508-492e61f2a23f","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","201","W02-1","Waterproofing angle completed"
"1888267e-acd7-5d38-8f7d-587fef3b5d11","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W02-1","Installation of sub-sill and caulked"
"61098566-1d18-586f-ba92-0b6be4c1ec72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W02-1","Installation of sub-head and caulked"
"0a378e50-9f59-58e4-9ed3-f14afd5b2184","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W02-1","Install frames including trims to doors"
"70c755a4-6b15-5da2-803b-1708ec296a93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W02-1","Install windows and trimming"
"ffe1b170-c170-5dde-9d17-37e82ad8396f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W02-1","Install door panels"
"a47b78b3-d020-53f6-af43-075b41794c75","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W02-1","Installation of all hardware"
"9a641384-817c-5467-8a18-d5754777debd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W02-1","Ensure all external and internal angles are sealed"
"332b52d1-094d-5237-9b63-8d49d00b9466","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W02-1","Handover"
"25ef2ca1-e47e-4277-850e-9e914161e46b","","checklist-flat","work-in-progress","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 2","201","W14-C"
"abc85a85-caaf-531d-9364-d41f613d97f3","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","201","W14-C","Waterproofing angle completed"
"7edfc481-2bae-5e08-8a77-9fe6b89973d5","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 2","201","W14-C","Installation of sub-sill and caulked"
"517b23fa-3f8a-56fa-887d-331d649d2d71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-C","Installation of sub-head and caulked"
"45523a6c-82cb-5193-a132-ec8d6954dc80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-C","Install frames including trims to doors"
"7b5c98f0-5b89-5219-8af8-dd216f10cd93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-C","Install windows and trimming"
"97550897-856c-5557-8f09-12c949f0bdc1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-C","Install door panels"
"e1d6f4bd-cf9f-5a14-adc1-9f956dc67aa2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 2","201","W14-C","Installation of all hardware"
