"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6d2c0980-f80a-4a20-9417-a7de1fdc4572","","pass","","folder","TRUE","FALSE","Eastern Retaining Wall"
"74c6e95a-a31e-41f4-8785-117c2a517439","Child Photographs of Concrete dockets (450c2a2c-2500-5397-9771-53b6db50e1df): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-38"
"682671c9-4dd0-4845-9f07-9a420d26019f","Child Photographs of Concrete dockets (f0cfc8b1-0694-528e-a67b-a96de53dfd13): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-37"
"562d8904-3041-4613-8171-954147dbaad4","Child Photographs of Concrete dockets (2194c4d4-6a23-526b-9239-4a5ace9c8f2e): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-36"
"727080cc-a60b-4c49-93d4-58ed804d511b","Child Photographs of Concrete dockets (56a72615-1e62-5413-b11f-640be7de834d): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-35"
"39e01ad2-2f63-43fc-87ac-22f253281269","Child Photographs of Concrete dockets (756fb31a-d705-5e86-b055-fcf6641860ab): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-34"
"bb79d180-900c-499c-99c4-23a08ea58c08","Child Photographs of Concrete dockets (b5d7e772-f3f5-5958-9c3b-b24e15ce3d2b): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-33"
"9adeb973-d3fd-4c5f-b447-50fa67699cc9","Child Photographs of Concrete dockets (cde38165-e9b7-5e8f-bf12-60cd612a85a3): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-32"
"699d4802-c826-476f-abf0-2894b1a65a43","Child Photographs of Concrete dockets (ecd17766-68fa-5ee6-947d-460bc87e01cb): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-31"
"57b6bd49-466e-4abc-882a-fce8a9830c57","Child Photographs of Concrete dockets (87a677b8-0e3f-52b1-95a1-5b1f160515b4): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-30"
"b6a1734c-d62b-4dd2-8201-1bea3e14630d","Child Photographs of Concrete dockets (fd48058c-e647-5c5f-b5ba-82a364ea7923): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-29"
"97294da7-7190-41d5-b203-9ba7674de179","Child Photographs of Concrete dockets (c344c00b-3843-55c1-8621-f0e6d854832c): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-28"
"7683c79d-c7cb-46e6-a832-7951131c454e","Child Photographs of Concrete dockets (481508fc-0dda-5425-8b15-50681ccb7883): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-27"
"cd1a86ee-f9ef-471c-9c5b-4378e6c1213c","Child Photographs of Concrete dockets (99048767-69f6-5043-a324-1bb2bfb42dcc): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-26"
"91191873-c6c4-4789-ba98-24b6e287317d","Child Photographs of Concrete dockets (720366d1-57f1-58ca-8a35-7017b7d843e7): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-25"
"5a95251a-fffe-4c73-abaa-9e4d9f19d9d0","Child Photographs of Concrete dockets (287816fe-6569-58e2-897b-eaa5bc5e8f36): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-24"
"876f1749-6cdb-4b0b-851e-6f01bb4693f1","Child Photographs of Concrete dockets (a75dcd16-ec8a-5fa0-a787-da1437a7199d): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-23"
"a8171e47-8899-4e49-8868-f5d44fb5f8df","Child Photographs of Concrete dockets (b557575f-92e2-5777-a24f-842ac4a9597f): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-22"
"332e660f-79bf-4463-9d63-d90a0fabbb14","Child Photographs of Concrete dockets (895f29f6-3243-5aa1-8150-07234f5419fc): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-21"
"9089c216-1b45-4428-b497-302bcd8e61b1","Child Photographs of Concrete dockets (d0280de9-f727-5f8a-9988-b56a4caaea73): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-20"
"e1cadc40-4d7c-47c3-b805-4577b79a4abb","Child Photographs of Concrete dockets (f3bb244d-cd5b-5d1c-b01f-6691b9824ad9): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-19"
"c317f137-c6ad-41fc-89a2-a13bfa32f185","Child Photographs of Concrete dockets (1f84b262-d570-5700-bcbe-cffd7f16ae36): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-18"
"2e8dd5b7-d72f-4878-90be-493e862aa3cc","Child Photographs of Concrete dockets (87ad0b06-f093-5678-a00d-aa194b2588b4): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-17"
"4af2b25c-2c19-4f18-adde-9f664d4232d3","Child Photographs of Concrete dockets (05509242-6774-5356-bc49-f9860119f604): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-16"
"96c525b4-36d6-4649-8acd-c2bb6e9de142","Child Photographs of Concrete dockets (dd9ce32d-06ca-509e-b64c-caa50ef50570): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-15"
"c3f95082-2007-48bb-9daa-bd766949c6a3","Child Photographs of Concrete dockets (b1755a33-00df-509b-b73d-54c7bce25a71): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-14"
"5a4f94ac-3e50-488e-bedd-4d5bbbe87a3e","Child Photographs of Concrete dockets (dbb5be4b-137d-59f6-a425-020e686c94dc): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-13"
"ccccb076-8749-468f-80d2-191e8059f1c2","Child Photographs of Concrete dockets (f816847f-5c2c-5dd3-a063-3320ce7e3d56): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-12"
"eafea936-4a7d-4d01-8fda-2d3e554bf3af","Child Photographs of Concrete dockets (103f7dc2-9ff4-5a5e-9ee5-50a85e4fb55e): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-11"
"2bbd52b2-51e8-45b9-b596-bbf61dbb6429","Child Photographs of Concrete dockets (e3718974-e960-5c01-bd9d-8f301e006b80): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-10"
"dee6447a-4c2f-4f1c-8ae7-f6e6eb1e1be4","Child Photographs of Concrete dockets (71e06d44-abbf-55ce-90af-b7cedb01bbd6): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-09"
"42707fbf-4b35-40b0-af36-1a633ea2be4a","Child Photographs of Concrete dockets (4d2dcfe6-be62-5ca0-be8f-9c2623bf0a0e): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-08"
"5e0d7310-9218-4ae9-8231-f058b6f162ac","Child Photographs of Concrete dockets (ef327714-ef22-5eb4-8eea-18d8089b5056): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-07"
"70b0d359-8ce2-4443-85a5-17dfd31ee300","Child Photographs of Concrete dockets (89c7bead-02de-5dab-8c20-3645a2a86ea2): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-06"
"de0b1f04-57df-410a-8460-cc040b03e53f","Child Photographs of Concrete dockets (b407aba5-b4e5-589a-ab30-c534cc3c4e10): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-05"
"62e767ae-41e2-403f-8173-3bb996a30022","Child Photographs of Concrete dockets (bb82c967-bef5-582f-91c1-ea2c7f115b8a): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-04"
"06bbc417-6fc5-4dfa-ab54-d5312fe74fc2","Child Photographs of Concrete dockets (675090dd-30a1-53b6-a6a9-8410b25fcd55): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-03"
"88311c5f-d114-44e5-8f38-309c4429254d","Child Photographs of Concrete dockets (7b3650a9-f8a0-5409-b9e2-95076219c634): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-02"
"8c25b66b-b4e1-4591-a97b-a71dbccd049e","Child Photographs of Concrete dockets (9da33e1b-bbe8-51bc-b9c2-03354853a825): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-01"
"92cad940-ab95-4d6b-a978-90e5e8c0ab5c","Child Photographs of Concrete dockets (6fa03ac7-b1ce-5bf0-9279-84d15ac55d66): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Eastern Retaining Wall","ERW-00"
"2a1cbd9f-2c8b-4316-acf6-a357a4b567b3","","work-in-progress","","folder","TRUE","FALSE","Western Retaining Wall"
"84f41207-ccbb-4f8c-9c40-fd88669a4920","Child Photographs of Concrete dockets (7d09a008-c855-55d2-8543-90dabbe0c316): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-01"
"5bd7c354-4e1f-45fb-85bd-ee4b6b8dfa81","Child Photographs of Concrete dockets (e4f6452f-3985-562f-ae06-4a98c3f639d7): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-02"
"14ebb7a5-33bb-4214-881c-c876624c7a2c","Child Photographs of Concrete dockets (6018fef0-fe8e-554d-b36c-5d951adb3f3d): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-03"
"668a6bb0-bceb-4fea-919e-e6ce5cac7020","Child Photographs of Concrete dockets (8d4d8f9f-9dc7-5bbb-bab4-438f73127adb): Multiple signoffs are not allowed","work-in-progress","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-04"
"a264148e-c14f-4af6-961d-ed540de7950d","Child Photographs of Concrete dockets (583f8c10-c262-5bcb-b10f-4d9cfc061f9e): Multiple signoffs are not allowed","work-in-progress","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-05"
"b44e8792-33eb-4bfd-a901-81880de18bbb","Child Photographs of Concrete dockets (f3104aca-c1c8-5b46-9fc8-2cf67d975f06): Multiple signoffs are not allowed","work-in-progress","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-06"
"aeaaea6a-e732-4a97-bd27-fba11e9df918","Child Photographs of Concrete dockets (29c7f0b5-ecb6-5d6f-9a40-1daf8d652fd0): Multiple signoffs are not allowed","work-in-progress","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-07"
"f0b79ae0-6f35-4788-aea9-7f9d5abd6353","Child Photographs of Concrete dockets (a99ca348-c681-5f72-b739-a578d91c8b65): Multiple signoffs are not allowed","work-in-progress","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-08"
"0f5e7020-3873-493f-913d-cd92ab295639","Child Photographs of Concrete dockets (43d163da-f800-59fb-8ca3-673e49786f9c): Multiple signoffs are not allowed","work-in-progress","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-09"
"8441f3d2-00c8-42ad-83d2-40c02cdc9f11","Child Photographs of Concrete dockets (adfe409c-d583-56ed-b111-ffcb93e283d8): Multiple signoffs are not allowed","work-in-progress","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-10"
"c9768213-ebb9-471d-8a23-f35f6a21eed3","Child Photographs of Concrete dockets (1ac68204-6696-5718-9a0b-4916bb9e0d6a): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-11"
"89302a2e-58bf-4f53-b5bf-643a1f222a4c","Child Photographs of Concrete dockets (21d6b532-ef45-507f-8ac4-df5ddf036800): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-12"
"2d5bf823-0479-485b-938c-31148d384dd0","Child Photographs of Concrete dockets (fe1cdc41-50fe-5d0f-8567-6857c4a3f661): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-13"
"a4a48fc1-f885-40b3-97c7-a4073385754b","Child Photographs of Concrete dockets (7ec0c08f-111e-55ad-94e2-7fadc70deb11): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-14"
"f637df9b-58da-47c0-a784-7ef8542ff5b7","Child Photographs of Concrete dockets (bc4852ae-710e-518a-97d2-a89510a76176): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-15"
"25c16bdb-f2a5-45b8-b0fc-e6530ef09826","Child Photographs of Concrete dockets (32c20799-bdcf-573b-a840-061d96804a95): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-16"
"c08dfc19-2d98-4b05-8834-423260f6ab32","Child Photographs of Concrete dockets (cab0c979-4ee2-5710-bbb0-9293ac2d6459): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-17"
"74cf0ecc-13ce-417e-9563-6ad98e8c6549","Child Photographs of Concrete dockets (dda406a6-1c53-57d5-8e13-d114f4aebfbf): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-18"
"6de271ee-21c5-4f6f-8628-773f2d4c0bda","Child Photographs of Concrete dockets (b7b90a0f-a887-5ed3-a0c9-574df69e095a): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-19"
"aa361e3c-207a-45d2-88d7-7c5e729d7aa1","Child Photographs of Concrete dockets (49c49b38-d9c3-52bc-96bd-01350d976a98): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-20"
"ab69ea28-a165-47e5-bdfd-f4cf66d7437a","Child Photographs of Concrete dockets (a66238f2-35b9-556c-aef1-15c12acfd6e3): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-21"
"387a1b24-a96e-4989-be73-cc254eee1204","Child Photographs of Concrete dockets (1310b701-3281-5d09-898a-a595a64bc43b): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-22"
"df27d8c1-3aa1-4bd7-a992-2fea8f57c0f2","Child Photographs of Concrete dockets (32ff537f-8a3d-59da-a58f-7f508a24090f): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-23"
"7240d02b-e5ac-445a-b45b-d0f8651e7899","Child Photographs of Concrete dockets (82fe8a96-c5d9-57aa-acf7-2db3fb979d34): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-24"
"d2850e37-29ed-415d-9727-41232fbdf5da","Child Photographs of Concrete dockets (dbf857bc-0356-5225-aedb-016cd8153521): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-25"
"c9db3e85-241f-49c2-b176-651c1835857c","Child Photographs of Concrete dockets (85fffdb8-481e-59f8-bd9f-dd3001f33a98): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-26"
"22c8736a-d95f-4038-a352-4c8d3c1d6150","Child Photographs of Concrete dockets (96a438de-73d4-519d-8659-c02e21f437cd): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-27"
"c7307113-3ba0-4fce-985e-475ac4a00817","Child Photographs of Concrete dockets (daebc3d1-6cee-5ae8-b00f-6b81d93b4f31): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-28"
"26aaf338-71ae-4f86-8fbc-a45a2b924be5","Child Photographs of Concrete dockets (238090b9-0c4d-575a-8031-c065002ed977): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-29"
"62f36873-8629-415a-891e-915a7697cc56","Child Photographs of Concrete dockets (395dfdee-35d8-59db-932a-a762b01640d4): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-30"
"18a67da8-1113-406d-99b4-6f527e02c89d","Child Photographs of Concrete dockets (22c4f496-81ab-5d2f-b80e-09e6057f9707): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-31"
"22d42916-a8c0-4df6-a7f4-63a3621b2c4d","Child Photographs of Concrete dockets (19ca2ba6-6706-5cfa-9256-660e20447a82): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-32"
"d5019b9f-49f3-4811-85fa-255e9b2370db","Child Photographs of Concrete dockets (26834bab-7d87-5e1d-9b67-734f86444a46): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-33"
"ddc4a700-a719-43d7-8679-19ed420c2289","Child Photographs of Concrete dockets (b784234c-da24-593a-b12b-627884ccbbf0): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-34"
"655c7673-17ec-4f37-bc2d-b45535cbd1fa","Child Photographs of Concrete dockets (e6535ef6-a984-5f36-a1b2-f9f49f2fd254): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-35"
"a5ea7a89-465b-4273-909c-bb418ac96eef","Child Photographs of Concrete dockets (80bd7be9-2ab4-5b45-b588-cf3d6d4201a4): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-36"
"bb6fedbd-27ae-4adc-9c4d-6c2370eaaa25","Child Photographs of Concrete dockets (b0035b69-fd9a-5831-85e2-ae2d66504466): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-37"
"50b8c88d-b615-456e-84d1-1d9e122d9a7a","Child Photographs of Concrete dockets (2c510e5a-7b5a-583b-95c3-df4867fa5d41): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-38"
"f061fbf9-ac74-4f56-bd39-9eb9c1b830b7","Child Photographs of Concrete dockets (1af4de2e-8c35-5dca-a32a-c09cfd650123): Multiple signoffs are not allowed","pass","QA - Retaining Wall Checklist","checklist","FALSE","FALSE","Western Retaining Wall","WRW-39"
"f9e31b4d-a5fb-4fe2-9353-c4b5f1a0dc33","","work-in-progress","","folder","TRUE","FALSE","Telecommunication"
"a093117c-92e4-4059-9ab1-b890c95fd92f","","pass","QA - Pits, Vaults and Manholes","checklist","FALSE","FALSE","Telecommunication","Vault G02A"
"875f37e2-92ca-476f-9bf4-568d3e0ad110","","work-in-progress","QA - Pits, Vaults and Manholes","checklist","FALSE","FALSE","Telecommunication","Vault E01A"
"075b126f-9524-4e4e-a79e-5e777ba7d78d","","work-in-progress","QA - Pits, Vaults and Manholes","checklist","FALSE","FALSE","Telecommunication","Vault G04A"
"5f852c2c-013a-4fad-b982-510df0498be0","","work-in-progress","QA - Pits, Vaults and Manholes","checklist","FALSE","FALSE","Telecommunication","Vault D04A"
"d47f5923-1d45-49cc-8e8b-9be179718dcc","","work-in-progress","QA - Pits, Vaults and Manholes","checklist","FALSE","FALSE","Telecommunication","Vault D03A"
"895d8b6b-aa50-44e0-94f3-9e5bf76f132e","","pass","QA - Pits, Vaults and Manholes","checklist","FALSE","FALSE","Telecommunication","Vault G03A"
"0f50ec9a-8383-455b-8dde-71c9a1c973e9","","pass","QA - Ductbanks","checklist","FALSE","FALSE","Telecommunication","Ductbank D03A - D04A"
"90bc2989-b059-4a60-bc11-59e20941208c","","pass","QA - Ductbanks","checklist","FALSE","FALSE","Telecommunication","Ductbank G02A - G03A"
"d4a532b1-573e-4b8d-a03e-e7ce66d16a5a","","pass","QA - Ductbanks","checklist","FALSE","FALSE","Telecommunication","Ductbank G03A - G04A"
"a9822d7b-ac98-484d-b86a-633a3b3a597a","","pass","QA - Ductbanks","checklist","FALSE","FALSE","Telecommunication","Ductbank E01A - G02A"
"d3d344ec-4e7e-48a2-9ad2-92d89bac3c28","","pass","QA - Ductbanks","checklist","FALSE","FALSE","Telecommunication","Ductbank AKL02 - D03A"
"9ef676d4-e28d-41c0-a388-596c0716c6c9","","pass","QA - Ductbanks","checklist","FALSE","FALSE","Telecommunication","Ductbank D04A - Boundary"
"3a0ded9e-e244-4d81-a817-d5f956d51b6f","","pass","QA - Ductbanks","checklist","FALSE","FALSE","Telecommunication","Ductbank G04A - Boundary"
