resource,resource,resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,302,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,303,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,304,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,305,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,306,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,307,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,308,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,309,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,310,,,,,,
,,,,,,,step,,,,LEVEL 4,,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,401,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,402,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,403,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,404,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,405,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,406,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,407,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,408,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,409,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,410,,,,,,
,,,,,,,step,,,,LEVEL 5,,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,501,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,502,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,503,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,504,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,505,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,506,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,507,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,508,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,509,,,,,,
QA - External Framing,QA - Sheet Linning Checklist,QA - Internal Framing,QA - Steel Stud,QA - Soffits,QA - Doors,QA - Trims,folder-with-checklists,,,,,510,,,,,,
,,,,,,,step,,,,ROOF,,,,,,,
,,,,,,,step,,,,,A1,,,,,,
QA - External Framing,,,,,,,checklist,,,,,,Timber Framing (Exterior),,,,,
QA - Trusses,,,,,,,checklist,,,,,,Trusses,,,,,
,,,,,,,step,,,,,A2,,,,,,
QA - External Framing,,,,,,,checklist,,,,,,Timber Framing (Exterior),,,,,
QA - Trusses,,,,,,,checklist,,,,,,Trusses,,,,,
,,,,,,,step,,,Health and Safety,,,,,,,,
,,,,,,,step,,,,SITE TOOLBOX ,,,,,,,
,,,,,,,step,,,,PRESTART,,,,,,,
,,,,,,,step,,,,INCIDENT AND ACCIDENT REPORTS,,,,,,,
,,,,,,,step,,,,WEEKLY SITE INSPECTION,,,,,,,
,,,,,,,step,,,Site Instructions/Variations,,,,,,,,
