"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"81ccdaa1-063b-4d2c-996e-1351694494e3","","pass","","folder","TRUE","FALSE","Externals "
"6d8e4cf1-c7a8-461f-af47-594892c42e66","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Externals ","WER.05"
"767bc7f4-542b-47f4-98f7-dde3c0437df1","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Externals ","WER.06"
"a9745da7-95c6-4994-a599-6f42bc3053ce","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Externals ","Door Type E1a - 16No. In Total "
"0a428fbc-812d-454a-ae85-330d64ead972","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Externals ","Door Type E1b - 4no. In total "
"6147050c-fb28-40a2-831c-4069175ec492","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Externals ","Door Type E3a - 2No. In Total "
"154d20ca-8254-45a5-bbfa-59a8e7db3dd3","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Externals ","Door Type E4a - 18No. In Total "
"2ea67ffc-77b1-47c5-beae-97de0abbf912","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Externals ","- (Item number)WE202"
"16f95a85-5386-45f1-a744-24c7fe6d138f","","pass","","folder","TRUE","FALSE","Internals "
"5b6b18f5-028b-429d-8619-c04b93e24b2f","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-BL2.01C"
"c5814c84-c840-4fdf-9621-773bfd7519ab","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-BL2.01B"
"fc1010a6-2fa2-4071-ab77-1c285407a1bd","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-BL2.01A"
"9ef7accd-c9cb-48f7-9949-19df60aa6c64","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-2TS2.01D"
"ddb6eecf-b859-4ae4-ae6e-b4ad2b7e0eb9","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-2TS2.01C"
"c9ae3375-f71e-4dc9-9aa7-9192f27784ba","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-2TS2.01B"
"6353c508-12db-4151-b47c-2d23bad27e2b","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-2TS2.01A"
"8cc63a32-032b-4986-b00c-068acf1897ab","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-2TS1.01D"
"b531f8f3-b89f-47d7-953f-560ccd6bc81d","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-BL1.1D "
"f8ceb2dc-593b-400f-97da-138f9573e491","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-2TS1.01c"
"90fbaeaf-ccae-4cad-8a8e-8149a56965fe","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-2TS1.01b"
"621b0c46-4a2c-4859-9292-17b4c585cfbe","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-3TS1.01D"
"a2712bc8-9c77-4a6f-9573-5e01d72890cf","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-3TS1.01E"
"44301674-4b25-4f8a-8a8c-f203ad3f16b1","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-3TS1.01F"
"4a934c7b-81dc-4f6c-903c-575d001edcee","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-BL1.1A"
"b718266d-e39f-4990-9097-a1bad8396228","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-BL1.1B"
"347802a8-f9cd-437e-a370-2a9fee53e5aa","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-BL1.1C"
"4fa81e16-16b2-4714-abb9-b40bec301fb3","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW-2TS1.01A"
"77e1f50d-662c-43fd-b49d-34d6d19a9ff1","","pass","QA - Shopfront/Partition Glazing","checklist","FALSE","FALSE","Internals ","IW-3TS1.01A"
"f1ce3b62-d1b3-41bb-9f5c-5a1ee7d02606","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-BL2.01D"
"147f8183-e549-4019-8dfb-49b53388ce94","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS2.01B"
"e7955175-6d50-47b7-b2ea-e546a67a77eb","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS2.01C"
"74b182ff-0464-472d-93b2-a46b113b8ed3","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS2.01D"
"5bd0f7ea-04b9-497c-bf3f-8a72a5e59a53","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS2.01E"
"b5d17c68-868b-4388-87fc-e3872d5705de","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W--LD.01A"
"71507b45-3d3d-410a-b3d2-d0ecac60e3d8","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS1.02A"
"f23186e0-4e6e-4106-86ff-28cf8795861a","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS1.02B"
"688b0ef1-a90e-4d0a-a3c3-3f39501f80db","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS1.02C"
"bcfddc89-5d9b-4ebb-9198-49c6e28f3401","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS1.02D"
"af60eee4-2484-40ca-ae70-46c9c58e9af9","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-2TS1.02D"
"f42c2bfa-42e7-4e6e-9b5d-d14dd575976a","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS1.02E"
"4dd7625e-f6e2-41e5-b4e9-a1365f900106","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS1.02F"
"63ac3c77-78be-497a-98d5-b67e7cb14f2e","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-2TS1.02b"
"512b5c6c-3c74-47d4-bff8-1a9038a08859","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-2TS1.02c"
"c89efc3c-d704-470d-ae44-913da0b8fcea","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-2TS1.02a"
"22acd476-49ee-475d-8d10-390438e2d1cd","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-2TS1.02F"
"f86ae189-4f6a-4919-98c5-99c5419c76e1","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-2TS2.02A"
"50462207-475b-4981-b1e3-6114d2b7ebd3","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-2TS2.02B"
"4fbfb603-2ce2-4dfc-95a2-3670a30b5dbd","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-2TS2.02C"
"b1b0b7d3-79e8-413f-b36a-8620054b121d","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-2TS2.02D"
"188e44ff-d66d-47d8-aa3f-f4227a164594","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS2.02A"
"6dd72a00-ad25-4fa0-b598-aed42f9d906b","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS2.02B"
"ab8876ae-4d00-49e0-8b50-73983ceef1bd","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS2.02C"
"40ac2ca9-c4ff-404c-b48f-61e4ca183bdd","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS2.02D"
"eaa50319-631a-46c5-b4a4-646e338211d3","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-3TS2.02F"
"9de0f619-900b-4f70-ae79-61bfffb41020","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-ST.02A"
"ddca1974-79f7-447e-b6b7-0afeb6b87984","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-BL1.02A"
"4a731b6b-0c7b-4dfe-9868-0b9dc94d7933","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-BL1.02B"
"efddf0c3-df57-4795-bfb3-8b36708bef38","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-BL1.02C"
"29d7a4f9-3bf2-4490-870e-598158468e99","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-BL2.02A"
"4885fb8d-d5aa-4695-a578-bb7986c27cc0","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-BL2.02B"
"af606f2a-73ce-402c-8800-8203457685a8","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W-BL2.02C"
"4710f7b1-ad3c-46fa-9272-c7cb6fd37949","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW.3TS1.01a"
"3e71a693-28d6-40b8-8357-acc29905e468","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","- IW.3ST1.01b"
"4bafa4b6-f572-43ae-86d3-b74534b7380a","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW.3ST1.01c"
"1dbc9831-6675-43cb-8034-bdf986f1a51f","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W.1B.102d"
"ef22ca18-cf27-4255-a099-65ada4148d5e","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1W.ST.02a"
"7e070ea2-ab27-4cf4-b37b-1c6c0112e644","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW.3TS2.01a"
"a06b0088-f3e3-416f-a4db-7c24b92b81a8","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","IW.B1.201d"
"b42f1ebb-d2f5-490d-958b-8243469f4df5","","pass","676ed0c4efa6b3f0b9c86ec6dbb1d8b5e3ec8015ca32891d06b6411b57fb96bc","checklist","FALSE","FALSE","Internals ","1D.2TS1.01Ea"
