"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c1de4885-1884-4a71-a00e-b40d629ee84b","","folder-normal","not-started","","step","TRUE","FALSE","Keller Site QA"
"928300a0-8c84-4f1a-a73b-3744e181bbec","","folder-normal","not-started","","step","TRUE","FALSE","Keller Site QA","Retention Piles"
"5cecd5dc-66ae-430f-82be-22754edf11ff","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","177"
"01f3fde9-cbba-4381-b2a5-c81150fd909a","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","178"
"ad6f90b4-b03a-4d7c-b192-21819014b10d","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","179"
"125464eb-1d8f-4883-bceb-37f0e9c3e7c9","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","180"
"c7772425-1b42-47d1-adb4-03f4f74e4769","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","181"
"9dc2b773-1f70-47a7-a99f-a9093df04301","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","182"
"a447c2b0-1138-49f0-8d2f-7218a552e59f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","183"
"997fe347-3117-474d-be80-91a9f26b1b27","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","184"
"55719fd9-83be-4e1c-9337-1c0418bdd2ed","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","185"
"f776ecc8-4767-4397-ba4b-63f3bb207457","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","186"
"f7f78d25-7b09-4c8f-b043-ac83b2623ecb","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","187"
"48bfae6d-5704-41a2-abb3-77898c0f3c80","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","188"
"d2786169-f4e1-423c-8305-55e64f44355b","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","189"
"fa889ec0-3a5e-4e44-a0ba-5a0260550237","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","190"
"bc6be6ea-3ba9-4f40-bd75-9f3e31a5fb07","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","191"
"ace1a477-caab-4e7c-be37-8c2f644ce077","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","192"
"8aa0318a-878d-4f11-9d0f-6f533f4d414d","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","193"
"e1f40931-8b8e-47c4-ba36-32c3df7183e4","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","194"
"4f651b60-b36c-401d-8eec-be7957c11370","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","195"
"650e1085-35fa-49ad-a7aa-c2607047c127","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","196"
"51a72c11-2e0b-476c-bc0e-3cad3765e64f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","197"
"ad24846d-e4a1-42f6-8e33-4b2d0555f870","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","198"
"6804be02-c12e-4191-b6de-75d29f414753","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","199"
"4bde166e-fafa-4dbc-8b73-dddc17cac47a","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","200"
"f7f0c68c-fd2b-4987-920a-6944aff650d5","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","201"
"042709d9-3f4e-4925-a5f7-835c0fd90ab6","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","202"
"d78326bf-82ef-4bc6-a725-47554c240ab1","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","203"
"e15798fd-94c0-44c8-bc7d-121f95644870","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","204"
"49ae2ea4-52cb-4811-a678-f1ec30196bc7","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","205"
"72764ec4-6681-4e0a-a38c-bb9cccc98a1c","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","206"
"755684bf-ee3c-4294-b834-c4d269d637f5","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","207"
"1f422b93-b4e9-4157-94b2-392ad77a0751","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","208"
"52c22e3e-7bed-4236-ba58-cdfb05c85652","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","209"
"d21d0a01-06e3-408d-8205-618765d8dcc5","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","210"
"99990a79-7e39-4e6f-b633-504c135c6840","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","211"
"22160ddb-d1d6-4cfa-9b4e-f2b8c5fa75c3","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","212"
"9af36333-5953-495c-b541-66e6c348ff34","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","213"
"0ce9407d-cc5b-45c4-b4a7-dc996a7c556f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","214"
"71e1b987-ae44-4ff6-91f2-bf04dc21da41","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","215"
"7bc0511a-0ed8-4a38-9325-d1e58504cda9","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","216"
"05499681-e5d3-49ba-bd9c-f6626bff28f1","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","217"
"1cb3a900-f926-4224-8b7d-61342de7782d","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","218"
"cab6419f-89bc-44d5-85b5-aec7bf3bcc6e","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","219"
"044611d9-c628-4b52-accf-d938202d47d2","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","220"
"e14d427c-a605-49b2-b252-49387919f6d1","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","221"
"10dd1dd5-22fe-4509-bb15-0a90fd203fa0","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","222"
"d3d8d98b-b021-473b-b440-de055cd1fc1f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","223"
"ae668d00-ca17-48ca-8de1-1f16f2238b8f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","224"
"e0054d4d-57a0-48a2-8f6b-3c437b7d1867","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","225"
"90b1c621-59fd-4ed8-b9af-6d0753ef55e6","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","226"
"37aa1934-50cf-4e1e-9f6b-b1c0bd07d96f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","227"
"5dd324ad-06e5-4521-ae38-f14e17ef6c5b","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","228"
"80844ab5-dd18-4be6-86f3-3713bf05f268","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","229"
"ab793634-fa21-4498-90cb-087061b4d807","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","230"
"f3d9112a-3899-486f-93ec-8ea745e0ad16","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","231"
"420436ec-1f05-4e12-b785-104b456363d5","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","232"
"21de0253-e7d4-45e5-9784-b5187c232f4f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","233"
"4884475c-a83c-44b9-80bd-9c12ae543063","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","234"
"cd0d43d9-9f10-459b-ad87-57df40fab8af","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","235"
"e73dc716-feab-4eb5-a71f-f6bb48f4c451","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","236"
"cd34c7ea-c34b-402b-8484-65d32535ebce","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","237"
"22463f7c-3a8b-46ea-9cff-825d7dab89c9","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","238"
"52504e72-ddb7-4e92-9bd7-6ba8447d5288","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","239"
"1978a1b4-40c8-4814-a170-f37b214d3716","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","240"
"3f80892b-e5dc-4056-aa77-88870d03dafb","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","241"
"a323997d-d9d2-441a-ae2e-bb09a55438d4","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","242"
"6f9cd6c2-6050-4d6d-94ca-4c45f25b4518","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","243"
"59232e12-3c47-4b86-9262-481e8cb00cc8","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","244"
"d8d97607-d159-4327-b7ba-cb91bb7706c8","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","245"
"62d8ca04-38b2-4b3f-a7d5-362fcc23847f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","246"
"b84f7a4d-81db-4d41-b232-c9d4221c1991","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","247"
"2b9da100-1ba0-48e0-9913-c0a124be8f1f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","248"
"bfd9b5ba-f3a7-4e15-8b09-cb7e44b61f0b","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","249"
"99672280-250b-4015-b7aa-9493176a73a6","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","250"
"04ec5fca-7ad9-4b4c-80ef-8e80b42f2c22","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","251"
"170e2388-344a-45ca-a9b0-9c591f89739f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","252"
"339e250e-7a07-4494-92fa-1cb5b2907f3b","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","253"
"3caa5f43-f840-4fe6-b007-33f31fc0bb66","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","254"
"458b9c58-27df-4a46-a122-fb6bad4ceffc","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","255"
"32ff99a6-33f7-4a84-a954-ad0f304bc60f","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","256"
"fb154e2f-4eaa-4661-82d9-57bd214961ed","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Keller Site QA","Foundation Piles","257"
"909981de-d400-4406-a388-6df009022e78","","folder-normal","not-started","","step","TRUE","FALSE","Delta Site QA"
"77862e2a-8446-4ed7-92b6-d493dbc6faf0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Delta Site QA","Capping Beam"
"f415b9e7-e5fa-4165-bfd9-4954ec6762cd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Delta Site QA","Shotcrete Walls"
"01452d58-57bf-4489-8b2d-2ff7998f1e6c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Delta Site QA","Ground Anchors"
"6fe5ceaf-429a-40da-a652-6392e1a0241d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Delta Site QA","Footings"
"1beb7ee7-560d-4259-b3f3-86ce8bd11de0","","folder-normal","not-started","","step","TRUE","FALSE","Delta Site QA","Slab On Ground"
"8265fc44-6514-4649-8e20-09f978909c4c","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Delta Site QA","Slab On Ground","Piling Records ITP"
"d2a3e791-a9c5-4c59-ae0c-f27bc32b1d98","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Delta Site QA","Piling Records ITP"
"f5cb4020-f5b8-45e1-8985-059fe305cb66","","folder-normal","not-started","","step","TRUE","FALSE","Delta Site QA","Piling works "
"a43adbe5-e1a2-442e-95f9-5c558e687e86","","checklist-flat","not-started","Piling Records ITP","checklist-flat","FALSE","FALSE","Delta Site QA","Piling works ","Piling Records ITP"
"fffc4f05-8a64-48df-a733-361d20703e4c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Photos"
"8778ecec-baf5-4a0e-9e44-96d2610b2d11","","folder-normal","work-in-progress","","step","TRUE","FALSE","Photos","October 2022"
"183746ce-7c72-4dc1-94be-ec0d6083ec4e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Monday 24"
"76c4497b-ff6e-45aa-b951-d0ee7cd184b7","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Tuesday 25"
"5206bc2c-de39-4430-a272-6cc538e3e0e8","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Wednesday 26"
"2e456711-baf6-4488-ba78-f66b067b8a0e","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Thursday 27"
"e87f7103-31a7-4c08-a3b0-4d7834855cdf","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Friday 28"
"cac02d53-8466-4352-88a8-0d0d81165c24","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Saturday 29"
"5f1fce0e-bab1-4770-a727-f9e459630be8","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Sunday 30"
"c153d954-e861-4fae-a030-e7b89172fb59","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","October 2022","Monday 31"
"16612018-901c-4494-8ff6-86af890422ac","","folder-normal","work-in-progress","","step","TRUE","FALSE","Photos","November 2022"
"a0b6ea83-a40e-415f-8358-d349b41f98fd","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Tuesday 1"
"3802df83-cb44-497c-a3f8-46efa367c86b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Wednesday 2"
"50d716e9-5ccf-4aa3-8846-2ea2bd05957e","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Thursday 3"
"d4fa97d0-a68e-4f67-a25b-20ecf8111f2b","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Friday 4"
"6c3b9cb2-311b-47c4-9e60-ba113f5e13d7","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Saturday 5"
"99b4a775-0b29-413e-9aef-cffa4177b1dc","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Sunday 6"
"b6c6b7bf-4a4b-4521-89ad-0f2aa71c811b","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Monday 7"
"85982592-50e9-4756-a707-0594a8cb2992","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Tuesday 8"
"60655b1d-78d7-4ff5-89bb-6b132df0ce62","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Wednesday 9"
"530412f0-226e-45f0-b596-42927b0d1252","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Thursday 10"
"33d6d425-3499-4110-a268-8ccfb794c3e6","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Friday 11"
"72468777-254a-468d-a81a-80d2c9b1341a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Saturday 12"
"798ae38b-7fc7-475c-800b-b2b4b8984679","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Sunday 13"
"bd956685-ea91-4831-b998-4b2fdde016b7","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Monday 14"
"1fc71b94-fdef-470a-bdba-0c5cbe6bbd3a","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Tuesday 15"
"3a4aa700-af2d-40d8-9059-4dd7245ccdf5","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Wednesday 16"
"30b13255-f06e-4986-8022-ee601b47ada4","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Thursday 17"
"8b9138ff-e21c-4742-be46-faff4d6f5876","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Friday 18"
"f9eabb41-eea4-46b7-a1be-c1e5b9b8a5c0","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Saturday 19"
"4173d00f-baf1-4813-8f75-c8fba114302a","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Sunday 20"
"d6276c15-3fcf-4ab0-bed0-b10e0df41fdf","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Monday 21"
"71df1d47-18fa-4c62-be7f-c9b96f708ff1","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Tuesday 22"
"7862f834-4a19-4b3c-a670-c42b889e00d8","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Wednesday 23"
"c034636c-e493-4606-821c-498ad4964df9","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Thursday 24"
"784f6e80-31d0-45af-ae04-7aeabb557d9e","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Friday 25"
"a0ebb1eb-2938-490e-8d49-fac101e032d4","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Saturday 26"
"90ce0835-507b-4fe0-a512-5a3b36fbcd35","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Sunday 27"
"7cd645b2-3302-4535-916c-aec00dd7336b","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Monday 28"
"b2b85970-04fa-4285-a982-d617bda3ba8f","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Tuesday 29"
"4e46c889-d0b1-474e-9499-421112ca84c3","","checklist-flat","work-in-progress","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","November 2022","Wednesday 30"
"f68b2e53-2e03-49ce-bb31-7158467d0359","","folder-normal","work-in-progress","","step","TRUE","FALSE","Photos","December 2022"
"4848f3a8-f04e-47d4-ba92-17746f83a5b5","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Thursday 1"
"0ca6e653-b2c6-4218-9b47-2bbb1731e2e7","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Friday 2"
"1d62b883-c16d-4946-ae37-3418ae364b13","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Saturday 3"
"bd828746-bf1b-4d6d-b50c-3bdf1c21e409","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Sunday 4"
"3ffd185a-36de-4c4a-8f1a-b277ac15941e","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Monday 5"
"00d351ef-3162-40ce-b12d-43b47f2f08bb","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Tuesday 6"
"7a60b03b-c9d3-49ac-acbb-ef92683d2dbb","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Wednesday 7"
"cc583403-56ca-4242-a6bb-be356c40cb3e","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Thursday 8"
"415513fe-9ae3-4916-b8a7-bac719c83f8f","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Friday 9"
"627972dc-3c5c-45ec-9b0b-8e7047caefb2","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Saturday 10"
"6d61cee9-791d-46f3-b2b1-390551b38d7f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Sunday 11"
"a0ba950c-907e-4476-aa25-dae4b855fd34","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Monday 12"
"a207af91-8c58-4e40-bb4b-2a62a80ef09c","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Tuesday 13"
"2721204f-17c5-4193-884d-8714e83816b8","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Wednesday 14"
"c628775a-355d-492f-b68f-1a024f511a98","","checklist-flat","work-in-progress","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Thursday 15"
"6f4c9d9e-ddeb-48a7-b337-13201b49306a","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Friday 16"
"3a3d6906-8c3c-48d5-9e4e-569b8406fd91","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Saturday 17"
"66d89543-05bc-4ec0-9dc2-7cab4cc55c99","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Sunday 18"
"dfd252c7-0a13-44f7-96b0-b50ca0940fab","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Monday 19"
"01d0bc6c-4bec-40fa-8fd9-4256da2cc1e8","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Tuesday 20"
"92f25026-58cd-4df3-bcee-88cd11069a44","","checklist-flat","pass","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Wednesday 21"
"cf1b70dc-d3db-4eb6-a69f-7efc30ef50b0","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Thursday 22"
"3212593e-4bd7-4d3e-a8c0-919364b320fb","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Friday 23"
"8ee6b5fa-72d3-43c4-bb0c-f73d93d326fa","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Saturday 24"
"c9ccbec3-fceb-461e-8cdc-f5c57b3b5748","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Sunday 25"
"efb6d228-d345-47cf-82ed-8e68bde9d01f","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Monday 26"
"d13a6ee1-5669-4b5f-a38a-4a4eaf905eb3","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Tuesday 27"
"0796b6c0-f43c-4b20-89ed-674545b7f859","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Wednesday 28"
"bd22e276-9cd8-460a-8d0c-193103f620ae","","checklist-flat","not-started","Document / Photo Upload Checklist","checklist-flat","FALSE","FALSE","Photos","December 2022","Thursday 29"
