"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9d25ad23-f47f-4f93-a4b9-59639a47e1f6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits"
"25906010-d397-446e-88b5-7ea455170f54","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building"
"92193f65-edbb-45e7-9215-ebc67a8dccc2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements"
"41173abf-2852-4d6d-8be0-646affbc8995","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements","Slab on ground"
"24d61559-cb18-4fc1-a8ae-73eda2dc084e","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building B","TOB-2A-L04-DRC2","AE-ITCX-010 - Torque Settings for Bolts"
"970b7e52-6081-4c4e-811a-500b4cfb867b","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building B","TOB-2A-L06-DRC"
"4694469d-3bb4-42d0-bd2f-cf9e629d3e49","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building B","TOB-2A-L06-DRC","AE-ITCX-013 - T-Off Visual Inspection"
"a70566e2-e5cf-43e4-832b-c79217020bd9","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building B","TOB-2A-L06-DRC","AE-ITCX-010 - Torque Settings for Bolts"
"db7c5c09-7500-4d2c-8557-eba86a873c2a","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building B","TOB-2A-L09-DRC"
"007a4f69-a281-4d14-b308-7f88c3139af9","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building B","TOB-2A-L09-DRC","AE-ITCX-013 - T-Off Visual Inspection"
"d43d08e3-8396-4030-bf4a-ac8be969f14a","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building B","TOB-2A-L09-DRC","AE-ITCX-010 - Torque Settings for Bolts"
"7ed202a5-e75d-4de4-9d51-58c14845aebb","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building B","TOB-2A-L02-DRC"
"f730eee5-2638-4490-90ed-777078dd5963","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building B","TOB-2A-L02-DRC","AE-ITCX-013 - T-Off Visual Inspection"
"2b44d226-9c5c-4ad7-b067-89a158ca6b25","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building B","TOB-2A-L02-DRC","AE-ITCX-010 - Torque Settings for Bolts"
"a0a30c0d-bf3d-449e-8337-77bbf4c199fb","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building B","TOB-2B-L04-ES2"
"d7027d02-b91f-4855-8203-c79a2642e1f0","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building B","TOB-2B-L04-ES2","AE-ITCX-013 - T-Off Visual Inspection"
"f2838e90-7101-4497-8130-2b218fcd5798","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building B","TOB-2B-L04-ES2","AE-ITCX-010 - Torque Settings for Bolts"
"6e9cc45e-6136-4fae-90df-87998074a48c","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building C"
"d210bbcb-b0b9-494d-ada9-8757fd39ba0e","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building C","CC2-MSSB-TOB-1B-L00-NE7.2"
"6b5f5796-068d-46a4-b774-8abc52e6a6ea","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building C","CC2-MSSB-TOB-1B-L00-NE7.2","AE-ITCX-013 - T-Off Visual Inspection"
"0005c435-954c-47d0-8078-ad89c8a0d22f","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building C","CC2-MSSB-TOB-1B-L00-NE7.2","AE-ITCX-010 - Torque Settings for Bolts"
"0873f38c-0856-4112-b11c-74b5dff7853b","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building C","CC2-MSSB-TOB-1B-LLG-NE7.1"
"5a43a5e6-d934-45bc-88a2-c1f419d6a190","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building C","CC2-MSSB-TOB-1B-LLG-NE7.1","AE-ITCX-013 - T-Off Visual Inspection"
"d1b4ddcc-fc10-4f51-832a-f08903526c7e","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building C","CC2-MSSB-TOB-1B-LLG-NE7.1","AE-ITCX-010 - Torque Settings for Bolts"
"fbbde1b2-e9a7-4c82-8768-50ee0beec289","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building C","CC2-TOB-1B-L03-NE7.1"
"e0e3431a-8903-4e3d-95e8-3265eda60f4f","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building C","CC2-TOB-1B-L03-NE7.1","AE-ITCX-013 - T-Off Visual Inspection"
"b8ee86db-123e-4ab6-bb6c-32a2e029ead5","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building C","CC2-TOB-1B-L03-NE7.1","AE-ITCX-010 - Torque Settings for Bolts"
"23e45d00-2024-4f89-ab35-eac1aac0cf4d","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building C","CC2-TOB-1B-L01-NE7.1"
"42d385ee-b36e-4209-86b4-3211916d597d","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building C","CC2-TOB-1B-L01-NE7.1","AE-ITCX-013 - T-Off Visual Inspection"
"fcd4454d-95ee-48fd-83d8-e0f31c598ee3","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building C","CC2-TOB-1B-L01-NE7.1","AE-ITCX-010 - Torque Settings for Bolts"
"0587bdf1-7c23-4a2a-9ad6-78cdeaacead6","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building D"
"0c030adc-5ab7-45fd-b3de-dfe24bab1be2","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building D","CC1-TOB-2B-L00-NE6.4"
"eb8f680e-335f-4748-b37f-521b1df6f4d8","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building D","CC1-TOB-2B-L00-NE6.4","AE-ITCX-013 - T-Off Visual Inspection"
"c15b6133-060e-4a51-a459-0b08091e12fd","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building D","CC1-TOB-2B-L00-NE6.4","AE-ITCX-010 - Torque Settings for Bolts"
"61e0e37b-e667-4f4c-a180-73e8c1ec148a","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building D","CC1-TOB-2B-LLGM-NE6.1"
"18daa094-0fcf-467e-8d6d-5c2626861040","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building D","CC1-TOB-2B-LLGM-NE6.1","AE-ITCX-013 - T-Off Visual Inspection"
"f7cb045f-edc8-4713-b6e0-2b14411e64d5","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building D","CC1-TOB-2B-LLGM-NE6.1","AE-ITCX-010 - Torque Settings for Bolts"
"4b81c92d-cf19-4e78-8ffc-9b51d089ca5c","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building D","CC1-TOB-2B-L02-NE6.1"
"e28737f4-b8ed-4a38-abea-58f67b8b2164","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building D","CC1-TOB-2B-L02-NE6.1","AE-ITCX-013 - T-Off Visual Inspection"
"46ac3778-a528-47eb-b558-10a57a73ac01","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building D","CC1-TOB-2B-L02-NE6.1","AE-ITCX-010 - Torque Settings for Bolts"
"fafbf1e8-ea68-4e8f-8dce-db9bc7a272d5","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building E"
"cdf5cd7c-6919-46c7-a794-46de87673208","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building E","TOB-1A-LLG-DRC"
"e6cd5afb-01ef-4a0a-95d9-ad931eaed5ac","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building E","TOB-1A-LLG-DRC","AE-ITCX-013 - T-Off Visual Inspection"
"83f39d88-e5c2-4583-9b1e-fdb1a89efa2f","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building E","TOB-1A-LLG-DRC","AE-ITCX-010 - Torque Settings for Bolts"
"1af7ded3-ec62-48f8-931e-553be8480c82","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building E","TOB-2A-LLG-DRC1"
"0e3c9b6d-0413-41a8-9775-2aa70ee70bb3","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building E","TOB-2A-LLG-DRC1","AE-ITCX-013 - T-Off Visual Inspection"
"94e96631-335a-40e0-81e4-030a0ef5bf4c","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building E","TOB-2A-LLG-DRC1","AE-ITCX-010 - Torque Settings for Bolts"
"d3a9061a-fd7e-469d-a574-01ecfcbdad76","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building E","VU-TOB-2B-L01-NE5.1"
"46a67019-777e-4aa2-9db0-100845a9b856","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building E","VU-TOB-2B-L01-NE5.1","AE-ITCX-013 - T-Off Visual Inspection"
"2fb1fa7c-50c2-45e8-8cfc-b2903af9458f","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building E","VU-TOB-2B-L01-NE5.1","AE-ITCX-010 - Torque Settings for Bolts"
"14d327c2-c6fe-4afe-8220-259cf97bb9f4","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building E","VU-TOB-2B-L03-NE5.1"
"cb76f445-66e6-439c-adc6-8bbad7840cf7","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building E","VU-TOB-2B-L03-NE5.1","AE-ITCX-013 - T-Off Visual Inspection"
"4b3720e6-d328-4576-9a79-dae66472dd1a","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building E","VU-TOB-2B-L03-NE5.1","AE-ITCX-010 - Torque Settings for Bolts"
"88b52bc1-c070-4e88-8de1-28aae3579dd2","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building E","VU-TOB-2B-L04-NE5.1"
"e373b08a-1317-4cf0-9924-6059fb5a5203","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building E","VU-TOB-2B-L04-NE5.1","AE-ITCX-013 - T-Off Visual Inspection"
"8edbb575-92d4-4548-9691-02e3a529a8d3","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building E","VU-TOB-2B-L04-NE5.1","AE-ITCX-010 - Torque Settings for Bolts"
"2c871679-eec8-4187-a2e8-e9f8520800f1","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building E","VU-MSSB-TOB-2B-L01-NE5.1"
"c4fe1522-7cf6-458f-98df-60440914ea25","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building E","VU-MSSB-TOB-2B-L01-NE5.1","AE-ITCX-013 - T-Off Visual Inspection"
"e8f91471-e019-4c4d-b612-c96258e978c5","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building E","VU-MSSB-TOB-2B-L01-NE5.1","AE-ITCX-010 - Torque Settings for Bolts"
"491e46f6-5b21-4b1b-92d5-6f99a2aff231","","folder-normal","not-started","","step","TRUE","FALSE","TOB","Building E","VU-MSSB-TOB-2B-L04-NE5.1"
"a3ecf59c-53c9-4a78-9631-66f6a3cf4e70","","checklist-flat","not-started","a0a6e4cf19c4bed2b32c95bc898310a0eecb9ed6c03d4edf6259a873b2a7d668","checklist-flat","FALSE","FALSE","TOB","Building E","VU-MSSB-TOB-2B-L04-NE5.1","AE-ITCX-013 - T-Off Visual Inspection"
"3d60ad89-b7af-4e3a-9904-7bfcd37baecd","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","TOB","Building E","VU-MSSB-TOB-2B-L04-NE5.1","AE-ITCX-010 - Torque Settings for Bolts"
"118d7801-1cc8-49bc-8606-443b59e5e28a","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels"
"0c9de83a-a93b-4de1-a449-7778f135e8fb","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-TDB-1B-L00-NE1.1"
"43a92759-6ea3-4df2-965f-25364a7b527f","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-TDB-1B-L00-NE1.1","AE-ITCX-014 - Meter Panel Visual Inspection"
"840fb688-e5a4-425e-ae61-d3e60673cf1f","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-TDB-1B-L00-NE1.1","AE-ITCX-010 - Torque Settings for Bolts"
"2ccca510-5e0a-45ba-9cca-09ae2d345f74","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.1"
"3646a5fa-a902-40ef-ab0b-59b2d6ee1f15","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.1","AE-ITCX-014 - Meter Panel Visual Inspection"
"25cf68b8-abb0-40c9-8850-ca017e29b6e7","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.1","AE-ITCX-010 - Torque Settings for Bolts"
"2f220fa3-8519-447f-8d0d-81ca760d3acb","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.2"
"1db2f4b9-c540-48b2-80f2-e0be08e371ea","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.2","AE-ITCX-014 - Meter Panel Visual Inspection"
"a1079f55-8f3c-4c19-916a-f1155b75ec27","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.2","AE-ITCX-010 - Torque Settings for Bolts"
"22d20223-261c-45f5-9dab-0d9224d707ac","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.3"
"f832100c-1ef8-41a7-97db-b3e0243b94fb","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.3","AE-ITCX-014 - Meter Panel Visual Inspection"
"83a52c95-34e1-49f9-93aa-91da82e010d9","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.3","AE-ITCX-010 - Torque Settings for Bolts"
"8e79b310-1be6-4d42-85ec-66e7a26122bb","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.4"
"19de5d51-7553-4972-be9c-285a4af52f0d","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.4","AE-ITCX-014 - Meter Panel Visual Inspection"
"50f7917b-6e01-474c-8f78-461be56d08c1","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.4","AE-ITCX-010 - Torque Settings for Bolts"
"0ee11b76-4931-4e94-be8d-aa6c7ddc0cdf","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.5"
"98798263-afdd-46ba-b276-89422c08d590","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.5","AE-ITCX-014 - Meter Panel Visual Inspection"
"17b0987d-35c6-48bb-bc44-9df7341ff05d","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC2-TDB-1B-L00-NE7.5","AE-ITCX-010 - Torque Settings for Bolts"
"1e2a5cdd-36ef-40a2-9dd2-f1f1f05584f9","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC2-DB-1B-L00-NE7.2"
"d31fdee1-bc6f-4b10-a2a8-cae7535109b1","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC2-DB-1B-L00-NE7.2","AE-ITCX-014 - Meter Panel Visual Inspection"
"7b96477b-9649-49ff-8fe7-f701b3ab8471","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC2-DB-1B-L00-NE7.2","AE-ITCX-010 - Torque Settings for Bolts"
"bc0f9846-4cd3-416d-8c65-672ee1ff9bcf","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC2-DB-1B-L01-NE7.1"
"29e36fe7-10bf-46dc-88f8-704bf80aee15","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC2-DB-1B-L01-NE7.1","AE-ITCX-014 - Meter Panel Visual Inspection"
"354e1b79-92dc-4567-919d-0c80acb8e215","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC2-DB-1B-L01-NE7.1","AE-ITCX-010 - Torque Settings for Bolts"
"e59ba1d5-550c-454c-b36b-4fb351c33836","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC2-DB-1B-L02-NE7.1"
"91463b13-9268-41e9-9dfa-47b6cee97be9","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC2-DB-1B-L02-NE7.1","AE-ITCX-014 - Meter Panel Visual Inspection"
"74ceea81-dc42-45d4-a0b3-c7eecb178428","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC2-DB-1B-L02-NE7.1","AE-ITCX-010 - Torque Settings for Bolts"
"3bcfb079-73ba-4b87-8d22-7bb0f6bdea67","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC2-DB-1B-L03-NE7.1"
"fe5e3691-c1f1-4019-acad-fde9e513a497","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC2-DB-1B-L03-NE7.1","AE-ITCX-014 - Meter Panel Visual Inspection"
"018c4802-84eb-474d-8de2-29c4ff7526fe","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC2-DB-1B-L03-NE7.1","AE-ITCX-010 - Torque Settings for Bolts"
"c463eaf3-18c3-48af-b8ea-3c91836848f7","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC2-DB-1B-L04-NE7.1"
"c972f8ad-3968-4b0a-bfcb-aca90148e163","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC2-DB-1B-L04-NE7.1","AE-ITCX-014 - Meter Panel Visual Inspection"
"8ed75e8d-80d0-49f0-8954-44dd66cda15f","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC2-DB-1B-L04-NE7.1","AE-ITCX-010 - Torque Settings for Bolts"
"9c56664b-0cce-4e68-a3b5-7072c4073a39","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC1-TDB-2B-L00-NE6.4"
"1dec2128-0977-4e34-a764-82a76e9eee89","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC1-TDB-2B-L00-NE6.4","AE-ITCX-014 - Meter Panel Visual Inspection"
"3fa23b15-9d5a-47b1-b939-8bc9d155912d","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC1-TDB-2B-L00-NE6.4","AE-ITCX-010 - Torque Settings for Bolts"
"80629be1-ac30-4e9a-bc47-1c1cdaa6f815","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC1-TDB-2B-L00-NE6.5"
"5a5042cc-e51f-413d-9a8d-1092ee3e612e","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC1-TDB-2B-L00-NE6.5","AE-ITCX-014 - Meter Panel Visual Inspection"
"e66fe71c-a8a0-4462-9bf3-b9d68384dd4f","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC1-TDB-2B-L00-NE6.5","AE-ITCX-010 - Torque Settings for Bolts"
"d8542504-9207-4575-84c2-8ae7ecfada5b","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC1-TDB-2B-L01-NE6.1"
"40515394-844a-45a2-9b0f-65ab3098d251","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC1-TDB-2B-L01-NE6.1","AE-ITCX-014 - Meter Panel Visual Inspection"
"52c08ec9-bb38-4bd0-a839-a845cd579f94","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC1-TDB-2B-L01-NE6.1","AE-ITCX-010 - Torque Settings for Bolts"
"2875f8a2-927f-483e-ab16-85c5f62b026d","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC1-TDB-2B-L02-NE6.1"
"e6708efb-ce7e-47ff-a159-e19edbcf5e58","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC1-TDB-2B-L02-NE6.1","AE-ITCX-014 - Meter Panel Visual Inspection"
"e5e261b7-77f7-46fc-8f5c-89fb49bcfe9b","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC1-TDB-2B-L02-NE6.1","AE-ITCX-010 - Torque Settings for Bolts"
"b5cff2bf-c258-40b1-9b18-914e95d825b1","","folder-normal","not-started","","step","TRUE","FALSE","Meter Panels","MP-CC1-TDB-2B-L03-NE6.1"
"c591e130-ffe4-440d-8b0a-08da161dcea1","","checklist-flat","not-started","adf04e3d2c4bafb434872472027f7d4aa061a9181aa84543e4a33d44468ad3cc","checklist-flat","FALSE","FALSE","Meter Panels","MP-CC1-TDB-2B-L03-NE6.1","AE-ITCX-014 - Meter Panel Visual Inspection"
"2e9717ae-2088-42cd-b556-5acb1031cc1a","","checklist-sectioned","not-started","01522d5144f8c9f70dbdbbdf8d211022375d1c455ac95d321dd1372870b1e32f","checklist","FALSE","FALSE","Meter Panels","MP-CC1-TDB-2B-L03-NE6.1","AE-ITCX-010 - Torque Settings for Bolts"
