"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4d53f2b1-1836-4878-b605-44159f564fd7","","checklist-flat","no-status-not-started","Site Details","checklist-flat","FALSE","FALSE","Site Details"
"1f98eb8a-282a-44bd-aea3-a331e9be1d20","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre-pour & Concrete Delivery"
"00754a1a-733b-4b03-8e7d-791155dde783","","folder-normal","not-started","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","PSC01"
"5c0842f6-7d4e-40b6-8ec6-5a233322853e","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","AB01","Pre-Pour Checklist Strand"
"5a13b8ea-0c44-4919-bf92-2acfbb279b62","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","AB01","Concrete Delivery Checklist"
"21746a93-2165-49a1-85a4-1a5d564c1786","","folder-normal","not-started","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","AB02"
"431332ca-a559-48b5-8e96-49c2a4b0fe98","","checklist-sectioned","not-started","Pre-Pour Checklist 1","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","AB02","Pre-Pour Checklist Strand"
"21e09c60-2d95-455f-9379-f7fc47edf67e","","checklist-flat","not-started","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","AB02","Concrete Delivery Checklist"
"1161eb4b-064e-4431-ab5d-268833c6ad9e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Transport To Site"
"86c2584e-1cd4-4987-b43d-095e32430a7b","","folder-normal","not-started","","step","TRUE","FALSE","Site Install "
"7b65471c-2ab9-42ce-b62c-765fab968c91","","checklist-flat","not-started","Pre-Install Checklist (Set-out)","checklist-flat","FALSE","FALSE","Site Install ","Pre-Install Checklist (Set-out)"
"98a98912-5aaa-42d9-a44e-6272d634ba9f","","checklist-flat","not-started","Onsite Install Checklist","checklist-flat","FALSE","FALSE","Site Install ","Onsite Install Checklist"
"651b9422-4b95-4f1d-ae3c-14fec1572e80","","checklist-flat","not-started","Grouting/Patching Checklist","checklist-flat","FALSE","FALSE","Site Install ","Grouting/Patching Checklist"
"3cc4bd76-923b-4cfd-98f8-38aadbef5131","","folder-normal","no-status-not-started","","step","TRUE","TRUE","SWMS, Insurances and Shop Drawings"
