,,"TYPE A3(a) - Grid I-J - Ground Floor",,"block 3b","unit types","grid i-j","site qa","ground floor","type a3(a)","bathroom"
,,"TYPE A3(a) - Grid I-J - L1",,"block 3b","unit types","grid i-j","site qa","l1","type a3(a)","bathroom"
,,"TYPE A3(a) - Grid I-J - L2",,"block 3b","unit types","grid i-j","site qa","l2","type a3(a)","bathroom"
,,"BLOCK 3C","grouping","block 3c"
,,"TYPE A3(a) - Grid K-L - Ground Floor",,"unit types","block 3c","site qa","ground floor","type a3(a)","grid k-l","bathroom"
,,"TYPE A3(a) - Grid K-L - L1",,"unit types","block 3c","site qa","l1","type a3(a)","grid k-l","bathroom"
,,"TYPE A3(a) - Grid K-L - L2",,"unit types","block 3c","site qa","l2","type a3(a)","grid k-l","bathroom"
,,"TYPE C - Grid L-M - Ground Floor",,"unit types","block 3c","type c","site qa","ground floor","bathroom","grid l-m"
,,"TYPE C - Grid L-M - L1",,"unit types","block 3c","type c","site qa","l1","bathroom","grid l-m"
,,"TYPE C - Grid L-M - L2",,"unit types","block 3c","type c","site qa","l2","bathroom","grid l-m"
,,"TYPE C - Grid M-N - Ground Floor",,"unit types","block 3c","type c","site qa","ground floor","grid m-n","bathroom"
,,"TYPE C - Grid M-N - L1",,"unit types","block 3c","type c","site qa","l1","grid m-n","bathroom"
,,"TYPE C - Grid M-N - L2",,"unit types","block 3c","type c","site qa","l2","grid m-n","bathroom"
,,"TYPE A3(a) - Grid N-O - Ground Floor",,"unit types","block 3c","site qa","ground floor","type a3(a)","grid n-o","bathroom"
,,"TYPE A3(a) - Grid N-O - L1",,"unit types","block 3c","site qa","l1","type a3(a)","grid n-o","bathroom"
,,"TYPE A3(a) - Grid N-O - L2",,"unit types","block 3c","site qa","l2","type a3(a)","grid n-o","bathroom"
,,"BLOCK 3D","grouping","block 3d"
,,"TYPE A3(a) - Grid P-Q - Ground Floor",,"unit types","site qa","block 3d","grid p-q","ground floor","type a3(a)","bathroom"
,,"TYPE A3(a) - Grid P-Q - L1",,"unit types","site qa","l1","block 3d","grid p-q","type a3(a)","bathroom"
,,"TYPE A3(a) - Grid P-Q - L2",,"unit types","site qa","l2","block 3d","grid p-q","type a3(a)","bathroom"
,,"TYPE A2(a) - Grid Q-R - Ground Floor",,"unit types","grid q-r","site qa","block 3d","ground floor","type a2(a)","bathroom"
,,"TYPE A2(a) - Grid Q-R - L1",,"unit types","grid q-r","site qa","l1","block 3d","type a2(a)","bathroom"
,,"TYPE A2(a) - Grid Q-R - L2",,"unit types","grid q-r","site qa","l2","block 3d","type a2(a)","bathroom"
,,"TYPE A2(a) - Grid R-S - Ground Floor",,"unit types","grid r-s","site qa","block 3d","ground floor","type a2(a)","bathroom"
,,"TYPE A2(a) - Grid R-S - L1",,"unit types","grid r-s","site qa","l1","block 3d","type a2(a)","bathroom"
,,"TYPE A2(a) - Grid R-S - L2",,"unit types","grid r-s","site qa","l2","block 3d","type a2(a)","bathroom"
,,"TYPE A3(a) - Grid S-T - Ground Floor",,"unit types","site qa","block 3d","ground floor","type a3(a)","grid s-t","bathroom"
,,"TYPE A3(a) - Grid S-T - L1",,"unit types","site qa","l1","block 3d","type a3(a)","grid s-t","bathroom"
,,"TYPE A3(a) - Grid S-T - L2",,"unit types","site qa","l2","block 3d","type a3(a)","grid s-t","bathroom"
,"Columns"
,,"Substrate inspection",,"substrate inspection"
,,"Soundproofing (Regupol)",,"soundproofing (regupol)"
,,"Waterproofing",,"waterproofing"
,,"Tiling",,"tiling"
,,"Grout and silicone",,"grout and silicone"
,,"Completion",,"completion"

"Balcony Checklist"
,"Scope",,
,"Rows"
,,"BLOCK 3A","grouping","block 3a"
,,"TYPE A3(a) - Grid A-B - Ground Floor",,"unit types","grid a-b","block 3a","site qa","ground floor","type a3(a)","balcony"
,,"TYPE A3(a) - Grid A-B - L1",,"unit types","grid a-b","block 3a","site qa","l1","type a3(a)","balcony"
,,"TYPE A3(a) - Grid A-B - L2",,"unit types","grid a-b","block 3a","site qa","l2","type a3(a)","balcony"
,,"TYPE C - Grid B-C - Ground Floor",,"unit types","type c","grid b-c","block 3a","site qa","ground floor","balcony"
,,"TYPE C - Grid B-C - L1",,"unit types","type c","grid b-c","block 3a","site qa","l1","balcony"
,,"TYPE C - Grid B-C - L2",,"unit types","type c","grid b-c","block 3a","site qa","l2","balcony"
,,"TYPE C - Grid C-D - Ground Floor",,"unit types","type c","block 3a","site qa","ground floor","balcony","grid c-d"
,,"TYPE C - Grid C-D - L1",,"unit types","type c","block 3a","site qa","l1","balcony","grid c-d"
,,"TYPE C - Grid C-D - L2",,"unit types","type c","block 3a","site qa","l2","balcony","grid c-d"
,,"TYPE A3(a) - Grid D-E - Ground Floor",,"unit types","block 3a","site qa","ground floor","type a3(a)","balcony","grid d-e"
,,"TYPE A3(a) - Grid D-E - L1",,"unit types","block 3a","site qa","l1","type a3(a)","balcony","grid d-e"
,,"TYPE A3(a) - Grid D-E - L2",,"unit types","block 3a","site qa","l2","type a3(a)","balcony","grid d-e"
,,"BLOCK 3B","grouping","block 3b"
,,"TYPE A3(a) - Grid F-G - Ground Floor",,"block 3b","unit types","site qa","ground floor","type a3(a)","grid f-g","balcony"
,,"TYPE A3(a) - Grid F-G - L1",,"block 3b","unit types","site qa","l1","type a3(a)","grid f-g","balcony"
,,"TYPE A3(a) - Grid F-G - L2",,"block 3b","unit types","site qa","l2","type a3(a)","grid f-g","balcony"
,,"TYPE A2(a) - Grid G-H - Ground Floor",,"block 3b","unit types","site qa","grid g-h","ground floor","type a2(a)","balcony"
,,"TYPE A2(a) - Grid G-H - L1",,"block 3b","unit types","site qa","l1","grid g-h","type a2(a)","balcony"
,,"TYPE A2(a) - Grid G-H - L2",,"block 3b","unit types","site qa","grid g-h","l2","type a2(a)","balcony"
,,"TYPE A2(a) - Grid H-I - Ground Floor",,"block 3b","unit types","site qa","grid h-i","ground floor","type a2(a)","balcony"
,,"TYPE A2(a) - Grid H-I - L1",,"block 3b","unit types","site qa","l1","grid h-i","type a2(a)","balcony"
,,"TYPE A2(a) - Grid H-I - L2",,"block 3b","unit types","site qa","l2","grid h-i","type a2(a)","balcony"
,,"TYPE A3(a) - Grid I-J - Ground Floor",,"block 3b","unit types","grid i-j","site qa","ground floor","type a3(a)","balcony"
,,"TYPE A3(a) - Grid I-J - L1",,"block 3b","unit types","grid i-j","site qa","l1","type a3(a)","balcony"
,,"TYPE A3(a) - Grid I-J - L2",,"block 3b","unit types","grid i-j","site qa","l2","type a3(a)","balcony"
,,"BLOCK 3C","grouping","block 3c"
,,"TYPE A3(a) - Grid K-L - Ground Floor",,"unit types","block 3c","site qa","ground floor","type a3(a)","balcony","grid k-l"
,,"TYPE A3(a) - Grid K-L - L1",,"unit types","block 3c","site qa","l1","type a3(a)","balcony","grid k-l"
,,"TYPE A3(a) - Grid K-L - L2",,"unit types","block 3c","site qa","l2","type a3(a)","balcony","grid k-l"
,,"TYPE C - Grid L-M - Ground Floor",,"unit types","block 3c","type c","site qa","ground floor","balcony","grid l-m"
,,"TYPE C - Grid L-M - L1",,"unit types","block 3c","type c","site qa","l1","balcony","grid l-m"
,,"TYPE C - Grid L-M - L2",,"unit types","block 3c","type c","site qa","l2","balcony","grid l-m"
,,"TYPE C - Grid M-N - Ground Floor",,"unit types","block 3c","type c","site qa","ground floor","grid m-n","balcony"
,,"TYPE C - Grid M-N - L1",,"unit types","block 3c","type c","site qa","l1","grid m-n","balcony"
,,"TYPE C - Grid M-N - L2",,"unit types","block 3c","type c","site qa","l2","grid m-n","balcony"
,,"TYPE A3(a) - Grid N-O - Ground Floor",,"unit types","block 3c","site qa","ground floor","type a3(a)","grid n-o","balcony"
,,"TYPE A3(a) - Grid N-O - L1",,"unit types","block 3c","site qa","l1","type a3(a)","grid n-o","balcony"
,,"TYPE A3(a) - Grid N-O - L2",,"unit types","block 3c","site qa","l2","type a3(a)","grid n-o","balcony"
,,"BLOCK 3D","grouping","block 3d"
,,"TYPE A3(a) - Grid P-Q - Ground Floor",,"unit types","site qa","block 3d","grid p-q","ground floor","type a3(a)","balcony"
,,"TYPE A3(a) - Grid P-Q - L1",,"unit types","site qa","l1","block 3d","grid p-q","type a3(a)","balcony"
,,"TYPE A3(a) - Grid P-Q - L2",,"unit types","site qa","l2","block 3d","grid p-q","type a3(a)","balcony"
,,"TYPE A2(a) - Grid Q-R - Ground Floor",,"unit types","grid q-r","site qa","block 3d","ground floor","type a2(a)","balcony"
,,"TYPE A2(a) - Grid Q-R - L1",,"unit types","grid q-r","site qa","l1","block 3d","type a2(a)","balcony"
,,"TYPE A2(a) - Grid Q-R - L2",,"unit types","grid q-r","site qa","l2","block 3d","type a2(a)","balcony"
,,"TYPE A2(a) - Grid R-S - Ground Floor",,"unit types","grid r-s","site qa","block 3d","ground floor","type a2(a)","balcony"
,,"TYPE A2(a) - Grid R-S - L1",,"unit types","grid r-s","site qa","l1","block 3d","type a2(a)","balcony"
,,"TYPE A2(a) - Grid R-S - L2",,"unit types","grid r-s","site qa","l2","block 3d","type a2(a)","balcony"
,,"TYPE A3(a) - Grid S-T - Ground Floor",,"unit types","site qa","block 3d","ground floor","type a3(a)","balcony","grid s-t"
,,"TYPE A3(a) - Grid S-T - L1",,"unit types","site qa","l1","block 3d","type a3(a)","balcony","grid s-t"
,,"TYPE A3(a) - Grid S-T - L2",,"unit types","site qa","l2","block 3d","type a3(a)","balcony","grid s-t"
,"Columns"
,,"Subtrate inspection",,"subtrate inspection"
,,"Balcony deck tiling",,"balcony deck tiling"
,,"Final check and Sign off",,"final check and sign off"

"Laundry Checklist"
,"Scope",,
,"Rows"
,,"BLOCK 3A","grouping","block 3a"
,,"TYPE A3(a) - Grid A-B - Ground Floor",,"unit types","grid a-b","block 3a","site qa","laundry","ground floor","type a3(a)"
,,"TYPE A3(a) - Grid A-B - L1",,"unit types","grid a-b","block 3a","site qa","l1","laundry","type a3(a)"
,,"TYPE A3(a) - Grid A-B - L2",,"unit types","grid a-b","block 3a","site qa","laundry","l2","type a3(a)"
,,"TYPE C - Grid B-C - Ground Floor",,"unit types","type c","grid b-c","block 3a","site qa","laundry","ground floor"
,,"TYPE C - Grid B-C - L1",,"unit types","type c","grid b-c","block 3a","site qa","l1","laundry"
,,"TYPE C - Grid B-C - L2",,"unit types","type c","grid b-c","block 3a","site qa","laundry","l2"
,,"TYPE C - Grid C-D - Ground Floor",,"unit types","type c","block 3a","site qa","laundry","ground floor","grid c-d"
,,"TYPE C - Grid C-D - L1",,"unit types","type c","block 3a","site qa","l1","laundry","grid c-d"
,,"TYPE C - Grid C-D - L2",,"unit types","type c","block 3a","site qa","laundry","l2","grid c-d"
,,"TYPE A3(a) - Grid D-E - Ground Floor",,"unit types","block 3a","site qa","laundry","ground floor","type a3(a)","grid d-e"
,,"TYPE A3(a) - Grid D-E - L1",,"unit types","block 3a","site qa","l1","laundry","type a3(a)","grid d-e"
,,"TYPE A3(a) - Grid D-E - L2",,"unit types","block 3a","site qa","laundry","l2","type a3(a)","grid d-e"
,,"BLOCK 3B","grouping","block 3b"
,,"TYPE A3(a) - Grid F-G - Ground Floor",,"block 3b","unit types","site qa","laundry","ground floor","type a3(a)","grid f-g"
,,"TYPE A3(a) - Grid F-G - L1",,"block 3b","unit types","site qa","l1","laundry","type a3(a)","grid f-g"
,,"TYPE A3(a) - Grid F-G - L2",,"block 3b","unit types","site qa","laundry","l2","type a3(a)","grid f-g"
,,"TYPE A2(a) - Grid G-H - Ground Floor",,"block 3b","unit types","site qa","grid g-h","laundry","ground floor","type a2(a)"
,,"TYPE A2(a) - Grid G-H - L1",,"block 3b","unit types","site qa","l1","grid g-h","laundry","type a2(a)"
,,"TYPE A2(a) - Grid G-H - L2",,"block 3b","unit types","site qa","grid g-h","laundry","l2","type a2(a)"
,,"TYPE A2(a) - Grid H-I - Ground Floor",,"block 3b","unit types","site qa","laundry","grid h-i","ground floor","type a2(a)"
,,"TYPE A2(a) - Grid H-I - L1",,"block 3b","unit types","site qa","l1","laundry","grid h-i","type a2(a)"
,,"TYPE A2(a) - Grid H-I - L2",,"block 3b","unit types","site qa","laundry","l2","grid h-i","type a2(a)"
,,"TYPE A3(a) - Grid I-J - Ground Floor",,"block 3b","unit types","grid i-j","site qa","laundry","ground floor","type a3(a)"
,,"TYPE A3(a) - Grid I-J - L1",,"block 3b","unit types","grid i-j","site qa","l1","laundry","type a3(a)"
,,"TYPE A3(a) - Grid I-J - L2",,"block 3b","unit types","grid i-j","site qa","laundry","l2","type a3(a)"
,,"BLOCK 3C","grouping","block 3c"
,,"TYPE A3(a) - Grid K-L - Ground Floor",,"unit types","block 3c","site qa","laundry","ground floor","type a3(a)","grid k-l"
,,"TYPE A3(a) - Grid K-L - L1",,"unit types","block 3c","site qa","l1","laundry","type a3(a)","grid k-l"
,,"TYPE A3(a) - Grid K-L - L2",,"unit types","block 3c","site qa","laundry","l2","type a3(a)","grid k-l"
,,"TYPE C - Grid L-M - Ground Floor",,"unit types","block 3c","type c","site qa","laundry","ground floor","grid l-m"
,,"TYPE C - Grid L-M - L1",,"unit types","block 3c","type c","site qa","l1","laundry","grid l-m"
,,"TYPE C - Grid L-M - L2",,"unit types","block 3c","type c","site qa","laundry","l2","grid l-m"
,,"TYPE C - Grid M-N - Ground Floor",,"unit types","block 3c","type c","site qa","laundry","ground floor","grid m-n"
,,"TYPE C - Grid M-N - L1",,"unit types","block 3c","type c","site qa","l1","laundry","grid m-n"
,,"TYPE C - Grid M-N - L2",,"unit types","block 3c","type c","site qa","laundry","l2","grid m-n"
,,"TYPE A3(a) - Grid N-O - Ground Floor",,"unit types","block 3c","site qa","laundry","ground floor","type a3(a)","grid n-o"
,,"TYPE A3(a) - Grid N-O - L1",,"unit types","block 3c","site qa","l1","laundry","type a3(a)","grid n-o"
,,"TYPE A3(a) - Grid N-O - L2",,"unit types","block 3c","site qa","laundry","l2","type a3(a)","grid n-o"
,,"BLOCK 3D","grouping","block 3d"
,,"TYPE A3(a) - Grid P-Q - Ground Floor",,"unit types","site qa","laundry","block 3d","grid p-q","ground floor","type a3(a)"
,,"TYPE A3(a) - Grid P-Q - L1",,"unit types","site qa","l1","laundry","block 3d","grid p-q","type a3(a)"
,,"TYPE A3(a) - Grid P-Q - L2",,"unit types","site qa","laundry","l2","block 3d","grid p-q","type a3(a)"
,,"TYPE A2(a) - Grid Q-R - Ground Floor",,"unit types","grid q-r","site qa","laundry","block 3d","ground floor","type a2(a)"
,,"TYPE A2(a) - Grid Q-R - L1",,"unit types","grid q-r","site qa","l1","laundry","block 3d","type a2(a)"
,,"TYPE A2(a) - Grid Q-R - L2",,"unit types","grid q-r","site qa","laundry","l2","block 3d","type a2(a)"
,,"TYPE A2(a) - Grid R-S - Ground Floor",,"unit types","grid r-s","site qa","laundry","block 3d","ground floor","type a2(a)"
,,"TYPE A2(a) - Grid R-S - L1",,"unit types","grid r-s","site qa","l1","laundry","block 3d","type a2(a)"
,,"TYPE A2(a) - Grid R-S - L2",,"unit types","grid r-s","site qa","laundry","l2","block 3d","type a2(a)"
,,"TYPE A3(a) - Grid S-T - Ground Floor",,"unit types","site qa","laundry","block 3d","ground floor","type a3(a)","grid s-t"
,,"TYPE A3(a) - Grid S-T - L1",,"unit types","site qa","l1","laundry","block 3d","type a3(a)","grid s-t"
,,"TYPE A3(a) - Grid S-T - L2",,"unit types","site qa","laundry","l2","block 3d","type a3(a)","grid s-t"
,"Columns"
,,"Substrate inspection",,"substrate inspection"
,,"Soundproofing (Regupol)",,"soundproofing (regupol)"
,,"Waterproofing",,"waterproofing"
,,"Tiling",,"tiling"
,,"Grout and silicone",,"grout and silicone"
,,"Completion",,"completion"

"Kitchen / Vanity Splashback Checklist"
,"Scope",,
,"Rows"
,,"BLOCK 3A","grouping","block 3a"
,,"TYPE A3(a) - Grid A-B - Ground Floor",,"unit types","kitchen splashback / vanity splashback","grid a-b","block 3a","site qa","ground floor","type a3(a)"
,,"TYPE A3(a) - Grid A-B - L1",,"unit types","kitchen splashback / vanity splashback","grid a-b","block 3a","site qa","l1","type a3(a)"
,,"TYPE A3(a) - Grid A-B - L2",,"unit types","kitchen splashback / vanity splashback","grid a-b","block 3a","site qa","l2","type a3(a)"
,,"TYPE C - Grid B-C - Ground Floor",,"unit types","kitchen splashback / vanity splashback","type c","grid b-c","block 3a","site qa","ground floor"
,,"TYPE C - Grid B-C - L1",,"unit types","kitchen splashback / vanity splashback","type c","grid b-c","block 3a","site qa","l1"
,,"TYPE C - Grid B-C - L2",,"unit types","kitchen splashback / vanity splashback","type c","grid b-c","block 3a","site qa","l2"
,,"TYPE C - Grid C-D - Ground Floor",,"unit types","kitchen splashback / vanity splashback","type c","block 3a","site qa","ground floor","grid c-d"
,,"TYPE C - Grid C-D - L1",,"unit types","kitchen splashback / vanity splashback","type c","block 3a","site qa","l1","grid c-d"
,,"TYPE C - Grid C-D - L2",,"unit types","kitchen splashback / vanity splashback","type c","block 3a","site qa","l2","grid c-d"
,,"TYPE A3(a) - Grid D-E - Ground Floor",,"unit types","kitchen splashback / vanity splashback","block 3a","site qa","ground floor","type a3(a)","grid d-e"
,,"TYPE A3(a) - Grid D-E - L1",,"unit types","kitchen splashback / vanity splashback","block 3a","site qa","l1","type a3(a)","grid d-e"
,,"TYPE A3(a) - Grid D-E - L2",,"unit types","kitchen splashback / vanity splashback","block 3a","site qa","l2","type a3(a)","grid d-e"
,,"BLOCK 3B","grouping","block 3b"
,,"TYPE A3(a) - Grid F-G - Ground Floor",,"block 3b","unit types","kitchen splashback / vanity splashback","site qa","ground floor","type a3(a)","grid f-g"
,,"TYPE A3(a) - Grid F-G - L1",,"block 3b","unit types","kitchen splashback / vanity splashback","site qa","l1","type a3(a)","grid f-g"
,,"TYPE A3(a) - Grid F-G - L2",,"block 3b","unit types","kitchen splashback / vanity splashback","site qa","l2","type a3(a)","grid f-g"
,,"TYPE A2(a) - Grid G-H - Ground Floor",,"block 3b","unit types","kitchen splashback / vanity splashback","site qa","grid g-h","ground floor","type a2(a)"
,,"TYPE A2(a) - Grid G-H - L1",,"block 3b","unit types","kitchen splashback / vanity splashback","site qa","l1","grid g-h","type a2(a)"
,,"TYPE A2(a) - Grid G-H - L2",,"block 3b","unit types","kitchen splashback / vanity splashback","site qa","grid g-h","l2","type a2(a)"
,,"TYPE A2(a) - Grid H-I - Ground Floor",,"block 3b","unit types","kitchen splashback / vanity splashback","site qa","grid h-i","ground floor","type a2(a)"
,,"TYPE A2(a) - Grid H-I - L1",,"block 3b","unit types","kitchen splashback / vanity splashback","site qa","l1","grid h-i","type a2(a)"
,,"TYPE A2(a) - Grid H-I - L2",,"block 3b","unit types","kitchen splashback / vanity splashback","site qa","l2","grid h-i","type a2(a)"
,,"TYPE A3(a) - Grid I-J - Ground Floor",,"block 3b","unit types","kitchen splashback / vanity splashback","grid i-j","site qa","ground floor","type a3(a)"
,,"TYPE A3(a) - Grid I-J - L1",,"block 3b","unit types","kitchen splashback / vanity splashback","grid i-j","site qa","l1","type a3(a)"
,,"TYPE A3(a) - Grid I-J - L2",,"block 3b","unit types","kitchen splashback / vanity splashback","grid i-j","site qa","l2","type a3(a)"
,,"BLOCK 3C","grouping","block 3c"
,,"TYPE A3(a) - Grid K-L - Ground Floor",,"unit types","kitchen splashback / vanity splashback","block 3c","site qa","ground floor","type a3(a)","grid k-l"
,,"TYPE A3(a) - Grid K-L - L1",,"unit types","kitchen splashback / vanity splashback","block 3c","site qa","l1","type a3(a)","grid k-l"
,,"TYPE A3(a) - Grid K-L - L2",,"unit types","kitchen splashback / vanity splashback","block 3c","site qa","l2","type a3(a)","grid k-l"
,,"TYPE C - Grid L-M - Ground Floor",,"unit types","kitchen splashback / vanity splashback","block 3c","type c","site qa","ground floor","grid l-m"
,,"TYPE C - Grid L-M - L1",,"unit types","kitchen splashback / vanity splashback","block 3c","type c","site qa","l1","grid l-m"
,,"TYPE C - Grid L-M - L2",,"unit types","kitchen splashback / vanity splashback","block 3c","type c","site qa","l2","grid l-m"
,,"TYPE C - Grid M-N - Ground Floor",,"unit types","kitchen splashback / vanity splashback","block 3c","type c","site qa","ground floor","grid m-n"
,,"TYPE C - Grid M-N - L1",,"unit types","kitchen splashback / vanity splashback","block 3c","type c","site qa","l1","grid m-n"
,,"TYPE C - Grid M-N - L2",,"unit types","kitchen splashback / vanity splashback","block 3c","type c","site qa","l2","grid m-n"
,,"TYPE A3(a) - Grid N-O - Ground Floor",,"unit types","kitchen splashback / vanity splashback","block 3c","site qa","ground floor","type a3(a)","grid n-o"
,,"TYPE A3(a) - Grid N-O - L1",,"unit types","kitchen splashback / vanity splashback","block 3c","site qa","l1","type a3(a)","grid n-o"
,,"TYPE A3(a) - Grid N-O - L2",,"unit types","kitchen splashback / vanity splashback","block 3c","site qa","l2","type a3(a)","grid n-o"
,,"BLOCK 3D","grouping","block 3d"
,,"TYPE A3(a) - Grid P-Q - Ground Floor",,"unit types","kitchen splashback / vanity splashback","site qa","block 3d","grid p-q","ground floor","type a3(a)"
,,"TYPE A3(a) - Grid P-Q - L1",,"unit types","kitchen splashback / vanity splashback","site qa","l1","block 3d","grid p-q","type a3(a)"
,,"TYPE A3(a) - Grid P-Q - L2",,"unit types","kitchen splashback / vanity splashback","site qa","l2","block 3d","grid p-q","type a3(a)"
,,"TYPE A2(a) - Grid Q-R - Ground Floor",,"unit types","kitchen splashback / vanity splashback","grid q-r","site qa","block 3d","ground floor","type a2(a)"
,,"TYPE A2(a) - Grid Q-R - L1",,"unit types","kitchen splashback / vanity splashback","grid q-r","site qa","l1","block 3d","type a2(a)"
,,"TYPE A2(a) - Grid Q-R - L2",,"unit types","kitchen splashback / vanity splashback","grid q-r","site qa","l2","block 3d","type a2(a)"
,,"TYPE A2(a) - Grid R-S - Ground Floor",,"unit types","kitchen splashback / vanity splashback","grid r-s","site qa","block 3d","ground floor","type a2(a)"
,,"TYPE A2(a) - Grid R-S - L1",,"unit types","kitchen splashback / vanity splashback","grid r-s","site qa","l1","block 3d","type a2(a)"
,,"TYPE A2(a) - Grid R-S - L2",,"unit types","kitchen splashback / vanity splashback","grid r-s","site qa","l2","block 3d","type a2(a)"
,,"TYPE A3(a) - Grid S-T - Ground Floor",,"unit types","kitchen splashback / vanity splashback","site qa","block 3d","ground floor","type a3(a)","grid s-t"
,,"TYPE A3(a) - Grid S-T - L1",,"unit types","kitchen splashback / vanity splashback","site qa","l1","block 3d","type a3(a)","grid s-t"
,,"TYPE A3(a) - Grid S-T - L2",,"unit types","kitchen splashback / vanity splashback","site qa","l2","block 3d","type a3(a)","grid s-t"
,"Columns"
,,"Waterproofing",,"waterproofing"
,,"Tiling",,"tiling"
,,"Grout and silicone",,"grout and silicone"
,,"Completion",,"completion"

