"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"35eccd02-fe7b-4d62-b97c-f4755f537ad3","","fail","","folder","TRUE","FALSE","STAGE #1"
"367715cf-030a-4f05-b255-b34f7bc7f450","","fail","","folder","TRUE","FALSE","STAGE #1","#20 TYPE 149 - W018-1 Bedroom"
"8e035a9f-3a83-4635-9f65-0da36000c41a","","work-in-progress","","folder","TRUE","FALSE","STAGE #2","#97 TYPE 622 - D111-1 Bedroom SD"
"0d0649dc-d317-49f6-9606-00f0414f4eba","","work-in-progress","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #2","#97 TYPE 622 - D111-1 Bedroom SD","Pre Install Checklist"
"18849d17-2fa8-4833-a752-82440618f987","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #2","#97 TYPE 622 - D111-1 Bedroom SD","Installation"
"aff5148e-4527-4651-9c3f-1074ea54e239","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #2","#97 TYPE 622 - D111-1 Bedroom SD","Glazing"
"365f4e4f-8389-4aa8-8426-e5ba86b97730","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #2","#97 TYPE 622 - D111-1 Bedroom SD","Performance Tests"
"714466b6-3538-464e-9096-0fe913b3ae53","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #2","#97 TYPE 622 - D111-1 Bedroom SD","Handover Checklist"
"180da4d7-708d-4d92-8a13-ba31d1bff50c","","fail","","folder","TRUE","FALSE","STAGE #2","#98 TYPE 604 - D111-2 Bedroom SD"
"1c1c29ee-bb62-408a-806c-e9bbffc6dc45","","fail","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #2","#98 TYPE 604 - D111-2 Bedroom SD","Pre Install Checklist"
"6e360df2-edc0-4949-8ad6-61ca36abdef7","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #2","#98 TYPE 604 - D111-2 Bedroom SD","Installation"
"10551a5d-e352-48df-a75c-78dbe09ce0d6","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #2","#98 TYPE 604 - D111-2 Bedroom SD","Glazing"
"7c06a4a9-b0f2-4cf3-a9c0-fa6c5a5f2506","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #2","#98 TYPE 604 - D111-2 Bedroom SD","Performance Tests"
"fd1d9a2d-0aa8-4bb9-93b6-fc4cf9a9dfb0","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #2","#98 TYPE 604 - D111-2 Bedroom SD","Handover Checklist"
"774c9f64-5e21-4ef5-a9fa-f02e56f5314d","","fail","","folder","TRUE","FALSE","STAGE #2","#99 TYPE 043 - W111-1 Bathroom"
"b4e8d208-bff9-480c-967c-c95c89a11eb1","","fail","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #2","#99 TYPE 043 - W111-1 Bathroom","Pre Install Checklist"
"678bdff6-2150-473c-9c1e-a1070c07b3db","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #2","#99 TYPE 043 - W111-1 Bathroom","Installation"
"dd63e5f9-73d6-433e-883b-c0af28b174a5","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #2","#99 TYPE 043 - W111-1 Bathroom","Glazing"
"a03e86f1-e265-4366-a8b5-16c7880e8613","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #2","#99 TYPE 043 - W111-1 Bathroom","Performance Tests"
"affc2f11-7c3a-4d8f-a378-79e507bf3fbe","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #2","#99 TYPE 043 - W111-1 Bathroom","Handover Checklist"
"b229cf2c-1171-4f74-9cd4-a1b1f8157114","","fail","","folder","TRUE","FALSE","STAGE #2","#100 TYPE 607 - D110-1 Bedroom SD"
"33a15a7b-12d1-4619-9c98-4a4dcfe2701f","","fail","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #2","#100 TYPE 607 - D110-1 Bedroom SD","Pre Install Checklist"
"b98baf65-d429-4ee1-8a63-604ddbabdffb","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #2","#100 TYPE 607 - D110-1 Bedroom SD","Installation"
"53a44386-3502-49dd-8bab-15b691b613df","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #2","#100 TYPE 607 - D110-1 Bedroom SD","Glazing"
"82194725-8630-4e09-b66e-be316edc8a18","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #2","#100 TYPE 607 - D110-1 Bedroom SD","Performance Tests"
"5289b7a5-7e7c-4656-af5d-20729a1ec400","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #2","#100 TYPE 607 - D110-1 Bedroom SD","Handover Checklist"
"611094c3-cd72-4cca-a9c9-fb4a3b6c69ec","","fail","","folder","TRUE","FALSE","STAGE #2","#101 TYPE 608- D109-1 Bedroom SD"
"3a1ff0c3-08e3-48af-bd67-0a92dde2c06c","","fail","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #2","#101 TYPE 608- D109-1 Bedroom SD","Pre Install Checklist"
"38d97460-a47d-4dfb-a3b4-13d274a0cb3b","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #2","#101 TYPE 608- D109-1 Bedroom SD","Installation"
"0c634f1c-f8de-418c-9aca-cd3d218588b2","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #2","#101 TYPE 608- D109-1 Bedroom SD","Glazing"
"f601ee59-12ec-484c-9d81-8bb2d93d1cb6","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #2","#101 TYPE 608- D109-1 Bedroom SD","Performance Tests"
"8a847616-6759-43b2-9357-f3e58ffcbb68","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #2","#101 TYPE 608- D109-1 Bedroom SD","Handover Checklist"
"1d337c72-cc61-4fc8-9561-85384a96a2d3","","fail","","folder","TRUE","FALSE","STAGE #3"
"58417a13-2fee-4821-b6bf-69ca321a192b","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#80 TYPE 607 - D131-1 Bedroom SD"
"0fb11f52-de88-46ba-a889-eaecc80c7823","","work-in-progress","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#80 TYPE 607 - D131-1 Bedroom SD","Pre Install Checklist"
"7c4deee1-8a10-438d-ae50-bc74840ae8b0","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #3","#80 TYPE 607 - D131-1 Bedroom SD","Installation"
"0b3d901e-b401-4305-ac35-4cc78b88b758","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#80 TYPE 607 - D131-1 Bedroom SD","Glazing"
"3e18dc87-3667-4700-919c-66b75344b6f6","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#80 TYPE 607 - D131-1 Bedroom SD","Performance Tests"
"7865e3e7-dd03-4997-950b-9dedc164cb62","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#80 TYPE 607 - D131-1 Bedroom SD","Handover Checklist"
"1370d377-cbde-40fc-9d38-ab2e46786cf2","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#81 TYPE 608- D129-1 Bedroom SD"
"c46a9459-f2ee-479b-bd9f-c6a0670787fc","","work-in-progress","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#81 TYPE 608- D129-1 Bedroom SD","Pre Install Checklist"
"a12f9f94-f350-4cd6-9670-9acff20a2f05","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #3","#81 TYPE 608- D129-1 Bedroom SD","Installation"
"fc58806c-cf6d-4f20-a96a-fb12614882d9","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#81 TYPE 608- D129-1 Bedroom SD","Glazing"
"0ca5e744-9201-42bb-8780-2ebc1999bdbe","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#81 TYPE 608- D129-1 Bedroom SD","Performance Tests"
"2aca9eca-85a3-4c79-9a7b-398113bca584","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#81 TYPE 608- D129-1 Bedroom SD","Handover Checklist"
"6a1044a3-f863-4a1d-903d-a4727cfb1efc","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#82 TYPE 607 - D127-1 Bedroom SD"
"c996e849-8941-4160-81a5-01097df049d7","","work-in-progress","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#82 TYPE 607 - D127-1 Bedroom SD","Pre Install Checklist"
"3d3ce7c3-dbd9-4e35-b732-ead415cdf8a8","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #3","#82 TYPE 607 - D127-1 Bedroom SD","Installation"
"7149f102-4044-4339-a1a4-19cdf4cc8cbd","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#82 TYPE 607 - D127-1 Bedroom SD","Glazing"
"43666a61-dd9e-465c-a23a-58ab97260f5d","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#82 TYPE 607 - D127-1 Bedroom SD","Performance Tests"
"39ce663a-7af0-4d4c-aefc-3bac1c84d343","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#82 TYPE 607 - D127-1 Bedroom SD","Handover Checklist"
"ef091d95-46a1-4ac1-a1ab-e810b9f26e61","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#83 TYPE 608- D125-1 Bedroom SD"
"fb415bca-32fb-4547-b1ad-ad80b341d86a","","work-in-progress","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#83 TYPE 608- D125-1 Bedroom SD","Pre Install Checklist"
"e7b57c32-0273-4f0a-bf71-5242a420ffd0","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #3","#83 TYPE 608- D125-1 Bedroom SD","Installation"
"61844a6c-13fd-428c-b3f8-5b0f2172ffb0","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#83 TYPE 608- D125-1 Bedroom SD","Glazing"
"1f8b6191-b6ef-494b-8c50-c6b1914d9158","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#83 TYPE 608- D125-1 Bedroom SD","Performance Tests"
"a3cec143-cff8-41d0-ab7a-a64f27590e29","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#83 TYPE 608- D125-1 Bedroom SD","Handover Checklist"
"fb0ded18-4035-4f49-abdb-5994d45e62af","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#84 TYPE 605 - D123-1 Bedroom SD"
"1394c2d9-966b-4153-86b1-65f62b0f92c8","","work-in-progress","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#84 TYPE 605 - D123-1 Bedroom SD","Pre Install Checklist"
"c41f2193-12ad-4605-8c95-01a2f72d3001","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #3","#84 TYPE 605 - D123-1 Bedroom SD","Installation"
"a2982d7b-077b-4f25-9baf-7af7c30e3dce","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#84 TYPE 605 - D123-1 Bedroom SD","Glazing"
"c7217ccf-f5ca-4c41-ba25-ca2fc2ef2d71","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#84 TYPE 605 - D123-1 Bedroom SD","Performance Tests"
"31341716-707d-4c5a-977e-47ee1c39bbea","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#84 TYPE 605 - D123-1 Bedroom SD","Handover Checklist"
"c25a89a5-6302-41e9-922b-3292580bb0be","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#85 TYPE 606- D122-1 Bedroom SD"
"faec6ca7-6b64-42f8-96ac-dd743c01b870","","work-in-progress","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#85 TYPE 606- D122-1 Bedroom SD","Pre Install Checklist"
"59871170-5c95-4b46-8abf-553c652e7f6e","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #3","#85 TYPE 606- D122-1 Bedroom SD","Installation"
"43b0343e-49d1-4a01-8ed1-81200cc9273a","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#85 TYPE 606- D122-1 Bedroom SD","Glazing"
"384a07c0-9ee8-4031-83ae-80fd3d2d63f3","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#85 TYPE 606- D122-1 Bedroom SD","Performance Tests"
"549ea585-6d38-4dcf-b6f6-2cb22851e747","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#85 TYPE 606- D122-1 Bedroom SD","Handover Checklist"
"03bfe47f-2df2-4413-bcb5-16f0692a8f9a","","fail","","folder","TRUE","FALSE","STAGE #3","#86 TYPE 043 - W121-1 Bathroom"
"9cb027f7-dc1a-4ecc-850f-aec1fde7540d","","fail","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#86 TYPE 043 - W121-1 Bathroom","Pre Install Checklist"
"4bc9da62-378b-403f-a24b-f4affe1df2b9","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #3","#86 TYPE 043 - W121-1 Bathroom","Installation"
"e773b733-8c69-44d9-aab5-135c56b8a767","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#86 TYPE 043 - W121-1 Bathroom","Glazing"
"9ef97e6e-b4ad-45a3-bdb6-07eb85376d0b","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#86 TYPE 043 - W121-1 Bathroom","Performance Tests"
"8a83ba0a-5479-44d1-9e3d-7cf5dd004c2b","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#86 TYPE 043 - W121-1 Bathroom","Handover Checklist"
"d979b42b-9a14-4117-b3f3-98e70f7a1742","","fail","","folder","TRUE","FALSE","STAGE #3","#87 TYPE 603- D121-2 Bedroom SD"
"1904b854-a8c2-416b-8787-7211eeb5846f","","fail","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#87 TYPE 603- D121-2 Bedroom SD","Pre Install Checklist"
"f2615a76-e0eb-4d8e-b832-ffb174d67f19","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #3","#87 TYPE 603- D121-2 Bedroom SD","Installation"
"9b79dab9-4c42-4b53-b37f-779f59f9fe5e","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#87 TYPE 603- D121-2 Bedroom SD","Glazing"
"f79eca2e-d0de-4b1a-b501-67bd715f64ce","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#87 TYPE 603- D121-2 Bedroom SD","Performance Tests"
"b50bacbc-2f9b-4764-bbb1-aee79d2315db","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#87 TYPE 603- D121-2 Bedroom SD","Handover Checklist"
"8b25135a-14a1-4c3e-ac53-5f0ab2639975","","fail","","folder","TRUE","FALSE","STAGE #3","#88 TYPE 621- D121-1 Bedroom SD"
"dca86ded-b21e-4aee-98b5-3cd7149c730c","","fail","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#88 TYPE 621- D121-1 Bedroom SD","Pre Install Checklist"
"d7321fd8-f3e5-4f0e-a2db-f61b73df94f7","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #3","#88 TYPE 621- D121-1 Bedroom SD","Installation"
"30b79d8b-3747-4619-844e-2d15f5c3d12a","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#88 TYPE 621- D121-1 Bedroom SD","Glazing"
"6d9e34de-ca5a-4fcd-b458-60bb5fef23f6","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#88 TYPE 621- D121-1 Bedroom SD","Performance Tests"
"14b2a7dc-0773-47d7-885a-3c7248ef226f","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#88 TYPE 621- D121-1 Bedroom SD","Handover Checklist"
"69643cd7-cb56-4a25-903c-d4fc2fcfcbec","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#89 TYPE 082 - W120-1 Bedroom"
"ec6b5d5a-2a1a-4395-8787-f318d78cd3f5","","work-in-progress","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#89 TYPE 082 - W120-1 Bedroom","Pre Install Checklist"
"27b2fe6b-e2f0-4e31-85dc-f7e44d2353c0","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #3","#89 TYPE 082 - W120-1 Bedroom","Installation"
"70368598-659b-4223-826b-e45b32fc1553","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#89 TYPE 082 - W120-1 Bedroom","Glazing"
"15c0e108-2730-4769-88b8-ac44d7a45e11","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#89 TYPE 082 - W120-1 Bedroom","Performance Tests"
"9d9a81ec-a2b0-45ab-96b0-fb4488046850","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#89 TYPE 082 - W120-1 Bedroom","Handover Checklist"
