Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,
55bc8c2f-3afa-4fbd-a7c7-23cee14e905a,,checklist-flat,pass,SYS - Fixing of CW Panel (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,North Elevation,Curtain Wall,Fixing of CW Panel
8e3f3a75-6f23-4f90-b594-c12613597219,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,North Elevation,Balcony Area,
457aaa4d-ec0e-4c8c-9d1c-a88535e9b62c,,checklist-flat,not-started,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,North Elevation,Balcony Area,Structural Opening Handover Checklist
1f18f7b4-c2a2-4db4-9366-2f33f390d54b,,checklist-flat,not-started,"SYS - SILL FLASHING, SILL TRAY, & SEISMIC HEAD (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 1,North Elevation,Balcony Area,"SILL FLASHING, SILL TRAY, & SEISMIC HEAD"
2bd78240-d2e9-4ad2-97e1-c7df3ba1f200,,checklist-flat,not-started,SYS - FIXING OF PANEL (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,North Elevation,Balcony Area,FIXING OF PANEL
bd78c3dc-b3ab-45f7-b790-0ecd496de06a,,checklist-flat,not-started,SYS - Aluminum Cladding (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,North Elevation,Balcony Area,Aluminum Cladding
f3c96884-e909-4007-a224-90f6fc3273fb,,checklist-flat,pass,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,North Elevation,Structural Opening Handover Checklist,
1004d803-7bb3-4c56-8676-302da18c78ae,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Site QA,Level 1,North Elevation,Cast-ins pull up test,
80ced9be-320b-4a60-b275-5685d7f3a9f9,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 1,West Elevation,,
9fbd4384-1adb-4882-a929-7be3bbd5426f,,checklist-flat,pass,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,West Elevation,Structural Opening Handover Checklist,
0a7e83d6-3a33-45d2-b459-63671b4efb0a,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 1,West Elevation,Curtian Wall,
681f111e-a0f4-48d0-8de1-6ad2a7c38350,,checklist-flat,work-in-progress,"SYS - Brackets, Bolts & Nuts (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 1,West Elevation,Curtian Wall,"Brackets, Bolts & Nuts"
420b5c56-493e-4a1a-9766-39b676c7c973,,checklist-flat,not-started,SYS - Fixing of CW Panel (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,West Elevation,Curtian Wall,Fixing of CW Panel
0d8bb6f7-1b89-44a9-b828-c0cf1f3d5894,,checklist-flat,not-started,SYS - Gutter Splices & Drainage (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,West Elevation,Curtian Wall,Gutter Splices & Drainage
9a3b63e7-88a0-4139-93f2-b9a7f48ae7f0,,checklist-flat,pass,SYS - Rockwool & Fireseal (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,West Elevation,Curtian Wall,Rockwool & Fireseal
572c10dc-cae3-431e-8003-4784c03748ee,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,West Elevation,Balcony Area,
ce5aba14-2666-4704-9650-5972226215f1,,checklist-flat,not-started,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,West Elevation,Balcony Area,Structural Opening Handover Checklist
901b9e93-ef6c-4e38-abc1-75714f209028,,checklist-flat,not-started,"SYS - SILL FLASHING, SILL TRAY, & SEISMIC HEAD (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 1,West Elevation,Balcony Area,"SILL FLASHING, SILL TRAY, & SEISMIC HEAD"
1e2e3ff7-99ff-4215-b6b2-b58f10db95f8,,checklist-flat,not-started,SYS - FIXING OF PANEL (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,West Elevation,Balcony Area,FIXING OF PANEL
c7c67066-01c9-47b9-9a03-5ef13fdc4816,,checklist-flat,not-started,SYS - Aluminum Cladding (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,West Elevation,Balcony Area,Aluminum Cladding
74f67a0b-695e-4b83-b80b-25ee660b9f3f,,folder-normal,fail,,step,TRUE,FALSE,Site QA,Level 1,South Elevation,,
a9e84fb9-cb61-45a0-a2b7-d9b20076f3fe,,checklist-flat,pass,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,South Elevation,Structural Opening Handover Checklist,
0478dcb1-5d1c-4434-8b26-3c1ef713b0a4,,checklist-flat,pass,SYS - FIXING OF PANEL (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,South Elevation,FIXING OF PANEL,
757e1055-275c-458a-8eaf-7a423177871d,,folder-normal,fail,,step,TRUE,FALSE,Site QA,Level 1,South Elevation,Curtian Wall,
b2445657-0fdd-453f-b534-a567806c78cd,,checklist-flat,fail,"SYS - Brackets, Bolts & Nuts (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 1,South Elevation,Curtian Wall,"Brackets, Bolts & Nuts"
425c3227-a99b-4128-a859-2672cb4ca66a,,checklist-flat,pass,SYS - Fixing of CW Panel (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,South Elevation,Curtian Wall,Fixing of CW Panel
5d1c2708-bb80-4807-929f-44290b7ed398,,checklist-flat,pass,SYS - Gutter Splices & Drainage (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,South Elevation,Curtian Wall,Gutter Splices & Drainage
55943884-266d-44f2-8590-e3027212d92d,,checklist-flat,pass,SYS - Rockwool & Fireseal (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,South Elevation,Curtian Wall,Rockwool & Fireseal
4c95c08d-34a5-4f6c-b90c-e2db869e6109,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,South Elevation,Balcony Area,
5dbbd491-cfe6-42c6-839f-ddecbd2ccd7e,,checklist-flat,not-started,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,South Elevation,Balcony Area,Structural Opening Handover Checklist
b949a9f3-a843-48dc-a1d1-1688dbe67f85,,checklist-flat,not-started,"SYS - SILL FLASHING, SILL TRAY, & SEISMIC HEAD (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 1,South Elevation,Balcony Area,"SILL FLASHING, SILL TRAY, & SEISMIC HEAD"
20c42f29-30c2-45a5-bed1-f8395dd6c91e,,checklist-flat,not-started,SYS - FIXING OF PANEL (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,South Elevation,Balcony Area,FIXING OF PANEL
0f584288-9961-4b80-9797-0f5105734110,,checklist-flat,not-started,SYS - Aluminum Cladding (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,South Elevation,Balcony Area,Aluminum Cladding
fe2d027e-839e-4712-9e69-f159bfea750f,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 1,East Elevation,,
0abf5dc0-dc03-4619-8952-2131f26ce6e7,,checklist-flat,pass,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,East Elevation,Structural Opening Handover Checklist,
34c450f6-1303-4d2a-b9bb-b05ebbf61a9a,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 1,East Elevation,Curtian Wall,
f3c91331-af97-45aa-b06e-b3506fe47a72,,checklist-flat,work-in-progress,"SYS - Brackets, Bolts & Nuts (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 1,East Elevation,Curtian Wall,"Brackets, Bolts & Nuts"
e94ae85a-8a7c-4f3c-bece-4bea23521bd9,,checklist-flat,not-started,SYS - Fixing of CW Panel (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,East Elevation,Curtian Wall,Fixing of CW Panel
0ee48b96-1d69-4077-82be-addfaef5c255,,checklist-flat,not-started,SYS - Gutter Splices & Drainage (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,East Elevation,Curtian Wall,Gutter Splices & Drainage
76944a11-0588-415c-901b-8f287a7cbd7d,,checklist-flat,work-in-progress,SYS - Rockwool & Fireseal (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,East Elevation,Curtian Wall,Rockwool & Fireseal
508811a9-5082-400d-8dff-90ac00f2f3c3,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,East Elevation,Balcony Area,
6f78052b-a64e-4416-a10b-49b593820188,,checklist-flat,not-started,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,East Elevation,Balcony Area,Structural Opening Handover Checklist
c745e189-1bc3-46ad-a701-1346603b198d,,checklist-flat,not-started,"SYS - SILL FLASHING, SILL TRAY, & SEISMIC HEAD (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 1,East Elevation,Balcony Area,"SILL FLASHING, SILL TRAY, & SEISMIC HEAD"
fac9bd06-9a37-46b1-998f-bd7aa99ccb39,,checklist-flat,not-started,SYS - FIXING OF PANEL (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,East Elevation,Balcony Area,FIXING OF PANEL
13c094bd-895f-4275-b043-5c2d804ae7cb,,checklist-flat,not-started,SYS - Aluminum Cladding (old version),checklist-flat,FALSE,FALSE,Site QA,Level 1,East Elevation,Balcony Area,Aluminum Cladding
2585e89a-addb-47e1-a791-14b7eddd135d,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 2,,,
4f107fe7-82b7-4462-8d6d-440c5e426617,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 2,North Elevation,,
a5e2bbe2-4c41-4ef7-9c16-6762536abecb,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 2,North Elevation,Curtian Wall,
32957c7f-20f5-44bb-9fd4-4feb98872a39,,checklist-flat,work-in-progress,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,North Elevation,Curtian Wall,Structural Opening Handover Checklist
22491e41-e1e5-4aa4-9602-2a96b10e0c26,,checklist-flat,work-in-progress,"SYS - Brackets, Bolts & Nuts (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 2,North Elevation,Curtian Wall,"Brackets, Bolts & Nuts"
6570e190-8e13-4fb7-9973-cac1ae47e532,,checklist-flat,pass,SYS - Fixing of CW Panel (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,North Elevation,Curtian Wall,Fixing of CW Panel
9cfaa77e-ff7c-4526-8edb-98b4858cf8aa,,checklist-flat,work-in-progress,SYS - Gutter Splices & Drainage (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,North Elevation,Curtian Wall,Gutter Splices & Drainage
6c0b7402-ba61-460c-9492-d536c5f128c5,,checklist-flat,pass,SYS - Rockwool & Fireseal (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,North Elevation,Curtian Wall,Rockwool & Fireseal
3d273854-d75f-43aa-a228-b28178e88780,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,North Elevation,Balcony Area,
c9856c95-6768-4def-8a7b-eec79321a70d,,checklist-flat,not-started,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,North Elevation,Balcony Area,Structural Opening Handover Checklist
b88af607-8689-4bf8-989b-161c5c6f0103,,checklist-flat,not-started,"SYS - SILL FLASHING, SILL TRAY, & SEISMIC HEAD (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 2,North Elevation,Balcony Area,"SILL FLASHING, SILL TRAY, & SEISMIC HEAD"
a2fc5e47-dd9b-440c-a2f7-94ee75ec09e9,,checklist-flat,not-started,SYS - FIXING OF PANEL (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,North Elevation,Balcony Area,FIXING OF PANEL
0abea422-060e-46b2-86ab-4da40269fcec,,checklist-flat,not-started,SYS - Aluminum Cladding (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,North Elevation,Balcony Area,Aluminum Cladding
dde1fd51-c6ff-427a-8744-15652d2baf34,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 2,West Elevation,,
c7845f29-957a-4d10-89e4-f1b22e36f1c6,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 2,West Elevation,Curtian Wall,
53a5b1e8-f34c-4e29-8afd-1e2b2f3c859c,,checklist-flat,not-started,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,West Elevation,Curtian Wall,Structural Opening Handover Checklist
0ac2111e-5d34-4409-b22b-a5e1e0fb976a,,checklist-flat,work-in-progress,"SYS - Brackets, Bolts & Nuts (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 2,West Elevation,Curtian Wall,"Brackets, Bolts & Nuts"
1b420e2d-f2df-44ad-9031-38b556791d5a,,checklist-flat,work-in-progress,SYS - Fixing of CW Panel (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,West Elevation,Curtian Wall,Fixing of CW Panel
05e21d79-e0f3-455c-ac22-219ab175efb1,,checklist-flat,pass,SYS - Gutter Splices & Drainage (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,West Elevation,Curtian Wall,Gutter Splices & Drainage
2813e4e1-ba5d-42fb-9732-8f480ff2df59,,checklist-flat,pass,SYS - Rockwool & Fireseal (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,West Elevation,Curtian Wall,Rockwool & Fireseal
589af1f5-038a-42f3-834d-f0f2ebb319b2,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,West Elevation,Balcony Area,
bb7884de-5a6f-492f-8f3e-7b3d53b89f95,,checklist-flat,not-started,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,West Elevation,Balcony Area,Structural Opening Handover Checklist
87287726-7ca0-451c-90e4-9ccd17a64833,,checklist-flat,not-started,"SYS - SILL FLASHING, SILL TRAY, & SEISMIC HEAD (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 2,West Elevation,Balcony Area,"SILL FLASHING, SILL TRAY, & SEISMIC HEAD"
3f7b1622-914d-4e48-88c4-338795376176,,checklist-flat,not-started,SYS - FIXING OF PANEL (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,West Elevation,Balcony Area,FIXING OF PANEL
db1aaf14-e285-4e80-ae31-7afe59a9fdea,,checklist-flat,not-started,SYS - Aluminum Cladding (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,West Elevation,Balcony Area,Aluminum Cladding
9b469aea-29a5-4e02-b0be-3b45c4493c2d,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 2,South Elevation,,
df586f14-4fef-4273-86e5-07e958b565bc,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 2,South Elevation,Curtian Wall,
cceb02a9-41de-4ff0-bfa5-e0c45cb1ad5b,,checklist-flat,work-in-progress,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,South Elevation,Curtian Wall,Structural Opening Handover Checklist
c68a4f82-f3e8-4717-8ead-bcbcf1e42854,,checklist-flat,work-in-progress,"SYS - Brackets, Bolts & Nuts (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 2,South Elevation,Curtian Wall,"Brackets, Bolts & Nuts"
ca9568be-e47b-4af1-883a-d0ea6f822b7e,,checklist-flat,not-started,SYS - Fixing of CW Panel (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,South Elevation,Curtian Wall,Fixing of CW Panel
5315ec4b-8062-461e-a748-3d7ea95c852d,,checklist-flat,pass,SYS - Gutter Splices & Drainage (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,South Elevation,Curtian Wall,Gutter Splices & Drainage
0f464cc2-9fdf-45f4-a53b-654b9d04f823,,checklist-flat,pass,SYS - Rockwool & Fireseal (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,South Elevation,Curtian Wall,Rockwool & Fireseal
6d82287f-62eb-45b6-bb55-9019a29ddbe7,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,South Elevation,Balcony Area,
1256f007-c7f1-4c79-b7be-0d4e86d36e9d,,checklist-flat,not-started,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,South Elevation,Balcony Area,Structural Opening Handover Checklist
3fd543da-df4c-42f8-a239-255154b630b0,,checklist-flat,not-started,"SYS - SILL FLASHING, SILL TRAY, & SEISMIC HEAD (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 2,South Elevation,Balcony Area,"SILL FLASHING, SILL TRAY, & SEISMIC HEAD"
27313870-15d3-464f-9cfb-fe4f379506f8,,checklist-flat,not-started,SYS - FIXING OF PANEL (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,South Elevation,Balcony Area,FIXING OF PANEL
632d6ad1-36dd-4654-a503-1db6360132bb,,checklist-flat,not-started,SYS - Aluminum Cladding (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,South Elevation,Balcony Area,Aluminum Cladding
fc491924-f6ed-4833-9553-927ade11828c,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 2,East Elevation,,
6cb0025e-1687-4a11-9bbc-bab54515ce81,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,Level 2,East Elevation,Curtian Wall,
8c782354-5828-4da7-9321-44c28b75fc1a,,checklist-flat,not-started,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,East Elevation,Curtian Wall,Structural Opening Handover Checklist
f24ee00b-567c-4001-bbc3-cc9c909897e4,,checklist-flat,work-in-progress,"SYS - Brackets, Bolts & Nuts (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 2,East Elevation,Curtian Wall,"Brackets, Bolts & Nuts"
92fdf78e-69e5-45fa-a21b-3495979b4a2b,,checklist-flat,pass,SYS - Fixing of CW Panel (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,East Elevation,Curtian Wall,Fixing of CW Panel
c0a8b4ea-d144-4e3b-bf68-5d3224b3d933,,checklist-flat,not-started,SYS - Gutter Splices & Drainage (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,East Elevation,Curtian Wall,Gutter Splices & Drainage
62e87186-3d48-463c-b864-86dcfedc0622,,checklist-flat,pass,SYS - Rockwool & Fireseal (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,East Elevation,Curtian Wall,Rockwool & Fireseal
5a1b34e1-176c-4638-8895-cac5b1f3d2e4,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,East Elevation,Balcony Area,
4ab1e2d4-8640-46ab-bb54-4578fa26bf71,,checklist-flat,not-started,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,East Elevation,Balcony Area,Structural Opening Handover Checklist
9fd095a6-7161-4f5c-965e-7adb5f060014,,checklist-flat,not-started,"SYS - SILL FLASHING, SILL TRAY, & SEISMIC HEAD (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 2,East Elevation,Balcony Area,"SILL FLASHING, SILL TRAY, & SEISMIC HEAD"
32906b11-20aa-4e58-83cb-b4a06961f27a,,checklist-flat,not-started,SYS - FIXING OF PANEL (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,East Elevation,Balcony Area,FIXING OF PANEL
3a016f95-db2b-43a8-b6eb-bf9b436f08a4,,checklist-flat,not-started,SYS - Aluminum Cladding (old version),checklist-flat,FALSE,FALSE,Site QA,Level 2,East Elevation,Balcony Area,Aluminum Cladding
03129808-6745-49b7-b3d9-5bc9ff4fda4d,,folder-normal,fail,,step,TRUE,FALSE,Site QA,Level 3,,,
b353f119-af2b-4161-a62f-546008008902,,folder-normal,fail,,step,TRUE,FALSE,Site QA,Level 3,North Elevation,,
f8845f24-ce3d-4ab1-b511-3efe954e56f5,,folder-normal,fail,,step,TRUE,FALSE,Site QA,Level 3,North Elevation,Curtian Wall,
e89e6464-a401-4808-9415-00078fe4b154,,checklist-flat,pass,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 3,North Elevation,Curtian Wall,Structural Opening Handover Checklist
5e4afe54-b7f4-41ef-b4cc-d5033e0e8c0d,,checklist-flat,fail,"SYS - Brackets, Bolts & Nuts (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 3,North Elevation,Curtian Wall,"Brackets, Bolts & Nuts"
e9ca18ad-c58c-415c-bb41-3f3569f2599f,,checklist-flat,pass,SYS - Fixing of CW Panel (old version),checklist-flat,FALSE,FALSE,Site QA,Level 3,North Elevation,Curtian Wall,Fixing of CW Panel
25838951-d978-47a0-b86b-3abf3f3df976,,checklist-flat,work-in-progress,SYS - Gutter Splices & Drainage (old version),checklist-flat,FALSE,FALSE,Site QA,Level 3,North Elevation,Curtian Wall,Gutter Splices & Drainage
34ce805d-2596-4a33-b33c-dc851c483aad,,checklist-flat,pass,SYS - Rockwool & Fireseal (old version),checklist-flat,FALSE,FALSE,Site QA,Level 3,North Elevation,Curtian Wall,Rockwool & Fireseal
5615e956-131c-44d0-85ab-a7b21f0af33c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,North Elevation,Balcony Area,
cf813d02-82a5-44b0-8518-900fd0747c04,,checklist-flat,not-started,SYS - Structural Opening Handover Checklist (old version),checklist-flat,FALSE,FALSE,Site QA,Level 3,North Elevation,Balcony Area,Structural Opening Handover Checklist
2da98617-4f13-4eff-b669-432a229ddd0e,,checklist-flat,not-started,"SYS - SILL FLASHING, SILL TRAY, & SEISMIC HEAD (old version)",checklist-flat,FALSE,FALSE,Site QA,Level 3,North Elevation,Balcony Area,"SILL FLASHING, SILL TRAY, & SEISMIC HEAD"
cd22aab8-a667-4917-a87e-2e06d8cc3e14,,checklist-flat,not-started,SYS - FIXING OF PANEL (old version),checklist-flat,FALSE,FALSE,Site QA,Level 3,North Elevation,Balcony Area,FIXING OF PANEL
