"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2bebcb66-2fd7-4ba4-b44a-d77c10afdbbe","","not-started","Inground","checklist","FALSE","FALSE","Inground"
"b76683e1-c968-4758-b72a-15534a208954","","work-in-progress","","folder","TRUE","FALSE","Penetrations"
"69c1dcd7-7490-4b8b-994b-c0ba5a750d51","","not-started","","folder","TRUE","FALSE","Penetrations","Basement"
"d82f49e2-7800-49a4-b6fc-d68c957d5588","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 3","320"
"dbcf9670-0a15-4d02-87fa-ccdddcd9d60b","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 3","321"
"f65cdd8d-f52f-475b-938b-83d6f74b4398","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 3","322"
"1096c83b-29c7-4d8a-be98-d05e0c8ce6c9","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 3","323"
"47fcdbf3-28c0-45e1-8353-6c8a0e82df50","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 3","324"
"bdc4c624-b2ba-4637-a078-310c72833577","","pass","","folder","TRUE","FALSE","Penetrations","Level 4"
"4b2f5227-e6f2-4088-8ec0-9418549b88c2","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","401"
"021315b3-6a00-42a9-b2ef-e4e250966e15","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","402"
"9e1fde94-c6dd-4949-8ce3-f368e8ea6500","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","403"
"71785f5b-82ee-40e6-a618-83071379e3e5","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","404"
"a5cb677c-65fc-4d24-bc1b-b1101ba0ee97","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","405"
"7879f5c9-207d-4be8-a288-56907aadc592","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","406"
"bbfdbca6-380a-4a03-b5b3-be2927d5cf0e","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","407"
"b07260bd-60f6-4765-99e1-84a1221aa38e","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","408"
"cc1f9ac1-e41c-4be0-b8c0-aca32e49be4d","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","409"
"084dbe99-9ed1-46f4-9fb9-601c033307a8","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","410"
"cfd5a12a-f874-4ede-a1f0-0f46b6d9e4e9","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","411"
"3c5874e8-d99b-4f79-8063-e4dfecb28527","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","412"
"b54bc09f-da43-4c7a-bc58-fa8e6f371027","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","413"
"7de684f1-cb2c-4810-9b46-3140ce00d56e","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","414"
"9d1cc016-48ae-4147-8b98-ff052498e166","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","415"
"0176122c-11bf-4237-a5d3-f6f108dbda77","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","416"
"8b3c960c-8fcf-423d-b7eb-cf53cd68bb8d","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","417"
"7c6b3235-50f8-484f-97a1-290d878131e4","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","418"
"321438aa-cde0-4112-8475-8abde595b556","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","419"
"443ebd57-8bcb-4c39-9da8-e57b5a89764b","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","420"
"5442bf73-6881-459a-b248-86e6c3a86c28","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","421"
"a32286e4-2741-45f0-baf7-d3c6c71dfba2","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","422"
"bba09092-b7da-41b5-b150-cf18d5adaac7","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","423"
"199a89d2-c5a0-4743-9062-b464511a6d9d","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 4","424"
"7303a1e1-3184-4bc7-9c8d-33f0391716f7","","pass","","folder","TRUE","FALSE","Penetrations","Level 5"
"7a700eb9-cd7c-45fb-bf7d-f23120bfa5a4","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","501"
"f3d8a65a-5282-4389-b13e-9dde6caf183b","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","502"
"d1a48e21-13f0-4be9-9fbc-4c7ccc9c22d0","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","503"
"60f07291-3962-44b0-aaf5-0a430ee87549","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","504"
"8d256711-9859-40b3-aacb-86f24becb928","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","505"
"c779ef3e-dda8-497d-b24d-d3bc79d8e0ad","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","506"
"d282a23c-13cd-4370-a676-a3bf744393b7","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","507"
"a36a31f8-987d-4b36-8245-f7ad3cd40aa8","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","508"
"901c2111-e498-4da7-8ca2-2eaf09830b2f","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","509"
"217bc5f3-c746-4f16-9e4c-23fb817aba14","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","510"
"d7728e5b-a6f5-4afe-a665-307188553d22","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","511"
"d1f58b34-ee56-4960-8ad9-fb77c707c40f","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","512"
"6d6a4c4f-95bd-457d-a3cf-6df849f7d6f9","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","513"
"1bf11f1d-b5b2-4649-8cd7-a7e8188b46a6","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","514"
"bad4dc86-6837-4403-90cd-5362e4e99776","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","515"
"f742c7ed-2567-4e56-9809-1533f20d1c95","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","516"
"8f0e7075-dfaa-42c8-9cc8-08e66f8a0491","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","517"
"b4d55223-1038-4c3e-bc21-d5157f0d9000","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","518"
"58c5a1b0-c8ba-4e5c-91bf-cf470bed785e","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","519"
"b9a1f0d9-cebb-4ef5-8ce8-345d2b874bd4","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","520"
"4d8ead88-3086-4332-952a-e67e8fa7ebd7","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","521"
"f856c04e-11b6-45e9-8983-d7a97bbd64d8","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","522"
"c21f3d30-84f5-4096-bcf8-f268d9c897fc","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","523"
"1c2468f3-f226-4472-92e2-82fef8e16da5","","pass","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 5","524"
"f0059c8d-6ef7-48de-8d32-eed244442464","","not-started","","folder","TRUE","FALSE","Penetrations","Level 6"
"ef44197e-a55a-42b0-ad7e-923ab373381b","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","601"
"40aec304-10eb-456a-8b50-a47ae7d9cfb9","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","602"
"efc732dd-9ef3-418a-a6b6-ff41e81c74d7","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","603"
"c66e157f-f4ac-45cd-a2e6-6dd4ac1dea56","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","604"
"87248bee-10b9-4d77-9be5-90ff7a7841c3","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","605"
"6df306b8-7974-48d7-b6d2-84698d270d08","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","606"
"9144cf25-e278-4210-926d-91f6d87455de","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","607"
"74241b60-054b-4d9c-8928-318a9d8961d5","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","608"
"f54420d9-b5ca-4cbd-be82-c06205ed1b80","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","609"
"8e7d560b-7785-4d96-a63c-15e6d08dc328","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","610"
"5dfcbb89-42c3-4515-9ca2-2589ad86f957","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","611"
"632c150c-0763-41bf-82fc-16cb1bd9786f","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","612"
"ca02947e-2b68-4811-a5f3-2bfdee060544","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","613"
"83414ed0-fa80-4b35-b02f-8f05abeb0bf5","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","614"
"024d7f99-e340-4fb1-8da8-02cfcbd27259","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","615"
"ca64e11d-ad9c-45b3-83da-343edda2b243","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","616"
"a0b97542-5e3f-455a-a4b0-6b5692858c8f","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","617"
"c0b55d97-a83c-4ee0-a7e0-5ae8997890ab","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","618"
"0f1e5153-0bd8-496e-b5d9-51538091fe90","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","619"
"b691e06f-0664-4562-8555-9e9aa89b1399","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","620"
"77f13dfc-bc43-47be-a75b-cb49196f0a16","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","621"
"6ed51413-56aa-475c-b02b-c1e67a3eb7fa","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","622"
"1e49d299-f9b1-4fd4-ac7c-335e41084e2b","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","623"
"5590c241-0f76-45e1-b39d-0343b68762eb","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 6","624"
"caa357b7-83a1-4edd-8a62-c39d2bb385d3","","not-started","","folder","TRUE","FALSE","Penetrations","Level 7"
"4e1774a0-4a59-4661-828a-92c31fe6a4de","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","701"
"d8f9e909-8719-447d-8898-777e887bd6a2","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","702"
"8d58b7f0-5600-4066-b224-fa01645701a4","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","703"
"f704baeb-67fa-45df-bc04-c745d5c1b262","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","704"
"76523556-3177-495c-8e6e-81129629bc6c","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","705"
"462996fc-18dd-459c-a1dc-460773252732","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","706"
"d8e26ff6-e4e3-4689-90d4-92811f97a9cf","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","707"
"19856153-7265-4b6b-b8b9-60fb002e07c1","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","708"
"8891ec39-2f79-4d1f-9870-7b3a97ae819d","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","709"
"8140b315-0a1c-4b8b-a68d-ce5d187f45b0","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","710"
"a55ebbe8-17b4-41d1-a3ad-ae4fb1c8c72e","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","711"
"181d90fe-f5de-49c0-913d-a2fa420cc74d","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","712"
"7a3569a1-41fa-4b40-8ec9-9be532fe2cbc","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","713"
"058d3c95-c416-496d-a51c-22a500f6021c","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","714"
"3bafb8e0-137a-4410-b027-95ced0601e65","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","715"
"02b7a6cd-710f-42d7-99f3-6ce9e7beed86","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","716"
"753e54f0-d754-401f-abf3-206fd1c95709","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","717"
"763306e0-b3fa-4156-af9e-6c91d40f0aac","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","718"
"66053557-83a6-4036-a502-408908261eef","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","719"
"5d3710a9-a820-4de6-8750-ea5a39cc420d","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","720"
"ca20ab23-3b12-4d73-bee8-5db0305daf57","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","721"
"7517312d-e54f-402f-9f5b-b9313b3253d7","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","722"
"0b57f39f-e7e6-420e-ba61-eec1776a9f9d","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","723"
"314cd829-a0e0-43ed-ac2d-3ea459fcf907","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 7","724"
"ed457bb1-ccac-4d06-94d8-44fd16f8aaf0","","not-started","","folder","TRUE","FALSE","Penetrations","Level 8"
"fc646c21-9978-45be-9ab9-89679e8b5b61","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","801"
"4e90a248-3361-4876-948b-7ddd1fb9f89a","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","802"
"ec4d8915-a78c-45c6-86f1-ed70e1b6d443","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","803"
"f626ea82-fcc9-456f-8fe2-0ef8a7b71f33","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","804"
"bf441c5e-f837-4437-a518-849b5c87bb0a","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","805"
"bd206ca1-6b21-4882-aa96-d6ac6727e302","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","806"
"3250fd9d-a704-405c-9fc0-d99ac64553e7","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","807"
"a91cfde7-ae5c-415d-b636-27af96d386be","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","808"
"e850c957-b3f6-4ce9-abf3-3520843048e5","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","809"
"b17ae1dc-8d59-40dc-96d6-fba606fbd70d","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","810"
"aa8f2e4d-9327-4b52-9b87-190925f448df","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","811"
"53c0a6a4-c12a-4c45-8365-141527ad69a0","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","812"
"fa4c0db2-75da-48cb-81ca-ca96a5205468","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","813"
"fe41533a-c47f-4af8-a4c7-3f2b3d20dc32","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","814"
"3e48600b-40b4-4151-83c8-24d161cbad32","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","815"
"4fb2cb82-db01-433d-8a01-c77c0511d1b1","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","816"
"e6679e9f-61a3-474c-839a-430842772c54","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","817"
"f9faead4-9315-4d9e-b0e6-18fc0f3da875","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","818"
"8e3d3f40-57bf-4e75-a926-4ce9a3dfe6ac","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","819"
"9b635365-13ed-43bf-9155-d7363e0f51af","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","820"
"e0b4145a-3b5c-45b6-b153-eba682df4ce8","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","821"
"6187b2f4-c5e9-41cc-b278-081a33ff797a","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","822"
"b52abd66-701a-4eda-bf0c-31c31e6af59b","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","823"
"b97e3665-da7a-48dc-845f-a0ed30e50a1e","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 8","824"
"bc2d34d7-8b1d-4ef0-bb3a-3ea858ed3faf","","not-started","","folder","TRUE","FALSE","Penetrations","Level 9"
"56ee4ecc-56f8-4e66-84c3-4450dd6d1f45","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","901"
"d9ba4f07-5664-447c-9bfb-30cd10a135cb","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","902"
"5d1a2797-ceba-4680-ab83-9abe74229b30","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","903"
"dbea89fe-c4e1-45ac-9a76-8fc8efce31b1","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","904"
"6f5bd1dc-3b7f-427a-af57-f442a65d9aef","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","905"
"6c70d4e4-e1c5-4ad1-827a-91aac5567184","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","906"
"dc35689a-c8a8-412e-8dd8-8b439954fe3d","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","907"
"c2223110-5b76-496e-a868-c79eecc6c6e8","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","908"
"e4f06f79-ced0-4a80-80c6-c40ecf72b159","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","909"
"88b3246c-3a2d-4c0e-834d-02d73bff7e8d","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","910"
"d50cd0b6-ee1b-401b-9c4a-ca5570213252","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","911"
"1723cd8f-c2d7-4d6f-aaf1-1751df6b7026","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","912"
"e51ef885-2e87-46eb-bbe1-8852c08ba2d7","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","913"
"ca6fba5f-dd6b-4279-8af6-2641204d1c4c","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","914"
"455bff62-1dca-4a23-9dc7-f3e6ba96da29","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","915"
"3ae8e11d-7724-4864-8d57-07810db96a82","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 9","916"
"a81c1faf-6227-4296-8b4f-07ac6ca4205b","","not-started","","folder","TRUE","FALSE","Penetrations","Level 10"
"210f19d5-e88b-4457-bd03-e2a746f6ed74","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1001"
"cb663c3d-73d5-48ec-b16d-1d43abdb4fa0","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1002"
"7d69bdfb-e3de-4a2f-9527-8948b4d5c89d","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1003"
"e8de4071-e06c-4f8f-b648-f038ad37f1f6","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1004"
"c08e0064-4588-4045-a823-1794173a21b9","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1005"
"9b687481-72cc-4b57-9ea2-2604cb073227","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1006"
"ee09ff21-7c43-49ac-9267-fd216b182aa0","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1007"
"693f38ab-b7c9-4ef2-8288-fb5c88ded315","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1008"
"f664af1c-77f6-4e23-bb13-81c96a3ea8ff","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1009"
"e8232894-0f96-4413-a642-7e1afedff918","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1010"
"83c38544-e5c5-40f0-9097-834c99070b12","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1011"
"4b7ff619-b798-412d-86c1-c32b25b9325c","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1012"
"3ea1f017-2321-4225-903d-728ddbda1d6b","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1013"
"ff43bedd-a489-4c15-ba2b-782ccb4e7bb1","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1014"
"383a59fa-92d6-4367-ae96-15fff95fb1be","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1015"
"ccb48792-811a-4d2f-8bbc-182755c5866e","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1016"
"c3d2c844-a9b0-4468-bd41-0e38677a74c1","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1017"
"84833c2c-49c6-49f1-851f-fd148c1efe7d","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 10","1018"
"cea8cdf5-e1f0-4784-8d9f-e237f59c194b","","not-started","","folder","TRUE","FALSE","Penetrations","Level 11"
"500ccfb2-8c4c-4265-8ef9-54e8a41eda4e","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 11","1101"
"d0ab0013-c2f1-4e75-baed-55e4fdf90e7a","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 11","1102"
"c2bc3e39-b51c-49ba-9a8d-8bb9696df19e","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 11","1103"
"0877e7c5-ddf1-45a1-86d8-e3b1cb0105d5","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 11","1104"
"9b27ba8b-139f-427f-92ef-74bc79997542","","not-started","Penetrations","checklist","FALSE","FALSE","Penetrations","Level 11","1105"
