"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"13a39965-dd25-4115-9323-29fc5a740c1e","","folder-normal","work-in-progress","","step","TRUE","FALSE","North Carpark"
"1e80a9ae-fb9f-42cf-b49d-013f2b4332f9","","folder-normal","pass","","step","TRUE","FALSE","North Carpark","ITP-001 Clearing & Grubbing"
"9948077b-02d0-4907-937b-0e4214eb1a6e","","checklist-sectioned","work-in-progress","ITP-01-021 - Type B Fill Placement","checklist","FALSE","FALSE","North Carpark","ITP-021 Type B Fill Placement","ITP-021-01 - North Carpark - Type B Fill Placement 09.06.22"
"a864bc7a-e43e-40eb-a359-1b62b6e3c315","","checklist-sectioned","pass","ITP-01-021 - Type B Fill Placement","checklist","FALSE","FALSE","North Carpark","ITP-021 Type B Fill Placement","ITP-021-02 - North Carpark - Type B Fill Placement 10.06.22"
"e06f728e-9d32-4e9b-86c1-c67f75659313","","checklist-sectioned","pass","ITP-01-021 - Type B Fill Placement","checklist","FALSE","FALSE","North Carpark","ITP-021 Type B Fill Placement","ITP-021-03 - North Carpark - Type B Fill Placement 15.06.22"
"d0325bb0-5779-4ef5-9f74-582530449455","","checklist-sectioned","not-started","ITP-01-021 - Type B Fill Placement","checklist","FALSE","FALSE","North Carpark","ITP-021 Type B Fill Placement","ITP-021-04 - North Carpark - Type B Fill Placement 16.06.22"
"948aa822-4ef8-454a-aa97-b100ed7664cd","","checklist-sectioned","not-started","ITP-01-021 - Type B Fill Placement","checklist","FALSE","FALSE","North Carpark","ITP-021 Type B Fill Placement","ITP-021-05 - North Carpark - Type B Fill Placement 17.06.22"
"898b762c-af52-4b9a-9049-e91d938bfada","","checklist-sectioned","not-started","ITP-01-021 - Type B Fill Placement","checklist","FALSE","FALSE","North Carpark","ITP-021 Type B Fill Placement","ITP-021-06 - North Carpark - Type B Fill Placement 20.06.22"
"72b9fc7a-f6c4-49df-b6b5-ff7628b5c137","","folder-normal","no-status-not-started","","step","TRUE","FALSE","North Carpark","ITP-008 Stormwater Drainage"
"91fd8d00-cd3b-49a6-9e02-6879cb863bae","","folder-normal","no-status-not-started","","step","TRUE","FALSE","North Carpark","Type A Fill Placement"
"472d6adf-dde5-453e-b496-146a8fc7008d","","folder-normal","work-in-progress","","step","TRUE","FALSE","South Carpark"
"96a134a6-2deb-40ac-a6f7-cc57da8e442f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","South Carpark","ITP-001 Clearing & Grubbing"
"6ce8d937-698b-4a32-a694-136d08c35c36","","folder-normal","not-started","","step","TRUE","FALSE","South Carpark","ITP-002 Stripping Topsoil & Placement of Topsoil"
"971e3d88-243e-4f52-8ff7-9b5e569cb5dc","","checklist-sectioned","not-started","ITP-01-002 - Stripping Topsoil & Topsoil Replacement [Tarneit] ","checklist","FALSE","FALSE","South Carpark","ITP-002 Stripping Topsoil & Placement of Topsoil","ITP-002-02 - Stripping Topsoil - South Carpark"
"c5d3b5a0-e31d-4fb0-a72b-782f143d4726","","folder-normal","work-in-progress","","step","TRUE","FALSE","South Carpark","ITP-003 Subgrade Preparation"
"a26cc0dd-86a2-4045-a023-354d7b41dea7","","checklist-sectioned","work-in-progress","ITP-01-003 - Subgrade Preparation [Tarneit] ","checklist","FALSE","FALSE","South Carpark","ITP-003 Subgrade Preparation","ITP-003-01 - South Carpark - Subgrade Preparation"
"4257ea9e-9f4d-4dfa-ba03-8599f77b3dde","","folder-normal","no-status-not-started","","step","TRUE","FALSE","South Carpark","Type A Fill Placement"
