Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,,
be333d64-41f5-43b0-bc33-783e6ad75a5d,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Ground Floor,Preline,Region C,Cs028
283a7e92-8b6b-4a7e-8731-ae1c74e1649e,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Ground Floor,Preline,Region C,Cs029
be9ad237-7da5-4194-b059-ce8d0f60ff1f,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Ground Floor,Preline,Region C,Shower
fe349ad6-9cf5-4294-a592-498a16c8616d,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Ground Floor,Preline,Region C,Cs030
875ecc20-1d69-4e01-a28c-b45d0a3130cf,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Ground Floor,Preline,Region C,Cs031
26ba907b-43c1-4dd3-a174-a7f373bd194f,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Ground Floor,Preline,Region C,Cs032
038d9d4f-d8ce-44c1-a670-204ae241791a,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Ground Floor,Preline,Region C,Trauma
6a58feea-6d20-4890-8683-1d9fe99bcce9,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Ground Floor,Preline,Region C,Cs033
2753bbf9-359c-4ce2-a842-3c99f94ea8e8,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Ground Floor,Preline,Region C,Cs034
ea6fb6af-48e7-45a0-8699-6527508941f4,,folder-normal,fail,,step,TRUE,FALSE,Site QA,First Fix,Level 1,,,
52a00b3a-7286-4256-a685-7d1b94c3ba7d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Water Risers,,
b45fd0c2-5b07-43af-a80a-0270635c3dac,,checklist-flat,not-started,QA - Water Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Water Risers,HWF5,
e207355a-697f-45d1-95ea-99e32d544dc9,,checklist-flat,not-started,QA - Water Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Water Risers,HWR5,
1d57e356-53b7-43a4-a97f-6f05f80699b2,,checklist-flat,not-started,QA - Water Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Water Risers,CW5,
36093e67-2dd6-4cac-baa8-2d4bfc6a1356,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,,
71ec0f87-bcd1-452f-9fa9-a18840ed6df9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,
4e87b8fc-f668-4a70-bc25-55137208cf3e,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,VD5
9b68608a-b6ae-4d11-9b6c-0195ff9768d0,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,ST10
9073cfd8-1f18-463d-8142-44dee0f4f58d,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,ST15
d6030b32-9d84-4bbf-a86d-df1891bc5757,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,ST20
c87eece3-cf77-4715-9f6c-89d8cbb54576,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,VD25
d32b59d9-4ac1-4b50-b280-b6f0aa6cdfa8,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,VD30
5d784c56-b556-4b92-9469-86a791c53d6e,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,VD35
0fae2584-1571-4ae2-9693-cc8e2680c5d8,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,ST40
166cbe2f-9502-4592-b6ca-e953abca0342,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,VD45
fd9536a0-3480-474f-b0cb-e839bab2f149,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,VD50
ed77984f-565a-4fe9-873e-ff2400b79184,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,ST55
4360a9f2-e4fd-426f-b98f-e903847ccd68,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,VD60
03246342-b8fc-4edf-becd-dc1a47c5bcd5,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,VD215
b9aa5a04-a1f2-4e82-afc7-bcf01139cdf1,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,ST225
c7dfc0fd-4edc-4020-821c-23e18f7def5e,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region A,VD230
19ba3a26-2f31-4d14-b3f7-cdc85aab8813,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,
ab5e3fd9-2259-44e8-a904-5f8ab63b11b7,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,VD210
b034bf5f-d200-49b0-a696-950db34b2ec7,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,VD200
7a477d39-d713-4351-857a-4ad86fffed83,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,VD195
ac4847cd-b8ea-49f2-87fd-405a604f57a1,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,VD190
c1fdfa74-5085-4899-b728-cf2949e42f75,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,VD185
420e0dda-6e80-41de-8a36-8e6379db3e73,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,ST180
cf318344-cbc9-4412-8fd7-ce754015dc08,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,ST175
98faeb6f-4aa7-4dc2-aae9-32afaf9a1904,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,ST170
d931cadc-a906-4dfe-847b-c03e6f396f24,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,VD85
e3448160-162b-4ea6-8e70-6b26edc87b0b,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,VD80
02ae3ba2-3767-43c3-b7c6-d332f317572d,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,VD75
0d6fd3b9-d1ef-403d-8873-1057ab1af1fa,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,ST70
33ab7d99-a030-4354-a270-37a84f30757a,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region B,VD65
9c547ce3-6a1d-41fd-bb6d-eea03a918376,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,
d66530fa-d571-4379-b8b1-9bc4b2bd843a,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST165
c2353ad7-3107-4495-b371-d3f5f83670e3,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST160
8521715d-eb65-4604-9763-43c1f2bc9b5e,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST155
05ec1149-ad6e-4ac7-8784-74cdd987b0e5,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST150
db4e5a0a-0f1e-4153-bf6e-66d0085e92de,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST145
bc91db36-024c-44e7-9fd0-ab2eeb506a19,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST140
a86d788d-90bf-4ed8-b4eb-262cf050de56,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,VD135
0c614096-6056-41be-9240-68397998d20c,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST130
5e340bbc-09da-49c7-9cf7-26fc69c7c0a8,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST125
9566bc15-60a4-4141-bf3d-175dce774a06,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST120
b5825e2f-1b80-4bd3-80a6-eebb8a238049,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST115
635bee0b-66d8-4620-8a5c-80d7fbbfbe82,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST110
5f15e5c2-3017-47d8-b707-f750d7cbad81,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST105
7eeb9f76-4eab-4030-93e8-f7f8f0f8b553,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST100
5f2cfc26-0ea1-4818-9cce-5e7d9c31e38d,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,ST95
527e7a5a-e431-4bca-9561-d93e04488fe6,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Sewer Risers,Region C,VD90
a62c24d7-1f31-4321-9deb-b825654bb421,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,,
07909d8e-739b-43aa-adc2-6f86727d9b5d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,
500d08a2-79b6-4891-adeb-5a1d25bbb96c,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,VD5
50c724cb-e344-4854-b333-3621dd320495,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,ST10
c5a3c9a3-2549-41d4-88a5-296de227cc8e,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,ST15
3af14c57-6eb5-456b-9141-90e4db10bb7a,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,ST20
857847c7-b7ea-4eaf-838e-03f2da6b7360,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,VD25
d3298ba8-f969-46a1-9772-c042c039fc06,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,VD30
3ade0e54-5b8c-45fb-9a69-da4dc9d78f5b,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,VD35
6244fb2d-5a0b-453e-a024-ee9b4fcc93b4,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,ST40
b9b8534f-bc7c-4124-8875-0ac8c8472edb,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,VD45
1fd39e0a-8b48-4a5c-b04e-109085daf72a,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,VD50
cffe4130-10f1-4e46-bdc6-d2588bcbc871,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,ST55
4231a1b2-91a4-45d4-ba91-57b5305b58f4,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,VD60
dad860ac-b8ca-4b9c-a47d-409598b2375a,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,VD215
0f32a373-3ac4-4283-b0cb-82ba3aea73f3,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,ST225
a56ff768-38f1-4a49-b019-c73f93f342d2,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region A,VD230
d3de1983-b8d3-4c1d-b9d2-68057d0cfd05,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,
dca3d022-e925-4e1e-ab3e-2a030d905227,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,VD210
017e4627-7329-4cb5-96f7-197113565b5c,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,VD200
e2f42acb-47a1-4816-8fe7-c0c42998a312,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,VD195
334fd53b-9360-44a8-af8d-db8ac3cde87a,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,VD190
f7780e67-4782-4189-81e3-5c4bd0d0d592,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,VD185
3b373036-c584-41a4-bbf5-a5f6d91e965c,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,ST180
