PANEL,ISSUE,JOBNUMBER,LEVEL,TYPE,PANEL-ID,ZONE,COLOUR,THK,VOL,MASS,NET_AREA,GROSS_AREA,MPA,REO_KG,KGM3,WIDTH,HEIGHT,TRANSPORT_WIDTH,TRANSPORT_HEIGHT,LIFTING_CLUTCH_TYPE,LIFTER_WLL,FRANNA_REQUIRED
'17-42,CONSTRUCTION,MIR007,L17,PANEL,'17-42,T1,GREY,220,2.85,6.95,12.94,14.64,50,221.42,77.77,4385,3339,4385,3339,LMC10 ,10.0T ,NO
'17-46,CONSTRUCTION,MIR007,L17,PANEL,'17-46,T1,GREY,220,1.76,4.3,8.01,8.01,40,128.6,72.98,2571,3114,2571,3114,LMC10 ,10.0T ,NO
'17-50,CONSTRUCTION,MIR007,L17,PANEL,'17-50,T2,GREY,220,3.47,8.44,15.77,15.88,40,227.83,65.65,5097,3115,5097,3115,LMC10 ,10.0T ,NO
'17-51,CONSTRUCTION,MIR007,L17,PANEL,'17-51,T2,GREY,220,3.6,8.76,16.38,16.38,40,233.57,64.8,5260,3114,5260,3114,LMC10 ,10.0T ,NO
'17-54,CONSTRUCTION,MIR007,L17,PANEL,'17-54,T2,GREY,220,2.53,6.17,11.51,11.52,40,181.07,71.48,3700,3114,3700,3114,LMC10 ,10.0T ,NO
'17-56,CONSTRUCTION,MIR007,L17,PANEL,'17-56,T2,GREY,220,2.33,5.7,10.6,13.73,40,140.96,60.43,4407,3115,4407,3115,LMC10 ,10.0T ,NO
'17-58,CONSTRUCTION,MIR007,L17,PANEL,'17-58,T2,GREY,220,1.83,4.48,8.3,13.73,40,142.95,78.3,4407,3115,4407,3115,LMC10 ,10.0T ,NO
'17-62,CONSTRUCTION,MIR007,L17,PANEL,'17-62,T2,GREY,330,1.06,2.59,3.21,3.21,40,66.43,62.69,1122,2860,1122,3010,LMC10 ,10.0T ,NO
'17-63,CONSTRUCTION,MIR007,L17,PANEL,'17-63,T2,GREY,220,2.57,6.32,11.69,16.03,40,205.24,79.82,5147,3115,5147,3115,LMC10 ,10.0T ,NO
'17-65,CONSTRUCTION,MIR007,L17,PANEL,'17-65,T2,GREY,220,1.83,4.52,8.32,11.59,40,195.25,106.63,3720,3115,3720,3115,LMC10 ,10.0T ,NO
'17-69,CONSTRUCTION,MIR007,L17,PANEL,'17-69,T2,GREY,220,2.32,5.69,10.57,12.21,40,193.47,83.22,3919,3115,3919,3115,LMC10 ,10.0T ,NO
'17-71,CONSTRUCTION,MIR007,L17,PANEL,'17-71,T2,GREY,220,2.53,6.16,11.51,11.52,40,127.38,50.31,3699,3115,3699,3115,LMC10 ,10.0T ,NO
'17-72,CONSTRUCTION,MIR007,L17,PANEL,'17-72,T2,GREY,220,2.98,7.25,13.54,13.54,40,197.48,66.31,4346,3115,4346,3115,LMC10 ,10.0T ,NO
'17-73,CONSTRUCTION,MIR007,L17,PANEL,'17-73,T2,GREY,220,2.99,7.28,13.59,13.69,40,200.62,67.12,4397,3114,4397,3114,LMC10 ,10.0T ,NO
'17-74,CONSTRUCTION,MIR007,L17,PANEL,'17-74,T2,GREY,220,3.99,9.7,18.12,19.93,40,272.93,68.46,5968,3340,5968,3340,LMC10 ,10.0T ,NO
'17-76,CONSTRUCTION,MIR007,L17,PANEL,'17-76,T2,GREY,280,1.16,2.83,4.14,4.14,40,87,75.02,1448,2860,1448,3010,LMC10 ,10.0T ,NO
'17-77,CONSTRUCTION,MIR007,L17,PANEL,'17-77,T2,GREY,220,3.9,9.5,17.72,19.98,40,280.08,71.83,6046,3305,6046,3305,LMC10 ,10.0T ,NO
'17-78,CONSTRUCTION,MIR007,L17,PANEL,'17-78,T2,GREY,330,1.08,2.63,3.27,3.27,40,67.08,62.11,1144,2860,1144,3010,LMC10 ,10.0T ,NO
'17-80,CONSTRUCTION,MIR007,L17,PANEL,'17-80,T2,GREY,280,1.28,3.15,4,4,40,119.66,93.36,1399,2860,1399,3010,LMC10 ,10.0T ,NO
'17-82,CONSTRUCTION,MIR007,L17,PANEL,'17-82,T2,GREY,220,3.5,8.54,15.93,18.46,40,254.62,72.65,5527,3340,5527,3340,LMC10 ,10.0T ,NO
'17-83,CONSTRUCTION,MIR007,L17,PANEL,'17-83,T2,GREY,220,4.05,9.86,18.4,20.79,40,274.89,67.9,6289,3305,6289,3305,LMC10 ,10.0T ,NO
'17-84,CONSTRUCTION,MIR007,L17,PANEL,'17-84,T2,GREY,280,1.36,3.33,4.5,12.56,40,112.46,82.6,4390,2860,4390,3010,LMC10 ,10.0T ,NO
'17-85,CONSTRUCTION,MIR007,L17,PANEL,'17-85,T2,GREY,220,2.69,6.57,12.25,12.6,40,194.12,72.05,4286,2940,4286,2940,LMC10 ,10.0T ,NO
'17-87,CONSTRUCTION,MIR007,L17,PANEL,'17-87,T2,GREY,220,4.11,10.01,18.7,20.68,40,277.12,67.36,6191,3340,6191,3340,LMC10 ,10.0T ,NO
'18-01,CONSTRUCTION,MIR007,L18,PANEL,'18-01,T1,GREY,220,3.26,7.94,14.82,14.94,40,215.32,66.05,4795,3115,4795,3115,LMC10 ,10.0T ,NO
'18-02,CONSTRUCTION,MIR007,L18,PANEL,'18-02,T1,GREY,220,3.25,7.91,14.76,14.77,40,215.37,66.32,4740,3115,4740,3115,LMC10 ,10.0T ,NO
'18-04,CONSTRUCTION,MIR007,L18,PANEL,'18-04,T1,GREY,220,3.08,7.5,13.99,14,40,155.15,50.41,2253,6214,2253,6214,LMC10 ,10.0T ,YES
'18-05,CONSTRUCTION,MIR007,L18,PANEL,'18-05,T1,GREY,220,2.53,6.17,11.51,11.52,40,167.27,66.06,3700,3114,3700,3114,LMC10 ,10.0T ,NO
'18-06,CONSTRUCTION,MIR007,L18,PANEL,'18-06,T1,GREY,220,0.65,1.59,2.96,2.96,40,62.24,95.68,951,3114,951,3114,LMC10 LMC10 ,10.0T 7.0T ,NO
'18-07,CONSTRUCTION,MIR007,L18,PANEL,'18-07,T1,GREY,220,2.12,5.18,9.65,9.65,40,149.02,70.16,3099,3114,3099,3114,LMC10 ,10.0T ,NO
'18-08,CONSTRUCTION,MIR007,L18,PANEL,'18-08,T1,GREY,220,0.56,1.37,2.56,2.56,40,57.45,102.21,822,3114,822,3114,LMC10 LMC10 ,10.0T 7.0T ,NO
'18-09,CONSTRUCTION,MIR007,L18,PANEL,'18-09,T1,GREY,220,2.92,7.12,13.28,13.28,40,196.6,67.31,4264,3115,4264,3115,LMC10 ,10.0T ,NO
'18-10,CONSTRUCTION,MIR007,L18,PANEL,'18-10,T1,GREY,220,0.79,1.93,3.61,3.6,40,63.91,80.58,1260,2860,1260,3010,LMC10 ,10.0T ,NO
'18-11,CONSTRUCTION,MIR007,L18,PANEL,'18-11,T1,GREY,330,1.06,2.58,3.21,3.21,40,74.19,70.01,1122,2860,1122,3010,LMC10 ,10.0T ,NO
'18-12,CONSTRUCTION,MIR007,L18,PANEL,'18-12,T1,GREY,220,2.28,5.61,10.36,10.85,65,235.49,103.36,3640,2980,3640,2980,LMC10 ,10.0T ,NO
'18-13,CONSTRUCTION,MIR007,L18,PANEL,'18-13,T1,GREY,220,3.03,7.46,13.76,14.37,40,250.1,82.62,2412,5959,2412,5959,LMC10 ,10.0T ,YES
'18-14,CONSTRUCTION,MIR007,L18,PANEL,'18-14,T1,GREY,220,2.73,6.67,12.43,12.53,40,195.02,71.34,4023,3115,4023,3115,LMC10 ,10.0T ,NO
'18-15,CONSTRUCTION,MIR007,L18,PANEL,'18-15,T1,GREY,320,1.03,2.5,3.21,3.21,40,66.43,64.65,1122,2860,1122,3010,LMC10 ,10.0T ,NO
'18-16,CONSTRUCTION,MIR007,L18,PANEL,'18-16,T1,GREY,220,2.27,5.63,10.3,10.76,40,265.59,117.21,1800,5980,1800,5980,LMC10 ,10.0T ,YES
'18-17,CONSTRUCTION,MIR007,L18,PANEL,'18-17,T1,GREY,220,0.78,1.97,3.57,3.75,40,112.71,143.63,640,5860,640,5860,LMC10 LMC10 ,10.0T 7.0T ,YES
'18-19,CONSTRUCTION,MIR007,L18,PANEL,'18-19,T1,GREY,330,1.06,2.58,3.21,3.21,40,74.2,70.01,1122,2860,1122,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'18-20,CONSTRUCTION,MIR007,L18,PANEL,'18-20,T1,GREY,220,3.39,8.29,15.42,15.43,40,224.16,66.08,2482,6215,2482,6215,LMC10 ,10.0T ,YES
'18-21,CONSTRUCTION,MIR007,L18,PANEL,'18-21,T1,GREY,220,1.91,4.76,8.69,13.04,40,258.44,135.14,4185,3115,4185,3115,LMC10 ,10.0T ,NO
'18-22,CONSTRUCTION,MIR007,L18,PANEL,'18-22,T1,GREY,220,2.24,5.47,10.18,13.04,40,168.33,75.16,4186,3115,4186,3115,LMC10 ,10.0T ,NO
'18-23,CONSTRUCTION,MIR007,L18,PANEL,'18-23,T1,GREY,220,2.53,6.17,11.51,11.53,40,134.69,53.19,3700,3115,3700,3115,LMC10 ,10.0T ,NO
'18-24,CONSTRUCTION,MIR007,L18,PANEL,'18-24,T1,GREY,220,1.7,4.13,7.71,7.72,40,94.24,55.53,2477,3115,2477,3115,LMC10 ,10.0T ,NO
'18-25,CONSTRUCTION,MIR007,L18,PANEL,'18-25,T1,GREY,220,2.54,6.17,10.92,10.91,40,167.42,66.02,3504,3115,3504,3115,LMC10 ,10.0T ,NO
'18-26,CONSTRUCTION,MIR007,L18,PANEL,'18-26,T1,GREY,220,2.91,7.09,13.24,13.34,40,195.94,67.27,4284,3115,4284,3115,LMC10 ,10.0T ,NO
'18-27,CONSTRUCTION,MIR007,L18,PANEL,'18-27,T1,GREY,220,3.12,7.59,14.19,14.8,40,214.65,68.77,4966,2980,4966,2980,LMC10 ,10.0T ,NO
'18-28,CONSTRUCTION,MIR007,L18,PANEL,'18-28,T1,GREY,330,1.06,2.59,3.22,3.22,40,74.27,69.95,1125,2859,1125,3009,LMC10 LMC10 ,10.0T 7.0T ,NO
'18-29,CONSTRUCTION,MIR007,L18,PANEL,'18-29,T1,GREY,330,1.06,2.59,3.21,3.21,40,83.22,78.54,1122,2859,1122,3009,LMC10 ,10.0T ,NO
'18-30,CONSTRUCTION,MIR007,L18,PANEL,'18-30,T1,GREY,220,2.49,6.04,11.3,12.44,40,130.49,52.47,3679,3380,3679,3380,LMC10 ,10.0T ,NO
'18-34,CONSTRUCTION,MIR007,L18,PANEL,'18-34,T1,GREY,220,4.23,10.4,19.23,20.5,65,504.08,119.15,3183,6440,3183,6440,LMC10 ,10.0T ,YES
'18-35,CONSTRUCTION,MIR007,L18,PANEL,'18-35,T1,GREY,330,1.06,2.59,3.21,3.21,40,83.22,78.54,1122,2859,1122,3009,LMC10 ,10.0T ,NO
'18-36,CONSTRUCTION,MIR007,L18,PANEL,'18-36,T1,GREY,250,2.74,6.65,10.96,11.1,50,177.29,64.7,3853,2880,3853,2880,LMC10 ,10.0T ,NO
'18-38,CONSTRUCTION,MIR007,L18,PANEL,'18-38,T1,GREY,220,3.57,8.7,16.23,18.65,40,256.53,71.86,5585,3339,5585,3339,LMC10 ,10.0T ,NO
'18-39,CONSTRUCTION,MIR007,L18,PANEL,'18-39,T1,GREY,320,1.02,2.49,3.2,3.2,40,66.6,65.05,1118,2859,1118,3009,LMC10 LMC10 ,10.0T 7.0T ,NO
'18-41,CONSTRUCTION,MIR007,L18,PANEL,'18-41,T1,GREY,220,3.01,7.33,13.67,13.67,40,154.65,51.43,2200,6215,2200,6215,LMC10 ,10.0T ,YES
'18-42,CONSTRUCTION,MIR007,L18,PANEL,'18-42,T1,GREY,220,2.85,6.95,12.94,14.64,40,221.42,77.77,4385,3339,4385,3339,LMC10 ,10.0T ,NO
'18-43,CONSTRUCTION,MIR007,L18,PANEL,'18-43,T1,GREY,220,2.55,6.31,11.58,11.96,65,271.56,106.59,2000,5979,2000,5979,LMC10 ,8.0T ,YES
'18-44,CONSTRUCTION,MIR007,L18,PANEL,'18-44,T1,GREY,220,2.29,5.69,10.42,10.76,50,256.84,112.02,1800,5979,1800,5979,LMC10 ,8.0T ,YES
'18-45,CONSTRUCTION,MIR007,L18,PANEL,'18-45,T1,GREY,220,2.29,5.7,10.42,10.76,50,271.36,118.35,1800,5979,1800,5979,LMC10 ,10.0T ,YES
'18-46,CONSTRUCTION,MIR007,L18,PANEL,'18-46,T1,GREY,220,1.76,4.3,8.01,8.01,40,128.61,72.95,2572,3115,2572,3115,LMC10 ,10.0T ,NO
'18-47,CONSTRUCTION,MIR007,L18,PANEL,'18-47,T1,GREY,220,2.25,5.44,10.22,10.35,40,121.33,53.96,3618,2860,3618,2860,LMC10 ,10.0T ,NO
'18-50,CONSTRUCTION,MIR007,L18,PANEL,'18-50,T2,GREY,220,3.47,8.44,15.77,15.88,40,227.83,65.65,5097,3115,5097,3115,LMC10 ,10.0T ,NO
'18-51,CONSTRUCTION,MIR007,L18,PANEL,'18-51,T2,GREY,220,3.6,8.76,16.38,16.38,40,233.57,64.8,5260,3114,5260,3114,LMC10 ,10.0T ,NO
'18-53,CONSTRUCTION,MIR007,L18,PANEL,'18-53,T2,GREY,220,3.31,8.07,15.06,15.06,40,164.93,49.8,2423,6215,2423,6215,LMC10 ,10.0T ,YES
'18-54,CONSTRUCTION,MIR007,L18,PANEL,'18-54,T2,GREY,220,2.53,6.17,11.51,11.52,40,181.07,71.48,3700,3114,3700,3114,LMC10 ,10.0T ,NO
'18-56,CONSTRUCTION,MIR007,L18,PANEL,'18-56,T2,GREY,220,2.42,5.95,11.01,13.72,40,178.2,73.55,4407,3114,4407,3114,LMC10 ,10.0T ,NO
'18-58,CONSTRUCTION,MIR007,L18,PANEL,'18-58,T2,GREY,220,2.06,5.04,9.38,13.73,40,118.21,57.26,4407,3115,4407,3115,LMC10 ,10.0T ,NO
'18-59,CONSTRUCTION,MIR007,L18,PANEL,'18-59,T2,GREY,220,3.02,7.39,13.71,13.77,40,216.79,71.88,2215,6215,2215,6215,LMC10 ,10.0T ,YES
'18-60,CONSTRUCTION,MIR007,L18,PANEL,'18-60,T2,GREY,220,1.67,4.17,7.6,7.9,40,191.71,114.61,1330,5940,1330,5940,LMC10 ,10.0T ,YES
'18-62,CONSTRUCTION,MIR007,L18,PANEL,'18-62,T2,GREY,280,1.32,3.24,3.98,3.98,40,117.95,89.13,1392,2860,1392,3010,LMC10 ,10.0T ,NO
'18-63,CONSTRUCTION,MIR007,L18,PANEL,'18-63,T2,GREY,220,2.57,6.35,11.69,16.03,40,231.27,89.95,5147,3115,5147,3115,LMC10 ,10.0T ,NO
'18-64,CONSTRUCTION,MIR007,L18,PANEL,'18-64,T2,GREY,220,1.95,4.78,8.84,8.84,40,151.09,77.65,1422,6214,1422,6214,LMC10 ,10.0T ,YES
'18-65,CONSTRUCTION,MIR007,L18,PANEL,'18-65,T2,GREY,220,1.83,4.53,8.32,11.58,40,205.87,112.42,3720,3114,3720,3114,LMC10 ,10.0T ,NO
'18-66,CONSTRUCTION,MIR007,L18,PANEL,'18-66,T2,GREY,220,3.31,8.1,15.04,15.04,40,223.44,67.51,2420,6215,2420,6215,LMC10 ,10.0T ,YES
'18-67,CONSTRUCTION,MIR007,L18,PANEL,'18-67,T2,GREY,220,3.18,7.78,14.45,14.46,40,216.6,68.11,2327,6215,2327,6215,LMC10 ,10.0T ,YES
'18-68,CONSTRUCTION,MIR007,L18,PANEL,'18-68,T2,GREY,220,1.64,4.01,7.44,7.44,40,135.08,82.54,1197,6215,1197,6215,LMC10 ,10.0T ,YES
'18-69,CONSTRUCTION,MIR007,L18,PANEL,'18-69,T2,GREY,220,2.32,5.7,10.57,12.21,40,201.46,86.65,3919,3115,3919,3115,LMC10 ,10.0T ,NO
'18-71,CONSTRUCTION,MIR007,L18,PANEL,'18-71,T2,GREY,220,2.53,6.16,11.51,11.52,40,127.38,50.31,3699,3115,3699,3115,LMC10 ,10.0T ,NO
'18-72,CONSTRUCTION,MIR007,L18,PANEL,'18-72,T2,GREY,220,2.98,7.25,13.54,13.54,40,197.48,66.31,4346,3115,4346,3115,LMC10 ,10.0T ,NO
'18-73,CONSTRUCTION,MIR007,L18,PANEL,'18-73,T2,GREY,220,2.99,7.28,13.59,13.69,40,200.62,67.12,4397,3114,4397,3114,LMC10 ,10.0T ,NO
'18-74,CONSTRUCTION,MIR007,L18,PANEL,'18-74,T2,GREY,220,3.98,9.57,18.11,19.93,40,260.21,65.32,5968,3340,5968,3340,LMC10 ,10.0T ,NO
'18-75,CONSTRUCTION,MIR007,L18,PANEL,'18-75,T2,GREY,320,1.02,2.49,3.2,3.2,40,66.94,65.38,1118,2860,1118,3009,LMC10 LMC10 ,10.0T 7.0T ,NO
'18-77,CONSTRUCTION,MIR007,L18,PANEL,'18-77,T2,GREY,220,3.9,9.5,17.72,19.98,40,280.08,71.83,6046,3305,6046,3305,LMC10 ,10.0T ,NO
'18-78,CONSTRUCTION,MIR007,L18,PANEL,'18-78,T2,GREY,280,1.25,3.06,3.89,3.89,40,113.21,90.59,1361,2860,1361,3010,LMC10 ,10.0T ,NO
'18-79,CONSTRUCTION,MIR007,L18,PANEL,'18-79,T2,GREY,220,3.28,8.01,14.91,15.7,40,178.1,54.3,2451,6405,2451,6405,LMC10 ,10.0T ,YES
'18-81,CONSTRUCTION,MIR007,L18,PANEL,'18-81,T2,GREY,320,1.03,2.51,3.23,3.23,40,66.94,64.77,1129,2860,1129,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'18-82,CONSTRUCTION,MIR007,L18,PANEL,'18-82,T2,GREY,220,3.5,8.53,15.92,18.45,40,252.48,72.1,5527,3339,5527,3339,LMC10 ,10.0T ,NO
'18-83,CONSTRUCTION,MIR007,L18,PANEL,'18-83,T2,GREY,220,4.05,9.86,18.4,20.79,40,274.89,67.9,6289,3305,6289,3305,LMC10 ,10.0T ,NO
'18-85,CONSTRUCTION,MIR007,L18,PANEL,'18-85,T2,GREY,220,2.69,6.56,12.25,12.6,40,186.54,69.23,4286,2940,4286,2940,LMC10 ,10.0T ,NO
'18-86,CONSTRUCTION,MIR007,L18,PANEL,'18-86,T2,GREY,330,1.06,2.58,3.21,3.21,40,66.63,62.88,1122,2860,1122,3009,LMC10 LMC10 ,10.0T 7.0T ,NO
'18-87,CONSTRUCTION,MIR007,L18,PANEL,'18-87,T2,GREY,220,4.11,10,18.69,20.68,40,267.88,65.16,6191,3340,6191,3340,LMC10 ,10.0T ,NO
'18-91,CONSTRUCTION,MIR007,L18,PANEL,'18-91,T2,GREY,220,3.14,7.77,14.27,14.85,40,324.87,103.44,2500,5939,2500,5939,LMC10 ,10.0T ,YES
'18-92,CONSTRUCTION,MIR007,L18,PANEL,'18-92,T2,GREY,220,3.18,7.87,14.48,14.95,40,313.08,98.31,2500,5979,2500,5979,LMC10 ,10.0T ,YES
'18-93,CONSTRUCTION,MIR007,L18,PANEL,'18-93,T2,GREY,220,3.14,7.78,14.27,14.85,40,324.73,103.4,2500,5939,2500,5939,LMC10 ,10.0T ,YES
'19-01,CONSTRUCTION,MIR007,L19,PANEL,'19-01,T1,GREY,220,3.26,7.93,14.82,14.94,40,207,63.5,4795,3115,4795,3115,LMC10 ,10.0T ,NO
'19-02,CONSTRUCTION,MIR007,L19,PANEL,'19-02,T1,GREY,220,3.25,7.9,14.76,14.77,40,207.05,63.76,4740,3115,4740,3115,LMC10 ,10.0T ,NO
'19-05,CONSTRUCTION,MIR007,L19,PANEL,'19-05,T1,GREY,220,2.53,6.17,11.51,11.52,40,167.27,66.06,3700,3114,3700,3114,LMC10 ,10.0T ,NO
'19-06,CONSTRUCTION,MIR007,L19,PANEL,'19-06,T1,GREY,220,0.65,1.59,2.96,2.96,40,62.24,95.68,951,3114,951,3114,LMC10 LMC10 ,10.0T 7.0T ,NO
'19-07,CONSTRUCTION,MIR007,L19,PANEL,'19-07,T1,GREY,220,2.12,5.17,9.65,9.65,40,143.38,67.51,3099,3114,3099,3114,LMC10 ,10.0T ,NO
'19-08,CONSTRUCTION,MIR007,L19,PANEL,'19-08,T1,GREY,220,0.56,1.37,2.56,2.56,40,57.45,102.21,822,3114,822,3114,LMC10 LMC10 ,10.0T 7.0T ,NO
'19-09,CONSTRUCTION,MIR007,L19,PANEL,'19-09,T1,GREY,220,2.92,7.11,13.27,13.28,40,188.99,64.75,4264,3115,4264,3115,LMC10 ,10.0T ,NO
'19-10,CONSTRUCTION,MIR007,L19,PANEL,'19-10,T1,GREY,315,1.01,2.46,3.2,3.2,40,63.61,63.07,1119,2860,1119,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'19-11,CONSTRUCTION,MIR007,L19,PANEL,'19-11,T1,GREY,220,0.79,1.94,3.6,3.6,40,61.26,77.26,1259,2860,1259,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'19-12,CONSTRUCTION,MIR007,L19,PANEL,'19-12,T1,GREY,220,2.28,5.61,10.36,10.85,65,227.28,99.76,3640,2980,3640,2980,LMC10 ,10.0T ,NO
'19-14,CONSTRUCTION,MIR007,L19,PANEL,'19-14,T1,GREY,220,2.73,6.66,12.41,12.53,40,192.93,70.64,4023,3115,4023,3115,LMC10 ,10.0T ,NO
'19-15,CONSTRUCTION,MIR007,L19,PANEL,'19-15,T1,GREY,320,1.03,2.5,3.21,3.2,40,63.65,62.05,1120,2860,1120,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'19-18,CONSTRUCTION,MIR007,L19,PANEL,'19-18,T1,GREY,280,1.3,3.2,3.91,3.91,40,116.03,88.95,1367,2860,1367,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'19-21,CONSTRUCTION,MIR007,L19,PANEL,'19-21,T1,GREY,220,1.91,4.7,8.69,13.03,40,179.38,93.8,4185,3114,4185,3114,LMC10 ,10.0T ,NO
'19-22,CONSTRUCTION,MIR007,L19,PANEL,'19-22,T1,GREY,220,2.27,5.57,10.32,13.04,40,194.82,85.77,4186,3115,4186,3115,LMC10 ,10.0T ,NO
'19-23,CONSTRUCTION,MIR007,L19,PANEL,'19-23,T1,GREY,220,2.53,6.16,11.51,11.53,40,129.33,51.07,3700,3115,3700,3115,LMC10 ,10.0T ,NO
'19-24,CONSTRUCTION,MIR007,L19,PANEL,'19-24,T1,GREY,220,1.7,4.13,7.71,7.72,40,90.48,53.31,2477,3115,2477,3115,LMC10 ,10.0T ,NO
'19-25,CONSTRUCTION,MIR007,L19,PANEL,'19-25,T1,GREY,220,3.12,7.57,13.6,13.6,40,193.27,61.98,4365,3115,4365,3115,LMC10 ,10.0T ,NO
'19-26,CONSTRUCTION,MIR007,L19,PANEL,'19-26,T1,GREY,220,2.32,5.66,10.56,10.67,40,157.42,67.73,3425,3115,3425,3115,LMC10 ,10.0T ,NO
'19-27,CONSTRUCTION,MIR007,L19,PANEL,'19-27,T1,GREY,220,3.12,7.59,14.19,14.8,40,203.61,65.23,4966,2980,4966,2980,LMC10 ,10.0T ,NO
'19-28,CONSTRUCTION,MIR007,L19,PANEL,'19-28,T1,GREY,220,0.55,1.34,2.49,2.49,40,45.25,82.46,872,2859,872,3009,LMC10 LMC10 ,10.0T 7.0T ,NO
'19-29,CONSTRUCTION,MIR007,L19,PANEL,'19-29,T1,GREY,280,1.4,3.39,4.14,4.13,40,73.74,52.65,1445,2860,1445,3010,LMC10 ,10.0T ,NO
'19-30,CONSTRUCTION,MIR007,L19,PANEL,'19-30,T1,GREY,220,2.25,5.47,10.24,11.16,40,115.65,51.33,3302,3380,3302,3380,LMC10 ,10.0T ,NO
'19-35,CONSTRUCTION,MIR007,L19,PANEL,'19-35,T1,GREY,280,1.34,3.26,3.94,3.93,40,73.3,54.51,1375,2860,1375,3010,LMC10 ,10.0T ,NO
'19-36,CONSTRUCTION,MIR007,L19,PANEL,'19-36,T1,GREY,250,2.74,6.67,10.96,11.1,40,170.35,62.17,3853,2880,3853,2880,LMC10 ,10.0T ,NO
'19-37,CONSTRUCTION,MIR007,L19,PANEL,'19-37,T1,GREY,275,1.09,2.65,3.96,3.96,40,71.33,65.52,1384,2860,1384,3010,LMC10 ,10.0T ,NO
'19-38,CONSTRUCTION,MIR007,L19,PANEL,'19-38,T1,GREY,220,3.57,8.67,16.21,18.65,40,236.76,66.38,5585,3340,5585,3340,LMC10 ,10.0T ,NO
'19-40,CONSTRUCTION,MIR007,L19,PANEL,'19-40,T1,GREY,280,1.32,3.22,3.87,3.87,40,97.08,73.63,1353,2860,1353,3010,LMC10 ,10.0T ,NO
'19-42,CONSTRUCTION,MIR007,L19,PANEL,'19-42,T1,GREY,220,2.85,6.94,12.94,14.64,40,212.76,74.72,4385,3339,4385,3339,LMC10 ,10.0T ,NO
'19-46,CONSTRUCTION,MIR007,L19,PANEL,'19-46,T1,GREY,220,1.76,4.3,8.01,8.01,40,123.58,70.13,2571,3114,2571,3114,LMC10 ,10.0T ,NO
'19-47,CONSTRUCTION,MIR007,L19,PANEL,'19-47,T1,GREY,220,2.25,5.44,10.22,10.35,40,121.33,53.96,3618,2860,3618,2860,LMC10 ,10.0T ,NO
'19-50,CONSTRUCTION,MIR007,L19,PANEL,'19-50,T2,GREY,220,3.47,8.43,15.77,15.88,40,219.04,63.12,5097,3115,5097,3115,LMC10 ,10.0T ,NO
'19-51,CONSTRUCTION,MIR007,L19,PANEL,'19-51,T2,GREY,220,3.6,8.76,16.38,16.38,40,224.57,62.3,5260,3114,5260,3114,LMC10 ,10.0T ,NO
'19-54,CONSTRUCTION,MIR007,L19,PANEL,'19-54,T2,GREY,220,2.53,6.17,11.51,11.52,40,174.01,68.69,3700,3114,3700,3114,LMC10 ,10.0T ,NO
'19-56,CONSTRUCTION,MIR007,L19,PANEL,'19-56,T2,GREY,220,2.33,5.69,10.6,13.73,40,134.73,57.76,4407,3115,4407,3115,LMC10 ,10.0T ,NO
'19-58,CONSTRUCTION,MIR007,L19,PANEL,'19-58,T2,GREY,220,1.83,4.48,8.3,13.73,40,137.43,75.28,4407,3115,4407,3115,LMC10 ,10.0T ,NO
'19-62,CONSTRUCTION,MIR007,L19,PANEL,'19-62,T2,GREY,330,1.06,2.59,3.21,3.21,40,63.71,60.12,1122,2860,1122,3010,LMC10 ,10.0T ,NO
'19-63,CONSTRUCTION,MIR007,L19,PANEL,'19-63,T2,GREY,220,2.57,6.32,11.69,16.03,40,197.03,76.63,5147,3115,5147,3115,LMC10 ,10.0T ,NO
'19-65,CONSTRUCTION,MIR007,L19,PANEL,'19-65,T2,GREY,220,1.83,4.51,8.32,11.59,40,186.62,101.91,3720,3115,3720,3115,LMC10 ,10.0T ,NO
'19-69,CONSTRUCTION,MIR007,L19,PANEL,'19-69,T2,GREY,220,2.32,5.69,10.57,12.21,40,193.47,83.22,3919,3115,3919,3115,LMC10 ,10.0T ,NO
'19-71,CONSTRUCTION,MIR007,L19,PANEL,'19-71,T2,GREY,220,2.53,6.15,11.51,11.52,40,122.34,48.32,3699,3115,3699,3115,LMC10 ,10.0T ,NO
'19-72,CONSTRUCTION,MIR007,L19,PANEL,'19-72,T2,GREY,220,2.98,7.25,13.54,13.54,40,189.85,63.75,4346,3115,4346,3115,LMC10 ,10.0T ,NO
'19-73,CONSTRUCTION,MIR007,L19,PANEL,'19-73,T2,GREY,220,2.99,7.28,13.59,13.69,40,192.86,64.52,4397,3114,4397,3114,LMC10 ,10.0T ,NO
'19-74,CONSTRUCTION,MIR007,L19,PANEL,'19-74,T2,GREY,220,3.99,9.7,18.12,19.93,40,261.57,65.61,5968,3340,5968,3340,LMC10 ,10.0T ,NO
'19-76,CONSTRUCTION,MIR007,L19,PANEL,'19-76,T2,GREY,280,1.16,2.82,4.14,4.14,40,83.41,71.92,1448,2860,1448,3010,LMC10 ,10.0T ,NO
