"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a6fec1b9-8fb7-40a3-a9e4-f5969b7dd333","","fail","","folder","TRUE","FALSE","Site QA"
"2710b5d9-ffe9-4288-b9a5-c35696076a3c","","fail","","folder","TRUE","FALSE","Site QA","Structural"
"1f26255e-5b21-47cc-8d17-bef75cdd51da","","fail","","folder","TRUE","FALSE","Site QA","Structural","Level 14"
"8b1eb665-dbf1-414b-819f-1c9e68bdf429","","fail","","folder","TRUE","FALSE","Site QA","Structural","Level 14","Pour 1"
"e30b6f84-bd57-4912-a991-42e1e4929559","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2702","Tiling & Paving","Tiling - External Balcony Paver System"
"96268f1d-ab98-471f-8e1b-a3468ca05810","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2702","Defects Checklist"
"97b1b7db-2564-46bf-9628-23c10b8b8412","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2703"
"20f9a3ff-30f7-4572-9105-51814704b097","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Services rough-in"
"93d55db2-b35f-474e-b83d-f6fb3f9ae72f","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Services rough-in","Electrical"
"55dfe506-21b1-418d-8fdb-616241ac18bf","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Services rough-in","Mechanical"
"4138047c-f38f-4180-aa8b-da9502adf51c","","work-in-progress","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Services rough-in","Hydraulic"
"c6a7074b-ec50-41ab-962f-41565981051c","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Services rough-in","Fire"
"1a2cd1d1-fd59-4ecb-95c9-7f84e0f1cf17","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Framing/Sheeting"
"f1cda745-ce7e-4441-8a0e-a8bc98e4aec1","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Waterproofing"
"14390df0-286b-4f79-b05f-34f289225cae","","not-started","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Waterproofing","Internal Areas"
"44694bca-c438-41e6-9a7c-c194ec1b7352","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Waterproofing","Balcony Areas"
"926c46ff-dc22-4943-b739-c70231ec1629","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Tiling & Paving"
"ab0fcdf0-d9d3-4e59-b8c6-64328a443a6a","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Tiling & Paving","Tiling - Internal Areas"
"d9a8303b-1391-465e-931c-dcff6660170d","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Tiling & Paving","Tiling - External Balcony Paver System"
"ab42b29f-6c43-4b2e-b04e-e9fff245c9aa","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2703","Defects Checklist"
"79d7882b-55d7-44b5-8cbf-bc06c459f5f8","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2705"
"2a84e32d-e41b-424c-9ad3-8fe11b82078d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Services rough-in"
"6d5402fd-3a3e-400b-8327-a16a3c7ad587","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Services rough-in","Electrical"
"f38934ae-805e-44e1-8da9-fd9757c33d96","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Services rough-in","Mechanical"
"e0824138-1ba9-4b90-8c92-df21446ee726","","work-in-progress","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Services rough-in","Hydraulic"
"baa884da-e91c-430d-917b-af1e4133be91","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Services rough-in","Fire"
"972c8b9f-a24a-4f37-9e15-cbe5c757fe90","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Framing/Sheeting"
"7da40bb0-2bb0-457e-9fcd-2482883191b6","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Waterproofing"
"5d285626-381b-45ea-830e-ed9a41c44b8f","","not-started","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Waterproofing","Internal Areas"
"109f4d10-d6f4-4f63-b234-5d80a7cfe3a3","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Waterproofing","Balcony Areas"
"95e5a1da-a101-4fe7-b823-15a71adfe66a","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Tiling & Paving"
"98d4a1cc-d8ac-4cfc-b2eb-5d104d2d9fa1","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Tiling & Paving","Tiling - Internal Areas"
"57cb01bf-d050-47cc-93ac-fb78c6fa673d","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Tiling & Paving","Tiling - External Balcony Paver System"
"eac772f4-152b-475f-8b0f-390dde98e322","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2705","Defects Checklist"
"6f3f8adc-83ee-4818-925e-e6c07e7fcde0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2706"
"0b561e5b-86b5-476b-94ca-5d4392dc32c6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Services rough-in"
"acb22ccd-6ee6-45f8-9f58-2ef77bde1dae","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Services rough-in","Electrical"
"1d2f72c5-f6c3-476d-a506-06edbc41aa68","","not-started","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Services rough-in","Mechanical"
"c4e1cf62-7a5c-4961-83e1-57ad7732ef12","","not-started","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Services rough-in","Hydraulic"
"c4633301-33bd-4cfb-a17a-93e065ff494e","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Services rough-in","Fire"
"f6cc1c00-aceb-4b2f-81a1-35ee76f75e88","","work-in-progress","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Framing/Sheeting"
"e2b45cdd-fea0-4031-beeb-c002d44dfee2","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Waterproofing"
"ab2e9711-4517-4ee8-9f96-2ef8e538bdcf","","not-started","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Waterproofing","Internal Areas"
"8343d81b-9e98-4d9a-b84d-282bcd19e1ac","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Waterproofing","Balcony Areas"
"9966351c-b4fd-42fd-b751-3de81824f1b3","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Tiling & Paving"
"ca06bde0-2218-4ab0-8bfa-af7910712a5d","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Tiling & Paving","Tiling - Internal Areas"
"be60094e-dbb1-49ca-8b07-736b67ff9d5e","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Tiling & Paving","Tiling - External Balcony Paver System"
"3c665e13-49d2-4032-9be6-3fd876d45914","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","2706","Defects Checklist"
"78507070-baaa-477c-8fd2-6e554d3b1857","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 27","Corridor"
"ad891433-1f8a-4905-81ea-16ebd1e95df3","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28"
"a91e0134-5d2b-4a16-8d45-84f7c3007311","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","General"
"01d3d8b1-ac78-452c-bca2-456e96bef018","","not-started","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Curtain Wall","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","General","Curtain Wall"
"6ecfe327-fd45-4726-806a-0da25fd82409","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","General","Render (Core Walls)"
"68506aac-5848-421a-9689-2345b2c7c6c2","","not-started","Level Compliance","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","General","Level Compliance"
"16f07051-3568-4854-9764-b9bf0948344b","","not-started","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Curtain Wall","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","General","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Skylight"
"5dc5a699-71ab-4715-97b8-41731a462905","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2801"
"5848aa90-f71c-482a-80c3-a63fafaa4fcd","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Services rough-in"
"fa202cb1-2e9b-4590-9aa0-9cd1e10151e1","","not-started","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Services rough-in","Electrical"
"3f3da66c-feeb-49d6-a4e2-6148d7f52f05","","not-started","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Services rough-in","Mechanical"
"b147f330-dfe4-4fb7-9372-b980c4c4a65f","","not-started","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Services rough-in","Hydraulic"
"bd580c30-9654-4b3f-9a5b-55417fcefff9","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Services rough-in","Fire"
"2379b77b-1592-42ef-8f99-c421cc739599","","not-started","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Framing/Sheeting"
"2009cb30-b60d-4ccb-b70c-1ba09ae825df","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Waterproofing"
"cf215d77-8d61-4715-a23e-a89086b1ccb7","","not-started","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Waterproofing","Internal Areas"
"7345e69d-f379-41ce-88af-08b5b6f049e3","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Waterproofing","Balcony Areas"
"64e9e90b-9290-46fa-8262-ad57d7362162","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Tiling & Paving"
"557f9cc0-2d48-4963-b15a-816a9dfa30b2","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Tiling & Paving","Tiling - Internal Areas"
"55631e13-a7ba-4d2c-a8ce-403aa08f28ce","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Tiling & Paving","Tiling - External Balcony Paver System"
"137056a2-b315-419d-9a3d-53c109b34fee","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2801","Defects Checklist"
"9fab37e7-f51d-4238-969b-625e94a7871e","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2802"
"efdd1eb5-8ca0-429e-9cea-b4e83d4e6196","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Services rough-in"
"f05fbedc-57c1-42f4-a3da-19673a076171","","not-started","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Services rough-in","Electrical"
"6dba6bfd-7c4d-4448-9f3f-5e952c16ab5c","","not-started","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Services rough-in","Mechanical"
"55ca9fef-c9f7-4466-b00b-3e4591e740aa","","not-started","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Services rough-in","Hydraulic"
"16d7e2f1-d987-40b9-88dd-1f9668258513","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Services rough-in","Fire"
"96578e05-f318-4d84-b51e-1de12304d191","","not-started","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Framing/Sheeting"
"f8595f31-5e6f-4c34-b1a7-2ff7555b7749","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Waterproofing"
"e0b1b451-d385-4170-acfa-ec42e90caf95","","not-started","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Waterproofing","Internal Areas"
"8b044d38-aecd-474d-bd56-23cad109fda9","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Waterproofing","Balcony Areas"
"d536986d-9fca-42b0-8826-04eb7b587e1e","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Tiling & Paving"
"52d2a6db-b122-47ff-97c5-d592681cccd9","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Tiling & Paving","Tiling - Internal Areas"
"7aac41f9-6c8f-44b1-b5b5-a16ef5aca037","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Tiling & Paving","Tiling - External Balcony Paver System"
"d5ae500b-46ab-4a60-abc8-03dfa6c5e2ad","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2802","Defects Checklist"
"a9a83971-f699-4386-ab0d-9cabf9a1774f","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2803"
"09206735-eee6-4bf2-8423-ad2bd539801e","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Services rough-in"
"731eb57e-67b1-428c-9e81-421b2480560b","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Services rough-in","Electrical"
"55aacdf5-887c-49df-b60d-092eb2259520","","not-started","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Services rough-in","Mechanical"
"c9e79059-47c5-4d1d-89b6-00c7e8c4bf60","","fail","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Services rough-in","Hydraulic"
"4fa2f89a-bccc-4cff-8cc8-7a42b2b60f19","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Services rough-in","Fire"
"01b0408a-b251-407b-87b1-a50da4773d77","","work-in-progress","SDC-TMP-CON-CHK-013 - B - Wall/Ceiling Closure Checklist","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Services rough-in","SDC-TMP-CON-CHK-013 - B - 2803  Wall Closure Checklist"
"d3633250-a38c-41cd-8762-849a3242f01c","","work-in-progress","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Framing/Sheeting"
"c358f12c-5565-48b2-8bda-ed36dc96c1a8","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Waterproofing"
"6efd6995-df40-44b4-be1f-2d2f9833a245","","not-started","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Waterproofing","Internal Areas"
"cc0af45b-8dfc-4748-b102-bfb192ce05d5","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Waterproofing","Balcony Areas"
"0bc46e3e-46fa-4376-9bf9-e53a125840d1","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Tiling & Paving"
"c1d07960-26dc-412d-8f44-5d38921a686a","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Tiling & Paving","Tiling - Internal Areas"
"c9bf9ee1-198b-482e-a364-3d07da5c79c6","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Tiling & Paving","Tiling - External Balcony Paver System"
"d1912f5f-7dd6-4367-a0a5-d19068705fd3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2803","Defects Checklist"
"b5de9a9f-4ec3-41ba-bb63-67a25ae1c6b9","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2805"
"ae426510-8289-49e4-8266-c7d8d33e5b10","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Services rough-in"
"df3e260c-10bc-4c90-b3c9-158e28962792","","not-started","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Services rough-in","Electrical"
"950f8695-2de0-4529-8292-b17f7e43d776","","not-started","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Services rough-in","Mechanical"
"9e46d906-ec8c-4e51-a49b-fd389852bb7a","","not-started","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Services rough-in","Hydraulic"
"56f0b14e-68fe-4f24-9a2d-12629897a7d9","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Services rough-in","Fire"
"4e2edcb9-3931-4826-b7db-5a5af13e539b","","not-started","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Framing/Sheeting"
"d9ca5f99-b505-45e9-b469-5358093b8660","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Waterproofing"
"6f870cdd-ec72-4cbb-86a1-8ae88689e258","","not-started","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Waterproofing","Internal Areas"
"28839d91-307c-49c9-850e-29a6afbab38d","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Waterproofing","Balcony Areas"
"971332a6-a37e-41dc-a31f-525473049f8a","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Tiling & Paving"
"1e912a7b-7e13-4aff-85dc-d9b10fb750da","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Tiling & Paving","Tiling - Internal Areas"
"f50e005c-5f63-4b81-9d13-5fa11a14c14a","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Tiling & Paving","Tiling - External Balcony Paver System"
"459d597b-a2fc-4d1c-8fda-699d3d248045","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2805","Defects Checklist"
"46a82caa-db13-40cd-8d08-0edf7c1427f7","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2806"
"91d41b09-a356-4ddc-b0eb-51239fd9336d","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Services rough-in"
"aa8f5766-1c52-4cd4-b8a9-be078ca24c71","","not-started","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Services rough-in","Electrical"
"f3621285-b13f-4283-927a-c602d62f641f","","not-started","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Services rough-in","Mechanical"
"65977e01-e64a-4653-8b49-949fa4970655","","not-started","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Services rough-in","Hydraulic"
"bc13aa6b-4fef-4056-8f06-1d7e7fcd00f1","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Services rough-in","Fire"
"252fc0b0-7a56-4f62-9096-fdcd5c01a343","","not-started","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Framing/Sheeting"
"e6331c0e-d5c6-4140-8cf4-3060a371494e","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Waterproofing"
"ed1dcedf-d40f-44e0-8943-394d78754aeb","","not-started","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Waterproofing","Internal Areas"
"eb361e9e-8062-402e-9179-3880d18e510a","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Waterproofing","Balcony Areas"
"dc47de45-cda9-439f-8321-5e338fb48f94","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Tiling & Paving"
"d0b2617a-8e08-4ef6-97c6-deb61da66a35","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Tiling & Paving","Tiling - Internal Areas"
"f67fbb98-650f-4527-b758-65b77c3f0901","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Tiling & Paving","Tiling - External Balcony Paver System"
"f609415a-3d86-4ca5-beaa-76848996f109","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","2806","Defects Checklist"
"f2b60717-0110-425e-9f22-68a317255f5b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 28","Corridor"
"dc8fc921-0bae-4d9d-93ad-c62f1e5f8fac","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 29"
"c295067b-a18b-4b29-a4d5-1a1c1e062506","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 29","General"
"d9ff7c2c-ac0b-4f3d-b073-adff75e67266","","not-started","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Curtain Wall","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","General","Curtain Wall"
"fd9559f8-9e63-4a97-91bf-20f8321fe4d6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 29","General","Render (Core Walls)"
"3b8a6032-6eb4-4581-836b-8c7254f2a5c7","","not-started","Level Compliance","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","General","Level Compliance"
"94099d18-607a-4c66-b919-f70a1b155348","","not-started","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Curtain Wall","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","General","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Skylight"
"e542df0f-c64c-49ef-ad6c-50a41dee3d30","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 29","2901"
"1a19d68f-a4b1-41de-ae86-e14c0abf1dc9","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Services rough-in"
"bf4ce574-4efa-449b-a1c9-c0c484642a19","","not-started","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Services rough-in","Electrical"
"abe54ad5-aa84-4222-baec-5fb5dd298f5a","","not-started","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Services rough-in","Mechanical"
"d9268198-6a8c-467a-a275-21c3ffb8881a","","not-started","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Services rough-in","Hydraulic"
"cf4c9643-5858-49a3-87b5-1d50415f7121","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Services rough-in","Fire"
"1d01ef0a-df06-43ec-b3be-b3c9df4a026a","","not-started","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Framing/Sheeting"
"5abb5cb9-4b81-4c29-b618-4980dfafee4b","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Waterproofing"
"98fdbc20-a455-47ac-bf69-03fdb524851f","","not-started","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Waterproofing","Internal Areas"
"6d075b94-c83b-4b3b-8493-b5b26a59421a","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Waterproofing","Balcony Areas"
"c859c7e7-5a1a-4a8e-8756-027d3ffef776","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Tiling & Paving"
"eec01e7d-7f11-44c1-a160-b0c7e42a5cb6","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Tiling & Paving","Tiling - Internal Areas"
"d4846b4e-d64b-40f5-8986-8d5aa65d3f10","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Tiling & Paving","Tiling - External Balcony Paver System"
"8db09c41-ca6d-4d6d-b004-5bb116795368","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 29","2901","Defects Checklist"
"d8455822-7db9-45e9-a58a-61b68b8e5276","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 29","2902"
"32de1096-8962-4489-8eae-7b02a607eb30","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 29","2902","Services rough-in"
"385e756d-2684-4cb8-988d-1d363babf673","","not-started","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2902","Services rough-in","Electrical"
"454a86fa-47df-4430-b846-fe6320e1994d","","not-started","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2902","Services rough-in","Mechanical"
"f340b16a-ea71-48c2-9956-f8b0b7d4e929","","not-started","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 29","2902","Services rough-in","Hydraulic"
