"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a6d667d0-7f06-40d7-9273-101e0c9b7d70","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"fd58f035-ff7d-452a-b51e-ed457ae42be7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","SOG B-1"
"9b04e8ad-8893-46b5-afe2-0328543324dc","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 21","Screens"
"db1e4cee-730c-428a-be2c-5f48b2580fe7","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 21","Hoist"
"5678894a-2929-430b-b6b8-f2059400473f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 22"
"b6e4d34e-6d9d-40c2-8788-b4305eca3f4e","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 22","Columns"
"2c6f2cb1-2b38-4db1-8599-9fdc704b8dbb","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 22","Walls"
"af03c6ed-71ee-43a5-b4c3-d2334fc69060","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 22","Slab"
"b312c0ca-ee91-4f5d-8777-90781458fffc","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 22","Stairs"
"c6b73d80-b2f7-4e0b-be38-72649769297a","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 22","Screens"
"910d3520-8b29-462d-a77f-c31729bf9656","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 22","Hoist"
"b0d28e6c-4441-4ecb-8399-59682fc3ff96","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 23"
"d9f27417-66c3-40a8-9523-1bf98443986f","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 23","Columns"
"bfb3385f-707c-4a90-be7d-2d977fe98972","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 23","Walls"
"5672de9e-01c9-4346-9a91-188e5a4dc58f","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 23","Slab"
"22131a97-b5a8-4dfe-b59d-18d5cb0717c6","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 23","Stairs"
"bb1eb54f-d353-47ce-9da2-ce3b9fc717ec","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 23","Screens"
"9215fbbd-9820-453f-b151-ed8318fa466f","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 23","Hoist"
"82401fc1-d3f3-447b-8932-b531d9aab724","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 24"
"7bbcbe81-ba8c-4ed7-ab98-968143f81754","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 24","Columns"
"b6de1eb1-ee25-4c9c-bbb3-b9c525c6588e","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 24","Walls"
"86eb204b-259d-4f5d-8288-a758428eadd2","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 24","Slab"
"a5da4120-e981-439a-8f33-42b3c268b958","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 24","Stairs"
"25c35dad-b0e0-4173-8461-a6eed337e889","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 24","Screens"
"ab0fe621-dad2-45de-9e08-de4f493f88c1","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 24","Hoist"
"55bb0f2a-3b1a-456c-9fb6-c07f74e6de9a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 25"
"d6b068ca-88ee-4850-9543-3eb9b586dd78","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 25","Columns"
"79901970-25e7-435d-bb42-aac2f16a9154","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 25","Walls"
"2fc499a0-5d70-4160-a541-be725646f90b","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 25","Slab"
"2647074a-6f1a-4933-93cd-4c0f24b45d91","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 25","Stairs"
"a7fa28ef-d797-4cfc-b8c6-b048762c2492","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 25","Screens"
"c8969965-d445-49fd-aa6d-11b295a5ec1d","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 25","Hoist"
"27b4c4aa-399d-4753-a4d7-2a11292b0305","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 26"
"2b77d046-cadf-488a-b4f5-899680eb9754","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 26","Columns"
"6a88588e-2d9e-4675-9cc4-d8af2d2bc5d1","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 26","Walls"
"78ef4bd0-6d8a-4b73-b655-a73ecf1b85f7","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 26","Slab"
"d54aa38d-7c48-410c-b0b9-f99b4f68e372","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 26","Stairs"
"5375518d-49bf-41f7-9ae4-4fa909ebe348","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 26","Screens"
"9bb96324-e7ba-4642-a718-07e898ded9d9","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 26","Hoist"
"1f458e94-6bcb-4ee7-b561-d93f6ca1d517","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 27"
"af6748ec-bf0f-43ae-9748-24ba33f1721c","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 27","Columns"
"cf5dd382-6ee1-4e1b-8a8a-0874b0cb1458","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 27","Walls"
"84990088-62c5-4bda-9fc6-61d7c495954e","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 27","Slab"
"de2ab9c4-2144-4b21-a388-bbb08007d723","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 27","Stairs"
"a7ddaffa-4ae9-4bac-97ae-9ed8474c427d","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 27","Screens"
"5d15179d-f43f-4f45-935e-0d666935f960","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 27","Hoist"
"b1e155d4-cade-4c72-8ce6-249a8816ee90","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 28"
"b888a1e1-ad4b-4579-9632-c8aaf97ce187","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 28","Columns"
"ab21cb47-95da-4d5f-afd6-4af5ae38dd21","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 28","Walls"
"e157a368-0d85-400c-ad1f-9619a71941c3","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 28","Slab"
"e45e068a-4355-4c13-b740-759305994684","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 28","Stairs"
"8764c06d-c037-4006-a5a4-9ed1121b128c","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 28","Screens"
"f2b9c73b-4f9d-4bbd-bb35-7ab354cf8e02","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 28","Hoist"
"d86643bf-346c-46d1-901a-fbb20b9dc66f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 29"
"dd8c088b-41e3-4cd9-a963-0d761df48146","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 29","Columns"
"56c13ecd-7f7c-4b26-b432-cd408fe9d155","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 29","Walls"
"0a4d6e8f-2fd8-43b2-afd2-ff36955b910b","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 29","Slab"
"ac9138b1-d7f8-42bd-97aa-e82ff77a1cfb","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 29","Stairs"
"63ecd05f-6762-4482-ae11-fc2e4d24c924","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 29","Screens"
"fb290bb8-f72f-4e6b-b2d1-d2abec0c3d7f","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 29","Hoist"
"a6456d96-e40e-49ac-89ee-b3e0bf3e3545","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 30"
"77dd90b5-8800-421c-bb6b-eef2000615ce","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","Columns"
"3cb33f63-46f8-4b94-b0ee-f513369cdd58","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","Walls"
"76f920fe-57bf-4333-80b3-068e506ccdb3","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 30","Slab"
"be2c1539-a486-405b-870b-1bff99aeee91","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 30","Stairs"
"a4f7035c-a667-4e3f-a28e-94f635db421c","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 30","Screens"
"a16c1835-2e31-4d7d-970e-a467e5bd0fba","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 30","Hoist"
"e87eb13a-2615-415a-ae86-62541d537250","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 31"
"54801cdb-3e31-44ee-ba05-1afbbea2ce7c","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 31","Columns"
"71baa987-61d3-41d9-92df-5642af2caf76","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 31","Walls"
"553d9944-4e74-4122-ac78-4508cf757b9c","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 31","Slab"
"b3ca4eb3-de3d-406c-ab28-7d5b963a5ab4","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 31","Stairs"
"3a1096e9-29a8-47ef-a4ac-d6f73a0d0658","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 31","Screens"
"4891c807-bff9-46d4-9ae8-630fe8d84820","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 31","Hoist"
"47e3ec7d-25b8-4e09-ad90-139a8b530a14","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 32"
"ebf16e74-89dd-4e4f-87dd-63a7bb158600","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 32","Columns"
"0ab0a0eb-475e-44a6-be78-142a2c59a6bd","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 32","Walls"
"ac9bf87d-90fe-43b5-bbde-30a4246e27aa","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 32","Slab"
"a7c9647d-5dd5-470d-ba4c-a754a4a52805","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 32","Stairs"
"617b66e8-ca30-40b8-b4b4-547f2bec4b9c","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 32","Screens"
"cfe71457-3a31-4c8e-81a9-68eb7ba92943","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 32","Hoist"
"6be64416-9b20-4cc5-9acc-3e90cd59921f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 33"
"3a6e61f0-b95b-4efc-97ef-9ee43f7a20d7","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 33","Columns"
"2c893acf-6e4e-457b-826a-6c865c1ac5eb","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 33","Walls"
"32328ce3-ed2b-4a11-82b8-cc5fe132057d","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 33","Slab"
"78a60191-1ea0-4b25-9e16-e494dc09207c","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 33","Stairs"
"7827a6a6-c5ba-477f-a1ca-8598352f424a","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 33","Screens"
"76dd2da2-8335-42af-81e8-20f12ece1904","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 33","Hoist"
"45bb3346-ae97-442b-b56c-cef0b7a09102","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 34"
"d9130e88-9506-4e39-a84a-205f4453268b","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 34","Columns"
"f05e917f-96d3-4f23-bfad-a357b4940aba","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 34","Walls"
"9ecb4f6e-fe0d-44b7-aade-35740e1b7db5","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 34","Slab"
"f075d093-9a27-433e-97f3-dd7ec810c772","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 34","Stairs"
"7048b649-4352-435b-b37f-310117c2befe","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 34","Screens"
"3879701f-8e30-4e40-b2f5-df183d7ed0a5","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 34","Hoist"
"200058ec-3c9a-4d63-acb4-67c99f08282c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 35"
"4d9bea82-024f-4e50-b1de-32a2eb328a8d","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 35","Columns"
"dd01d4f0-5bac-45f2-9f7c-2fe672cfebc5","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 35","Walls"
"66a98af2-01f6-4089-8101-88f57bbf9ed1","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 35","Slab"
"044fb8b7-5741-43ef-bb53-7c90e2f6aa6b","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 35","Stairs"
"1238de48-636e-4e16-8a15-17c8e8066804","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 35","Screens"
"f8d4203a-2741-411e-be40-4acb7678f2b3","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 35","Hoist"
"e215bebe-f4b6-4953-ac15-e44cb9a08415","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 36"
"4ffceda5-3130-4384-b4fc-0466c264c667","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 36","Columns"
"6c2bd1bb-e762-4fa0-b05a-5d6bce684add","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 36","Walls"
"a968da7e-4431-48d7-be6a-44964c430233","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 36","Slab"
"6e6db307-1c60-49f4-a7a9-5e08deacc762","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 36","Stairs"
"ba050b93-7851-459d-b4a7-8690fe78ca8e","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 36","Screens"
"c75be11f-89a4-4c71-b9bc-d4620c2e0cd6","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 36","Hoist"
"93b21428-db3b-46ac-818d-2df51f5f8b2b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 37"
"8f2856d7-3ab8-4d01-9f89-b917bb9a4714","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 37","Columns"
"7f493873-92c4-492f-a4e0-429fcd94a453","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 37","Walls"
"e4ad061e-614e-4f68-9865-91137efde179","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 37","Slab"
"e15ca5e1-14ad-46ba-8e51-c0ea89d1106c","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 37","Stairs"
"ff6b46a4-63fd-419f-8a0d-1bd34fe47ec3","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 37","Screens"
"6010318e-8248-410c-a968-1b9d6bd5d114","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 37","Hoist"
"0f5dc5bf-38f6-405c-87a6-4a7c24a90083","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 38"
"1763bb4d-0670-46f5-87a4-c492734415bd","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 38","Columns"
"32e80700-3d99-4c45-be68-330ae90847d7","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 38","Walls"
"85bb4ee1-1a78-4a49-b21d-bcdf9f996220","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 38","Slab"
"ba38b805-aa95-4a5f-842c-d074eca7cb83","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 38","Stairs"
"e972ad92-772f-4ca3-8e89-a37421997daf","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 38","Screens"
"2cdfd4ff-d6af-4e04-9e9d-8464559d76f1","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 38","Hoist"
"b0f78465-45de-4f72-bc85-808a34df9eaa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 39"
"d00b8948-6adf-46f2-8557-3318c466db1e","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 39","Columns"
"6327ae79-4ba4-4d05-bfe1-93bc8972803e","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 39","Walls"
"5181df3f-b480-4e39-b176-6c6c66de4a20","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 39","Slab"
"da3646e9-36aa-408d-aa3f-7588d8d46590","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 39","Stairs"
"6f805876-2de7-49af-8e97-61c22eb9c7c3","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 39","Screens"
"bcefbc10-a8ec-4933-b0a1-e0f8fc5ae805","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 39","Hoist"
"ee8564bd-4ee9-4169-9b86-1818e12ccd8a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 40"
"583cd945-0027-4e87-ab1f-6266055751cb","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 40","Columns"
"875d4b4a-1c36-49ae-92f3-4cd4ae612b42","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 40","Walls"
"9ee78ac1-150c-4814-8d68-a1ad5be9491a","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 40","Slab"
"0890d8c3-6a0a-4e46-a994-76985e986349","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 40","Stairs"
"8121b37d-0b5d-43bd-b29c-12e43db792b1","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 40","Screens"
"4bd1ec78-9515-477c-83b0-4aaeafe14fce","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 40","Hoist"
"ca1ede16-0932-4b11-8b58-594c0847c6a2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 41"
"021e6de4-6b40-47e1-b4c5-ab64117f753e","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 41","Columns"
"d83acd52-62eb-4e28-ac16-acfac914f9fe","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 41","Walls"
"8a15d3ca-075f-4617-8171-af4f2560965c","","checklist-flat","not-started","Suspended Slab Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 41","Slab"
"adcfc8fa-3aa8-4a11-ae03-065e57062674","","checklist-sectioned","not-started","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 41","Stairs"
"cbd952f2-1b99-4f59-b0d1-67d5af2dddaf","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Level 41","Screens"
"43295808-ccc1-4f7c-ac46-73f43c843f9a","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Level 41","Hoist"
"34225006-8f8e-48bd-93ed-b8a6b44a432a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Roof"
"a8c80b63-9913-4cc3-960a-d10c1ae750ce","","checklist-flat","not-started","Columns Checklist","checklist-flat","FALSE","FALSE","Site QA","Roof","Columns"
"5f667ef4-8e2a-4b2e-8444-0534fe998ed7","","checklist-sectioned","not-started","Hoist","checklist","FALSE","FALSE","Site QA","Roof","Hoist"
"6bb6dcb0-72a5-4e5c-a071-c2c9c5f644c5","","checklist-flat","not-started","Walls Checklist","checklist-flat","FALSE","FALSE","Site QA","Roof","Walls"
"e3345f2a-c099-400d-85fc-f233844bc3df","","checklist-sectioned","not-started","Core Lids Checklist","checklist","FALSE","FALSE","Site QA","Roof","Core lids"
"36715299-fcad-4529-8ffa-166fba287def","","checklist-sectioned","not-started","Screens","checklist","FALSE","FALSE","Site QA","Roof","Screens"
"e949ab72-cb28-4f10-aa89-017e3a542a7e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary"
"634edbcd-9bab-4eeb-aeb1-280dbeb102f6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","Jan-23"
"e00e1735-1d80-42f4-9ba6-72422ad1fe79","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","Feb-23"
"34f9720e-3ecf-460a-a55c-9d6cae7a209f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","Mar-23"
"2dc7a08c-8488-453d-bcb3-ece53df79386","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","Apr-23"
"3990253d-fda6-4545-b538-e9e399d17622","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary","May-23"
"9d49de67-f799-4e00-9142-658538776d40","","checklist-flat","work-in-progress","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","May-23","Site Diary 13 May 2023"
"a5c928c8-7f22-41c5-b172-5eb31ea4c66a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary","Jun-23"
"844bdd9b-08e1-45ee-a02d-0d5ad9f8cc13","","checklist-flat","work-in-progress","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jun-23","Site Diary Friday 2nd June 2023"
"03ed792f-3c33-40cb-a0eb-8ddbbc805638","","checklist-flat","work-in-progress","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jun-23","Site Diary"
"a1dec863-5e8c-4233-9878-34706d9c719a","","checklist-flat","work-in-progress","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jun-23","Site Diary"
"b055c158-7d91-4d46-a4a5-c79975f3e5b6","","folder-normal","pass","","step","TRUE","FALSE","Site Diary","Jun-23","Wednesday 28th June "
"6041f7aa-64b5-4004-b6fc-3d98fd73a3c7","","checklist-flat","pass","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jun-23","Wednesday 28th June ","Site Diary"
"cc8a97b7-59e7-4305-967e-1118f0597c20","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary","Jul-23"
"634d84ec-de8f-416d-be28-05d2686c1559","","folder-normal","pass","","step","TRUE","FALSE","Site Diary","Jul-23","11 th July 2023"
"4a2fb3d4-6420-4be0-bcb4-97c392fc0ba1","","checklist-flat","pass","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jul-23","11 th July 2023","Site Diary"
"f0249ebb-5442-477a-acda-cea929a87ffb","","folder-normal","pass","","step","TRUE","FALSE","Site Diary","Jul-23","13th July"
"02a45de6-2d13-4ef8-9914-65c0141a34a1","","checklist-flat","pass","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jul-23","13th July","Site Diary"
"3a4bcb2d-acb5-4088-97da-abcfe4efe4c8","","folder-normal","pass","","step","TRUE","FALSE","Site Diary","Jul-23","17th July 2023"
"95703a92-88dc-49a5-8a1f-fd39b63d063e","","checklist-flat","pass","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jul-23","17th July 2023","Site Diary"
"44cd6d03-0068-4d3a-8bee-49a002b0576e","","folder-normal","pass","","step","TRUE","FALSE","Site Diary","Jul-23","Site diary 21st July "
"e50d64e7-5f5c-403c-b006-d6fe660a2cbc","","checklist-flat","pass","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jul-23","Site diary 21st July ","Site Diary"
"820de98f-4094-4ba2-95af-6e879c2b4189","","checklist-flat","not-started","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jul-23","Site Diary"
"c7bce80d-3504-4ea5-b7ef-626b6f0d985b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary","Jul-23","24th July 2023"
"9cbe57cc-6981-4c97-983a-45ee80614e1f","","checklist-flat","work-in-progress","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jul-23","24th July 2023","Site Diary"
"338e22d7-0655-4c8f-b5ef-3c75f31c17bc","","folder-normal","pass","","step","TRUE","FALSE","Site Diary","Jul-23","24th July 2023","Site dairy 25th July "
"72dd4ca3-ef05-4368-a356-71c90a7a0ad5","","folder-normal","pass","","step","TRUE","FALSE","Site Diary","Jul-23","24th July 2023","Site dairy 25th July ","Site dairy 25th July "
"1c45d649-2a3a-41bd-9d64-939e067b792e","","checklist-flat","pass","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","Jul-23","24th July 2023","Site dairy 25th July ","Site dairy 25th July ","Site Diary"
"821047bb-1bbe-459b-8ae5-c929ac8ee967","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary","Jul-23","Site diary"
