"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a6d667d0-7f06-40d7-9273-101e0c9b7d70","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"fd58f035-ff7d-452a-b51e-ed457ae42be7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","SOG B-1"
"03be1e3e-0b8e-4786-ab87-d40981ee694e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Oct-24"
"72613edb-18a6-473a-85c1-59921247b154","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Nov-24"
"b863b60d-1bc4-4a65-a292-aae494292b7e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Dec-24"
"4ae5189a-1dcb-49db-acbf-2e8d4c8607f8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Jan-25"
"f13b312a-ee54-47b5-9013-9a9d7cc29872","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Feb-25"
"04da251b-5696-41f1-becf-8a4ca89b7bf3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Mar-25"
"8ba7a77b-06c5-4310-8d6f-d65faedbf9ed","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Apr-25"
"e7188a2d-3f3b-4b47-b673-7ee986a4eda6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","May-25"
"c3fece7a-8046-434e-9527-796052d2f513","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Jun-25"
"7608d602-ee8d-41a1-bc65-eb899b4e147a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Thursday 5th October site diary"
"f166df8e-a87e-4771-ab9b-9c6678dfee36","","folder-normal","work-in-progress","","step","TRUE","FALSE","EOT Record"
"1a76cff0-67ab-453c-81e1-3774973c098a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Nov 23"
"377470bd-b4b0-4263-ab92-0a5cebc357d1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Dec 23"
"27ca121a-2057-4ba3-b372-93d7b7280e40","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Jan 24"
"54582ea3-43a7-4692-a9d1-f64fa67508e4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Feb 24"
"92bb4dae-5607-4ffc-a812-52dfc193a88f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","March 24"
"74aee36f-cb0e-45cb-af6c-ada97ad9a1db","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","April 24"
"1be268c7-19d5-4b9a-a0e2-e100a0a02ffd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","May 24"
"16250500-5333-485d-9e33-21f20e7fa363","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","June 24"
"76dcb751-8330-44ec-9dcb-7ceedec5464a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","July 24"
"5ca15014-f3ee-4b55-834a-093e9f386113","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Aug 24"
"49921921-3045-43a4-816e-5620a67a6ceb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Sept 24"
"37d95885-4a12-4a31-905e-ab117a88c5af","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Oct 24"
"f152a56f-d537-4bd2-9c1c-a372abb4790f","","folder-normal","work-in-progress","","step","TRUE","FALSE","EOT Record","Nov 24"
"e3ea25ff-5560-41c2-a95f-342ad57fa18f","","checklist-flat","not-started","EOT Record","checklist-flat","FALSE","FALSE","EOT Record","Nov 24","EOT Record 21/11/23"
"8506822e-ed1f-489e-9916-b1dd8db8363f","","folder-normal","pass","","step","TRUE","FALSE","EOT Record","Nov 24","Tuesday 28th November 2023"
"341f0055-2ad9-4062-b06d-81bb4419b917","","checklist-flat","pass","EOT Record","checklist-flat","FALSE","FALSE","EOT Record","Nov 24","Tuesday 28th November 2023","EOT Record"
"8867d2ce-fa77-4ac5-a7a9-c818a1b0d648","","folder-normal","no-status-not-started","","step","TRUE","FALSE","EOT Record","Dec 24"
"f28b5ec9-d0d7-4fe6-bf76-c259a91de598","","folder-normal","work-in-progress","","step","FALSE","FALSE","Variations"
"48bbc67c-2ae1-4406-9844-87b508b42cfa","","checklist-flat","work-in-progress","96a2ab11de59cd971925dad4b88213d3a0182dc951cafa8db62df00cbeb7ff97","checklist-flat","FALSE","FALSE","Variations","Shutters Return from Site & Returned"
