"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"28ce7f12-74bf-418c-bdd1-213770edeec5","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"1df0a9b9-b59e-4f91-9e7b-41f8ca1c98e3","","checklist-flat","not-started","301.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 301","Internal"
"a1627997-d54c-48ad-8cb7-eaa6b51d9084","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 302"
"0d3d0e60-aba4-4b05-b902-7e5f3160a7d5","","checklist-flat","not-started","302","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 302","External"
"a6106c5e-0dd0-4be9-bb03-3ae022fe7e97","","checklist-flat","not-started","302.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 302","Internal"
"eb348568-db67-4fa2-8690-9f14d45da3a5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 303"
"6e800aa3-24ab-4e09-8d38-d249784d5514","","checklist-flat","not-started","303","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 303","External"
"d6006415-0194-4b97-bb53-7448ba974555","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 304"
"8ee47817-1ef8-4672-8fce-91b03979d953","","checklist-flat","not-started","304","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 304","External"
"05f79c96-c9a2-4537-932d-cd203fac1c98","","checklist-flat","not-started","304.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 304","Internal"
"75e935e6-0f0d-4ba1-b640-bd5da1f30da3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 305"
"ee1cbee4-1091-4391-b46f-c01e5880124c","","checklist-flat","not-started","305","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 305","External"
"0aa69c34-cbe3-452e-8a74-8c131a677614","","checklist-flat","not-started","305.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 305","Internal"
"b30e12bb-b094-4303-91fd-9e58a2fd6920","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 306"
"1b9fa3f6-c873-436d-a7a4-724aff17e724","","checklist-flat","not-started","306","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 306","External"
"f8d49a1e-a301-4186-a1dc-4d07dd0ed6af","","checklist-flat","not-started","306.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 306","Internal"
"a793cb3c-6075-42a6-a4aa-c48bacdf8d53","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 307"
"97b6daf4-b01b-43aa-86ff-38162fc9f11d","","checklist-flat","not-started","307","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 307","External"
"d14bbd3d-d6ec-44f5-80ff-fc8d68c22978","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 308"
"77541a14-57e2-4f0f-b179-2d39ae483a39","","checklist-flat","not-started","308","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 308","External"
"fa9fdbaa-c35d-48ac-95a5-7f25ee0a301b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 309"
"1f88f3eb-0646-44b6-aec5-8e05d4919a80","","checklist-flat","not-started","309","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 309","External"
"79cbaac2-0109-471e-966f-c7191e527ae1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 201"
"f417ba5e-6547-429c-821a-07c1b8de0a14","","checklist-flat","not-started","201","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 201","External"
"79e9b179-d034-4c44-9c09-7746be76fbfe","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 202"
"bb28ca2c-6572-4d89-a1f3-ada05a78aebc","","checklist-flat","not-started","202","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 202","External"
"a00bca51-4338-4d04-9d2b-617c68781ec1","","checklist-flat","not-started","202.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 202","Internal"
"562795c0-d8bc-45b2-8ee5-0bdbf81b6132","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 203"
"b9a75796-f143-4f1e-955e-f34b0f64f2e4","","checklist-flat","not-started","203","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 203","External"
"56edb429-ab15-41d1-82c9-e9b7af86194e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 204"
"828e5089-fb30-48c1-a9cb-1725357bd293","","checklist-flat","not-started","304","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 204","External"
"fc8ddc32-9c02-48b1-a170-cb9a58c5021d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 205"
"4508b480-b388-4dc6-8347-53c8c8574f8a","","checklist-flat","not-started","205","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 205","External"
"2662ca0d-03b2-4e8a-96f9-d38949106d27","","checklist-flat","not-started","205.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 205","Internal"
"99a18b96-9978-4077-b194-3f5c0859352b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 206"
"5b5c8334-c058-4b8b-ad69-1c1cce3fb743","","checklist-flat","not-started","206","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 206","External"
"289c8fd4-fd7e-4387-bbe4-95f7fce5c0fd","","checklist-flat","not-started","206.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 206","Internal"
"bf21c7fb-c818-423f-ba33-1f7096b952be","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 207"
"fac619bc-230a-416d-8bde-f38720c4634c","","checklist-flat","not-started","207","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 207","External"
"066c0479-aa6a-4b65-9d6e-753ed857093d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 208"
"d319c4c1-5473-48ed-bcc0-4787179a4eef","","checklist-flat","not-started","208","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 208","External"
"48a18ae5-1326-4513-9897-ba02b7607399","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 209"
"90d08d7b-9530-44fc-a8fa-3645a340902b","","checklist-flat","not-started","209","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 209","External"
"ca916849-2c04-4a05-bc9d-1d719d09ab72","","checklist-flat","not-started","209.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 209","Internal"
"fec0c237-80a0-48c8-b8dc-995bff6ea5f3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 210"
"1f9baa1c-2309-43bf-9b34-b50c9efe7b0b","","checklist-flat","not-started","210","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 210","External"
"97a7a33e-d721-4598-8f30-7ebc3e06e7ac","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 211"
"be0da0c0-5cb8-42b5-b097-bda52df77862","","checklist-flat","not-started","211","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 211","External"
"adaba48e-6998-40a6-a33e-ef4e079c7fe3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 212"
"befc3ffb-fcad-43a9-9849-260f16ff857e","","checklist-flat","not-started","212","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 212","External"
"7bcc6495-eda3-4c65-88ef-69b430fbe16a","","checklist-flat","not-started","212.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 212","Internal"
"f27cd153-328c-46d4-9949-609fcd7b7a37","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 213"
"57ca3a32-9d80-4a98-acfb-7c5ffb50722f","","checklist-flat","not-started","213","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 213","External"
"dda8808d-deea-4cc4-a4ce-27260a252d29","","checklist-flat","not-started","213.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 213","Internal"
"3e54a932-fc2e-48ca-9c1b-b7b56cc72667","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 214"
"19f2dfdf-a129-4d90-af7e-133e58c3d3c9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 214","External"
"8cc90c3d-12b6-4cb9-8f32-25c13c79b0cc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 214","Internal"
"932d2962-e9c2-421e-b271-5a32215d3cfa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 101"
"58c3472d-fed6-407a-8958-999625627281","","checklist-flat","not-started","101","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 101","External"
"b600fe86-3cd4-4ea3-a8e3-e34ba8af8104","","checklist-flat","not-started","101.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 101","Internal"
"6188e4c6-a1a5-4846-a434-168349090731","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 102"
"e51c7a27-e65c-43be-812e-fac80b20e20e","","checklist-flat","not-started","102","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 102","External"
"76e24b68-0972-4e75-8d35-7b1645ca3275","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 103"
"3aa69b04-b64a-4891-a0f5-22a5d8f21ade","","checklist-flat","not-started","103","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 103","External"
"679b887d-f376-4e3e-a464-04b735e706bb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 104"
"a39e386e-e87d-47f7-954e-4ba4cf375522","","checklist-flat","not-started","104","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 104","External"
"80c22137-d44f-4f6b-8f64-bfe618053349","","checklist-flat","not-started","104.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 104","Internal"
"34e6613c-c6dc-4dce-8eea-7a469f2bae6c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 105"
"ab9ba892-6a71-4ea7-8bd5-1426ca072cda","","checklist-flat","not-started","105","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 105","External"
"6ea12bba-0cb2-4481-9699-5202fe39a92d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 106"
"654e4caa-0dcc-4020-935f-93b2caf365c0","","checklist-flat","not-started","106","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 106","External"
"76d9464d-b0f2-437b-bddc-be52367f9aac","","checklist-flat","not-started","106.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 106","Internal"
"182f6c06-ab4c-47a3-addd-b6f6548cec4f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 107"
"14269194-ec13-4590-8681-152407b8e5a4","","checklist-flat","not-started","107","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 107","External"
"1c14c6e5-646a-49df-8cd7-cac8beb6130a","","checklist-flat","not-started","107.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 107","Internal"
"b177720e-89b0-425c-8b43-891ed2079369","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 108"
"e2b23a4e-325e-4df8-a76f-766d235f2689","","checklist-flat","not-started","108","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 108","External"
"19dd5fc5-c5e1-4aa1-b841-8ea1060e8886","","checklist-flat","not-started","108.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 108","Internal"
"e9848f9b-1680-4d0b-a273-42fea57fc8e8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 109"
"cce3c8cd-b4c3-475b-91a9-e17be6e2d016","","checklist-flat","not-started","109","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 109","External"
"04706e9b-c56a-4f3e-b49b-4c243cfb042c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 110"
"56adfb30-3a76-4cd6-913c-8813472cc7a4","","checklist-flat","not-started","110","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 110","External"
"888361f0-e699-4880-b76f-262b95fa4528","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 111"
"ef37e7a9-88c5-4bcd-a7b3-6913c86523a2","","checklist-flat","not-started","111","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 111","External"
"069f75fa-e194-4766-b03f-13630d9db797","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 112"
"e727d00c-40a1-4363-be98-29626347f129","","checklist-flat","not-started","112","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 112","External"
"7431586b-f6fc-40b0-9b5e-4229f82537dd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 113"
"ad7e4d63-22e0-433c-9157-ac5f8bcd13a0","","checklist-flat","not-started","113","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 113","External"
"23d77e94-6737-43ba-969c-7c3ea45cafdd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 114"
"6f6ab1ac-3e33-4171-9b89-5009ca7ae50f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 114","External"
"53436470-9425-4cb4-9873-000530df01b9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 114","Internal"
"3dedf287-ad2f-4809-821d-4d7c6b01c80e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Apartments","Apartment 1"
"0f60c6c1-dad8-4fc5-93d0-57c0af5bd3fe","","checklist-flat","not-started","1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 1","External"
"e4651a10-7c27-451f-94b7-8de6d11e243a","","checklist-flat","work-in-progress","1.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 1","Internal"
"4b28e371-347b-4b78-8d3b-49aac8a9d8f0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 2"
"b3710632-49b4-441e-a739-5dcb50c53e77","","checklist-flat","not-started","2","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 2","External"
"f88a5746-0dc6-4e9a-9a6b-37bd828ccdd7","","checklist-flat","not-started","2.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 2","Internal"
"f6388de8-a337-4075-af7e-8e1c4d91c8bd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 3"
"bd3d099c-d957-4fc1-821b-4da634fd4f73","","checklist-flat","not-started","3","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 3","External"
"a344a920-ebce-49de-b3ed-73e39684109d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 4"
"383977db-5da1-455f-9ae5-e202337364ba","","checklist-flat","not-started","4","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 4","External"
"f3967f84-8504-4b26-91b9-cc687091e14e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 5"
"6e4a6ba9-4f3e-4c8c-b62e-c23db5461b45","","checklist-flat","not-started","5","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 5","External"
"65555691-2257-41dd-9900-2b17388b1d00","","checklist-flat","not-started","5.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 5","Internal"
"be757fa0-9509-412b-ba75-950373fe0cc5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 6"
"660fb959-534d-43db-b7d6-f54278b46559","","checklist-flat","not-started","6","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 6","External"
"544b3a8f-6ccd-4a22-ad96-5a550f66f646","","checklist-flat","not-started","6.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 6","Internal"
"dc9d8315-9cac-4f4d-a39b-09e86a7233eb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 7"
"f6d759d9-4ea8-4239-8779-4bc40a232554","","checklist-flat","not-started","7","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 7","External"
"192b6718-cfca-44ba-932f-836cc9a58184","","checklist-flat","not-started","7.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 7","Internal"
"b28e51a1-641f-4e7d-a954-46dc3eb23ccc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 8"
"3515b332-ea1c-4d8c-ab27-f5d260f685a3","","checklist-flat","not-started","8","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 8","External"
"e29aac8a-f3ec-4bf3-b532-454e483eb4ed","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 9"
"4b682a15-d6fb-4d8b-9162-17a88ea2d631","","checklist-flat","not-started","9","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 9","External"
"b5fa1844-2571-4130-add1-64361b7574e4","","checklist-flat","not-started","9.1","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 9","Internal"
"f639bd2c-57f5-4b19-99d3-f66ccedd589a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 10"
"a1de1620-5f76-496f-aed6-ca25b1f772a0","","checklist-flat","not-started","10","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 10","External"
"f1835fae-4da2-4779-8caf-98f0927d199b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 11"
"1d5960c3-4633-43d3-bf6e-49b0cabc733e","","checklist-flat","not-started","11","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 11","External"
"0773101e-999a-45ff-9a5b-977a57e5b278","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 12"
"2abdb2c0-0db6-422e-b1ac-d843be4700b9","","checklist-flat","not-started","12","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 12","External"
"0e9b6ae7-af8b-4941-86be-68f8138eba55","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Apartments","Apartment 13"
"60d26a8c-0a0a-42fe-ac46-da0f822ce734","","checklist-flat","not-started","13","checklist-flat","FALSE","FALSE","Site QA","Apartments","Apartment 13","External"
"b819385c-8754-4cfe-8010-ac64e275c35d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Adhoc Activities"
"45e1101b-10b8-43f0-9bc5-6fdc3ee866d5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Adhoc Activities","Investigation of Lot 8"
"1dbe3666-4c8a-497d-9624-1e7bdc068a9f","","checklist-flat","not-started","AA1","checklist-flat","FALSE","FALSE","Site QA","Adhoc Activities","Investigation of Lot 8","Internal"
"3c1a3393-58df-4edc-847d-07b604925d9b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement Carpark"
"ad9db2f6-c447-4a5d-9582-6a43135342d8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement Carpark","Adjacent to Car Space 213"
"93a30047-37b0-4aec-9bd5-926e331211b8","","checklist-flat","not-started","BC213","checklist-flat","FALSE","FALSE","Site QA","Basement Carpark","Adjacent to Car Space 213","Internal"
"616b122e-aad4-4556-8e00-8dd7b5f03147","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement Carpark","Above Car Space 212"
"b7cb213d-b3ab-4d49-a57a-0b55dd004ed1","","checklist-flat","not-started","BC212","checklist-flat","FALSE","FALSE","Site QA","Basement Carpark","Above Car Space 212","Internal"
"397edeca-cd54-4554-bb47-b9aed19c7803","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement Carpark","Above Car Space 207"
"f13fa242-ff64-4c59-be99-5c389be7792e","","checklist-flat","not-started","BC207","checklist-flat","FALSE","FALSE","Site QA","Basement Carpark","Above Car Space 207","Internal"
"21d45e5f-2119-48c9-b9c9-39c4c886544d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement Carpark","In Front of Car Space 11"
"fba84b87-b26d-4c45-b44f-32b8955b2f48","","checklist-flat","not-started","BC011","checklist-flat","FALSE","FALSE","Site QA","Basement Carpark","In Front of Car Space 11","Internal"
"3108cca5-144b-4098-87d1-fd501361e13f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement Carpark","Stairs in Front of Stair Foyer"
"d4e0538d-a08b-4914-99cb-e550d13ea604","","checklist-flat","not-started","BCSSF","checklist-flat","FALSE","FALSE","Site QA","Basement Carpark","Stairs in Front of Stair Foyer","Internal"
"6b325d62-2f89-415b-9bd4-be72467b509b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Basement Carpark","Concrete Injections and Cleaning of Carpark Soffit"
"85043b3f-554d-4745-b796-acd38a0369a5","","checklist-flat","not-started","BCCI","checklist-flat","FALSE","FALSE","Site QA","Basement Carpark","Concrete Injections and Cleaning of Carpark Soffit","Internal"
"752e3917-f218-4f94-8cb8-f7ac440df5ca","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Area Hallways"
"1eaeb7e6-04c7-40c6-a1f0-919609ab338a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Area Hallways","Level 3"
"909f7676-188f-4399-93f0-87015d3c5756","","checklist-flat","not-started","CAH3","checklist-flat","FALSE","FALSE","Site QA","Common Area Hallways","Level 3","Internal"
"254f7ac4-695f-4207-9559-a452acabd817","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Area Hallways","Level 2"
"708cff77-47c9-47ec-8e71-89d10203ea6b","","checklist-flat","not-started","CAH2","checklist-flat","FALSE","FALSE","Site QA","Common Area Hallways","Level 2","Internal"
"96dec0fb-249f-4e6b-8077-a1f320d7393e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Area Hallways","Level 1"
"7bff4a77-3161-46bc-a73f-fe1b9b8239f4","","checklist-flat","not-started","CAH1","checklist-flat","FALSE","FALSE","Site QA","Common Area Hallways","Level 1","Internal"
"79a1557d-91ab-403c-b9d3-95ef032dfc17","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Common Area Hallways","Level G"
"1e7bfda9-919f-44ce-a84e-e9e39298995d","","checklist-flat","not-started","CAHG","checklist-flat","FALSE","FALSE","Site QA","Common Area Hallways","Level G","Internal"
"ff4466c7-c8b0-4d17-8441-ad6f3c4e4b01","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Planter Boxes"
"bb08de5b-d52c-4ef2-815d-20e00ac11ea8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Planter Boxes","Ground Floor"
"ecdbbb99-48c8-4d52-8344-128f856e06f4","","checklist-flat","not-started","PB","checklist-flat","FALSE","FALSE","Site QA","Planter Boxes","Ground Floor","External"
"6e17d1dd-2f7b-4d7a-ae94-1e790eee1c00","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Roof Area"
"b7bc664d-84e6-4b7c-b142-cc17f35e33aa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Roof Area","Roof"
"7c6bcde7-3dc0-49a8-8aa9-27ee4042e1a8","","checklist-flat","not-started","RC","checklist-flat","FALSE","FALSE","Site QA","Roof Area","Roof","External"
"0b617363-4d7e-4db5-975e-c13731613e59","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","West & South Elevations"
"f8bfaba2-76a2-4341-abc3-8514615ac30e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","West & South Elevations","Front & Side Entry"
"57834c64-a196-477b-94d9-080dbb670f0d","","checklist-flat","not-started","WSE","checklist-flat","FALSE","FALSE","Site QA","West & South Elevations","Front & Side Entry","External"
"33464816-b164-418d-910b-1b71a45b01d0","","folder-normal","no-status-started","","step","TRUE","FALSE","Site QA","Scope of Works Document"
"50786221-e243-406c-af2b-5cca23a8472d","","checklist-flat","no-status-started","Document Upload","checklist-flat","FALSE","FALSE","Site QA","Scope of Works Document","Scope Of Works [04.10.22]"
"3c144530-2c45-420f-bb14-397cd8546c68","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Training Folder"
