resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.10.02b AC-5.1002b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.10.03 AC-5.1003,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.10.04 AC-5.1004,,,,,
,,,,step,,,,,Level 11,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.11.01 AC-5.1101,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.11.02a AC-5.1102a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.11.02b AC-5.1102b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.11.03 AC-5.1103,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.11.04 AC-5.1104,,,,,
,,,,step,,,,,Roof,,,,,,
Condenser,,,,checklist,,,,,,CU-5.101,,,,,
Condenser,,,,checklist,,,,,,CU-5.102,,,,,
Condenser,,,,checklist,,,,,,CU-5.103,,,,,
Condenser,,,,checklist,,,,,,CU-5.104,,,,,
Condenser,,,,checklist,,,,,,CU-5.201,,,,,
Condenser,,,,checklist,,,,,,CU-5.202,,,,,
Condenser,,,,checklist,,,,,,CU-5.203,,,,,
Condenser,,,,checklist,,,,,,CU-5.204,,,,,
Condenser,,,,checklist,,,,,,CU-5.301,,,,,
Condenser,,,,checklist,,,,,,CU-5.302,,,,,
Condenser,,,,checklist,,,,,,CU-5.303,,,,,
Condenser,,,,checklist,,,,,,CU-5.304,,,,,
Condenser,,,,checklist,,,,,,CU-5.401,,,,,
Condenser,,,,checklist,,,,,,CU-5.402,,,,,
Condenser,,,,checklist,,,,,,CU-5.403,,,,,
Condenser,,,,checklist,,,,,,CU-5.404,,,,,
Condenser,,,,checklist,,,,,,CU-5.501,,,,,
Condenser,,,,checklist,,,,,,CU-5.502,,,,,
Condenser,,,,checklist,,,,,,CU-5.503,,,,,
Condenser,,,,checklist,,,,,,CU-5.504,,,,,
Condenser,,,,checklist,,,,,,CU-5.601,,,,,
Condenser,,,,checklist,,,,,,CU-5.602,,,,,
Condenser,,,,checklist,,,,,,CU-5.603,,,,,
Condenser,,,,checklist,,,,,,CU-5.604,,,,,
Condenser,,,,checklist,,,,,,CU-5.701,,,,,
Condenser,,,,checklist,,,,,,CU-5.702,,,,,
Condenser,,,,checklist,,,,,,CU-5.703,,,,,
Condenser,,,,checklist,,,,,,CU-5.704,,,,,
Condenser,,,,checklist,,,,,,CU-5.801,,,,,
Condenser,,,,checklist,,,,,,CU-5.802,,,,,
Condenser,,,,checklist,,,,,,CU-5.803,,,,,
Condenser,,,,checklist,,,,,,CU-5.804,,,,,
Condenser,,,,checklist,,,,,,CU-5.901,,,,,
Condenser,,,,checklist,,,,,,CU-5.902,,,,,
Condenser,,,,checklist,,,,,,CU-5.903,,,,,
Condenser,,,,checklist,,,,,,CU-5.904,,,,,
Condenser,,,,checklist,,,,,,CU-5.1001,,,,,
Condenser,,,,checklist,,,,,,CU-5.1002,,,,,
Condenser,,,,checklist,,,,,,CU-5.1003,,,,,
Condenser,,,,checklist,,,,,,CU-5.1004,,,,,
Condenser,,,,checklist,,,,,,CU-5.1101,,,,,
Condenser,,,,checklist,,,,,,CU-5.1102,,,,,
Condenser,,,,checklist,,,,,,CU-5.1103,,,,,
Condenser,,,,checklist,,,,,,CU-5.1104,,,,,
