"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1fc4b491-7ba7-46f0-80dd-d1f3b25e520a","","folder-normal","fail","","step","TRUE","FALSE","Appselec - Site QA"
"59496fdc-124a-452a-8067-7000d7fc0281","","folder-normal","fail","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs"
"3e90e029-c5d0-4cc6-90c7-ede6affaa351","","folder-normal","fail","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs","MDB TEMPS"
"92900b0b-19ae-44f2-a9d0-6d401f3d3911","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs","MDB TEMPS","Basement 2"
"a62a81f9-5fe6-4cfd-8e49-8ff709691d6e","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs","MDB TEMPS","Basement 2","AE 4634"
"22bc57cf-3fa5-417b-a832-3cdfed4105ec","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5206","Mandatory testing"
"e36127e4-5e99-4996-861c-f046d3c601e1","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5206","Mandatory testing","CB1"
"b95e43e6-faf1-4e3a-aa68-a577cd4a12a3","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5206","Mandatory testing","CB2"
"b0cc01f4-fa08-474d-be2b-9a0b3fa2a17d","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5206","Mandatory testing","CB3"
"e81d44cb-49df-4a7d-bfde-c276f81aebe8","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5206","Mandatory testing","CB4"
"8d455b0d-9492-4d77-8661-52b216d9605a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5206","Mandatory testing","CB5"
"cceb689e-e6de-444d-9fbb-a128b7e2864f","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5206","Mandatory testing","CB6"
"c52bee01-db98-4892-9c84-62155a77b787","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5206","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"167410ef-da54-458b-a84d-f8b8f7aca1b6","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207"
"8943ff35-2552-4387-ba90-d00485ed0d48","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","Leadins"
"813eebb9-0f08-440f-a7f7-b6d2164995b6","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","Roughin"
"a30a0725-1e7e-4dea-9511-ce0ec20e4891","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","Cut out"
"5316063c-0369-477b-bd80-02f1493171f4","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","Commissioining"
"2c93a151-1f4e-4724-8f50-549678491e3c","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","Mandatory testing"
"9c7a5e69-29e6-4669-822c-eca6f92753ba","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","Mandatory testing","CB1"
"ec5c961e-d120-454a-a1a8-85e6c0eaca63","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","Mandatory testing","CB2"
"6cc17e5c-5ac5-49ed-9d13-359c50367792","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","Mandatory testing","CB3"
"58f9a8ed-129d-4b13-bfaa-7321c9c2c909","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","Mandatory testing","CB4"
"afbc17cf-5b5a-49d1-9f58-a85412c45661","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","Mandatory testing","CB5"
"6e6d3aae-7ab1-4fc8-ae7f-be5c04a25d6c","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","Mandatory testing","CB6"
"73f048ff-0e09-4bd6-b53a-30c30512df6b","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5207","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"ed6b3f35-b928-4b57-8750-5583d37e9a9f","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208"
"4e32f3ba-73dc-4615-9330-5c4530af33bf","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","Leadins"
"d805e347-64ea-44e4-9b56-cb9f72ed5634","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","Roughin"
"0359a44f-48b6-4341-a879-00903fa0ade3","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","Cut out"
"d93b6fe0-015b-4153-80b3-ddd5665e7a22","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","Commissioining"
"ad04a76f-1bfc-4cd9-9079-91e034bfe8b6","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","Mandatory testing"
"ceda35b8-8bb0-4955-8df7-3b9eba1c6a35","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","Mandatory testing","CB1"
"2ca3e132-cc19-4c25-a0e1-cdc381c69047","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","Mandatory testing","CB2"
"b6102f97-29fa-42ce-ab7f-406a85bc0a84","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","Mandatory testing","CB3"
"f604e4d1-6cab-4a07-b473-aaa44fa4e86c","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","Mandatory testing","CB4"
"5678271b-dae9-4f20-8e00-af2957b5afca","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","Mandatory testing","CB5"
"cec73dd4-6b2c-497e-826f-8b9ccd3a6051","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","Mandatory testing","CB6"
"ca05dba5-8b3a-425b-988d-46eb89f0ba1e","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 52","Apartment 5208","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"191f45c8-a145-42bf-8781-369ca0f6ff90","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53"
"f0d7ed9e-8394-4d62-8aa3-b63e93061711","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301"
"8b1e8667-b790-466c-b41d-8b03c23e3d30","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","Leadins"
"f0aa411d-74ed-4368-bd8f-520dc9713469","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","Roughin"
"381ccdfc-78b8-4796-92ec-b39b1c59013c","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","Cut out"
"03aeee10-b8f2-47bf-9f0f-eb77c91a56ae","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","Commissioining"
"486da7dc-ca1f-4eb1-9b33-ceb096c13869","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","Mandatory testing"
"8c38b943-0b50-4210-a43e-7bc2adc02ac0","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","Mandatory testing","CB1"
"303a304c-7b7e-40a2-aa43-5ca944ddbf25","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","Mandatory testing","CB2"
"74e63bf8-27f3-49ce-80d6-2d42f9e6118c","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","Mandatory testing","CB3"
"efe80444-3f40-44a4-9eb4-0cb67559daa1","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","Mandatory testing","CB4"
"e75d9ba5-0407-4d35-b0a1-7b49051accfd","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","Mandatory testing","CB5"
"7677f616-0ce4-4fb1-b16e-db41396d922a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","Mandatory testing","CB6"
"acb80f96-ab1f-42c5-b489-6d74a3cae3bf","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5301","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"21e83100-0991-41c0-9731-e911c44cc3d0","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302"
"e9e98099-3541-4b5f-aafd-8eb99bb9e0bf","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","Leadins"
"4e091361-73ef-468a-9073-515fedfa477b","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","Roughin"
"ebdda50f-936d-432f-b57c-a05a2e6d79f1","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","Cut out"
"abd4ad19-0b00-45a5-a897-743289e6304a","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","Commissioining"
"7fea392b-7789-4e17-903c-a88857e137b2","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","Mandatory testing"
"b7393e7a-47f4-4c63-98c9-fd691c0ff0ad","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","Mandatory testing","CB1"
"75805678-7fff-475c-ab74-e46075f38a52","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","Mandatory testing","CB2"
"a013e989-2592-4bbe-911d-302f6cce09ac","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","Mandatory testing","CB3"
"cc323cd0-60cb-44c5-a1e2-b3c2461c60ba","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","Mandatory testing","CB4"
"ca058265-a234-46a3-83fe-41984392aade","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","Mandatory testing","CB5"
"3b156189-90d6-4b26-9972-527e6473dee6","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","Mandatory testing","CB6"
"ecc85be0-b606-472a-adb0-c939145b8a13","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5302","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"61dc8a70-b67b-4e16-b7f1-728d881504f5","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303"
"76cccf91-5a02-4457-a702-b771b12a87ff","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","Leadins"
"97526c5b-9b69-4ba7-81d8-7b76b019bae4","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","Roughin"
"4887764d-b171-4b3e-a855-9f612fc63bd9","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","Cut out"
"2fb04668-a867-4713-82d8-c525f26cb1e0","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","Commissioining"
"ad1b94e8-69fd-40e7-bbf7-842694bae7b6","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","Mandatory testing"
"3d98832c-0416-405d-b3cc-2ea258763c4b","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","Mandatory testing","CB1"
"e3eb5005-08dc-43b7-819c-b044bc42d47c","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","Mandatory testing","CB2"
"638f30ac-bc25-4930-b7c7-984b606c0794","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","Mandatory testing","CB3"
"b7f0f387-467f-4bd2-8877-f769470095b5","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","Mandatory testing","CB4"
"741bdf6a-3abf-46ba-84a9-a5418befe5cb","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","Mandatory testing","CB5"
"e6cf5b84-d772-4aed-ac1c-0e570be0c3fc","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","Mandatory testing","CB6"
"c0d5c655-1e01-4cd8-bc87-00591573541b","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5303","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"b158143d-a74a-4c7f-b8fa-3b96396d4b4b","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304"
"d6227912-306d-4f0a-90bc-10c9901d215d","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","Leadins"
"1aae368c-aa3a-45d1-a3ce-d7d44305fc21","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","Roughin"
"a2cf7462-b3d2-40a9-b7b6-45a88348742d","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","Cut out"
"63ed11a6-63d1-4a09-89de-d16b44b04dad","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","Commissioining"
"3fc19df2-762c-4af5-9458-422b6b2bb6be","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","Mandatory testing"
"77482b29-63b9-4c94-b971-b84d2deed38c","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","Mandatory testing","CB1"
"ab5c4b36-99ff-4a3e-a1cc-0ced56d68951","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","Mandatory testing","CB2"
"d1dfe1bc-0572-4d97-978e-9d305425a45b","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","Mandatory testing","CB3"
"1682a35d-2c44-41a2-9594-12a29bd56b86","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","Mandatory testing","CB4"
"6000c67e-b5d4-45d3-bd59-85aa8d8d0e1a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","Mandatory testing","CB5"
"8bf24cca-575d-41ec-ad74-b07c052fde3c","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","Mandatory testing","CB6"
"77fd6f31-59d0-478d-8021-45aeae49d84b","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5304","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"8f62a1f8-95ca-438a-9f66-7f17fd7c185f","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305"
"5d58e83a-0254-43e0-8879-4fe598cd1ac2","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","Leadins"
"7153c5a0-05dc-4acc-8a9a-7e1e89f51386","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","Roughin"
"cdd7355f-c8dd-4a0f-ab8c-e3c4ccedabd5","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","Cut out"
"bbc0bce9-0736-44b1-b0c8-9d44d9eb46d2","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","Commissioining"
"520e9156-b6ac-4779-98c0-ee49a468a843","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","Mandatory testing"
"aa9f86a5-b0de-4121-8a52-89e694c54c6b","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","Mandatory testing","CB1"
"ec0d3969-a110-4501-9c0b-e4a4842a2f20","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","Mandatory testing","CB2"
"5693bb1a-c2b6-4536-a3a4-c8d987b2c9e0","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","Mandatory testing","CB3"
"97b1ec2b-e71d-44ad-a02d-9b7995c09a11","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","Mandatory testing","CB4"
"dc6d4107-6343-4fab-ad0c-9e7f438302cb","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","Mandatory testing","CB5"
"8326f33d-e8a0-4b4c-b594-e6400051e401","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","Mandatory testing","CB6"
"65b72c0c-6f05-40ec-a5e3-fe09a829f025","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5305","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"b7dfd2a1-9626-468c-9c83-80130b88f720","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5306"
"0c8cf282-ec9f-480d-9ab9-07d3c46906fb","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5306","Leadins"
"20214596-d2e8-4fad-a4f2-6e11308c7e2d","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5306","Roughin"
"b80956d4-4e1e-4fda-a96e-17b159bddeb3","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5306","Cut out"
"ba1c0d3c-80f5-4d92-8e2b-193445af80ad","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5306","Commissioining"
"324661b5-36e2-42b7-9547-283194e7322f","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5306","Mandatory testing"
"7bed2e83-0bdb-44d7-afeb-64c6b7693bbf","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5306","Mandatory testing","CB1"
"00d21dec-6249-40ec-b61c-c05d89cecd89","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 53","Apartment 5306","Mandatory testing","CB2"
