Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,,,,,,,,,
92906da1-d4a8-5943-90df-028d4de12f27,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143102-B1 - ZONE 4A ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
23ddb263-6872-5f06-aded-769bde3d9560,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143102-B1 - ZONE 4A ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
08f1e896-2b0e-5e0b-bb9b-0c913d43b831,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143102-B1 - ZONE 4A ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
f7b81359-c3c9-54d5-966c-45d7544f3dcf,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143102-B1 - ZONE 4A ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
20937a99-6d38-5c91-a13a-2b989041f286,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143102-B1 - ZONE 4A ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
074e1ce1-95e8-58a5-bcaf-a2d8a7851ff6,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143102-B1 - ZONE 4A ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-007),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
f11c4ca9-04d2-5939-8e55-1687631078be,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143102-B1 - ZONE 4A ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-008),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
cc3ae37b-2453-5096-8b23-aa5aaeb883c6,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143102-B1 - ZONE 4A ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-009),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
f94c231a-f0dc-529c-b3ed-479bd522608d,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143102-B1 - ZONE 4A ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-010),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
ebfff285-33f6-5d65-a29e-e945b3c2d855,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143104-B1- ZONE 4B ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-017),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
d8502b57-3308-53f9-9774-d2adf07c0c31,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143104-B1- ZONE 4B ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-019),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
3bacfdcb-0a71-587b-9adf-f8a6bef12691,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-144101-B1  - ZONE 5 A & B ,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-022),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
ed4821d8-a920-5105-a5d4-4dd5f9c6cb35,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-145101-B1 - ZONE 6A  & 6B,FCUs,CRL-ITR-005 - Fan Coil Units(AOT-VCB1-ASS-FCU-019),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
1a6cc7b8-dfc6-569d-b5e7-78d65f6fd9a8,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-147101& 147102-B1-ZONE 10A & 10B,FCU,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-011),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
30d1f565-c601-59f9-ac18-fd72069a3379,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-147101& 147102-B1-ZONE 10A & 10B,FCU,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-012),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
f8719756-0463-5b1b-ac99-d5a28d5aa1d9,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-148101/102 -B1 - ZONE 11A & B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
5032b1bb-bbf7-5ceb-bd88-e02e9e6a5c9e,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-148101/102 -B1 - ZONE 11A & B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
0562c96f-b191-53b7-b4d0-c0027ba05b83,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-148101/102 -B1 - ZONE 11A & B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
9b9573f8-7417-556f-9bad-4e84455f113e,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-148101/102 -B1 - ZONE 11A & B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
d49fc3fb-4bc1-598a-92c7-c6b6fc6478ee,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-148101/102 -B1 - ZONE 11A & B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
4ec1ead8-2cf3-5102-bcea-66e00436cdbf,,checkpoint-status,fail,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-148101/102 -B1 - ZONE 11A & B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
e2aeb5ab-86d9-5e36-8f9b-acf6a70852ab,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-148101/102 -B1 - ZONE 11A & B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-007),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
5db4b7b2-00df-51ee-8d4f-3caf37cd0640,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-148101/102 -B1 - ZONE 11A & B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-008),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
b068ee4d-2ecc-5b12-84e3-70748209670c,,checkpoint-status,not-applicable,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-140325-B3 PLATFORM - ZONE 3B ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB3-ASS-FCU-010),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
d02a0d55-d9e0-5c5f-807f-a91353ae3c04,,checkpoint-status,not-applicable,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-140325-B3 PLATFORM - ZONE 3B ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB3-ASS-FCU-009),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
521f80d5-2795-57e0-a4fd-120e44da36b5,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-143301/302-B3 - ZONE 4A/4B ,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-VCB3-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
3605ee37-c24a-533e-8db7-048a65035e53,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-143301/302-B3 - ZONE 4A/4B ,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-VCB3-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
9b510302-b44d-56ea-ad8b-25878ee26a50,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-143301/302-B3 - ZONE 4A/4B ,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-VCB3-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
aeb2aa2c-c7a6-5bb1-957d-3f8c3ea4e639,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-143301/302-B3 - ZONE 4A/4B ,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-VCB3-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
cedf8321-012d-5242-a4cc-ea697b5bee6e,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-143301/302-B3 - ZONE 4A/4B ,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-VCB3-ASS-FCU-007),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
45f53a55-6284-533d-adbf-99c980c12e1c,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-143301/302-B3 - ZONE 4A/4B ,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-VCB3-ASS-FCU-008),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
0ea6a8ae-f260-50ac-b11c-2f912fe35387,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-146301/302 -B3 PLATFORM - ZONE 7A/7B ,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-VBC3-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
929d329c-8fa9-529d-b3d7-ea62c46f3ca9,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-146301/302 -B3 PLATFORM - ZONE 7A/7B ,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-VBC3-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
477673ee-0dbd-5957-af5c-13c9c2586c8e,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-146301/302 -B3 PLATFORM - ZONE 7A/7B ,Fans,CRL-ITR-004 - Fans (AOT-VCB3-AOS-FAN-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
b1ed9cef-b6ea-5b18-b4df-57f0ec4c039a,,checkpoint-status,work-in-progress,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-146304-B3 PLATFORM - ZONE 9B ,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB3-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
142f58e0-944a-5f4d-9a5d-579536b58cb2,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B3,Ducting,CRL-AOT-MEC-AES-DRG-146304-B3 PLATFORM - ZONE 9B ,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB3-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
