resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW008,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW009,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-BL010,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-BL011,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-BL012,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-BL013,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-BL014,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-BL015,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-BL016,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW017,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW018,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW019,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW020,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW021,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-SD167,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-SD168,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-SD169,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-SD175,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-SD176,,,,,,,,
Panel - Elevation Completion checklist,checklist,,,,,,Elevation - Final Sign Off,,,,,,,,
,step,,,,,Cladding,,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB071,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB072,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB073,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB074,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB075,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB076,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB077,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB078,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB079,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB080,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB081,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB082,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB083,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB084,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB085,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB086,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB001,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB002,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB003,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB004,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB005,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB006,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB007,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB008,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB009,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB010,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB011,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB012,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB013,,,,,,,,
Panel - Elevation Completion checklist,checklist,,,,,,Elevation - Final Sign Off,,,,,,,,
,step,,,,South Elevation,,,,,,,,,,
,step,,,,,Panels,,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW022,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW023,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW024,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW025,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW026,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW027,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW028,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW029,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW030,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW031,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW032,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW033,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW034,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW035,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW036,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW037,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW038,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW039,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW040,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW041,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW042,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW043,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW044,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW045,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW046,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW047,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW048,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW049,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW050,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW051,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW052,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW053,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW054,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW055,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW056,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW057,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW058,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW059,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW060,,,,,,,,
Panel completion checklist,folder-with-checklists,,,,,,L4-WW061,,,,,,,,
Panel - Elevation Completion checklist,checklist,,,,,,Elevation - Final Sign Off,,,,,,,,
,step,,,,,Cladding,,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB014,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB015,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB016,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB017,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB018,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB019,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB020,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB021,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB022,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB023,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB024,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB025,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB026,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB027,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB028,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB029,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB030,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB031,,,,,,,,
Cladding completion checklist,folder-with-checklists,,,,,,L4-RB032,,,,,,,,
Panel - Elevation Completion checklist,checklist,,,,,,Elevation - Final Sign Off,,,,,,,,
