"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"64cdf63b-8dcd-41b2-893b-76737829f774","","fail","","folder","TRUE","FALSE","Area 1"
"65cb4231-9be6-4944-a2ff-40074be0b6ab","","work-in-progress","","folder","TRUE","FALSE","Area 1","ITP 0001 - Clearing & Grubbing"
"a6da25a3-d809-462d-93ab-ef0ba92e6f1c","","pass","f87f8d96218e2552a74d0b1c1c76370fe92a0e24a41d947776312a839c5e8d2a","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-035 - Stormwater Drainage - Pit 090 to Pit 346 - BTW Bridgewater Rd to Clovelly Dr"
"cecde716-7bef-4cff-aeb7-9e84fc3b32e2","","fail","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-036 - RCP (450mm) Drainage - Pit 199 to Pit 331 - Hardy East St"
"eccc1cf4-a228-4c93-9180-10733a1e512b","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-037 - RCP (900mm) Drainage - Pit 094 to Pit 017-1 "
"e39b0c09-05e9-4ef5-a1d9-739284f68f5e","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-038 - RCP (375mm) Drainage - Pit 118 to Pit 328 - Bridgewater Rd"
"1749a2db-ea58-4c1e-ad91-8cebcd2da829","","pass","f87f8d96218e2552a74d0b1c1c76370fe92a0e24a41d947776312a839c5e8d2a","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-039 - RCP (900mm) Drainage - Pit 302 to Pit 259-1 - Rayfield AVE"
"43975ca9-7e61-4e7a-9357-f10c2f28415a","","fail","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-040 - RCP (300mm) Drainage - Pit 328 to Pit 133 - Bridgewater Rd"
"0aa74c76-c29d-4a91-aedf-1fe096340785","","work-in-progress","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-041 - RCP (300mm) Drainage - Pit 133 to Pit 337 - Bridgewater Rd"
"a2d68da9-0df9-4039-8bc1-23fec9dd09bf","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-042 - RCP (900mm) Drainage - Pit 259 - Pit 259-1  - Rayfield AVE"
"99849fc2-5649-49b8-bf6e-26ef53a7e27c","","pass","7d0161420adf6f3a06070eb8d907d908af8a6ea45ed3baba6e70698f3fbd00e5","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-043 - Stormwater Drainage - Pit 346 to Pit 114 - BTW Bridgewater Rd to Clovelly Dr"
"6f3973d8-c17a-4b4d-a593-5060b4af1b24","","work-in-progress","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-044 - RCP (375mm) Drainage - Pit 142 to Pit 299 - Plumpton Ave"
"ee26c1c4-5c93-4145-be7a-6d03836e930b","","pass","f87f8d96218e2552a74d0b1c1c76370fe92a0e24a41d947776312a839c5e8d2a","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-045 - RCP (450mm) Drainage - Pit 255 to Pit 088 - Bridgewater Rd"
"be413268-3984-4eab-b763-d361e73bf806","","pass","b32adc139c942d678d49d964d50951bcc5e0c7690ceefc962b5959e89767053e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-046 - RCP (375mm) Drainage - Pit 113 to Pit 255 - Bridgewater Rd"
"0bc21a6f-6263-4e10-8f01-3aa4d8cc65bb","","pass","b32adc139c942d678d49d964d50951bcc5e0c7690ceefc962b5959e89767053e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-047 - RCP (300mm) Drainage - Pit 117 to Pit 337 - Bridgewater Rd"
"25304276-bdda-4ca1-a16c-a9828a6f3d90","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-048 - RCP (1200mm) Drainage - Pit 250 to Pit 270 - Z4 Craigieburn Rd-EB-Occu."
"f838d5d2-29ee-4885-bac1-c6d31fca8c32","","fail","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-049 - RCP (1200mm) Drainage - Pit 270 to Pit 274 - Z4 Craigieburn Rd-EB-Occu."
"f8fdfcae-aa68-4e7a-98b5-01ad005ab339","","pass","b32adc139c942d678d49d964d50951bcc5e0c7690ceefc962b5959e89767053e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-050 - RCP (1200mm) Drainage - Pit 274 to Pit 266 - Z4 Craigieburn Rd-EB-Occu."
"37899f86-5be8-40ea-833e-31f83f0fca39","","fail","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-051 - RCP (1200mm) Drainage - Pit 266 to Pit 261 - Z4 Craigieburn Rd-EB-Occu."
"deb9d316-168b-432e-b88d-f09a3dd29c49","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-052 - SP (375mm) Drainage - Pit 001 - Pit 166 - Memorial Park - WB "
"a12685c4-ffb7-4f20-acd6-d6c2788e429d","","fail","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-053 - RCP (300mm) Drainage - Pit 166 - Pit 271 - Memorial Park - WB"
"f617e42a-1331-441d-8bed-16d77b74b021","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-054 - SP (375mm) Drainage - Pit 166 - Pit 166-1 - Memorial Park - WB"
"30344ce8-6e66-4a55-badc-f4e4dc23c38b","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-055 - SP (375mm) Drainage - Pit 166-1 - Pit 166-2 - Memorial Park - WB"
"32e1e3eb-431d-4bfe-a417-2efa5d8482fd","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-056 - SP (375mm) Drainage - Pit 166-2 - Pit 166-3 - Memorial Park - WB"
"1ec9e6c2-d441-4ee6-90be-4236f4532f76","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-057 - SP (375mm) Drainage - Pit 166-3 - Pit 070 - Memorial Park - WB"
"a8b161a1-fc91-4a5c-990c-ccbe673a4adf","","pass","0c240fa586f3be42a163c909edbcbeccec31d1a3ebc86dc0fb315b32ed088960","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-058 - SP (375MM) DRAINAGE -pit 113 to pit 114"
"2e4b18fe-0f48-41f1-984b-0b6610d410c7","","pass","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-059 - RCP (375MM) DRAINAGE - pit 113 to pit 297"
"fa0acc71-91a1-441e-905d-77e8f2932383","","fail","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-060 - RCP (300MM) DRAINAGE - Pit 053 to Pit 053-1"
"7977025e-65ae-424b-9b6f-c077f342b928","","pass","b32adc139c942d678d49d964d50951bcc5e0c7690ceefc962b5959e89767053e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-061 - RCP (300mm) DRAINAGE - Pit 113 to Pit 120"
"fde1e6de-ccfe-481f-8383-a2fb2d76a000","","fail","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-062 - RCP (375mm) DRAINAGE - Pit 037 to Pit 326"
"b2be0290-21ef-4c95-b84a-9ae3e5d3eca1","","fail","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-063 - RCP (375mm) DRAINAGE - Pit 037 to Pit 037a"
"78d8e4b3-afec-40be-8e03-fe21481eec56","","fail","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-064 - RCP (750mm) - P359 - P001 - Memorial Park WB"
"c9b19b42-5a18-4ee9-9ea5-77d24c0ed56c","","fail","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-065 - RCP (600mm) - P064 - P384-3 - Hanson Rd Intersection CM"
"e4f45acd-1c04-466e-aa17-c42238783bc0","","fail","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-066 - (300mm) RCP Cl3 - Drainage line P342 to P120-1 - Z3 "
"87b4665b-ff85-4531-a62a-ef5e18c35a72","","work-in-progress","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-067 - Stormwater Drainage - Pit 090 to Pit 135 - BTW Bridgewater Rd to Clovelly Dr"
"1e38111e-1578-4297-bd37-9be0db37e973","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-068 - SP (750mm) Drainage - Pit 001 - Pit 007 - Memorial Park - Bullnose"
"742482a6-b511-4879-9f8c-0ca269d17e64","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-069 - SP (375mm) Drainage - Pit 007 - Pit 008 - Memorial Park _ Center Median"
"f631ebca-6e84-4211-9fbe-487c453c1403","","fail","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-070 - SP (750mm) Drainage - Pit 007- Pit 182 - Memorial Park _ Center Median"
"e81f07c0-bd1f-4af8-8c80-0ca38df4e1db","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-071 - SP (375mm) Drainage - Pit 182 -1 - Pit 004 - Memorial Park _ Center Median"
"41797699-b9a3-447c-99f7-4083c3731aca","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-072 - SP (375mm) Drainage - Pit 004 - Pit 006 - Memorial Park _ Center Median"
"a0de8e95-e293-46f1-927e-290014250e1c","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-073 - SP (375mm) Drainage - Pit 006 - Pit 006-1 - Memorial Park _ Center Median"
"2d7b3afa-e12c-48e6-9100-fe92e4a14c9f","","pass","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-074- SP (375mm) Drainage - Pit 006-1 - Pit 349 - Memorial Park - Center Median"
"390cc3bb-6150-488a-8f2c-36796295030d","","pass","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-075 - SP (375mm) Drainage - Pit 349- Pit 009 - Memorial Park _ Center Median"
"aa3665fc-28a1-417f-b4cb-99abc4f55976","","pass","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-076 - Stormwater Drainage - Pit 088 to Pit 194 - BTW Bridgewater Rd to Belsay Pl"
"6cf0a7fe-66b7-4c79-9e56-49ee6bc9bd60","","pass","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-077 - 450mm Stormwater Drainage - Pit 194 to Pit 086 - BTW Bridgewater Rd to Belsay Pl"
"ffe56b62-dcc6-4b29-9161-2775defd95d0","","pass","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-078 - 900mm RCP pipe - Pit 086 to Pit 052 - BTW Bridgewater Rd to Belsay Pl"
"2302d6f0-f189-4e90-9b8b-b3f8f394d2fd","","fail","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-079 - 900mm RCP pipe - Pit 052 to Pit 084 - BTW Bridgewater Rd to Belsay Pl"
"0f61fee2-0bc1-480f-a588-927e0c18f88c","","pass","40355212879ac6c0dbdf1b693722b8c6a56f61dc64d4387c56324cda25803861","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-080 - 900mm RCP pipe - Pit 084 to Pit 017 - BTW Bridgewater Rd to Belsay Pl"
"900a5f27-e5e9-48c9-bda6-161d32c497ae","","fail","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-081 - 525 RCP - P035 - P384 - Hanston St x Craigieburn Rd Xing"
"23ac74d8-fcce-4b17-8b92-d4dced663ccb","","fail","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-082 - 375RCP - P261A - P261-1 - 005 - Walter St Xing (Walter St Occo)"
"42e2cd70-e4a1-466b-96f0-48d090d520fc","","fail","d6a9c3827e12d44fdc01298f7689fe2ad5b0a71cab52b3d5efa90294ede7528e","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-083 - 450RCP - P199 - P282 - Walter St Xing (Walter St Occo)"
"8998b466-4a9b-4032-b6d7-7bf3fa1af44b","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-084 - SP (375mm) Drainage - Pit 009- Pit 009 -1 - Memorial Park _ Center Median"
"256cde56-63c8-49c0-b3ff-3fea9ed74aa5","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-085 -SP (525mm) Drainage - Pit 257- Pit 389 - Memorial Park North"
"3cac5a62-344b-45ec-a35f-1a708e6079d1","","pass","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-086 -RCP (525mm) Drainage - Pit 389- Pit 249 - Memorial Park North"
"78e15b77-d6dd-49cd-8c2b-8c66d21bcbbd","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-087- SP (375mm) Drainage - Pit 249- Pit 018 - Memorial Park North"
"a241cff7-b963-4b13-86e5-c75dbfa8bc40","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-088- RCBC(450x300) - HW 256- Pit 188 - Memorial Park North"
"00462b33-8ffd-4f1b-ba7d-da0ec0f6e97b","","pass","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-089- SP (1050mm) Drainage - Pit 54 - Pit 321 - HARDY St"
"f6f61cee-88ac-4edc-bb48-4a7f9855ec56","","pass","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-090 - SP (450mm) Drainage - Pit 54 - Pit 331 - HARDY St"
"43a6681f-fbe8-47a4-a16a-480797a8f430","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-091- SP (375mm) Drainage - Pit 321- Pit 321- 3 - HARDY St"
"9dcdb30e-e86e-4aec-a1e6-29b165b8fd2e","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-092 - SP (375mm) Drainage - Pit 331- Pit 331 -1- HARDY St"
"8fe809bf-cba3-4fff-b38e-beb4b7eb3cc7","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-093- SP (375mm) Drainage - Pit 321- Pit 321- 1 - HARDY St"
"610cbc34-1d38-4c83-ae43-3bf0eb96e51d","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-094- SP (900mm) Drainage - Pit 182-1 - Pit 386 - Memorial Park"
"457cada5-415d-40e8-bce0-c210c4ff5221","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-095 SP (375mm) Drainage - Pit 386 - Pit 366-1- Memorial Park"
"976947ba-d1e5-4bad-a8d6-287d13e3fb9f","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-096 RCP (600mm) Drainage - Pit 151 - Pit 150-1"
"edc4da15-fcd3-48ca-9b14-7469da63b218","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-097- RCP  (750mm) Drainage - Pit 54 - Pit 063 - HARDY St"
"bc277ae6-a2dd-4659-b270-201d55c6a312","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-098- RCP (525mm) Drainage -  Pit 063-1 - Pit 030 - Pit 030-1 - HARDY St"
"a1564ce0-a762-4997-a34b-d66a329e2bed","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-099- SP (375mm) Drainage - Pit 11-1 - Pit 023 - Plaza"
"e82ac084-3601-4380-af17-e548793756d5","","pass","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-100- SP (375mm) Drainage - Pit 023 - Pit 024 - Plaza"
"2a37692f-a9f9-4ca0-9757-8f0225ba1c5a","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-101- SP (375mm) Drainage - Pit 024 - Pit 032 - Plaza"
"4d4517a3-b90b-431c-8dee-f1e6bc4dad23","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-102- Zone 1 -1050RCP - Drainage - P321 - P11-2"
"dce63f7e-93b1-4a56-aaf8-81be3f95cfa9","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-103- 750RCP - Drainage - P011-1 - P011 - Intersection North "
"52676416-e664-49c2-bb03-2107d1307a06","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-104- 375RCP - Drainage - P011 - P010 - Intersection North "
"6f33bc13-766c-4d0d-bfbe-22dc99ea5c40","","pass","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-105- 900RCP - Drainage - P011 - P011-2"
"e8d79cfb-e8fa-41fa-9509-d89d23d07fd4","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-106- 900RCP - Drainage - P002 - P275  - Intersection North"
"aebf3677-13c3-4bd2-b2e4-38ac73680d33","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-107- 900RCP - Drainage - P275 - P386"
"4622ba09-ccd5-4990-9c9f-2c29a8546ef3","","pass","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-109- 375mm StormPro - Drainage - P329 - P025"
"e99535a9-707f-43c5-b333-0846ac581c78","","pass","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-110- 375RCP - Drainage - P025 - P032"
"353f5aa6-38c9-4542-bf6e-d4f97ba6a270","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-112- 375 StormPro - Drainage - P366 - P042"
"3ceeebd7-31bc-43f5-aee3-f9d04b3862be","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-113- 375RCP - Drainage - P042 - P040"
"c4f60762-bfea-4b3e-a261-501e3c38ed39","","pass","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-114- 375 StormPro - Drainage - P040 - P364"
"b334de38-7e42-4936-bdc0-a2417527d3f1","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-115- 375 StormPro - Drainage - P364 - P039"
"d700bdeb-e688-42dd-8aa5-e55b3e7b0a72","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-116- 450 StormPro - Drainage - P039 - P385"
"ecbba20b-eab4-47ee-8b84-8c05702a7d77","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-117- Zone 1 - 600RCP - Drainage - P054 - P054-1"
"77aacdad-ef49-4da1-84fe-99ab02f5972f","","fail","f96343ee0db563f6c38a4a067b2cde78362c98d3616fa9a6b15e55b075fa7fdb","checklist","FALSE","FALSE","Area 1","ITP 0017 - Underground Stormwater Drainage","ITP-017-A1-LOT-118- Zone 1 - 600RCP - Drainage - P054-1 - P054-2"
