,,"Area 02 - 2S-66",,"2s-66","shop drawing - skp-uqa-005","site qa","area 02"
,,"Area 02 - 2S-73",,"shop drawing - skp-uqa-005","site qa","area 02","2s-73"
,,"Area 02 - 2S-86",,"shop drawing - skp-uqa-005","site qa","area 02","2s-86"
,,"Area 02 - 2S-103",,"shop drawing - skp-uqa-005","site qa","2s-103","area 02"
,,"Area 02 - 2S-123",,"shop drawing - skp-uqa-005","2s-123","site qa","area 02"
,,"Area 02 - 2S-120",,"shop drawing - skp-uqa-005","site qa","area 02","2s-120"
,,"Area 02 - 2S-125",,"shop drawing - skp-uqa-005","site qa","2s-125","area 02"
,,"Area 02 - 2S-97",,"shop drawing - skp-uqa-005","site qa","area 02","2s-97"
,,"Area 02 - 2S-71",,"shop drawing - skp-uqa-005","site qa","2s-71","area 02"
,,"Area 02 - 2S-81",,"2s-81","shop drawing - skp-uqa-005","site qa","area 02"
,,"Area 03 - 3S-09",,"shop drawing - skp-uqa-006","site qa","3s-09","area 03"
,,"Area 03 - 3S-13",,"shop drawing - skp-uqa-006","site qa","3s-13","area 03"
,,"Area 03 - 3S-02",,"shop drawing - skp-uqa-006","site qa","3s-02","area 03"
,,"Area 03 - 3S-17",,"3s-17","shop drawing - skp-uqa-006","site qa","area 03"
,,"Area 03 - 3S-21",,"shop drawing - skp-uqa-006","site qa","area 03","3s-21"
,,"Area 04 - 4S-12",,"site qa","4s-12","area 04","shop drawing - skp-uqa-008"
,,"Area 04 - 4S-20",,"site qa","4s-20","area 04","shop drawing - skp-uqa-008"
,,"Area 04 - 4S-25",,"4s-25","site qa","area 04","shop drawing - skp-uqa-008"
,,"Area 04 - 4S-31",,"site qa","4s-31","area 04","shop drawing - skp-uqa-008"
,,"Area 04 - 4S-38a",,"site qa","4s-38a","area 04","shop drawing - skp-uqa-008"
,,"Area 04 - 4S-05",,"4s-05","site qa","area 04","shop drawing - skp-uqa-008"
,,"Area 05 - 5S-03",,"area 05","shop drawing - skp-uqa-010","site qa","5s-03"
,,"Area 05 - 5S-12",,"area 05","shop drawing - skp-uqa-010","site qa","5s-12"
,,"Area 05 - 5S-22",,"5s-22","area 05","shop drawing - skp-uqa-010","site qa"
,,"Area 05 - 5S-79",,"area 05","shop drawing - skp-uqa-010","site qa","5s-79"
,,"Area 05 - 5S-95",,"area 05","shop drawing - skp-uqa-010","site qa","5s-95"
,,"Area 05 - 5S-109",,"area 05","shop drawing - skp-uqa-010","5s-109","site qa"
,,"Area 05 - 5S-31",,"area 05","shop drawing - skp-uqa-010","5s-31","site qa"
,,"Area 05 - 5S-123",,"area 05","shop drawing - skp-uqa-010","5s-123","site qa"
,,"Area 05 - 5S-48",,"area 05","shop drawing - skp-uqa-010","site qa","5s-48"
,,"Area 05 - 5S-58",,"area 05","shop drawing - skp-uqa-010","site qa","5s-58"
,,"Area 05 - 5S-65",,"area 05","shop drawing - skp-uqa-010","5s-65","site qa"
,,"Area 05 - 5S-72",,"area 05","shop drawing - skp-uqa-010","site qa","5s-72"
,,"Area 05 - 5S-86",,"area 05","shop drawing - skp-uqa-010","5s-86","site qa"
,,"Area 06 - 6S-01",,"area 06","site qa","6s-01","shop drawing - skp-uqa-011"
,,"Area 06 - 6S-31",,"area 06","site qa","6s-31","shop drawing - skp-uqa-011"
,,"Area 06 - 6S-19",,"area 06","site qa","6s-19","shop drawing - skp-uqa-011"
,,"Area 06 - 6S-25",,"area 06","site qa","6s-25","shop drawing - skp-uqa-011"
,,"Area 06 - 6S-38",,"6s-38","area 06","site qa","shop drawing - skp-uqa-011"
,,"Area 07 - 7S-02",,"area 07","site qa","shop drawing - skp-uqa-013","7s-02"
,,"Area 07 - 7S-04",,"7s-04","area 07","site qa","shop drawing - skp-uqa-013"
,,"Area 07 - 7S-56",,"area 07","site qa","shop drawing - skp-uqa-013","7s-56"
,,"Area 07 - 7S-48",,"7s-48","area 07","site qa","shop drawing - skp-uqa-013"
,,"Area 07 - 7S-20",,"area 07","site qa","7s-20","shop drawing - skp-uqa-013"
,,"Area 07 - 7S-67",,"area 07","site qa","shop drawing - skp-uqa-013","7s-67"
,,"Area 07 - 7S-29",,"area 07","site qa","7s-29","shop drawing - skp-uqa-013"
,,"Area 07 - 7S-51",,"7s-51","area 07","site qa","shop drawing - skp-uqa-013"
,,"Area 07 - 7S-82",,"area 07","site qa","shop drawing - skp-uqa-013","7s-82"
,,"Area 07 - 7S-43",,"area 07","site qa","7s-43","shop drawing - skp-uqa-013"
,,"Area 08 - 8S-14",,"site qa","area 08","shop drawing - skp-uqa-014","8s-14"
,,"Area 08 - 8S-18",,"site qa","8s-18","area 08","shop drawing - skp-uqa-014"
,,"Area 08 - 8S-03",,"site qa","area 08","shop drawing - skp-uqa-014","8s-03"
,,"Area 08 - 8S-09",,"8s-09","site qa","area 08","shop drawing - skp-uqa-014"
,,"Area 09 - 9S-87",,"shop drawing - skp-uqa-016","9s-87","site qa","area 09"
,,"Area 09 - 9S-09",,"shop drawing - skp-uqa-016","site qa","9s-09","area 09"
,,"Area 09 - 9S-56",,"shop drawing - skp-uqa-016","site qa","area 09","9s-56"
,,"Area 09 - 9S-22",,"shop drawing - skp-uqa-016","site qa","9s-22","area 09"
,,"Area 09 - 9S-99",,"shop drawing - skp-uqa-016","site qa","9s-99","area 09"
,,"Area 09 - 9S-129",,"9s-129","shop drawing - skp-uqa-016","site qa","area 09"
,,"Area 09 - 9S-69",,"shop drawing - skp-uqa-016","site qa","area 09","9s-69"
,,"Area 09 - 9S-109",,"shop drawing - skp-uqa-016","9s-109","site qa","area 09"
,,"Area 09 - 9S-117",,"9s-117","shop drawing - skp-uqa-016","site qa","area 09"
,,"Area 09 - 9S-166",,"shop drawing - skp-uqa-016","site qa","9s-166","area 09"
,,"Area 09 - 9S-74",,"9s-74","shop drawing - skp-uqa-016","site qa","area 09"
,,"Area 09 - 9S-38",,"9s-38","shop drawing - skp-uqa-016","site qa","area 09"
,,"Area 09 - 9S-79",,"shop drawing - skp-uqa-016","site qa","area 09","9s-79"
,,"Area 09 - 9S-146",,"shop drawing - skp-uqa-016","site qa","area 09","9s-146"
,,"Area 09 - 9S-155",,"shop drawing - skp-uqa-016","site qa","9s-155","area 09"
,,"Area 09 - 9S-178",,"shop drawing - skp-uqa-016","9s-178","site qa","area 09"
,,"Area 10 - 10S-26a",,"shop drawing - skp-uqa-017","area 10","site qa","10s-26a"
,,"Area 10 - 10S-26b",,"shop drawing - skp-uqa-017","area 10","site qa","10s-26b"
,,"Area 10 - 10S-19a",,"shop drawing - skp-uqa-017","area 10","site qa","10s-19a"
,,"Area 10 - 10S-19b",,"shop drawing - skp-uqa-017","area 10","10s-19b","site qa"
,,"Area 10 - 10S-19c",,"shop drawing - skp-uqa-017","10s-19c","area 10","site qa"
,,"Area 10 - 10S-41a",,"10s-41a","shop drawing - skp-uqa-017","area 10","site qa"
,,"Area 10 - 10S-41b",,"shop drawing - skp-uqa-017","area 10","site qa","10s-41b"
,,"Area 10 - 10S-41c",,"shop drawing - skp-uqa-017","area 10","site qa","10s-41c"
,,"Area 10 - 10S-02a",,"shop drawing - skp-uqa-017","area 10","site qa","10s-02a"
,,"Area 10 - 10S-02b",,"shop drawing - skp-uqa-017","area 10","site qa","10s-02b"
,,"Area 10 - 10S-02c",,"shop drawing - skp-uqa-017","area 10","site qa","10s-02c"
,"Columns"
,,"Pre-construction.",,"pre-construction."
,,"Removal of existing ACP and top hat framing.",,"removal of existing acp and top hat framing."
,,"Assessment of Structural Steel",,"assessment of structural steel"
,,"Aluminium Air Barrier",,"aluminium air barrier"
,,"Aluminium Subframe Installation",,"aluminium subframe installation"
,,"Prior to installation of 3mm Vitradual Cladding",,"prior to installation of 3mm vitradual cladding"
,,"Installation of Vitradural Cladding",,"installation of vitradural cladding"
,,"Caulking of panels",,"caulking of panels"
,,"Weather testing of facade face sealed cladding",,"weather testing of facade face sealed cladding"

"OFFSITE - Manufacturing QA"
,"Scope",,
,"Rows"
,,"Area 01 - 1S-04",,"1s-04","manufacturing / off-site qa","area 01","shop drawing - skp-uqa-002"
,,"Area 01 - 1S-18",,"manufacturing / off-site qa","area 01","shop drawing - skp-uqa-002","1s-18"
,,"Area 01 - 1S-26",,"1s-26","manufacturing / off-site qa","area 01","shop drawing - skp-uqa-002"
,,"Area 01 - 1S-27",,"manufacturing / off-site qa","area 01","shop drawing - skp-uqa-002","1s-27"
,,"Area 01 - 1S-36",,"manufacturing / off-site qa","1s-36","area 01","shop drawing - skp-uqa-002"
,,"Area 01 - 1S-49a",,"manufacturing / off-site qa","area 01","shop drawing - skp-uqa-002","1s-49a"
,,"Area 01 - 1S-58",,"manufacturing / off-site qa","1s-58","area 01","shop drawing - skp-uqa-002"
,,"Area 01 - 1S-66a",,"manufacturing / off-site qa","1s-66a","area 01","shop drawing - skp-uqa-002"
,,"Area 01 - 1S-62",,"1s-62","manufacturing / off-site qa","area 01","shop drawing - skp-uqa-002"
,,"Area 01 - 1S-70b",,"manufacturing / off-site qa","1s-70b","area 01","shop drawing - skp-uqa-003"
,,"Area 02 - 2S-48",,"manufacturing / off-site qa","shop drawing - skp-uqa-004","area 02","2s-48"
,,"Area 02 - 2S-139",,"manufacturing / off-site qa","shop drawing - skp-uqa-004","area 02","2s-139"
,,"Area 02 - 2S-30",,"manufacturing / off-site qa","shop drawing - skp-uqa-004","2s-30","area 02"
,,"Area 02 - 2S-48",,"manufacturing / off-site qa","shop drawing - skp-uqa-004","area 02","2s-48"
,,"Area 02 - 2S-42",,"manufacturing / off-site qa","shop drawing - skp-uqa-004","area 02","2s-42"
,,"Area 02 - 2S-31",,"manufacturing / off-site qa","shop drawing - skp-uqa-004","area 02","2s-31"
,,"Area 02 - 2S-14",,"manufacturing / off-site qa","2s-14","shop drawing - skp-uqa-004","area 02"
,,"Area 02 - 2S-20",,"manufacturing / off-site qa","shop drawing - skp-uqa-004","area 02","2s-20"
,,"Area 02 - 2S-09",,"2s-09","manufacturing / off-site qa","shop drawing - skp-uqa-004","area 02"
,,"Area 02 - 2S-10",,"manufacturing / off-site qa","shop drawing - skp-uqa-004","area 02","2s-10"
,,"Area 02 - 2S-66",,"manufacturing / off-site qa","2s-66","shop drawing - skp-uqa-005","area 02"
,,"Area 02 - 2S-73",,"manufacturing / off-site qa","shop drawing - skp-uqa-005","area 02","2s-73"
,,"Area 02 - 2S-86",,"manufacturing / off-site qa","shop drawing - skp-uqa-005","area 02","2s-86"
,,"Area 02 - 2S-103",,"manufacturing / off-site qa","shop drawing - skp-uqa-005","2s-103","area 02"
,,"Area 02 - 2S-123",,"manufacturing / off-site qa","shop drawing - skp-uqa-005","2s-123","area 02"
,,"Area 02 - 2S-120",,"manufacturing / off-site qa","shop drawing - skp-uqa-005","area 02","2s-120"
,,"Area 02 - 2S-125",,"manufacturing / off-site qa","shop drawing - skp-uqa-005","2s-125","area 02"
,,"Area 02 - 2S-97",,"manufacturing / off-site qa","shop drawing - skp-uqa-005","area 02","2s-97"
,,"Area 02 - 2S-71",,"manufacturing / off-site qa","shop drawing - skp-uqa-005","2s-71","area 02"
,,"Area 02 - 2S-81",,"2s-81","manufacturing / off-site qa","shop drawing - skp-uqa-005","area 02"
,,"Area 03 - 3S-09",,"manufacturing / off-site qa","shop drawing - skp-uqa-006","3s-09","area 03"
,,"Area 03 - 3S-13",,"manufacturing / off-site qa","shop drawing - skp-uqa-006","3s-13","area 03"
,,"Area 03 - 3S-02",,"manufacturing / off-site qa","shop drawing - skp-uqa-006","3s-02","area 03"
,,"Area 03 - 3S-17",,"3s-17","manufacturing / off-site qa","shop drawing - skp-uqa-006","area 03"
,,"Area 03 - 3S-21",,"manufacturing / off-site qa","shop drawing - skp-uqa-006","area 03","3s-21"
,,"Area 04 - 4S-12",,"manufacturing / off-site qa","4s-12","area 04","shop drawing - skp-uqa-008"
,,"Area 04 - 4S-20",,"manufacturing / off-site qa","4s-20","area 04","shop drawing - skp-uqa-008"
,,"Area 04 - 4S-25",,"4s-25","manufacturing / off-site qa","area 04","shop drawing - skp-uqa-008"
,,"Area 04 - 4S-31",,"manufacturing / off-site qa","4s-31","area 04","shop drawing - skp-uqa-008"
,,"Area 04 - 4S-38a",,"manufacturing / off-site qa","4s-38a","area 04","shop drawing - skp-uqa-008"
,,"Area 04 - 4S-05",,"manufacturing / off-site qa","4s-05","area 04","shop drawing - skp-uqa-008"
,,"Area 05 - 5S-03",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-03"
,,"Area 05 - 5S-12",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-12"
,,"Area 05 - 5S-22",,"area 05","shop drawing - skp-uqa-010","5s-22","manufacturing / off-site qa"
,,"Area 05 - 5S-79",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-79"
,,"Area 05 - 5S-95",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-95"
,,"Area 05 - 5S-109",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-109"
,,"Area 05 - 5S-31",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-31"
,,"Area 05 - 5S-123",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-123"
,,"Area 05 - 5S-48",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-48"
,,"Area 05 - 5S-58",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-58"
,,"Area 05 - 5S-65",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-65"
,,"Area 05 - 5S-72",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-72"
,,"Area 05 - 5S-86",,"area 05","shop drawing - skp-uqa-010","manufacturing / off-site qa","5s-86"
,,"Area 06 - 6S-01",,"manufacturing / off-site qa","area 06","6s-01","shop drawing - skp-uqa-011"
,,"Area 06 - 6S-31",,"manufacturing / off-site qa","area 06","6s-31","shop drawing - skp-uqa-011"
,,"Area 06 - 6S-19",,"manufacturing / off-site qa","area 06","6s-19","shop drawing - skp-uqa-011"
,,"Area 06 - 6S-25",,"manufacturing / off-site qa","area 06","6s-25","shop drawing - skp-uqa-011"
,,"Area 06 - 6S-38",,"6s-38","manufacturing / off-site qa","area 06","shop drawing - skp-uqa-011"
,,"Area 07 - 7S-02",,"manufacturing / off-site qa","area 07","shop drawing - skp-uqa-013","7s-02"
,,"Area 07 - 7S-04",,"manufacturing / off-site qa","7s-04","area 07","shop drawing - skp-uqa-013"
,,"Area 07 - 7S-56",,"manufacturing / off-site qa","area 07","shop drawing - skp-uqa-013","7s-56"
,,"Area 07 - 7S-48",,"manufacturing / off-site qa","7s-48","area 07","shop drawing - skp-uqa-013"
,,"Area 07 - 7S-20",,"manufacturing / off-site qa","area 07","7s-20","shop drawing - skp-uqa-013"
,,"Area 07 - 7S-67",,"manufacturing / off-site qa","area 07","shop drawing - skp-uqa-013","7s-67"
,,"Area 07 - 7S-29",,"manufacturing / off-site qa","area 07","7s-29","shop drawing - skp-uqa-013"
,,"Area 07 - 7S-51",,"manufacturing / off-site qa","7s-51","area 07","shop drawing - skp-uqa-013"
,,"Area 07 - 7S-82",,"manufacturing / off-site qa","area 07","shop drawing - skp-uqa-013","7s-82"
,,"Area 07 - 7S-43",,"manufacturing / off-site qa","area 07","7s-43","shop drawing - skp-uqa-013"
,,"Area 08 - 8S-14",,"manufacturing / off-site qa","area 08","shop drawing - skp-uqa-014","8s-14"
,,"Area 08 - 8S-18",,"manufacturing / off-site qa","area 08","8s-18","shop drawing - skp-uqa-014"
,,"Area 08 - 8S-03",,"manufacturing / off-site qa","area 08","shop drawing - skp-uqa-014","8s-03"
,,"Area 08 - 8S-09",,"manufacturing / off-site qa","8s-09","area 08","shop drawing - skp-uqa-014"
,,"Area 09 - 9S-87",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","9s-87","area 09"
,,"Area 09 - 9S-09",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","area 09","9s-09"
,,"Area 09 - 9S-56",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","area 09","9s-56"
,,"Area 09 - 9S-22",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","9s-22","area 09"
,,"Area 09 - 9S-99",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","9s-99","area 09"
,,"Area 09 - 9S-129",,"9s-129","manufacturing / off-site qa","shop drawing - skp-uqa-016","area 09"
,,"Area 09 - 9S-69",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","area 09","9s-69"
,,"Area 09 - 9S-109",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","9s-109","area 09"
,,"Area 09 - 9S-117",,"manufacturing / off-site qa","9s-117","shop drawing - skp-uqa-016","area 09"
,,"Area 09 - 9S-166",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","9s-166","area 09"
,,"Area 09 - 9S-74",,"9s-74","manufacturing / off-site qa","shop drawing - skp-uqa-016","area 09"
,,"Area 09 - 9S-38",,"9s-38","manufacturing / off-site qa","shop drawing - skp-uqa-016","area 09"
,,"Area 09 - 9S-79",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","area 09","9s-79"
,,"Area 09 - 9S-146",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","area 09","9s-146"
,,"Area 09 - 9S-155",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","9s-155","area 09"
,,"Area 09 - 9S-178",,"manufacturing / off-site qa","shop drawing - skp-uqa-016","9s-178","area 09"
,,"Area 10 - 10S-26a",,"manufacturing / off-site qa","shop drawing - skp-uqa-017","area 10","10s-26a"
,,"Area 10 - 10S-26b",,"manufacturing / off-site qa","shop drawing - skp-uqa-017","area 10","10s-26b"
,,"Area 10 - 10S-19a",,"manufacturing / off-site qa","shop drawing - skp-uqa-017","area 10","10s-19a"
,,"Area 10 - 10S-19b",,"manufacturing / off-site qa","shop drawing - skp-uqa-017","area 10","10s-19b"
,,"Area 10 - 10S-19c",,"manufacturing / off-site qa","shop drawing - skp-uqa-017","10s-19c","area 10"
,,"Area 10 - 10S-41a",,"10s-41a","manufacturing / off-site qa","shop drawing - skp-uqa-017","area 10"
,,"Area 10 - 10S-41b",,"manufacturing / off-site qa","shop drawing - skp-uqa-017","area 10","10s-41b"
,,"Area 10 - 10S-41c",,"manufacturing / off-site qa","shop drawing - skp-uqa-017","area 10","10s-41c"
,,"Area 10 - 10S-02a",,"manufacturing / off-site qa","shop drawing - skp-uqa-017","area 10","10s-02a"
,,"Area 10 - 10S-02b",,"manufacturing / off-site qa","shop drawing - skp-uqa-017","area 10","10s-02b"
,,"Area 10 - 10S-02c",,"manufacturing / off-site qa","shop drawing - skp-uqa-017","area 10","10s-02c"
,"Columns"
,,"Pre-fabrication",,"pre-fabrication"
,,"Machining",,"machining"
,,"Fabrication",,"fabrication"
,,"Packing",,"packing"

