"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc407afe-e1aa-4b17-acaf-457592b840f3","","work-in-progress","","folder","TRUE","FALSE","Basement (B)"
"18a8153f-8e01-4407-86a2-1c3b700a60e5","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","Level 06 Carstacker - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"ef64ba1a-3d4a-4a5e-a470-a7b0df48fa58","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L06 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"9f78eeaf-1c9f-47f4-b4c4-d75688eec490","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L07 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"998d3131-dc60-4353-b80d-56451a83052b","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","Level 08 Carstacker - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"ce8f03e7-77aa-4c98-83ad-0f6d191d1cf4","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L08 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"d5d13489-61cd-4614-89cd-3e4381dd341a","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L09 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"9b9e66b5-3be0-40a1-962f-570c2e30d8e6","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","Level 09/10 Window Drenchers - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"24a99503-ad5a-4808-baeb-5a24303d722a","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L10 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"2c0dfb46-3196-4ebf-a635-c10e5aedbb07","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L11 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"857f5571-6fa6-424a-9c4b-ed0ab65c78f3","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L12 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"20b4b3c4-3e75-450f-835c-2d63e7791a68","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L13 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"5def218e-3e9c-41ea-b831-74b231575768","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L14 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"4b91ea4f-9ecf-4a9f-b199-1f1f2d0d4017","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L15 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"f9ec40e7-62ae-4546-b10c-c560e299c822","","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L16 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"7abd1961-33a7-455f-a118-4af3b4f30fc0","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L17 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"8e9a734f-5732-484f-bc8f-b26a55eefd42","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L18 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"c08117b3-9d61-4894-9f5b-3cd9b848f774","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L19 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"eff76106-3040-45a2-891a-c22614b2bce4","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L20 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"b1fde674-2cfa-4845-97ef-79533f1df3c5","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L21 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"539f1ad8-a3ef-42fd-ad6c-e84cba10a585","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L22 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"5ac34511-477d-4d94-88e0-e87f428a943a","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L23 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"5bcfa0d6-27ed-4ee1-9fcf-afdac1963bd5","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L24 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"4f5118e3-ef91-4ebd-b925-26bcb4940ab6","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L25 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"1a76d735-089f-4694-993f-138b5f6983b1","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L26 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"f1fa9e03-ef74-4b13-8e22-e0cbcbe58200","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L27 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"0746e598-dbd3-4715-87a3-e450eb5bd534","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L28 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"bc6dada9-1a6f-4cea-98fc-3767312a79c3","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L29 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"f513591f-b007-49be-88e1-65d3214174af","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L30 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"f1213aec-9908-4aa1-b89d-8de759603bbc","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L31 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"c77b3cd8-cf62-411c-8d81-d570035cb156","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L32 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"0cb3b284-7e7f-4edb-8cb1-fc84a8a9002f","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L33 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"b4963fe6-bf32-436e-b8f1-ba041c68b9e6","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L34 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"979d8ee6-493b-4ac5-baad-65107db0a612","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L35 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"45fd8e58-6daa-498b-b01c-a470d28e703c","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L36 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"d575e182-90d4-4615-a158-3cdbb1ef849b","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L37 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"ecb6f0c0-28c2-41e2-9a97-b79203434f4a","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L38 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"8758d7bb-bbd4-4464-b054-bd857372a99b","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L39 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"afe4df85-0937-4bbf-9c2f-15cbbdeef013","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L40 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"c358964e-fe30-480a-93ac-3b7f373687be","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L41 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"70131e0a-248c-413e-8fb1-c6ef1bde5996","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L42 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"74782c51-5e0f-44a2-ac04-161c4f217b0b","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L43 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"a8afe205-2325-41cc-a774-6749d8f67a8d","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L44 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"4a54ad15-7dee-4ad6-8488-811e2ffcab9b","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L45 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"18474e18-5680-4373-9f5b-3ac77129aa75","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L46 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"143acba8-51bd-4c26-8021-d1a89e93dd2c","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L47 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"330ae8c6-31b4-4e54-af18-4be0a47ae0a6","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L48 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"1a6782be-52f1-451c-a3b1-e252e400a6d2","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L49 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"5e206cdb-a8bd-470f-9804-a01868873b45","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L50 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"8b1331e3-96e9-43bf-a7be-e2ff57af854b","","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L51 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"08c1893c-8452-4232-9403-0f8bbf7214ec","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L52 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"52d540c4-d906-4265-9885-913f451d39c8","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L53 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"4aa6646d-3d5b-4283-9c4a-d4cd63b5f450","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L54 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"a69f257a-85fb-48b7-b120-de3fcdeb6c93","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L55 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"f49d09af-23a1-48d1-9fcc-f2fc8e79e0f4","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L56 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"5f8a9567-8956-49f5-896e-7062d7c955d9","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L57 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"966d5d18-da21-4a9d-ab65-f57cbdc63433","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L58 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"b18d78f5-8a0f-4446-bdc4-0c544f0103b2","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L59 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"a1255151-502f-45f9-a76a-684e8ba473f4","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L60 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"9992084a-0fb5-48b6-98a7-764699f4209d","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L61 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"84447b27-e8c3-4f78-bdaa-a8ea23aa695a","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L62 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"e6c5eb1b-1ca8-498e-90ea-99c158b82ae2","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L63 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"985e47e3-73d7-446c-a62a-e46764b6eaab","","not-started","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)","checklist","FALSE","FALSE","Sprinkler Installation/Fitoff","L64 - LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"d639939c-935b-4dbc-a358-5471a2416f76","","work-in-progress","","folder","TRUE","FALSE","Sprinkler Control Valve"
"9c90b402-d923-4e1a-8cc6-83a2751a541a","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","Upper Ground (UG) - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"79aac284-3156-4eed-ab62-f5f56d96a06d","","pass","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","L01 - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"fba2460b-b8d9-406f-9f0c-2d8fc5374beb","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","Level 02 Carstacker - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"ca2800e8-72d9-45be-99f2-942cbd7a2dd5","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","L02 - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"70285835-d008-48d9-a86f-d5f88f19ab31","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","L03 - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"caf5efd2-ca94-42a9-b7b3-a62f7659d1a8","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","Level 04 Carstacker - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"90d70d37-907c-467a-883e-5e10bc26d498","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","L04 - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"55c38b54-b97e-4b69-9d9c-ea322080076c","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","L05 - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"a6c9e1df-a035-4c51-82e1-1d5aaa049deb","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","Level 06 Carstacker - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"8f8e10b6-2fab-47f3-a36d-3eb5825da851","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","L06 - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"f760161e-a715-4560-9469-e146db3071cd","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","L07 - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"fe16b049-6fb0-44d7-8d7a-6d09f6d63dff","","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","Level 08 Carstacker - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
"724030c6-5f53-4e31-ae94-9a9dad197ede","","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valve","L08 - LM-FOR-30-ITR-301.1 Sprinkler Control Valve (V.171121)"
