"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"961b9610-7233-4496-a98b-47a1929ed86d","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 1"
"ebb6cbfc-7d82-4824-bfab-7072649194ca","","checklist-sectioned","work-in-progress","Sika Checklist - Combiflex SG + Sikadur 31 CF","checklist","FALSE","FALSE","POND 3-B","Joints","Pit"
"208c80f2-fbb0-44f8-af58-4d09cfe5b5f7","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 3-B","Membrane"
"d2d7e748-0322-43c8-9277-4c387b098943","","checklist-sectioned","work-in-progress","Sika-SikaFloor 160 + Sikalastic 888 Hybrid","checklist","FALSE","FALSE","POND 3-B","Membrane","Sika-SikaFloor 160 + Sikalastic 888 Hybrid"
"edf5d52f-c7b9-4a1b-b6bb-3bf3142049c1","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 4"
"e59171ee-ad94-4e12-a166-ae1c0bdde28b","","checklist-flat","not-applicable","Attachment Checklist","checklist-flat","FALSE","FALSE","POND 4","Attachment"
"90f174e0-10bc-4076-b95e-472aabfa1045","","folder-normal","pass","","step","TRUE","FALSE","POND 4","Joints"
"912eaeb9-90a1-44b8-ad37-8db961efb440","","checklist-sectioned","pass","Sika Checklist - Combiflex SG + Sikadur 31 CF","checklist","FALSE","FALSE","POND 4","Joints","Sika Checklist - Combiflex SG + Sikadur 31 CF"
"21ac7bac-ac53-493b-b114-5ff509bba804","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 4","Membrane"
"b63affe5-ac45-4a42-acce-ae6b8be7f683","","checklist-sectioned","work-in-progress","Sika-SikaFloor 160 + Sikalastic 888 Hybrid","checklist","FALSE","FALSE","POND 4","Membrane","Sika-SikaFloor 160 + Sikalastic 888 Hybrid"
"8d84c360-075b-4a54-b275-a9e0cafc2126","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 5"
"1a18eeb2-aeed-49b9-a10e-7c01697e6894","","checklist-flat","not-applicable","Attachment Checklist","checklist-flat","FALSE","FALSE","POND 5","Attachment"
"9b29958e-4a32-4984-bcfe-f554f05aa4de","","folder-normal","work-in-progress","","step","TRUE","FALSE","POND 5","Membrane"
"35dee34a-0061-426b-90d7-07f77820afb2","","checklist-sectioned","work-in-progress","Sika-SikaFloor 160 + Sikalastic 888 Hybrid","checklist","FALSE","FALSE","POND 5","Membrane","Sika-SikaFloor 160 + Sikalastic 888 Hybrid"
"e87ac21a-d177-4fff-8aac-4003d9d75002","","folder-normal","not-applicable","","step","TRUE","FALSE","Technical Data Sheets"
"6ae6b905-29c6-4250-9da1-8108e1860e80","","checklist-flat","not-applicable","Attachment Checklist","checklist-flat","FALSE","FALSE","Technical Data Sheets","Attachment"
