"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"64cdf63b-8dcd-41b2-893b-76737829f774","","folder-normal","fail","","step","TRUE","FALSE","AREA 1 ITP's"
"65cb4231-9be6-4944-a2ff-40074be0b6ab","","folder-normal","work-in-progress","","step","TRUE","FALSE","AREA 1 ITP's","ITP-001 - Stripping Topsoil Clearing & Grubbing"
"42dc4dd1-58e6-4967-b93c-4d5ded8b4693","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-097 - Zone 1 - Pits 016 AND 391 - Hume Compound"
"3d33b39e-83f0-47f2-aa8f-b46f2fde71fb","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-098 - Pit 009-4, 012, 012-1, 357 - Hume Compound"
"4cf73bc8-caee-44ab-8023-de5fca812d12","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-099 - Pit 229, 066, 299, 321-2,  050, 142, 098, 321-1, 299-1, 321-3 - Hume Compound"
"cd1c9e59-0094-41e4-a842-5c6a3223d7d6","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-100 - Pit 044-R, 140-R, 140-1, 143-R, 002 - Hume Compound"
"53fdae6d-effa-4688-92ce-93f4463a967d","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-101- pit 172, 172aR- Z3.2- 215 - Z4.1 and 4x Corbels - main compound "
"d522d1fb-4760-4d0b-80f0-0cfe544ac625","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-102 - Pit 064-1, ENC x1 - Hume Compound"
"728b2a2e-7724-4d85-877d-c62be092ceb4","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-103 - Pit 173 - Z3.1"
"05780ecc-0357-4784-8184-fc8e667503ce","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-104 - Pit 263, 216, 216-R, 217, 217-R, 218, 218-R, 219, 219-R, 220-R - Z4.1"
"c1a1efbf-4e9d-4eea-a270-798d46914d30","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-105 - 221-R, 222-R, 223-R, 224-R, 264-R, 399-R - Z4.1"
"2d9a8c04-82e0-4b97-9e50-d7fb9876498f","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-106-TRAFFIC SIGNS-BATCH#1-bRIDGEWATER"
"887be75a-0e79-4832-ad39-9a446fdb90ef","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-107-TRAFFIC SIGNS-BATCH#1-BRIDGEWATER"
"d618f4f4-2d3c-494c-9aa8-59a6436ba1b6","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-108-TRAFFIC SIGNS-BATCH#1-BRIDGEWATER"
"8f8bba05-968f-42fe-8ec8-aea441eda1c2","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-109-TRAFFIC SIGNS-BATCH#1-BRIDGEWATER"
"d6276c92-a63e-4381-a0cf-80e7c3e76a02","","checklist-sectioned","work-in-progress","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-110- drainage pit 151, 019, 099, 187"
"281c11b0-13ec-410a-927e-cc60ef8875c8","","checklist-sectioned","pass","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-111- drainage 153, 153-1, 019, 152R, 151R, 150R, 149-1R, 099R, 062R, 019R"
"76c360fc-09ed-4d49-a6b0-8239da0b969e","","checklist-sectioned","work-in-progress","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-112- drainage pit 204,223,224,220,221,222"
"86120246-3b70-4572-b654-e6634bcf358b","","checklist-sectioned","work-in-progress","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","ITP-017-A1-MI-113- drainage pit 398,  084R, 152-1R"
"4a71794b-2ebf-4eb8-8827-16f8d1328936","","checklist-sectioned","work-in-progress","Order Acceptance Certificate","checklist","FALSE","FALSE","Material Inspection Checklist","Area 1 Checklists","Order Acceptance Certificate"
"4d713f0f-ecd2-496b-8c76-a426c0cb894b","","folder-normal","fail","","step","TRUE","FALSE","Material Inspection Checklist","Area 2 Checklists"
"b90f11f4-593c-4c50-a8a2-978705438b0e","","checklist-sectioned","not-started","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Order Acceptance Certificate - Lot: DRAFT"
"dfbd98a0-4b7d-48fc-b712-71d2695c8a1a","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-001 - Mickleham Rd Zone 7 - 08/02/2022 RCPA RCP pipes"
"f1229cee-88a5-4778-b769-9caf1dc4687a","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-002 - Mickleham Rd Zone 7 - 02/02/2022 Auspits Batch 3 Pits 951, 952, 955, 956, 766A, 766B, 511B, 762, 763, 765"
"e724f68e-2572-433e-b66d-a1eb85b44b17","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-003 - Mickleham Rd Zone 7 - 02/02/2022 Auspits Batch 3 Pits 769, 771, 773, 800A"
"0139cfb8-2730-4b46-bb89-9ed3df52db16","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-004 - Mickleham Rd Zone 7 - 02/02/2022 Auspits Batch 3 Pits 950, 778A, 803B, 817A, 817B, 817"
"68625293-f984-4a61-9189-2458102790b5","","folder-normal","pass","","step","TRUE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo"
"1c585b02-edf7-4828-b868-8816a1620979","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-007 - Zone 7 - 08/02/2022 IPlex BlackMAX SN8 Pipes"
"b265194f-742d-46d6-aca1-595c7c55d73a","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-008 - Zone 7 - 09/02/2022 RCPA, RCP &  RCBC pipes"
"598d1c31-1091-4c4b-bdc9-ef7da07fa947","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-006 - Zone 7 - 08/02/2022 EnviroPipes HDPE SN8 Pipe"
"eac0dcac-d67a-4945-96a0-d408861dff30","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-012 - Zone 7 - 11/02/2022 Auspits Batch 1 Pits 559, 560, 561, 562, 563, 564, 565, 567, 571, 572"
"dc8ef339-fefd-472e-851b-e6f847825e04","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-013 - Zone 7 - 11/02/2022 Auspits Batch 1 Pits 573, 577, 578, 579, 580"
"67e06f64-318e-475b-8158-63f19bf8aab5","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-005 - Zone 7 - 03/02/2022 RCPA RCP pipes"
"8f750f8c-c41b-4256-99a4-ca2570b22b75","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-015 - Zone 7 - 17/02/2022 RCPA, RCBC culverts"
"36db5b39-fde9-4527-b4ec-273608db4e8b","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-016 - Zone 7 - 18/02/2022 RCPA, RCBC culverts"
"7c1721c2-878b-45d0-8864-615ca67a8562","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-018 - Zone 7 - 21/02/2022 RCPA, RCBC culverts"
"76f8d083-fc44-4cfd-9250-727b84ff8d0a","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-017 - Zone 7 - 18/02/2022 Auspits Batch 1 Pits 567A, 567B, 567C, 572A, 573A, 573B, 573C"
"e9a8025d-6ec2-40a7-8b67-601219434481","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-009 - Zone 7 - 09/02/2022 Convic BlackMAX SN8 Pipes"
"3a35ffd4-86f7-4e76-a94f-5d7e286f7281","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-011 - Zone 7 - 11/02/2022 Convic BlackMAX SN8 Pipes"
"07daa688-c411-4800-a955-9062b09aae59","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-019 - Zone 7 - 22/02/2022 RCPA, RCBC culverts"
"80a68c31-1f2d-473a-a38b-74a884808bda","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-010 - Zone 7 - 10/02/2022 Convic BlackMAX SN8 Pipes"
"407191e4-4793-40a1-9d46-8e85b82d11a4","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-020 - Zone 7 - 23/02/2022 RCPA RCP pipes"
"63893d53-b89c-4ac6-b365-d2693abcae4d","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-021 - Zone 7 - 24/02/2022 Auspits Batch 1 Pit 566A; Batch 3 Pits 522, 522A, 521B, 521C, 521A, 764, 763R, 767, 957"
"e668877a-1923-4793-8925-39ccc1f6f07d","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-023 - Zone 7 - 25/02/2022 RCPA RCP Pipes"
"18098fdc-7701-4366-828d-c09bd6e12f73","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-022 - Zone 7 - 24/02/2022 Access Covers Pits (Full Set)"
"db403f6c-82e3-461b-b198-32f52070d5db","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-024 - Zone 7 - 09/03/2022 Auspits Batch 1 Pits 568, 569, 575, 576; Batch 4 Pits 502A"
"c7d187e2-21d4-4b47-be86-1de98b34c8c2","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-025 - Zone 7 - 11/03/2022 RCPA RCP Pipes"
"1b07abe7-98d6-4e94-bcca-b00aa3535d9d","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-026 - Zone 7 - 15/03/2022 RCPA RCP Pipes"
"69ae9915-48a1-4646-b58e-f265249f66c1","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-027 - Zone 7 - 15/03/2022 RCPA Culverts"
"f2568b3a-bca4-4b2c-bf1c-552f9b0863f4","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-028 - Zone 7 - 15/03/2022 Aus Pits"
"22f2121e-bcf8-4a67-9123-142360d05f4b","","checklist-sectioned","pass","d48b301c63c248bed1c43171e037504d4cd5d3c3b112a2a6565cd87388150140","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","Zone 7 Mickleham Road Occo","ITP-017-A2-MI-029 - Zone 7 - RCBC 25/03/22"
"8a888d45-1fc3-4fc0-8897-e06720c3d6d1","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-030 - Craigieburn Rd - 17/02/2022 Auspits Lintels"
"e5d888c9-a471-43e6-8178-de1a027dc22c","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-031 -Craigieburn Rd - 11/02/2022 Auspits Pits 559,560,561,562,563,564,565,567,571,572"
"c8f46b24-ffce-4a1a-b744-c2331ff58c7d","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-031 -Craigieburn Rd - 11/02/2022 Auspits Pits 573,577,578,579"
"b8e791f9-6ee5-43aa-9898-63f603a5cd57","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-032 - Craigieburn Rd - 23/02/2022 Auspits PIT COVERS"
"07dc30ed-feea-41db-8579-cd40e7c182d8","","checklist-sectioned","fail","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-032 - Craigieburn Rd - 23/02/2022 Auspits PIT COVERS, LINTELS,  PIT 766, 767"
"a6336d3e-e5d9-410d-9b14-f67d66cfdc61","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-033 - Craigieburn Rd - 23/02/2022 Auspits PIT COVERS, ENCASEMENT"
"9b554330-0a1f-4e4a-8534-93c0dcebde6c","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-034 -Craigieburn Rd - 02/03/2022 Auspits Pits 511,512,753a,754,756,803,804a,501b,802c,755aa"
"65e289d3-1f88-46af-92e5-bebeb42f1c3e","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-034 -Craigieburn Rd - 02/03/2022 Auspits Pits 508,509,752E"
"648f69cb-6f79-458f-afe6-4100aef21c5b","","checklist-sectioned","fail","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-035 - Craigieburn Rd - 04/03/2022 Auspits Lintels"
"af7e527b-d2cb-4023-ab8c-66c91f53f9e0","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-036 -Craigieburn Rd - 11/03/2022 Auspits Pits 1163,688AB,688AA"
"ad14ca39-6bbe-403e-bd88-9c3a35e39ef8","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A1-MI-037 -Craigieburn Rd - 11/02/2022 Auspits Pits 1001,1002"
"1e29bbc1-d481-458a-9149-ec8ee9a69033","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-038 -Craigieburn Rd -24/03/2022 Auspits Pit 588a"
"0232305f-3a2f-4fbe-bea3-3a73ce79cc91","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-039 -Craigieburn Rd -24/03/2022 Auspits Pit 587a"
"9ece07cd-38b4-4b07-8ee8-bf71dee3d323","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-040 -Craigieburn Rd - 28/03/2022 Auspits Pits 450,450a,558,558b"
"8653e039-f569-4903-80f5-11637b68ba9e","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-041 -Craigieburn Rd East - 04/04/2022 Auspits Pits 559-R"
"364879a8-8b33-4189-ac9f-d3f71c7cf447","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-042 -Craigieburn Rd - 05/04/2022 Auspits Pits 557A,557A-R, 558b-R"
"d0e533b5-e365-40b5-9de3-46b17226ce63","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-043 -Craigieburn Rd - 06/04/2022 Auspits Pits - RISER 558-R"
"5f317327-7f3d-4c5f-9306-a25e21991c20","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-044 -Craigieburn Rd - 11/04/2022 Auspits Pits 541-R, 544, 546, 549, 550-R, 551, 552, 553, 554, 554-R"
"b9c10f11-e100-4d99-8cba-2a2c68f280da","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-044 -Craigieburn Rd - 11/04/2022 Auspits Pits 555, 556"
"9e1ed9a5-a2d4-4153-9dbd-de2e289e5f7b","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-045 -Craigieburn Rd - 27/04/2022 Auspits Pits 542, 542-R, 544-R, 547, 555-R, 556-R"
"d05687da-98f5-48f9-ab83-6eb69b37f91a","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-046 -Craigieburn Rd - 02/05/2022 Auspits Pits 543, 543-R, 552-R"
"abfdb7a8-acdd-4bda-911c-d8426ab0bba5","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-047 -Craigieburn Rd - 18/05/2022 Auspits Pit 545"
"48c86f81-5fd5-4d36-83d0-06f3ec162c89","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-048 -Craigieburn Rd West- 03/03/2022 Access Covers"
"2d919555-651a-4613-b391-2dd3aba7698b","","checklist-sectioned","fail","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-049 - Zone 7 - 23/02/2022 RCPA RCP pipes"
"7bf498c1-379b-4054-915e-f987071d626a","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-050 - Zone 7 - 03/03/2022 RCPA Base Slabs"
"0d301a51-ba0d-44d9-8ac8-375d5303377d","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-051 - Zone 7 - 01/03/2022 RCPA, RCP pipes"
"60280978-b142-4734-a016-d864f1119928","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-052 - Zone 7 - 4/04/2022 RCPA, RCBC culverts"
"a447d09a-df51-4181-ab5b-b0c5c6389d0e","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-052 - Zone 7 - 7/03/2022 RCPA, Rings"
"42de427c-2ca3-47dd-8e2d-2bdf00ebc74e","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-053 - Zone 7 - 11/03/2022 RCPA, RCP pipes"
"125af667-0f02-4cb3-b56f-0f1df8fa2588","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-054 - Zone 7 - 16/03/2022 RCPA, RCP pipes"
"ad8c4902-ef18-4b3d-991e-9fa45e33718c","","checklist-sectioned","fail","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-055 - Zone 7 - 25/03/2022 RCPA, culverts and Base Slab"
"6049c708-49eb-47e5-9be0-854f076eb24f","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-056 - Zone 7 - 13/04/2022 Convic BlackMAX SN8 Pipes"
"04112d1f-dd5d-4739-a318-9b3bb790ede8","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-057 - Zone 7 - 08/02/2022 EnviroPipes HDPE SN8 Pipe"
"f6f5b1af-ae45-43e0-ad36-4cb6765e9e32","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-058 - Zone 7 - 28/04/2022 EnviroPipes HDPE SN8 Pipe"
"4378ed2d-47dc-4e2d-9f5a-4d8c6c6d91a3","","checklist-sectioned","work-in-progress","8f7795ba5756bb7c1b8eede7914ae95199feba474f2f599c537022dd776d8fda","checklist","FALSE","FALSE","Material Inspection Checklist","Area 2 Checklists","ITP-017-A2-MI-059 - Zone 7 - 02/03/2022 EnviroPipes HDPE SN8 Pipe"
