"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"24efba84-0924-49cc-aa49-9879af8527d5","","folder-normal","","","step","TRUE","FALSE","Building C"
"47d67329-a92a-4103-be50-3f161e168b60","","folder-normal","","","step","TRUE","FALSE","Building C","Level B1"
"e02a8c3d-8d71-4b6a-8856-24d5c5988de2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C145"
"bc6b0294-3fe6-4f0d-b3cb-bc361b25ad94","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-C146"
"5ea311b4-0663-4592-bdbb-ec345d847431","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P101"
"8791cf4b-2829-4408-afae-6591fd3a5f62","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P102"
"c26ebcf5-fbc0-4f57-881a-8bdd073b166c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P103"
"621bda96-88e2-4aed-b74f-242b42cbeb3a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P104"
"7fc26afb-a533-4442-9f01-4027731132a2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P105"
"c0e347bd-fe82-4057-84e8-318ae5b54fb7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P106"
"2609ec3d-8c1b-4d29-9cfd-f560101d71a4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P107"
"0bf4ee27-b003-4092-b308-a400064fbe5f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P108"
"fa497c56-e69b-4186-a9ca-3128ad127fca","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P109"
"ef936a55-3158-4edf-963a-270fe93c5ffc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P110"
"a51caf8c-01ee-4a87-ac68-326f3700f9be","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P111"
"7079afe7-ba72-424b-8ea3-0761cc0c301b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P112"
"890dffd3-784e-45b2-ac6e-c9c0a29306e8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P120"
"5b8f776e-31e4-4011-bffa-f05a9b2f91db","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P121"
"f996857a-6460-44cc-bc2c-b4f386d5fb6b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P122"
"b4ca900b-09b9-42b3-87a3-e3a49f527782","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P123"
"dcbe563d-ffc3-43ab-84e4-c7d944747a3b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P124"
"4e0f7673-c32a-48c4-bcb3-4825ca675313","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P125"
"a44b5ab2-4c80-47a7-adc1-74fdd0619309","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P126"
"8d74ed29-ca8d-4c08-8eae-7eb9500dd193","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P127"
"ca17f0ac-79d2-44d7-9ba5-975506abeec4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P128"
"dc8e2039-9240-4f1c-8f4a-08a4a9018570","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P129"
"33b47bc2-1bc5-4fbf-92c7-f910800b2170","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P130"
"66b51b04-76dd-4980-9c35-85d0fe96b89a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P131"
"8dc12497-a455-489e-8b01-e638fb23f231","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P132"
"5b941451-81a6-48b7-9618-2bfdad3df178","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P133"
"12adac19-0b89-4f5c-aeee-bd346aeae36c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P134"
"4bde2203-c659-48b5-bdf9-1fd730ec75ea","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P135"
"9e9924f1-beb4-426e-afad-3f5c8f392886","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P136"
"f023e81f-89aa-4e64-b333-ac691329616e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P137"
"00a3af9c-e76c-477f-a3e8-42cfeaa4eb6f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P138"
"2fa95c54-3a80-47c4-9413-cd8e63c043f2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P139"
"f3e23626-3c8a-4784-b17f-5f3e6f9cd6ea","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P140"
"a098e4c0-db05-4261-8537-0d3750c84980","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P141"
"047f35f2-e10c-4aaf-8b8d-652fbf71cbec","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P142"
"d3941455-97ba-420b-9bcd-a61591422e49","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P143"
"ebc70489-d70d-4b2c-a760-67dd37ee3438","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P144"
"8f1c9103-c6b2-41a0-bd42-7f8d409a26eb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P145"
"d46b4d8d-bf3e-4783-8485-7d033ffdf10d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 1","D-L1-P146"
"4192a658-18e5-4857-a1b4-f5ac7b62980c","","folder-normal","","","step","TRUE","FALSE","Building D","Level 2"
"3f87df19-60f6-4b33-88a3-9a05a7e120fb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B01"
"e63d3f2d-f89c-4885-822e-d8eddb887908","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B02"
"d88780ac-c5a7-437f-b57e-73eb3ed97fa8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B03"
"4ae5858c-4416-47ba-ada2-e64703d3cb1e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B04"
"ef528416-033b-41b3-b2c4-85484d10ccf8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B05"
"e11468a7-e775-4c34-9dc7-4dec8d6950ed","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B06"
"47b7ea36-2678-4b09-965d-5dac813fafaf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B07"
"7a916da0-5832-4588-8727-a9b6afdc0f8c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B08"
"d6c3fa83-bdfc-44e4-82c3-836ce655f996","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B09"
"3dfd2968-a90f-4a62-ae33-7ece5ba75f28","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B10"
"583c1dd2-119a-413e-ab31-53af44d87342","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B11"
"a82ff603-fc7c-4ed0-91e3-23d01f170c6d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B12"
"fc857bba-738b-4cac-b885-2fed617ec208","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B13"
"9dd2e488-37b6-4e26-bef8-571526d5fe72","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B14"
"5e03a27d-dae8-4062-a9f6-7c0020e42e5b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B17"
"f92c41eb-91ee-414b-acc8-d982490fa6ad","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B18"
"786e34b4-a11b-42f3-8809-7d955e52df10","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B19"
"347c1734-5172-4449-9732-3d52c29cd2d4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B20"
"2d11c0da-b0ba-4a36-b39d-4929348419b4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-B21"
"9f4bf262-e72d-4b34-a5dd-7d771fa7ef88","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P101"
"5deca75a-8270-4327-bcc9-d431509a0f5d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P103"
"3b80d190-60a7-427d-833f-3c02494997e2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P105"
"03946aae-b161-4b7f-bde0-709feee1e9da","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P107"
"954f8d80-4bf0-420f-a3d2-e8021561dd60","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P109"
"1fd3c189-d03c-400b-bcad-927d510e7d6b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P111"
"7062db9e-4b16-4516-9ee0-016ec7133ffc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P121"
"7ad790f7-40ef-491b-a7ae-118d7b4dd190","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P122"
"a406b528-9a70-4c8d-88a0-b1bfc3cca68a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P124"
"d1b4cf33-de1c-47bb-a9b5-c73d1005bf92","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P128"
"fb85def2-9b22-428e-bc49-9bb4e78ecdbf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P132"
"53a47332-4f05-4546-b5c0-ad44209492e4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P134"
"75253e95-557f-478a-ba33-af31c0ae0104","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P135"
"b2427e79-29aa-4d46-9670-f76a1dd97935","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P137"
"2cf6935b-36b1-430e-84ed-94c0e7f2b366","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P138"
"23f01b4c-58a5-4729-93f0-d223b2807e3b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P140"
"6133b11e-d503-4b89-9e8e-06130159309c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P141"
"f27a1371-7384-404d-b7c1-5e503985b730","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P142"
"abcc8634-d1a1-40bf-bfec-f0fb67fdd1c4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P143"
"0ba18163-5b01-461c-8d26-3175f6c6b0cf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P144"
"92c75bac-6d8b-410f-825a-99cea29d0a17","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P147"
"065e764e-36b1-442a-af9b-300b5cbb8d64","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P148"
"22209b7c-4dfa-481c-8f4d-f923452c1fee","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P149"
"2063dc21-52b6-4f34-8402-11ac70e29dc5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P150"
"532edec6-017a-4061-9eea-896eede4f46d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P151"
"b0a56ed7-42e9-468e-882c-188cda36b406","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Building D","Level 2","D-L2-P152"
