"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"53026e10-f62c-45f6-a296-41720d371801","","","","folder","TRUE","FALSE","Road 1-4"
"93ed42cf-e67f-494d-9055-2211018d659a","","","","folder","TRUE","FALSE","Road 1-4","Hydrants"
"d808ecaf-d4c4-4af6-8bff-9ed6285cb7d8","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Road 9","Hydrants","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"4b546e6b-823b-41ed-9223-187abd2d4008","","","","folder","TRUE","FALSE","Road 9","Fire Hose Reels"
"db52d4f4-4bd8-44ed-96c6-9604db3d2a8a","","","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Road 9","Fire Hose Reels","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"e0e4b83b-339c-4d7a-9e56-e8067c60abbc","","","Add Site Diary Checklist","checklist","FALSE","FALSE","Road 9","Site Diary"
"f8977b51-233f-4de3-a395-e09838e25e0f","","","","folder","TRUE","FALSE","Road 10-11"
"a0bc44d7-8048-4025-b10e-16dca9fd466e","","","","folder","TRUE","FALSE","Road 10-11","Hydrants"
"c09a1893-f34e-4a3c-9750-cafda00079c7","","","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","Road 10-11","Hydrants","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"7d898677-f1b2-49e7-9b3a-4a2f58927330","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Road 10-11","Hydrants","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"ce4ce032-39f4-4fe6-893d-61c393620f07","","","","folder","TRUE","FALSE","Road 10-11","Fire Hose Reels"
"8eb73afd-731c-489f-bf53-98a62540fcba","","","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Road 10-11","Fire Hose Reels","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"92d07c50-cce6-434d-8265-359254a885b7","","","","folder","TRUE","FALSE","Basement"
"edd25627-f709-43e3-aaf3-eb5c527f98cb","","","","folder","TRUE","FALSE","Basement","Hydrants"
"d80b762f-29f3-4935-b3b6-c2d8d7a48e50","","","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","Basement","Hydrants","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"c38791a2-48ac-4a48-86a9-1b4ef892b017","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Basement","Hydrants","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"44af1ee2-c5c6-4d62-843c-356ffe011035","","","","folder","TRUE","FALSE","Basement","Fire Hose Reels"
"b8a5795b-e7dc-4e8c-8800-7c44b0170b43","","","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Basement","Fire Hose Reels","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"137509ac-9217-4114-8845-c6f03655dc50","","","","folder","TRUE","FALSE","Offices G-Level 2"
"6e634840-f282-4b59-8bbe-6335c0cc041e","","","","folder","TRUE","FALSE","Offices G-Level 2","Hydrants"
"8e8e1b9d-2347-4aec-8685-798db4986416","","","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)","checklist","FALSE","FALSE","Offices G-Level 2","Hydrants","LM-FOR-40-ITR-302.2 Hydrant Installation (V.171121)"
"9caa08e5-a516-42bd-91ba-2d7d3b632a75","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Offices G-Level 2","Hydrants","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"10af231f-57f0-439e-b904-4e19d86a9cff","","","","folder","TRUE","FALSE","Offices G-Level 2","Fire Hose Reels"
"003f306d-052b-4c16-830f-8e4151d39502","","","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)","checklist","FALSE","FALSE","Offices G-Level 2","Fire Hose Reels","LM-FOR-40-ITR-302.3 Hose Reel Installation (V.171121)"
"8e4c850b-80cd-4a30-b006-b62efd94839f","","","","folder","TRUE","FALSE","Wall Wetting Sprinklers"
"d1e1775a-0a64-4d5b-b8ba-e48ce7d5ee1c","","","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff","checklist","FALSE","FALSE","Wall Wetting Sprinklers","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff (V.171121)"
"1069bffd-f337-4819-abcb-43cee2c9f1dd","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Wall Wetting Sprinklers","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"e9b0d055-5a66-48c0-a39d-ebfc1fc90271","","","","folder","TRUE","FALSE","External Hydrants"
"5e661f43-9fb3-4a42-bc0d-3d8d6d81865a","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","External Hydrants","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"b639939e-0653-49cf-9d5b-15878a473d23","","","","folder","TRUE","FALSE","Sprinkler Control Valves"
"1477adb4-c465-4d9a-b755-bb02de3943da","","","LM-FOR-30-ITR-301.2 Alarm Control Valve (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valves","LM-FOR-30-ITR-301.2 Alarm Control Valve (V.171121)"
"0ad03034-4e34-4266-b60e-73fd9a27ddf0","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Sprinkler Control Valves","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
"bad2b6fe-3ad0-4d5d-ac59-b6d909f44acf","","","","folder","TRUE","FALSE","Fire Pumps, Tanks & Boosters"
"4892e80c-5590-4ddb-a54a-d25a25f97012","","","LM-FOR-40-ITR-302.1 Fire Pump Installation (V.171121)","checklist","FALSE","FALSE","Fire Pumps, Tanks & Boosters","LM-FOR-40-ITR-302.1 Fire Pump Installation (V.171121)"
"92fff6e2-0bac-455e-a3c1-936b153a8bde","","","LM-FOR-40-ITR-302.4 Tank Installation (V.171121)","checklist","FALSE","FALSE","Fire Pumps, Tanks & Boosters","LM-FOR-40-ITR-302.4 Tank Installation (V.171121)"
"bb465db2-489e-41e8-88b0-fe094cf22645","","","LM-FOR-40-ITR-302.5 Booster Assembly (V.171121)","checklist","FALSE","FALSE","Fire Pumps, Tanks & Boosters","LM-FOR-40-ITR-302.5 Booster Assembly (V.171121)"
"cb07cfdd-8a61-485b-8525-99fcd7657efe","","","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)","checklist","FALSE","FALSE","Fire Pumps, Tanks & Boosters","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test (V.171121)"
