"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"919881e3-e4ac-4404-8cf3-ec8493f7661d","","folder-normal","","","step","TRUE","FALSE","Basement 5"
"25fae9c5-67bb-497d-ab7f-739765a56b17","","folder-normal","","","step","TRUE","FALSE","Level 2"
"ee04ce07-141f-4d2d-a1a5-5e0f4672d5f8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-CP07"
"4d308480-4202-44c1-b218-68ab783643b1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-CP08"
"483399bb-ff75-4c55-9f61-929fae7de9d3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-CP09"
"6fb9415f-c370-479c-a084-8c1b91f05592","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-CP10"
"f5ef4938-e86b-4a6b-a218-791d3fe296a1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-CP11"
"4cfb2da0-0225-4b62-9534-1bbbda0197e7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-CP12"
"de2a3f9e-70dc-4be8-8bdc-b63c4302793c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-CP13"
"33b17fc4-4afa-4df7-8960-a06b895e0f22","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-CP13A"
"ef5447ce-21b7-4128-98ed-5e68dcbef655","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-CP14"
"c3e56bb0-70dc-4717-ab2e-5252330e360f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P01"
"f78b4887-1381-4f46-b65c-c8197ba9ffeb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P02"
"ee4722fc-ec45-4593-a1c5-77b798651815","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P03"
"6e6154a5-df0c-477a-8c98-9063aafcb3ad","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P04"
"184b314a-e61d-4ca5-811f-a73b00bfe8b7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P06"
"facaf8b7-e495-4753-8a69-9b6bdf517971","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P21"
"ccfa0a03-242a-4d4d-bb82-90d4224f06fc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P22"
"5840da28-224c-4a8b-bde7-17dab3fd7565","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P23"
"fc4d9133-6158-46ed-b537-9eb637918846","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P24"
"587b5443-5164-4c3f-9976-7ff503b22095","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P25"
"be8be9cb-1dd9-40c7-840c-9a5d14409bfb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P26"
"22447d76-5c1b-4be1-8438-b1e5e2c210a8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P27"
"ef267d81-8e36-41eb-b67f-32f6096b1329","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P28"
"1f50e695-3062-423f-8384-9c8e37e26728","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P29"
"34596089-110c-4921-a31e-c57e3d08973c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P30"
"084ffda5-68c5-41f8-8810-f5d7b048df52","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P31"
"9c047253-7061-412e-9bc9-387aa59bdff3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P32"
"10cb6d07-dc34-4827-9c0a-94c24dab390d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P33"
"fe37a71d-4cb4-498a-88e3-a1745deafbf4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P34"
"ef56f0de-0e88-4294-9c0d-c752fe9b89d0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P35"
"5c4c9073-5a92-4615-b70e-31ccf526bffe","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P36"
"40b83198-3860-4cf8-b358-beda73f3865e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P37"
"353d03a0-df31-4e67-8433-850af3b55f78","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P38"
"3521e141-8014-48bc-abc3-518a6842b147","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P39"
"2329d6fc-c079-4970-ac1e-b59f25e196f3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 2","L2-P40"
"40212f77-3f47-42ed-9e32-d40d90987065","","folder-normal","","","step","TRUE","FALSE","Level 3"
"018446b8-2a64-4c25-99c8-dfd92a359cce","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-C01"
"51163d78-d596-40b8-a017-ad304bb916f0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP07"
"c1ce2076-9143-4001-b59d-f0878a3a943d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP08"
"238c40f3-233f-4d0a-ac4b-c7a18f19fbd1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP09"
"bf83cc90-7ffd-4118-9460-df605cf39f83","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP10"
"5ffff094-384a-4e49-aaaf-8dec6dfee137","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP11"
"0fb78bcf-0105-4c2f-81ed-27dbb99b6300","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP12"
"f149ad32-f467-4aac-9947-46fdd11349eb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP13"
"71a4d073-3407-4b62-8eaa-cb6cc65659b5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-CP14"
"43eaf226-cce3-4d65-8f79-ce38496e049d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P01"
"0037a725-7ed8-4094-8c8d-ad8b8aa098a1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P02"
"2be9e465-4721-484f-9d5b-813717a16091","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P03"
"d4551cab-d6b4-41e5-b2e9-ebaf5b8b469c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P04"
"51775694-c688-4535-b10d-71f3821cc810","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P06"
"f87944fb-12c8-4f7f-a43e-96ae3ea9fa35","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P26"
"a3fda2c9-cbaf-42d2-82d8-e2edda76aebe","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P27"
"acabfe9b-0815-4003-87c1-012b677415b1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P28"
"5d46a031-accd-4afd-a95d-9d56ec1dd39b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P29"
"b05a124b-b306-4c70-9c19-d13d7fc11c85","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P30"
"c10276c1-b292-4dcc-a830-e44322cd6a9e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P31"
"d6f28468-337f-404f-b72d-ed8d80ad7e92","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P32"
"3310f63e-07ff-4193-ba92-ce80dd8dd19b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P33"
"fd17762b-980f-4097-8631-93779caef0cc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P34"
"a6979c4d-f629-41df-8d35-80eebf277315","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P35"
"0d9544be-ce23-4b3a-b1c6-38d7cca6e60a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P36"
"e8fd4743-e2fe-43f2-b832-ee09e9c5304e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P37"
"cad4bc2f-6ffd-4140-8dab-ee2b79c443b1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P38"
"3a3a7ef8-6c2c-4859-ac42-9d05751408c0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P39"
"54499f9e-1204-4aca-8d4b-f3687e3d840b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P40"
"9fe15cc9-5c51-489a-96b6-57a4b562c1d8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P44"
"fe5a52f9-b5f6-44d9-801c-37aa76febcf1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P45"
"50b6e397-a991-431d-98f5-e8727abb8b01","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P46"
"e862ec22-de15-4684-9891-16695e76bcff","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P47"
"29fed749-3d3d-4c6a-a940-99c10f93c206","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P48"
"f9dfa402-727f-49a3-99c0-fec1cde7c936","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P49"
"aebb95f5-ae39-47e3-9b8e-350402586fbe","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P50"
"9479cb3c-e38b-4e25-9792-1b4452ecd259","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P51"
"94e1c8b7-41f8-4711-95f8-40f416e808e1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 3","L3-P52"
"632a7f26-18d4-4be9-bf69-3824ebba76a0","","folder-normal","","","step","TRUE","FALSE","Level 4"
"2c53ef97-904d-41c0-a906-bdbd629b0ffc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP07"
"3a10f78d-d2d2-4844-a38d-7aee1735dd47","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP08"
"3d35891e-01ef-4c5d-9fb8-cc940f5c460d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP09"
"cd0fcdf5-cc03-450f-afab-011a2d0afd0c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP10"
"d8a107b5-71f0-40f0-8b95-159f457faf1c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP11"
"f2f5a6ca-1205-4391-821e-90166fa61c31","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP12"
"965c43db-77d3-4a21-bb09-a393bb6e6346","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP13"
"f8b92cb2-6e54-4c7c-8020-35e59ec9ec1d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-CP14"
"a8c32626-011e-4a56-b3df-e5c041a25586","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P01"
"3364f5de-c2b8-405c-a30d-b037914bd31d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P03"
"64657dec-48bd-4038-b6ad-cf0e1682e981","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P04"
"96b375a2-bcc8-4b46-8d80-974728b86977","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P06"
"3e2877b1-3547-465d-abbe-ef1ea9a08c7c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P21"
"baa3b79d-076c-4bb9-aeb6-449e2a5ecfa4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P22"
"5fe5351c-1800-419c-92ef-a3c781da2cb0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P23"
"b722a9ea-c231-4313-b355-d831a160c919","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P24"
"1b30bb5d-c8b5-4fab-972b-87006205312a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 4","L4-P25"
"b05415b9-abf2-401a-9942-d40b44a77770","","folder-normal","","","step","TRUE","FALSE","Level 5"
"6ddd4570-c723-4b20-b9bb-4a4f635eb56b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P55"
"5decdb74-3bd4-466b-a9ea-e32aaf7d3ad4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P56"
"5c1aa2f5-8b25-4ef3-afdd-1825f23828ee","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P57"
"3094eea7-8988-4db3-b0ad-6008d6dc6cea","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P58"
"d5dcc633-9b68-41f5-883b-2bfaea318f1d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P59"
"24b8c934-ae82-4d4a-8d06-575a1be974fc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P60"
"146b1c7c-dfde-45c9-bca6-43f01c987961","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P61"
"c37b1871-694b-488c-861a-acf92233c37c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P62"
"edf3f195-233a-452d-a0b1-6a191992fcf5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P63"
"f8243d16-866d-4c0d-b543-d6dee4d30466","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P64"
"b6823b7b-de12-46cf-b8f0-f8ee17ad4fd2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P65"
"2581cbfb-974d-41cf-96b8-d530cc327181","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P66"
"ac2a3e37-0c8d-47aa-a734-69bc8f00873b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P67"
"9ba6f22b-fe57-4b1f-a88a-e958c8d744be","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P68"
"fb9e29ae-f0e8-4294-9ffe-2a56613fd347","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P69"
"d0571c93-d430-4d29-b85d-df7eeda82dc8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P70"
"fb5a02c4-18a7-4109-85f2-5f870efe6077","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P71"
"2cc5f571-f406-4164-a46e-eba8c9653482","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P72"
"5f683e22-94f4-4c14-a1ff-7aa78fd970ae","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P73"
"f8c73ce1-f6bb-4060-922b-2c79e5d867b6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P74"
"b5904fac-d56c-44a2-98bf-7965a87fb476","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P75"
"a223dc37-08c8-48dc-a353-eff4f7559444","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P76"
"0ecc5609-561e-4788-a480-c539230a787b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P77"
"02e38bad-3d46-47ed-b207-b19536bad243","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P78"
"6cc96f83-d74f-4fee-abca-b9ce4bae6184","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P79"
"c97e90aa-8917-4537-93f5-9ed67aca780a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P80"
"bef5d5c5-4de6-4554-a5d7-11cd3bffbe86","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P81"
"1db792b9-a540-49f5-b984-11bf5f7e7547","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P82"
"97c51f51-5a6f-4851-afb8-4f56280e47f3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P83"
"07bc3983-db20-4b3c-b292-1e254e7343b0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P84"
"53b681c3-d968-420f-904b-3d63f1a13828","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P85"
"96598b2f-7f5c-4871-a5a3-c5c194833db9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P86"
"c377cb63-c266-4373-84c9-69044db59bc7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P87"
"fde17e23-59ca-4bce-af72-fdcf7c4d2546","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P88"
"403242f7-4d20-4f8b-946a-533d0a9b3f61","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P89"
"bbfcf7b6-05ac-400a-b7c3-f942da36a4b0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P90"
"24fbead7-f8b0-41ce-9f4d-dc8e76a5e5d4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P91"
"543b3ac8-2001-48b9-a949-850cbc8b79c2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 5","L5-P92"
"21c29f03-b2e9-43d1-92c5-6a10d4bb4915","","folder-normal","","","step","TRUE","FALSE","Level 6"
"40f882f7-2c6c-49f3-8f97-a551f96c488f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P61"
"67c6971b-0776-4a81-9f0e-2eb919ca3c10","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 6","L6-P87"
