"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"964e8635-3a8f-4a1f-b7ad-90a459b17da6","","folder-normal","work-in-progress","","step","TRUE","FALSE","ROOF LEVEL 1 "
"da7deaf5-bc27-4270-a0b7-22cc8ee20363","","folder-normal","work-in-progress","","step","TRUE","FALSE","ROOF LEVEL 1 ","AREA 5"
"52faeeac-e11a-4ec8-be48-459d8537b2b0","","checklist-sectioned","work-in-progress","9f0ce6539a8542c9337b4e8b82b71d73fc620f1472c6469b42e9ec3d0c80d402","checklist","FALSE","FALSE","ROOF LEVEL 1 ","AREA 5","EnviroShield+ 250NS"
"ff52aa4f-ac51-512c-9428-82015bf8bb90","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 5","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS"
"5f4a16e2-e1f6-57e9-a670-b784670c0e70","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro Flex FC"
"3c6b0737-559f-529d-80e8-21af5523ccd9","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro 250NS"
"5b44e838-e3da-5c99-8aa9-1afc06e6c1c3","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro 700X"
"4f63476c-797f-51b3-b975-9d300ab166e5","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","PRE COMMENCEMENT"
"9e8ffb5d-e184-5609-8575-e1fdcbe2a8af","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","PRE COMMENCEMENT","Material Management & Storage"
"df3e2d2c-7ba7-5090-9db4-9a2958105c15","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","PRE COMMENCEMENT","Subfloor Preperation"
"5e302b34-eb04-56ba-9d50-d74aa9e9e346","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD"
"b12dab02-f512-5428-811d-ed3dca168005","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Weather/RH"
"e9426024-cf67-504b-a037-4314343b25cd","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Product Mixing"
"3c365953-6124-5757-b51d-41c6801b2ff6","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Primer Application"
"da50535d-52bc-57d2-8023-dbf716ac560f","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT"
"a383ba60-0caa-5d6f-ac68-08826387e7ea","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Weather/RH"
"855c67b1-c5e1-5efe-a5b5-c8cc2d4e7e09","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Product mixing"
"8316158b-5cb0-5418-a38a-ae989fc32042","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","250-NS Application"
"9aeb8000-c728-5a88-8b4e-a11d82bfcf76","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT"
"71f2ccc4-99b6-5d04-81ab-2d9552d85d0a","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Weather/RH"
"3f398d00-3ce7-59c7-a998-c62c2848c3c5","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Product mixing"
"4c6faa57-3233-50cc-82c6-82727e63bf45","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","250-NS Application"
"88e9b5ea-8f06-53ec-9a0f-834e6acfd12d","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","QA/TESTING"
"48a06559-5d6a-5dd3-b5b4-23d7ca055307","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","QA/TESTING","Inspection"
"dcd91fc8-7568-5900-8b80-d059465173a8","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF"
"6c5fcefb-0378-5558-ba02-9a781ba36f03","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","signoff"
"b4732a4c-1a9f-5e80-a7cb-8029a21c475e","","holdpoint","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","Final Sign off."
"bf2fd69c-df95-4cfc-ae3a-299f4beeff12","","checklist-flat","pass","Document Upload Checklist","checklist-flat","FALSE","FALSE","ROOF LEVEL 1 ","AREA 10","Markup drawing"
"6d38a755-4ed3-59f7-89ff-b86cbd999a70","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 10","Markup drawing","Documents attached below - details entered in comments"
"0b70b125-b196-4269-820d-d9d755c14e0a","","folder-normal","work-in-progress","","step","TRUE","FALSE","ROOF LEVEL 1 ","AREA 11"
"e6410563-0ffd-4ded-9f7e-dcd6b844cb88","","checklist-sectioned","not-started","9f0ce6539a8542c9337b4e8b82b71d73fc620f1472c6469b42e9ec3d0c80d402","checklist","FALSE","FALSE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS"
"ec280662-7dc9-5ba7-8b9d-64a969003232","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS"
"3cc7b6e8-759f-5050-8346-df6988c0f9b8","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro Shield"
"2560c276-c3a9-5dc9-9f5a-24c4e95482c7","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro Flex FC"
"d2f50d2a-9caa-533a-b661-f3851adbedee","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro 250NS"
"e52da085-d097-59ae-beb5-1312a8e27301","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro 700X"
"5d39e47c-3808-5475-97c0-29a7c8c189af","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","PRE COMMENCEMENT"
"50f8a6c8-155b-5179-941e-451d6cbe7836","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","PRE COMMENCEMENT","Material Management & Storage"
"733e0393-49cc-519f-845f-2e992a712abb","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","PRE COMMENCEMENT","Subfloor Preperation"
"03275baf-9204-5e57-9c9f-7055ac20b748","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD"
"c5747311-389a-52c9-b152-6ab42b54bda8","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Weather/RH"
"5e254fac-561b-5a95-a3a7-b91576a2cb13","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Product Mixing"
"93335d60-feae-5b4b-b663-771cd4a86559","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Primer Application"
"02d9248a-5ea3-5588-9ad9-d2fbd0534ad9","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT"
"5cc9acd7-833e-51d2-af5e-07f4e5997fb4","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Weather/RH"
"e917bc68-7b4e-5352-af40-01b359580d1a","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Product mixing"
"3640913d-6b12-5f6a-90f7-a9ff39aafcc2","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","250-NS Application"
"181508e8-1793-5acd-af53-7d1f5bd317ea","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT"
"66c422f9-264e-57a2-ab85-425d1fb97938","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Weather/RH"
"45221252-14c0-5df2-a1ab-6811a203b70a","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Product mixing"
"bf489305-a647-5ba9-ab16-e4cbce730a68","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","250-NS Application"
"2d0df27e-ccea-5894-b6c2-8e1b9c1c25d9","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","QA/TESTING"
"3a68becd-c6b6-5a87-85cf-6f9a3d28a478","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","QA/TESTING","Inspection"
"cfd38678-4b9d-59ec-9a91-feac5b45620f","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF"
"6712abab-6ce3-53bf-87dd-3d7e0cbf2e68","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","signoff"
"1728a110-0eb5-545f-bc8e-79c76b91acb7","","holdpoint","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","Final Sign off."
"303c0be0-cdce-4b58-9b18-88f20994934c","","checklist-flat","pass","Document Upload Checklist","checklist-flat","FALSE","FALSE","ROOF LEVEL 1 ","AREA 11","Markup drawing"
"3f34b880-eb86-503d-9932-995088d521e3","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 1 ","AREA 11","Markup drawing","Documents attached below - details entered in comments"
"fc111434-b32c-40cf-98d2-423413d48c9b","","checklist-flat","pass","Document Upload Checklist","checklist-flat","FALSE","FALSE","ROOF LEVEL 1 ","Document Upload Checklist"
"e026b23a-2012-5b0a-899e-0522b99964e6","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 1 ","Document Upload Checklist","Documents attached below - details entered in comments"
"63560d74-eb5e-4b08-928c-a3245e1c1de8","","folder-normal","work-in-progress","","step","TRUE","FALSE","ROOF LEVEL 2"
"8fd4a6cc-55c1-46a5-9b85-5ae8fb9a6170","","folder-normal","work-in-progress","","step","TRUE","FALSE","ROOF LEVEL 2","AREA 1"
"b1e4bf66-95ff-408c-a825-e60adfd0a42b","","checklist-sectioned","work-in-progress","9f0ce6539a8542c9337b4e8b82b71d73fc620f1472c6469b42e9ec3d0c80d402","checklist","FALSE","FALSE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS"
"2751ebca-1a34-50d9-bd39-863f9cedf192","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS"
"49064bea-6047-514e-b396-a8fcc2fb4f97","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro Shield"
"66708c94-3643-5bfb-b801-a78fdbb9062c","","checkpoint-status","not-applicable","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro Flex FC"
"e0e214f4-01fb-5889-af6f-01523a1f5a3e","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro 250NS"
"9ace5950-d54b-5fda-a139-618f360edc31","","checkpoint-status","not-applicable","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro 700X"
"0449593e-f3f1-5581-a70b-873e67e9195d","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","PRE COMMENCEMENT"
"105256c3-de6f-50bb-9a06-3146d0b893b1","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","PRE COMMENCEMENT","Material Management & Storage"
"e29694d3-6c0f-5f27-a619-d76371d5e9fe","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","PRE COMMENCEMENT","Subfloor Preperation"
"2c9d266b-6843-5d58-82e1-b12a49844ee4","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD"
"b1899eee-c04a-527e-b29a-0b4f8af4aa46","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Weather/RH"
"7c3d0c20-dc51-5abb-9122-bd07f1b1aef5","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Product Mixing"
"1e2a37e9-9aac-598e-946d-66056f5cc32e","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Primer Application"
"5da9405c-fa0e-5a4e-98fd-062d41914595","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT"
"2b5b3d38-440f-5c00-9094-833ef287c2e2","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Weather/RH"
"b19634f5-5b14-570d-80dd-5bb6747fcb50","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Product mixing"
"3dd31f33-2e0e-50f2-819f-293d18b2814d","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","250-NS Application"
"eb4e8444-006c-53bf-aaa4-c29fe0ba0d2b","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT"
"159d5cc7-b4fd-5567-8c88-07475d215dfd","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Weather/RH"
"9edabf86-29e5-5198-909d-17a133366ee3","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Product mixing"
"c6f4cbcd-5b15-5c97-a48d-2040ea3d23a5","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","250-NS Application"
"b280167e-2ca9-5544-a248-210ae0d05015","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","QA/TESTING"
"b7fdb181-ed2b-52b6-81a4-d5cd3857e68f","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","QA/TESTING","Inspection"
"d09d10a8-54f7-5bb5-a168-93a2786d5a29","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF"
"e11f4471-479c-5692-9928-161a94cbd152","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","signoff"
"45eb740a-7ec0-5c31-a8c5-53bdf441da4f","","holdpoint","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","Final Sign off."
"82ee4f46-438c-46d2-9839-f24eef56f2ff","","checklist-flat","pass","Document Upload Checklist","checklist-flat","FALSE","FALSE","ROOF LEVEL 2","AREA 1","Markup drawing"
"6228e309-62bf-57b6-8c1d-87f7f09b09c3","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 1","Markup drawing","Documents attached below - details entered in comments"
"5e6ecf98-a901-4bdb-8072-a67f51632aac","","folder-normal","work-in-progress","","step","TRUE","FALSE","ROOF LEVEL 2","AREA 2A"
"12d7a887-a19a-4386-a09f-0ee4f364c69f","","checklist-sectioned","work-in-progress","9f0ce6539a8542c9337b4e8b82b71d73fc620f1472c6469b42e9ec3d0c80d402","checklist","FALSE","FALSE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS"
"c437afc9-3e71-547b-8a4e-dc5da9894191","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS"
"34ad895f-d570-5fb3-886e-8a601fc77796","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro Shield"
"e5e46e33-98c9-5cdb-a96f-78934187ca5c","","checkpoint-status","not-applicable","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro Flex FC"
"de79ea54-fbe4-5a6d-8c50-7a3e058914fd","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro 250NS"
"d519fd35-7cf4-5a87-b3d7-b9bc31b02043","","checkpoint-status","not-applicable","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro 700X"
"b33e5872-5836-56e2-bb05-73efec70e677","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","PRE COMMENCEMENT"
"6a2626f8-8b71-5e7b-9d79-69c8f3324be2","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","PRE COMMENCEMENT","Material Management & Storage"
"810b94b0-de38-5c0b-b9b5-b6dc7dd96249","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","PRE COMMENCEMENT","Subfloor Preperation"
"ea2b838c-0591-5186-b799-ed2ea80354d5","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD"
"08462299-26ce-5bb4-81c6-054ae83b41ba","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Weather/RH"
"c50cbc77-f882-5618-97dc-2cc9e04cb595","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Product Mixing"
"8b9a42e4-cc79-5ead-ae15-461b68536ee8","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Primer Application"
"2e569c48-96a0-5242-a9c2-761ff643bc9f","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT"
"8dc9a760-b294-567a-b8f2-901bc1721430","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Weather/RH"
"05b266fb-e8b0-59c1-af64-bc965ec2e973","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Product mixing"
"a565f203-d76f-5799-b478-cd6aff9e60f1","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","250-NS Application"
"dbffacee-b991-5a52-b864-376e4bf9cbcd","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT"
"f4400db5-eb6e-5bb8-bf85-f0630b805a6e","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Weather/RH"
"e20c060e-ffa9-57a2-a1be-0e8a5e2aba56","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Product mixing"
"dd079aeb-de0c-505e-bff4-baf4493c628c","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","250-NS Application"
"d9990600-6bbe-5c1e-b24f-1dee613cca74","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","QA/TESTING"
"86daeb28-0778-5e6c-aead-babdd8cceee5","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","QA/TESTING","Inspection"
"7617d250-4c59-56d6-87a3-5c78af17464f","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF"
"324c7db2-3b4c-5648-aed7-ab4ba16018f6","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","signoff"
"b28e636a-f460-592a-b283-98af7cf821da","","holdpoint","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","Final Sign off."
"b4ddbb15-3929-4fc2-bcd6-cd5dfbaa99ae","","checklist-flat","pass","Document Upload Checklist","checklist-flat","FALSE","FALSE","ROOF LEVEL 2","AREA 2A","Markup drawing"
"61fd334c-5ca2-5cc5-a5d3-6cb070687fc0","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2A","Markup drawing","Documents attached below - details entered in comments"
"08114e47-4d51-4f50-be83-096a56c21436","","folder-normal","work-in-progress","","step","TRUE","FALSE","ROOF LEVEL 2","AREA 4A"
"56547986-dba8-403a-98d5-f93c4c094b15","","checklist-sectioned","work-in-progress","9f0ce6539a8542c9337b4e8b82b71d73fc620f1472c6469b42e9ec3d0c80d402","checklist","FALSE","FALSE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS"
"26bcd37a-67ac-5975-8660-7906247bb3a7","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS"
"09745390-1fd1-5e10-863d-d366bc721fa2","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro Shield"
"1918a238-4f8c-58df-a80c-8a2a27c160c9","","checkpoint-status","not-applicable","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro Flex FC"
"71b9976c-286e-5896-911e-7090adce6f9e","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro 250NS"
"18eda344-603a-51d0-b566-a6cbe7a62d3e","","checkpoint-status","not-applicable","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro 700X"
"e6ab5a2c-f61f-5fbf-b36f-9977465bd803","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","PRE COMMENCEMENT"
"577a2158-5f34-5521-baac-99f11d61f9d1","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","PRE COMMENCEMENT","Material Management & Storage"
