"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e9ecf9fa-7dbb-5cef-8b09-3e4f97e887b7","","folder-normal","fail","","step","TRUE","FALSE","Ground"
"73602264-aaae-50f1-a1ee-446451fb298e","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Ground","D001.06"
"791e0ffe-bda7-46d4-abf2-066cbd6a8dcd","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Check joinery is free of damage"
"ac8b3e07-f86d-4ce0-bd59-4e68af4eb11c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Check frame and orientation is correct"
"6481e933-d828-4af0-9aff-3e80aab9b5d8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Fixing type and set out is in accordance with shop drawings"
"f9be0879-b2b7-4dd4-9b60-c2200de599be","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","All fixings oversealed on frame and no tooling damage to frame"
"c9bb94ff-79c0-4277-8bcf-f6e2fd27d58b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"114e8662-7a49-4cda-aca3-0f55386ebd2e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Viridian supply glass free from defects for installation"
"20e59e12-0b14-4415-877a-91670ff38d78","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Glass specification correct to the window type"
"e30f24b2-11c3-459f-9656-f8aae0fc70dc","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Beads reinstated correctly and wedged off completely"
"c08f9e81-38d7-5de9-80b1-310c01038ae1","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","D206.07","External flashings installed as per shop drawings"
"a47dc0af-a890-4e68-b1e6-3059168af112","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Rain shields"
"f8352117-9791-456b-8e8c-8a8afec16b09","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Rain shields"
"695690fc-f262-5b7f-bf2b-fe06d76ddba1","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","D206.07","Installed / Fixed As Per Shop Drawings"
"0045fce4-69b9-5fa2-9670-488b5455f089","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","D206.07","Airseals Completed (photo)"
"48df8970-9f7e-5c71-ada6-7c95192075c7","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","D206.07","Site Glazing Completed"
"e151e803-4c63-53d1-98d3-a1831c849fae","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","D206.07","Trade clean/protected"
"f985e55e-4459-59e4-8ca5-2f399681cbde","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","W205.01"
"d16584ce-f5c9-4bb8-b67b-c5c314ee2010","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Opening and sill acceptable. All elements approved as per drawings"
"2526c8a5-4a41-59be-9766-62b5062fd961","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W205.01","Opening wrapped & prepared correctly by others"
"a7da2ea7-39fb-478c-a9d6-8d624aaeb7cf","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Sill tray installed"
"4bef5639-e3a4-47d4-b89d-58c2f7c089bb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Check joinery is free of damage"
"c715d91f-36fb-4eb7-b22f-85fc995d1e00","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Check frame and orientation is correct"
"a7410f6e-f699-419b-8fd7-1fd9a8c18a5b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Fixing type and set out is in accordance with shop drawings"
"8d7ebed8-d0bf-414d-a373-9402b0e04c6c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","All fixings oversealed on frame and no tooling damage to frame"
"66f1a2b7-dae5-4d22-9c21-d6286f10a49d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"895754ff-1711-4d10-a8d8-497d1d1a8565","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Viridian supply glass free from defects for installation"
"94d75a3e-339e-4e3f-b01a-39626b530bf5","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Glass specification correct to the window type"
"dbb8966c-f6c2-4b1c-ba35-4b045780d395","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Beads reinstated correctly and wedged off completely"
"f610926c-e569-5aad-b6ee-482d6caff53e","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W205.01","External flashings installed as per shop drawings"
"f7adc7d1-5a32-4c29-96ba-038bbf84250f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Rain shields"
"3e2f48ba-c10b-4a52-ac39-3f158101ed4a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.01","Rain shields"
"118ccae5-fd34-5d54-850a-98b1bddf4456","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W205.01","Installed / Fixed As Per Shop Drawings"
"3a873c9c-870a-5e9c-ab28-d7221a5782c7","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W205.01","Airseals Completed (photo)"
"fb2ac151-e803-5882-8108-6c3c4e6cd9f2","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W205.01","Site Glazing Completed"
"223b277a-455c-57da-8b9f-9714944b397c","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W205.01","Trade clean/protected"
"8aab7d12-bd33-5b59-9fab-23890bd866d5","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","W205.02"
"46d8a3f3-6a5b-445e-bb08-f171952fffc9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Opening and sill acceptable. All elements approved as per drawings"
"59de3f40-072c-5dde-b0ab-5e774adf5356","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W205.02","Opening wrapped & prepared correctly by others"
"d620fbb2-20a6-40ac-9794-90146da4e8e8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Sill tray installed"
"b19d6c8b-071c-4480-9bd6-c499bdd1260d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Check joinery is free of damage"
"42b404fb-bae0-42fe-b007-90f851f021d1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Check frame and orientation is correct"
"c2a05b23-b083-4039-a273-90b447d2607d","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Fixing type and set out is in accordance with shop drawings"
"fa5f6cfb-c873-4000-ab2f-aa878878a4e9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","All fixings oversealed on frame and no tooling damage to frame"
"72de2596-0148-4586-8a52-494f81ecd964","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"05ed52fe-a18c-4aac-a981-32181db23cbf","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Viridian supply glass free from defects for installation"
"978b6d0c-54bd-40ac-951c-39ebbe863f05","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Glass specification correct to the window type"
"027b0df8-8089-4924-a4f4-6c54f8944d36","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Beads reinstated correctly and wedged off completely"
"280ed765-1bed-5b6d-b892-1e31af4effca","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W205.02","External flashings installed as per shop drawings"
"6f5ef841-29aa-4d63-b0b3-c730650485a7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Rain shields"
"67053500-32af-49af-bc31-09c7ce3d8fb7","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W205.02","Rain shields"
"f27c8f43-3834-5a92-ba74-f995b6dafdfc","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W205.02","Installed / Fixed As Per Shop Drawings"
"d276aa68-8239-582c-b86a-2d51738c9bb7","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W205.02","Airseals Completed (photo)"
"f7040100-9c49-512c-a927-81d615414b1d","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W205.02","Site Glazing Completed"
"f704c23a-6fb2-5b88-b65e-cede060b88cf","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W205.02","Trade clean/protected"
"4a709cd4-d142-53e2-9779-cf016d52136d","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","D205.06"
"71ea108e-55be-4c82-be39-bf88ddab19bb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Opening and sill acceptable. All elements approved as per drawings"
"fc6d2d33-97bb-5750-93e2-ad1ae6cec5e9","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","D205.06","Opening wrapped & prepared correctly by others"
"9e2c910a-8de0-4a68-9e9a-6ee556abd4f3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Sill tray installed"
"ba2a14f3-e5a2-4bfa-8dd7-b221b64c7324","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Check joinery is free of damage"
"7afa714d-2363-496e-8392-e5705e29f702","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Check frame and orientation is correct"
"72f431ec-5346-4f2b-b090-10a7013df31b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Fixing type and set out is in accordance with shop drawings"
"05fed696-b91a-4c6c-b1ce-0580820fc3dd","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","All fixings oversealed on frame and no tooling damage to frame"
"00ecc0a3-7041-4469-b952-f07b6538d701","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"09eca179-1027-4708-9acd-3cff9fec1467","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Viridian supply glass free from defects for installation"
"ff5b0eb0-a137-478c-b1fe-4aa27eb7649f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Glass specification correct to the window type"
"e4343e83-3e80-41ac-8721-77c31a01aa2f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Beads reinstated correctly and wedged off completely"
"67e54bb6-f38f-5616-8815-9e4443b1e7f9","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","D205.06","External flashings installed as per shop drawings"
"3e119303-dd84-469b-85a5-6bf830379599","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Rain shields"
"3eb58ec0-4ffb-4c59-88f2-1be16375e032","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D205.06","Rain shields"
"3f45eee3-c4b7-50ca-b513-646872a835d7","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","D205.06","Installed / Fixed As Per Shop Drawings"
"391ed657-2e86-519e-b9c7-8488a18408ea","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","D205.06","Airseals Completed (photo)"
"56c817ce-212d-5c7c-8a6b-0769cf584980","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","D205.06","Site Glazing Completed"
"6287b36a-c050-5003-9145-6c0023ca2df3","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","D205.06","Trade clean/protected"
"1d02cde5-1ec2-5cd8-9622-e90281771458","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","W204.01"
"141d37b9-b8f7-4b6e-93c2-e5babf87880f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Opening and sill acceptable. All elements approved as per drawings"
"ce0ba28b-2cb5-55a0-84b2-baa25225af0e","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W204.01","Opening wrapped & prepared correctly by others"
"ac6dc780-f23d-4320-aa2b-677d9aaf2012","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Sill tray installed"
"4009d1b7-de22-425f-af46-e776a14f1d76","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Check joinery is free of damage"
"3c1c7c86-5402-4992-94f8-efde458d612e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Check frame and orientation is correct"
"5b66615b-441d-4697-aae4-176d673710fe","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Fixing type and set out is in accordance with shop drawings"
"668b0d9b-8512-44e8-9c6f-383a073b3256","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","All fixings oversealed on frame and no tooling damage to frame"
"40f4f3e2-789b-47f5-b451-ef33fa7e31bb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"5f548668-d2ff-45bf-9548-d97810661395","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Viridian supply glass free from defects for installation"
"a5762f9b-f3e7-4e11-a9de-10856606e297","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Glass specification correct to the window type"
"6d7a7239-72d2-4da9-9029-861d1aa59db6","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Beads reinstated correctly and wedged off completely"
"3f22c9d2-9340-582b-aa83-317d192dffd2","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W204.01","External flashings installed as per shop drawings"
"35839731-591f-46c3-a244-a2adb129f647","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Rain shields"
"c2636d26-d13e-4b22-b3ef-55cde6c77c8e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W204.01","Rain shields"
"069a1eca-bda4-5ca0-a7ff-8c45b4e3be3f","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W204.01","Installed / Fixed As Per Shop Drawings"
"6dbb5d42-4f93-581f-8f84-7d476db464f0","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W204.01","Airseals Completed (photo)"
"bed6e63a-6e21-5338-bf07-354529f87db7","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W204.01","Site Glazing Completed"
"f0b892a6-a6ff-5128-b867-32cdb026b8a3","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W204.01","Trade clean/protected"
"280f4513-2201-57d8-a50f-bcac41d34571","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","D204.07"
"86b88e1d-7388-4997-987a-4f78519f46d4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D204.07","Opening and sill acceptable. All elements approved as per drawings"
"c9866028-d3a6-5158-8bcb-21c6a086b18a","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","D204.07","Opening wrapped & prepared correctly by others"
"51303ef7-234f-49de-b414-afad8526161f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D204.07","Sill tray installed"
"c514377f-fc20-4182-8459-41692cde6ca0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D204.07","Check joinery is free of damage"
"641befa9-4410-4fbe-b34f-6eb727c09a67","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D204.07","Check frame and orientation is correct"
"559ed419-2bfc-4e4a-950f-de81bc86236e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D204.07","Fixing type and set out is in accordance with shop drawings"
"bc15abdf-9069-459a-b1be-441aa69d27a2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D204.07","All fixings oversealed on frame and no tooling damage to frame"
"072ccf8a-abe0-47f9-93fe-6faf6c1ab049","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D204.07","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"597db40e-4eab-4cc4-96d8-0b81b08dd671","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D204.07","Viridian supply glass free from defects for installation"
