"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e9ecf9fa-7dbb-5cef-8b09-3e4f97e887b7","","folder-normal","fail","","step","TRUE","FALSE","Ground"
"73602264-aaae-50f1-a1ee-446451fb298e","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Ground","D001.06"
"c86eab4a-3a82-4e68-a5eb-f12ccb798224","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W202.02","Sill tray installed"
"798c0db3-2921-439c-a6e1-0d3d88556277","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W202.02","Check joinery is free of damage"
"9e315b0b-2b19-421c-a331-95992d5dbda0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W202.02","Check frame and orientation is correct"
"83acddb6-cb78-4145-9bcd-2acbbb746e98","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W202.02","Fixing type and set out is in accordance with shop drawings"
"567479db-64d6-44d1-9296-639c7380a906","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W202.02","All fixings oversealed on frame and no tooling damage to frame"
"2d5a1261-d680-4d6a-b288-d6980daa8e78","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W202.02","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"dc9accb8-3a91-4d99-a2f9-f69b4d227ec8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W202.02","Viridian supply glass free from defects for installation"
"fd157143-bb7f-4589-8a8a-14c268df0ee1","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W202.02","Glass specification correct to the window type"
"8a82e0ad-f16e-4ae3-acac-e787159e1d06","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W202.02","Beads reinstated correctly and wedged off completely"
"894d5101-00e7-5f2d-b9ee-1f7c251036a3","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W202.02","External flashings installed as per shop drawings"
"c2eb2a44-3104-4623-b4e5-27bc1b4ae0e8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W202.02","Rain shields"
"6d359732-78a3-4194-b496-5b61fe4ea5d4","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W202.02","Rain shields"
"a8ebbe49-ee6b-5e0b-84d8-8517131627ed","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W202.02","Installed / Fixed As Per Shop Drawings"
"204bbf1a-209e-510f-805f-55d925f53b6f","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W202.02","Airseals Completed (photo)"
"c6351b8c-ed4e-513b-b94c-f26ebacf69f6","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W202.02","Site Glazing Completed"
"6278d948-19b2-54da-9666-890b551479c0","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W202.02","Trade clean/protected"
"f1565717-e3af-59a4-adf1-68b92d95af5e","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","D201.07"
"33fed7f3-1823-4834-b36e-e18e016964eb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","Opening and sill acceptable. All elements approved as per drawings"
"e524affe-5367-5d55-b314-0c1315667ed9","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","D201.07","Opening wrapped & prepared correctly by others"
"5a94d3c2-3897-46f4-9dce-8e77ac3e7b55","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","Sill tray installed"
"be934402-1d46-4f5d-b4c6-b5e78a4593a3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","Check joinery is free of damage"
"01620945-1d9f-4745-ac59-edf74ac39671","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","Check frame and orientation is correct"
"66bd122c-7bc9-4187-b302-71ac4a56a084","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","Fixing type and set out is in accordance with shop drawings"
"5c981dee-f87d-4f28-b6e8-822d05f1e449","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","All fixings oversealed on frame and no tooling damage to frame"
"8065179d-ab18-4902-a9cc-bea6e34714eb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"4e8e92b8-fa11-4195-a138-a0a162b49407","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","Viridian supply glass free from defects for installation"
"481b5dab-7a45-4776-9c99-13a63b7a13db","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","Glass specification correct to the window type"
"2bab6c2b-a3cb-457c-aa8e-21f64b406f7a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","Beads reinstated correctly and wedged off completely"
"ddf6189e-0fd4-5951-b45e-e9435a5ff3d9","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","D201.07","External flashings installed as per shop drawings"
"f2ac909d-89de-482f-a645-4f770962d5f2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","Rain shields"
"60706fe3-a43e-4928-9539-bcb52c789143","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D201.07","Rain shields"
"f060ea0d-0406-585c-9f03-a0c1b6ee43e9","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","D201.07","Installed / Fixed As Per Shop Drawings"
"4e29d8a4-8be5-5c47-950f-310d5fbffaa5","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","D201.07","Airseals Completed (photo)"
"71ffd573-e9fe-59d1-81f3-b1d1575a8ee7","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","D201.07","Site Glazing Completed"
"b90c34d6-9e21-5a83-9230-4608df3f092a","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","D201.07","Trade clean/protected"
"3017e3a2-de80-532e-bad1-2480c0c99418","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","W201.01"
"d3390bd9-7ebf-467b-b2b1-7aa6381de672","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Opening and sill acceptable. All elements approved as per drawings"
"5405640a-8f68-5686-8f78-7b7e67549327","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W201.01","Opening wrapped & prepared correctly by others"
"e18f3196-7193-4fed-a0c0-ee0468d88c0c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Sill tray installed"
"4d0ac04d-16e4-4bab-bf86-23a8393bd033","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Check joinery is free of damage"
"f1eb3d90-3291-4d3f-8edb-cd884ce3db08","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Check frame and orientation is correct"
"ef45e38c-09f7-4818-9b17-032dd244e940","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Fixing type and set out is in accordance with shop drawings"
"23595190-9344-46d7-a5d4-1fc9597414bb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","All fixings oversealed on frame and no tooling damage to frame"
"852b16a8-e0a7-4a2f-bc25-e875f4620d2f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"b9ae86cb-7f32-42c8-b754-e434ad631a8b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Viridian supply glass free from defects for installation"
"a18461dc-e9cb-402b-bae1-31fd13cb670e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Glass specification correct to the window type"
"2ab7c393-91c0-4238-8797-9af438fff08e","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Beads reinstated correctly and wedged off completely"
"ba4bff91-1fac-562c-811a-400b37b2a9fc","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W201.01","External flashings installed as per shop drawings"
"720c1eaa-7a60-4eb2-9969-ffdba90da20c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Rain shields"
"ef68f90b-483d-473b-871b-17e057049096","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.01","Rain shields"
"e6549599-fd4d-5b22-aa6c-4778a1976a8b","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W201.01","Installed / Fixed As Per Shop Drawings"
"29e183f9-3545-5444-b3e1-33cb58e3f167","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W201.01","Airseals Completed (photo)"
"ca8b04a3-b29d-5f2b-9a60-e05e74b77ad0","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W201.01","Site Glazing Completed"
"a3580407-e38f-56e3-b4db-ddf73acce815","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W201.01","Trade clean/protected"
"85645276-75de-55f2-8fbd-3aa1b4b98a94","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","W201.02"
"052ff36f-4529-4e80-906b-da848d2e6aca","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Opening and sill acceptable. All elements approved as per drawings"
"7459efc5-97ac-55bc-b05e-d65ccaa40e6a","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W201.02","Opening wrapped & prepared correctly by others"
"0d8e3af2-93b0-4904-a6a0-36fec4194c0a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Sill tray installed"
"2181545e-a57f-4c76-be38-f92b47a7747c","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Check joinery is free of damage"
"3eac1e34-69fb-4294-a719-333ce6872628","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Check frame and orientation is correct"
"603cc01e-2f9b-44d6-850d-e0502365a8bf","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Fixing type and set out is in accordance with shop drawings"
"c0f4dbd2-605c-4714-a361-d0a6fbddb4fb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","All fixings oversealed on frame and no tooling damage to frame"
"8799cf19-4292-4b74-b2dc-8b566253c88a","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"9e9c020b-fb7c-4c86-ab57-f5486f5c40a8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Viridian supply glass free from defects for installation"
"d1120149-db7f-422e-9723-599c2c653bf3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Glass specification correct to the window type"
"a4ea47c0-67f4-43b7-bba0-5065379b3409","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Beads reinstated correctly and wedged off completely"
"d9b10fa7-999d-5357-a7f9-ae7c4e9698f4","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W201.02","External flashings installed as per shop drawings"
"3155f3cc-6c1f-4969-8bfd-60e58add32fd","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Rain shields"
"35442125-fa66-4fca-ae78-bea913c844e3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W201.02","Rain shields"
"6a8a61d6-badc-5b13-b869-6e23ee15c418","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W201.02","Installed / Fixed As Per Shop Drawings"
"1a934fd3-f353-503c-a881-7afce9f7ee44","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W201.02","Airseals Completed (photo)"
"fe2b01dc-8038-50aa-8e19-5c83b82f4d70","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W201.02","Site Glazing Completed"
"49a5e71b-0a7a-5cab-aea0-df811fd4fdd6","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W201.02","Trade clean/protected"
"cbf0f8c6-d991-50a9-adda-989a96d471a2","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","W210.01"
"92e7d42e-db90-47cb-93db-d1ab6ec55181","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Opening and sill acceptable. All elements approved as per drawings"
"7a9ca100-6095-5389-9dad-9b238b9c2723","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W210.01","Opening wrapped & prepared correctly by others"
"5a76ff85-e7c4-422c-9587-a3ea07009ee8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Sill tray installed"
"e57cc074-b011-4ec1-9763-35f775e166eb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Check joinery is free of damage"
"9986d67e-de6c-40f7-aa09-2be4e75a06e3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Check frame and orientation is correct"
"3982905f-f032-47ea-9bd7-54bb04895e66","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Fixing type and set out is in accordance with shop drawings"
"87d43a4e-96f7-4ca2-8e20-0961f5819f68","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","All fixings oversealed on frame and no tooling damage to frame"
"c452eac1-e63a-4868-96af-48ae98fe22fc","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"f55eb41f-2963-4c00-b23c-f79366d7c8d2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Viridian supply glass free from defects for installation"
"b9e3c3b1-6942-4542-9795-411e3260aa78","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Glass specification correct to the window type"
"f6b6f97c-b5df-4bac-9b0d-c1943871fdbd","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Beads reinstated correctly and wedged off completely"
"5efa7403-2240-5a2f-b1e3-4cd83b493b70","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W210.01","External flashings installed as per shop drawings"
"60bbee18-f8f5-4eec-ae5e-2284cc4e7f57","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Rain shields"
"e98c3b7e-7f71-4a9c-b524-0c950c1ae9a0","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W210.01","Rain shields"
"1c968c69-a101-54f9-b032-12613d138c71","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W210.01","Installed / Fixed As Per Shop Drawings"
"c64dd65a-d5b2-5412-892a-7f3a616790a6","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W210.01","Airseals Completed (photo)"
"66740619-635b-500c-b8fc-e9e245c044dc","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W210.01","Site Glazing Completed"
"da3d171b-3f45-51fa-8271-e53cd81635ea","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W210.01","Trade clean/protected"
"1106cd5f-e05a-597d-b13d-94e36d1a6ccb","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","W206.01"
"ae1c6f5a-4879-4374-baa8-6777c063136b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Opening and sill acceptable. All elements approved as per drawings"
"9e213d1c-8b2a-584e-803d-fe0bf2cab921","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W206.01","Opening wrapped & prepared correctly by others"
"5b6e81a5-ac58-4ef2-b0ee-0cda3529b01b","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Sill tray installed"
"453c8781-efb3-4a1a-be9e-72cd73d2fb41","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Check joinery is free of damage"
"2bbaa968-97a8-451c-b7d4-e8ade1130296","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Check frame and orientation is correct"
"34fe0ae4-d5c0-4dc4-a34c-b4ccd3ccd6cc","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Fixing type and set out is in accordance with shop drawings"
"a583894d-0567-426b-a905-1675c10311d8","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","All fixings oversealed on frame and no tooling damage to frame"
"e1126ec8-a157-4f59-a76c-cee2a69e45da","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"7c071052-821d-45f7-81a0-18edb2164493","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Viridian supply glass free from defects for installation"
"ebf75f9f-a4a3-4de1-978e-909299a18381","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Glass specification correct to the window type"
"3672400a-4df8-427a-bae6-612467da9509","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Beads reinstated correctly and wedged off completely"
"f89e29fb-bc09-57c3-9e5f-a52dccea47ff","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W206.01","External flashings installed as per shop drawings"
"8733d91e-0cc1-47df-b97d-d13e30dec308","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Rain shields"
"0f6474cb-b093-4f64-acdf-138da6ddfd50","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.01","Rain shields"
"2caf5e94-a3f3-5d13-9124-30d7c5399467","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W206.01","Installed / Fixed As Per Shop Drawings"
"df492681-7c77-5e78-a65c-7c46d1dbca50","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W206.01","Airseals Completed (photo)"
"df4f87ac-04df-50ad-abb4-efee6a4915c4","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W206.01","Site Glazing Completed"
"bdd4362a-00d9-5d2f-ad7c-30cef57b4e29","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W206.01","Trade clean/protected"
"87660210-d1fb-55d9-bf4d-abc7c316afe6","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","W206.02"
"8a7bde6a-2e6d-46b2-9aa2-6d9b051ce2a3","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Opening and sill acceptable. All elements approved as per drawings"
"88b81405-9120-5c3a-b995-15802a65b0c6","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","W206.02","Opening wrapped & prepared correctly by others"
"bba56acd-25f0-4043-85b6-3839132f169f","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Sill tray installed"
"c8bbffd1-5565-40c6-b474-6e11d98730cb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Check joinery is free of damage"
"21083727-3475-4096-aca0-59bd61d26aae","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Check frame and orientation is correct"
"0b31075d-7c36-4193-bb76-720ef6e575c2","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Fixing type and set out is in accordance with shop drawings"
"6aa96971-8b9a-4f46-8719-ab4712ce5728","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","All fixings oversealed on frame and no tooling damage to frame"
"54817961-dae3-49ab-aea9-cbabaca708bb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Internal air seal is in accordance with shop drawings (min. acceptable size 6mm)"
"a117e4ed-5d10-45e6-a5b4-35b11ff573bf","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Viridian supply glass free from defects for installation"
"361e45ee-cbcc-4f8a-9aa4-a51071e204ae","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Glass specification correct to the window type"
"72e7a71a-d048-4bad-a926-b76d13d5b3f9","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Beads reinstated correctly and wedged off completely"
"6781e2de-14b7-5b0f-adf5-284ccd3856ee","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:5df6826c-1f31-4c46-8283-3246745e5bf4","","TRUE","TRUE","Level 2","W206.02","External flashings installed as per shop drawings"
"e06689d6-7ca2-4dd4-a236-ca60c39fdcf6","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Rain shields"
"f2f2ee79-8af0-4eff-9e76-540e1e72b3ee","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","W206.02","Rain shields"
"0ac395d9-a152-5b89-847f-fa533333f9ac","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:848a87c1-4057-4d37-8f8e-72790400e63f","","TRUE","TRUE","Level 2","W206.02","Installed / Fixed As Per Shop Drawings"
"bb56ecc6-543f-5908-9327-fa624b35f129","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:d2c07c0a-8e78-4d41-9d46-b9ab179c3191","","TRUE","TRUE","Level 2","W206.02","Airseals Completed (photo)"
"2ae68c90-b2ca-5f69-8730-7febe2f34164","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:4c13f7a1-83c2-4c03-aa03-a3f6b18c9465","","TRUE","TRUE","Level 2","W206.02","Site Glazing Completed"
"5f52cfbb-7a52-5deb-96c2-47389c9b0704","","checkpoint-status","not-started","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:07e1b957-0622-4a47-91f8-eb45b8abab47","","TRUE","TRUE","Level 2","W206.02","Trade clean/protected"
"ecadaa79-f97e-5c5c-a332-4f81aeefd13b","","checklist-flat","work-in-progress","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404","checklist-flat","FALSE","FALSE","Level 2","D206.07"
"452885c1-23c1-4a20-9fbc-03a0b5bc4d03","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Opening and sill acceptable. All elements approved as per drawings"
"7635d43e-fe92-5f22-abb3-63bded831c4e","","checkpoint-status","pass","5c2fff5a0f62b5c13f98ea2558086c0a691dbede4d2cccb12dca3e505cd98404:92288b58-a6ec-4876-8a75-6d4326362513","","TRUE","TRUE","Level 2","D206.07","Opening wrapped & prepared correctly by others"
"c11763a4-9a51-4140-b17d-2a8a41f3d5bb","","checkpoint-status","not-started","","","TRUE","TRUE","Level 2","D206.07","Sill tray installed"
