"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f0c55620-a5c9-4d03-b0ca-246a1047bfc2","","checklist-flat","pass","83376b1e9fbfd6ebe00a2a8a5294b19defb3102d1ebdaf3e4d4c449e3783b1ae","checklist-flat","FALSE","FALSE","Mondrian - Project Details"
"6fb5fe2d-f429-48a6-aa16-8b5bc9b55350","","folder-normal","fail","","step","TRUE","FALSE","Podium"
"da5eac98-442e-49b6-a33a-7d2a61228653","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA"
"33549ecf-decd-4032-a640-ef9152fe6e17","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA","Level 1"
"066b4929-5bb0-42c2-9255-81d7046faa21","","folder-normal","work-in-progress","","step","TRUE","FALSE","Podium","Manufacture QA","Level 1","Column"
"a8b1b644-1026-457a-91a8-d3af1c5e22b6","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230614","Load 1"
"c52fbff1-e8f6-4177-be11-cbc897821ac5","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230614","Load 2"
"61aa9c3d-455d-41f4-9c11-356c6fd317b4","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230614","Load 3"
"cd8c654d-bf92-45aa-8a04-29e575498b15","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230614","Load 4"
"0b36b4e0-9edf-45b2-bca0-a6f6dcbfa9ae","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230616"
"a2a00515-8158-4364-bf81-4bf787edc500","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230616","Load 1"
"6aae302c-825f-4e6f-89e7-1c03cfce75cd","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230616","Load 2"
"7085b5f4-d656-42de-b205-dde472d3dba1","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230623"
"aa558efa-4801-4135-9c5f-1a87f67ac0f2","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230623","Load 1"
"29af7ba9-ed8b-413d-a872-bfdb8bf48b1a","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230623","Load 2"
"7a7028b0-69cd-48c7-ac90-15ea1d0848c7","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230623","Load 3"
"80b0d910-85e0-4d05-b9f9-6c2aea8bf6fe","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230623","Load 4"
"8aeee765-69fe-4b66-97e0-31f3845bc3f2","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230628"
"e2ca49c7-2c03-4261-8240-979a64871d50","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230628","Load 1"
"599f576b-e35a-4f7e-8046-c32b998bb210","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230629"
"e22103da-67b3-4dfc-8744-5cbbfac9d9b4","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230629","Load 1"
"5ca70c7a-75fb-4a7e-b65b-c2cc58d081b9","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230712"
"c092ab8b-a8bc-41ea-816e-afd2cab16c9a","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230712","Load 1"
"db31759e-30d9-4cfd-8b4f-a3dd155024fb","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230712","Load 2"
"f8621c6f-b849-4b07-b9fa-a58f3107e9a5","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230712","Load 3"
"19517dde-6cf3-4055-bb51-4dc0152513e5","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230713"
"e01d23e8-ea30-4e6f-b53c-5d1d50888ea1","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230713","Load 1"
"0a1c84b8-f14f-4994-9475-d284341032c3","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230721"
"ca3ca18b-19bc-47cf-b01c-bb058944a840","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230721","Load 1"
"f4953206-9ff1-4822-b6b8-3eddaf4022bb","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230721","Load 2"
"9d82e381-56e7-4b09-8b4a-fbcecf5fd9ff","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230721","Load 3"
"6aed42a6-dc35-4c1d-984f-54cee483a758","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230721","Load 4"
"0a986b73-c83c-49bd-8463-9e34c0651528","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230726"
"320aa103-b609-421f-8f4e-8cfd5a8df775","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230726","Load 1"
"80ccf31e-2542-4198-b65e-5b7a96469a68","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230726","Load 2"
"15418774-296a-48d9-bd8c-38008e884fab","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230726","Load 3"
"7f655059-5278-4ea8-ba02-acfdd664cc94","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230726","Load 4"
"d5b04fe5-b4ae-45e5-be59-a12f4b6c5cfd","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230727"
"aa6e6b35-b969-4a4c-9a30-4b740f2627d6","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230727","Load 1"
"cfe1e70f-00ae-488d-aafd-37889d0ae8f7","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230808"
"26efe59e-b995-4297-9434-ab5d1d80c81e","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230808","Load 1"
"b588b88a-c080-40f0-8f31-6ab1327c300e","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230811"
"047f3ab1-603d-4b27-9776-f0b5d0a16aff","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230811","Load 1"
"cca1f797-4af2-4db7-9347-4a9cda1f647b","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230811","Load 2"
"6ab26b61-e989-49ae-ae03-9a2495130c25","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230811","Load 3"
"bc87a3d3-a256-4d49-8de4-2648326eb0b7","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230811","Load 4"
"364f94d9-e78b-493d-b9b3-48aefb3b6c8d","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230817"
"b1afd36d-8cb5-4605-9d96-e8f1b1616e27","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230817","Load 1"
"39a173ef-bd6b-4b17-a5a9-bf73c1607ef1","","folder-normal","pass","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230823"
"e9d56a63-4b30-4298-9e83-36c4c3cb83da","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230823","Load 1"
"9c46819c-7d38-4447-b6d2-1b931421232a","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230823","Load 2"
"08dff780-49ec-47a6-b214-39788330139c","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230823","Load 3"
"78555825-1198-4d85-9ba3-b2a542a5da0c","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230823","Load 4"
"17a7ad31-d4cd-4a58-aa62-094e7a284211","","folder-normal","work-in-progress","","step","TRUE","FALSE","Residential Tower","Delivery / Installation Day","230829"
"c55b7a8d-5fc6-4935-bc16-a0a0e9968797","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230829","Load 1"
"646ffb12-a93a-4dc9-903a-4e9d8ab26484","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230829","Load 2"
"d5c81d26-bf1f-444b-8891-dfa4b11d0890","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230829","Load 3"
"85ed5e11-0b49-405d-9674-ee1ca6712d6a","","checklist-flat","pass","6123ad9bd83a34e2ff5218c144bc41c0e52277b25aadeba2d8e4cba914c3006a","checklist-flat","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230829","Load 4"
"cfb04728-c69d-452c-a485-b3456a0312fb","","checklist-sectioned","not-started","Delivery / Installation Day Checklist","checklist","FALSE","FALSE","Residential Tower","Delivery / Installation Day","230829","Delivery / Installation Day Checklist"
"5cb08ade-9cf6-4b5b-8855-7199a2d3b3e7","","folder-normal","fail","","step","TRUE","FALSE","Residential Tower","Installation QA"
"5e6109dd-e9ff-4c31-a69a-7e7c44ad9469","","folder-normal","fail","","step","TRUE","FALSE","Residential Tower","Installation QA","Level 3"
"81c8d24e-1753-4032-96ce-fc4ea6edadf4","","folder-normal","not-started","","step","TRUE","FALSE","Residential Tower","Installation QA","Level 3","Column"
"002bf33c-e88d-4bd7-9d9d-04aa0a75edc0","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 3","Column","RS.03-092"
"f07cefc3-4116-42b4-9736-99b829517951","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 3","Column","RS.03-093"
"0d3290be-ef27-4839-81a7-ebbe2ba3d0e7","","folder-normal","fail","","step","TRUE","FALSE","Residential Tower","Installation QA","Level 3","Panel"
"d24a1da8-8c44-46ee-95cd-f8a84fca29b7","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 3","Panel","RS.03-024"
"9caf0b9e-48bc-4477-bb3a-904718897e3f","","checklist-sectioned","fail","c65bed47950f4edac44ce6024ac19c0a16f2f8452223a7ebc37b4c2e353e4801","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 3","Panel","RS.03-025"
"3c547115-ed8a-4d3f-bceb-e69132100397","","checklist-flat","not-started","Level Sign Off","checklist-flat","FALSE","FALSE","Residential Tower","Installation QA","Level 3","Level Sign Off"
"74700d44-6474-428c-b9da-b2206da2687d","","folder-normal","fail","","step","TRUE","FALSE","Residential Tower","Installation QA","Level 4"
"4516934d-7cd9-4ef1-91ed-8cc4f84537d7","","folder-normal","fail","","step","TRUE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade"
"6f15ac23-a1d9-4419-b754-998b6b681103","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-031"
"ae3a664d-7bff-4a93-b36d-c0b2231aa986","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-032"
"c3f46f83-7ab3-4cde-86b0-b79f2e8ea942","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-033"
"4d12e584-d26c-45aa-bf69-7a2b50ca7616","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-034"
"bef25bda-7353-4566-a7fe-48503995acf8","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-035"
"299dbd34-68f0-4506-baf8-2b56d0f98c98","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-036"
"c40caf6a-d7ed-4cff-a799-e9546f310c7f","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-037"
"cda0a26e-8c07-423e-b360-0a4684eaf8c2","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-039"
"8ddd6b93-af84-4e46-beec-7f1d152e6c56","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-040"
"04c77c56-65c8-48c9-aa9d-f8b3201fd8ca","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-041"
"1e714a2f-4036-40a1-8e08-42d7f89cdb64","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-042"
"ff004eac-5436-48ab-972c-5815b09c9116","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-043"
"68ecd123-b69a-42a2-bbf9-6814d0d15593","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-044"
"4950ad21-c9ea-4643-ae21-4f771a0a5a97","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-045"
"85e02b06-be98-481d-93cb-5ba3e81ded40","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-046"
"55c3bd41-988f-491d-8fe0-b6db70e2747c","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-047"
"5cae2f68-b191-4486-9dd7-f7065713193a","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Balustrade","RS.04-048"
"1b4f665a-3b49-4586-b37b-791826617029","","folder-normal","fail","","step","TRUE","FALSE","Residential Tower","Installation QA","Level 4","Column"
"bf7d9b82-5117-4f19-9a2c-5040a581797b","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-001"
"09ed1aeb-5b13-4934-8b74-176688a78c85","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-005"
"3e334592-917b-430b-8a25-2e37479d4dfc","","checklist-sectioned","work-in-progress","c65bed47950f4edac44ce6024ac19c0a16f2f8452223a7ebc37b4c2e353e4801","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-006"
"98ff59e6-ab0e-4fed-9159-54d5ccd72c3d","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-007"
"edf30bcd-077b-4a9f-a5e0-2f1a7f8dd315","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-008"
"3c4e7b44-8c80-49f6-872c-b76d530b364c","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-009"
"418b7a41-98a7-43b2-81e1-a1ec12f8e040","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-010"
"9e7c520e-7a16-4e8c-9414-796f9b869383","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-011"
"da02d512-5e7b-4ea0-a5b7-484cd15f3dd8","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-012"
"3584f9b1-f879-4ec7-adc7-d727a4b8427f","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-013"
"1cdeaecd-e104-4110-a21a-ee63568f3d74","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-014"
"a50bcdb8-d81f-450d-8587-4a3c959b2600","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-015"
"d794a294-6e6f-44ee-8cc8-df01b35c0797","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-016"
"2ab61622-4bf2-4b2b-9fae-61313db52be3","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-017"
"c903c018-c72b-4270-a2fc-bf1919312209","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-020"
"6e2979b1-41f1-4c90-b35a-da594aa66567","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-021"
"0ea84c42-a963-4c84-8366-5d936c916916","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Column","RS.04-022"
"aac1b60b-ff0e-4a07-99c0-1edd263b1a72","","folder-normal","fail","","step","TRUE","FALSE","Residential Tower","Installation QA","Level 4","Panel"
"60e54a63-fff2-410f-900c-626dbdbb2629","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Panel","RS.04-024"
"1056c70f-059d-47c2-9d9d-3a499960ad1a","","checklist-sectioned","not-started","e39e6956c568e9fc09e016cee7874ed05db256f12c79d6f5d3040351ac335c41","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Panel","RS.04-025"
"69383288-9c1a-4159-bc9c-707b871dfa84","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Panel","RS.04-027"
"69725a1b-78d4-4f40-8666-d8dc376dd4fb","","checklist-sectioned","work-in-progress","c65bed47950f4edac44ce6024ac19c0a16f2f8452223a7ebc37b4c2e353e4801","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Panel","RS.04-028"
"085a0ec2-7dd3-4af7-85b2-26396666a709","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Panel","RS.04-029"
"e23e9976-fbe2-41a6-ab83-82febdc445e9","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Panel","RS.04-030"
"3355be2d-415b-44e3-bdf4-b817c153de62","","checklist-sectioned","work-in-progress","c65bed47950f4edac44ce6024ac19c0a16f2f8452223a7ebc37b4c2e353e4801","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Panel","RS.04-051"
"5f67f1d3-bbbf-462a-989c-fe47dafd5ed3","","checklist-flat","not-started","Level Sign Off","checklist-flat","FALSE","FALSE","Residential Tower","Installation QA","Level 4","Level Sign Off"
"554e8f2a-c668-4b50-995d-b2c3dea7e09a","","folder-normal","fail","","step","TRUE","FALSE","Residential Tower","Installation QA","Level 5"
"e94d205b-86f6-4cab-8fe6-63fabb9747ac","","folder-normal","fail","","step","TRUE","FALSE","Residential Tower","Installation QA","Level 5","Balustrade"
"0bedbeb5-5026-49d7-a0ed-f1d42061ab79","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 5","Balustrade","RS.05-031"
"9c7a8d39-7b04-48ab-bf55-b8da01af3a4b","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 5","Balustrade","RS.05-032"
"57493ef3-4ee2-45b5-9191-b533959e171f","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 5","Balustrade","RS.05-033"
"d43ad912-c262-4541-8466-bb15c78abe0c","","checklist-sectioned","fail","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 5","Balustrade","RS.05-034"
"38e40903-7ebf-4bcf-899b-ad1b7639882b","","checklist-sectioned","work-in-progress","1f92369dc7d82620c4671affebe708c55ee73ab4e08aacbbdf99653d599dea75","checklist","FALSE","FALSE","Residential Tower","Installation QA","Level 5","Balustrade","RS.05-035"
