"Hoist Pre Climb Checklist"
,"Scope",,
,"Rows"
,,"Tower A","grouping","tower a"
,,"Level 1",,"pre-climb","site qa","tower a","level 1","hoist (pre/post climb)"
,,"Level 2",,"pre-climb","site qa","tower a","level 2","hoist (pre/post climb)"
,,"Level 3",,"pre-climb","site qa","tower a","hoist (pre/post climb)","level 3"
,,"Level 4",,"level 4","pre-climb","site qa","tower a","hoist (pre/post climb)"
,,"Level 5",,"pre-climb","level 5","site qa","tower a","hoist (pre/post climb)"
,,"Level 6",,"pre-climb","level 6","site qa","tower a","hoist (pre/post climb)"
,,"Level 7",,"pre-climb","site qa","tower a","level 7","hoist (pre/post climb)"
,,"Level 8",,"pre-climb","site qa","tower a","level 8","hoist (pre/post climb)"
,,"Level 9",,"pre-climb","site qa","tower a","level 9","hoist (pre/post climb)"
,,"Level 10",,"pre-climb","level 10","site qa","tower a","hoist (pre/post climb)"
,,"Level 11",,"pre-climb","site qa","tower a","level 11","hoist (pre/post climb)"
,,"Level 12",,"pre-climb","site qa","tower a","level 12","hoist (pre/post climb)"
,,"Level 13",,"pre-climb","site qa","tower a","hoist (pre/post climb)","level 13"
,,"Level 14",,"pre-climb","site qa","tower a","level 14","hoist (pre/post climb)"
,,"Level 15",,"pre-climb","level 15","site qa","tower a","hoist (pre/post climb)"
,,"Level 16",,"level 16","pre-climb","site qa","tower a","hoist (pre/post climb)"
,,"Level 17",,"pre-climb","site qa","tower a","level 17","hoist (pre/post climb)"
,,"Level 18",,"pre-climb","level 18","site qa","tower a","hoist (pre/post climb)"
,,"Level 19",,"pre-climb","site qa","tower a","level 19","hoist (pre/post climb)"
,,"Level 20",,"pre-climb","site qa","tower a","level 20","hoist (pre/post climb)"
,,"Level 21",,"pre-climb","level 21","site qa","tower a","hoist (pre/post climb)"
,,"Level 22",,"pre-climb","site qa","tower a","level 22","hoist (pre/post climb)"
,,"Level 23",,"pre-climb","site qa","tower a","level 23","hoist (pre/post climb)"
,,"Level 24",,"pre-climb","site qa","tower a","hoist (pre/post climb)","level 24"
,,"Level 25",,"pre-climb","site qa","tower a","level 25","hoist (pre/post climb)"
,,"Level 26",,"pre-climb","level 26","site qa","tower a","hoist (pre/post climb)"
,,"Level 27",,"level 27","pre-climb","site qa","tower a","hoist (pre/post climb)"
,,"Level 28",,"pre-climb","site qa","tower a","level 28","hoist (pre/post climb)"
,,"Level 29",,"pre-climb","level 29","site qa","tower a","hoist (pre/post climb)"
,,"Tower B","grouping","tower b"
,,"Ground Floor",,"ground floor","pre-climb","tower b","site qa","hoist (pre/post climb)"
,,"Level 1",,"pre-climb","tower b","site qa","level 1","hoist (pre/post climb)"
,,"Level 2",,"pre-climb","tower b","site qa","level 2","hoist (pre/post climb)"
,,"Level 3",,"pre-climb","tower b","site qa","hoist (pre/post climb)","level 3"
,,"Level 4",,"level 4","pre-climb","tower b","site qa","hoist (pre/post climb)"
,,"Level 5",,"pre-climb","level 5","tower b","site qa","hoist (pre/post climb)"
,,"Level 6",,"pre-climb","tower b","level 6","site qa","hoist (pre/post climb)"
,,"Level 7",,"pre-climb","tower b","site qa","level 7","hoist (pre/post climb)"
,,"Level 8",,"pre-climb","tower b","site qa","level 8","hoist (pre/post climb)"
,,"Level 9",,"pre-climb","tower b","site qa","level 9","hoist (pre/post climb)"
,,"Level 10",,"pre-climb","tower b","level 10","site qa","hoist (pre/post climb)"
,,"Level 11",,"pre-climb","tower b","site qa","level 11","hoist (pre/post climb)"
,,"Level 12",,"pre-climb","tower b","site qa","level 12","hoist (pre/post climb)"
,,"Level 13",,"pre-climb","tower b","site qa","hoist (pre/post climb)","level 13"
,,"Level 14",,"pre-climb","tower b","site qa","level 14","hoist (pre/post climb)"
,,"Level 15",,"pre-climb","level 15","tower b","site qa","hoist (pre/post climb)"
,,"Level 16",,"level 16","pre-climb","tower b","site qa","hoist (pre/post climb)"
,,"Level 17",,"pre-climb","tower b","site qa","level 17","hoist (pre/post climb)"
,,"Level 18",,"pre-climb","tower b","level 18","site qa","hoist (pre/post climb)"
,,"Level 19",,"pre-climb","tower b","site qa","level 19","hoist (pre/post climb)"
,,"Level 20",,"pre-climb","tower b","site qa","level 20","hoist (pre/post climb)"
,,"Level 21",,"pre-climb","tower b","level 21","site qa","hoist (pre/post climb)"
,,"Level 22",,"pre-climb","tower b","site qa","level 22","hoist (pre/post climb)"
,,"Level 23",,"pre-climb","tower b","site qa","level 23","hoist (pre/post climb)"
,,"Level 24",,"pre-climb","tower b","site qa","hoist (pre/post climb)","level 24"
,,"Level 25",,"pre-climb","tower b","site qa","level 25","hoist (pre/post climb)"
,,"Level 26",,"pre-climb","level 26","tower b","site qa","hoist (pre/post climb)"
,,"Level 27",,"level 27","pre-climb","tower b","site qa","hoist (pre/post climb)"
,,"Level 28",,"pre-climb","tower b","site qa","level 28","hoist (pre/post climb)"
,,"Level 29",,"pre-climb","tower b","level 29","site qa","hoist (pre/post climb)"
,,"Level 30",,"level 30","pre-climb","tower b","site qa","hoist (pre/post climb)"
,,"Level 31",,"pre-climb","tower b","site qa","level 31","hoist (pre/post climb)"
,,"Level 32",,"pre-climb","tower b","level 32","site qa","hoist (pre/post climb)"
,,"Level 33",,"pre-climb","tower b","site qa","level 33","hoist (pre/post climb)"
,,"Level 34",,"pre-climb","tower b","site qa","level 34","hoist (pre/post climb)"
,,"Level 35",,"pre-climb","tower b","site qa","hoist (pre/post climb)","level 35"
,,"Level 36",,"pre-climb","tower b","site qa","level 36","hoist (pre/post climb)"
,,"Level 37",,"pre-climb","level 37","tower b","site qa","hoist (pre/post climb)"
,,"Level 38",,"level 38","pre-climb","tower b","site qa","hoist (pre/post climb)"
,,"Level 39",,"pre-climb","tower b","site qa","level 39","hoist (pre/post climb)"
,,"Level 40",,"pre-climb","level 40","tower b","site qa","hoist (pre/post climb)"
,,"Level 41",,"level 41","pre-climb","tower b","site qa","hoist (pre/post climb)"
,,"Level 42",,"pre-climb","tower b","site qa","level 42","hoist (pre/post climb)"
,,"Level 43",,"pre-climb","tower b","level 43","site qa","hoist (pre/post climb)"
,,"Level 44",,"pre-climb","tower b","site qa","level 44","hoist (pre/post climb)"
,,"Level 45",,"pre-climb","tower b","site qa","level 45","hoist (pre/post climb)"
,,"Level 46",,"pre-climb","tower b","site qa","hoist (pre/post climb)","level 46"
,,"Level 47",,"pre-climb","tower b","site qa","level 47","hoist (pre/post climb)"
,,"Level 48",,"pre-climb","level 48","tower b","site qa","hoist (pre/post climb)"
,,"Level 49",,"level 49","pre-climb","tower b","site qa","hoist (pre/post climb)"
,,"Level 50",,"pre-climb","tower b","site qa","level 50","hoist (pre/post climb)"
,,"Level 51",,"pre-climb","level 51","tower b","site qa","hoist (pre/post climb)"
,,"Level 52",,"level 52","pre-climb","tower b","site qa","hoist (pre/post climb)"
,,"Level 53",,"pre-climb","tower b","site qa","level 53","hoist (pre/post climb)"
,,"Level 54",,"pre-climb","tower b","level 54","site qa","hoist (pre/post climb)"
,,"Level 55",,"pre-climb","tower b","site qa","level 55","hoist (pre/post climb)"
,,"Level 56",,"pre-climb","tower b","site qa","level 56","hoist (pre/post climb)"
,,"Level 57",,"pre-climb","tower b","site qa","hoist (pre/post climb)","level 57"
,,"Level 58",,"pre-climb","tower b","site qa","level 58","hoist (pre/post climb)"
,,"Level 59",,"pre-climb","level 59","tower b","site qa","hoist (pre/post climb)"
,"Columns"
,,"SWMS reviewed, understood and signed by all personnel involved in the climb process.",,"swms reviewed, understood and signed by all personnel involved in the climb process."
,,"Hoist is empty and the basket is parked at the bottom set of gates",,"hoist is empty and the basket is parked at the bottom set of gates"
,,"Out Of Service signs are displayed at all gate levels.",,"out of service signs are displayed at all gate levels."
,,"Winch power lead is disconnected and rolled up at top slab to pay out as the hoist is raised.",,"winch power lead is disconnected and rolled up at top slab to pay out as the hoist is raised."
,,"Back propping is installed in accordance with the climbing procedure and the Site Engineer requirements.",,"back propping is installed in accordance with the climbing procedure and the site engineer requirements."
,,"Hoist guides have been installed on Hoist Level 4.",,"hoist guides have been installed on hoist level 4."
,,"Edge protection is installed at Hoist Level 1 and barricades and exclusion zones are installed as required.",,"edge protection is installed at hoist level 1 and barricades and exclusion zones are installed as required."
,,"All gate limit switches are open, floor plates are removed from all levels and floor plate relocated from Hoist",,"all gate limit switches are open, floor plates are removed from all levels and floor plate relocated from hoist"
,,"Level 1 to Hoist Top Level.",,"level 1 to hoist top level."
,,"Hoist jacking needles are correctly installed and anchors tight.",,"hoist jacking needles are correctly installed and anchors tight."
,,"Rams are correctly pinned to hoist jacking needles.",,"rams are correctly pinned to hoist jacking needles."
,,"All obstructions to hoist climb have been removed.",,"all obstructions to hoist climb have been removed."
,,"Spotters have been assigned to each floor serviced by the hoist",,"spotters have been assigned to each floor serviced by the hoist"
,,"ALL WORK HAS BEEN CARRIED OUT IN ACCORDANCE WITH THE MANUFACTURERS SPECIFICATIONS",,"all work has been carried out in accordance with the manufacturers specifications"

"ACSA-Pre Climbing Checklist"
,"Scope",,
,"Rows"
,,"Tower B","grouping","tower b"
,,"Ground Floor",,"ground floor","pre-climb","jumpform (pre/post climb)","tower b","site qa"
,,"Level 1",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 1"
,,"Level 2",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 2"
,,"Level 3",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 3"
,,"Level 4",,"level 4","pre-climb","jumpform (pre/post climb)","tower b","site qa"
,,"Level 5",,"pre-climb","jumpform (pre/post climb)","level 5","tower b","site qa"
,,"Level 6",,"pre-climb","jumpform (pre/post climb)","tower b","level 6","site qa"
,,"Level 7",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 7"
,,"Level 8",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 8"
,,"Level 9",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 9"
,,"Level 10",,"pre-climb","jumpform (pre/post climb)","tower b","level 10","site qa"
,,"Level 11",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 11"
,,"Level 12",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 12"
,,"Level 13",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 13"
,,"Level 14",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 14"
,,"Level 15",,"pre-climb","jumpform (pre/post climb)","level 15","tower b","site qa"
,,"Level 16",,"level 16","pre-climb","jumpform (pre/post climb)","tower b","site qa"
,,"Level 17",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 17"
,,"Level 18",,"pre-climb","jumpform (pre/post climb)","tower b","level 18","site qa"
,,"Level 19",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 19"
,,"Level 20",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 20"
,,"Level 21",,"pre-climb","jumpform (pre/post climb)","tower b","level 21","site qa"
,,"Level 22",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 22"
,,"Level 23",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 23"
,,"Level 24",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 24"
,,"Level 25",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 25"
,,"Level 26",,"pre-climb","jumpform (pre/post climb)","level 26","tower b","site qa"
,,"Level 27",,"level 27","pre-climb","jumpform (pre/post climb)","tower b","site qa"
,,"Level 28",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 28"
,,"Level 29",,"pre-climb","jumpform (pre/post climb)","tower b","level 29","site qa"
,,"Level 30",,"level 30","pre-climb","jumpform (pre/post climb)","tower b","site qa"
,,"Level 31",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 31"
,,"Level 32",,"pre-climb","jumpform (pre/post climb)","tower b","level 32","site qa"
,,"Level 33",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 33"
,,"Level 34",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 34"
,,"Level 35",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 35"
,,"Level 36",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 36"
,,"Level 37",,"pre-climb","jumpform (pre/post climb)","level 37","tower b","site qa"
,,"Level 38",,"level 38","pre-climb","jumpform (pre/post climb)","tower b","site qa"
,,"Level 39",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 39"
,,"Level 40",,"pre-climb","jumpform (pre/post climb)","level 40","tower b","site qa"
,,"Level 41",,"level 41","pre-climb","jumpform (pre/post climb)","tower b","site qa"
,,"Level 42",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 42"
,,"Level 43",,"pre-climb","jumpform (pre/post climb)","tower b","level 43","site qa"
,,"Level 44",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 44"
,,"Level 45",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 45"
,,"Level 46",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 46"
,,"Level 47",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 47"
,,"Level 48",,"pre-climb","jumpform (pre/post climb)","level 48","tower b","site qa"
,,"Level 49",,"level 49","pre-climb","jumpform (pre/post climb)","tower b","site qa"
,,"Level 50",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 50"
,,"Level 51",,"pre-climb","jumpform (pre/post climb)","level 51","tower b","site qa"
,,"Level 52",,"level 52","pre-climb","jumpform (pre/post climb)","tower b","site qa"
,,"Level 53",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 53"
,,"Level 54",,"pre-climb","jumpform (pre/post climb)","tower b","level 54","site qa"
,,"Level 55",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 55"
,,"Level 56",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 56"
,,"Level 57",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 57"
,,"Level 58",,"pre-climb","jumpform (pre/post climb)","tower b","site qa","level 58"
,,"Level 59",,"pre-climb","jumpform (pre/post climb)","level 59","tower b","site qa"
,"Columns"
,,"Initiate safety precautions as deemed necessary for the particular project.",,"initiate safety precautions as deemed necessary for the particular project.  barricade around the perimeter of the core at slab level to restrict anyone entering the zone directly under the jumpform."
,,"Ensure all Z bar holes have been patched prior to the jumpform climb",,"ensure all z bar holes have been patched prior to the jumpform climb"
,,"Visual inspection and sign off by Jumpform Supervisor",,"visual inspection and sign off by jumpform supervisor"
,,"Inspect guide posts connections are as per drawing and free of obstacles to climb",,"inspect guide posts connections are as per drawing and free of obstacles to climb"
,,"Ensure all the A-frames are rolled back and secured to jump",,"ensure all the a-frames are rolled back and secured to jump"
,,"Remove all Bar Ties (through wall and at external corner)",,"remove all bar ties (through wall and at external corner)"
,,"Open all Internal and External Rolling Forms",,"open all internal and external rolling forms"
,,"Remove all wall penetration forms/frames",,"remove all wall penetration forms/frames"
,,"Screen off to provide personnel protection",,"screen off to provide personnel protection"
,,"Clean all working decks of concrete slurry and general debris",,"clean all working decks of concrete slurry and general debris"
,,"Remove excess materials, reinforcement etc from the Jumpform System",,"remove excess materials, reinforcement etc from the jumpform system"
,,"Prepare jacks for climbing. Ensure jack feet and plates are centred on wall.",,"prepare jacks for climbing. ensure jack feet and plates are centred on wall."
,,"Ensure that the fixed shutters located adjacent to the jacking points are clear of the jacks.",,"ensure that the fixed shutters located adjacent to the jacking points are clear of the jacks."
,,"Notify BKH Site Foreman when climbing of the system will take place and the expected duration",,"notify bkh site foreman when climbing of the system will take place and the expected duration"
,,"Ensure concrete has obtained required project minimum design strength.",,"ensure concrete has obtained required project minimum design strength."
,,"Requirement MPA","Requirement MPA","ensure concrete has obtained required project minimum design strength."
,,"Coordinate the timing of climb with plumbing and electrical contractors",,"coordinate the timing of climb with plumbing and electrical contractors"
,,"Inspect electrical and plumbing connections to the Jumpform System and ensure that there is sufficient slack in the cables",,"inspect electrical and plumbing connections to the jumpform system and ensure that there is sufficient slack in the cables / pipes to be taken up during climbing"
,,"Secure any chains or slings that are attached to the Jumpform System for material handling purposes",,"secure any chains or slings that are attached to the jumpform system for material handling purposes"
,,"Inspect the entire Jumpform System including all trailing decks ensuring that nothing has been inadvertently tied to the core",,"inspect the entire jumpform system including all trailing decks ensuring that nothing has been inadvertently tied to the core such as electrical leads or chain-blocks.  check that there are no reinforcing bars that foul with the bottom of the jack"
,,"Move plywood strip away from core walls at the lower deck level and at all trailing decks prior to the climb",,"move plywood strip away from core walls at the lower deck level and at all trailing decks prior to the climb"
,,"During lifting. Provide one spotter on lower external deck, one in each cell, and one on the top deck",,"during lifting. provide one spotter on lower external deck, one in each cell, and one on the top deck, (excluding operator) and one spotter under jump to keep other personnel clear of area"
,,"Secure and restrict all access to the Jumpform System during climbing.  Limit the personnel on the system to form workers and their supervisor.",,"secure and restrict all access to the jumpform system during climbing.  limit the personnel on the system to form workers and their supervisor. prepare ladders for post jump"
,,"Radio check",,"radio check"
,,"Check forecast wind speed",,"check forecast wind speed"
,,"Ensure Exit ladders are installed prior to commencing climb",,"ensure exit ladders are installed prior to commencing climb"
,,"Climb system once client site management has been notified.",,"climb system once client site management has been notified."
,,"Has jack been prepared to lift - unplugging cable and ensuring the area around the jacks are free from loose materials",,"has jack been prepared to lift - unplugging cable and ensuring the area around the jacks are free from loose materials"
,,"Check that the chain has a valid tag.",,"check that the chain has a valid tag."
,,"Prior to cutting into the top deck ply - Has the area below been inspected for any services",,"prior to cutting into the top deck ply - has the area below been inspected for any services"
,,"Pre-Climbing Declaration",,"pre-climbing declaration"
,,"Pre-Climbing Comments","Pre-Climbing Comments","pre-climbing declaration"
,,"The Safety Inspection as noted above was completed on","The Safety Inspection as noted above was completed on","pre-climbing declaration"

"ACSA-Post Climbing Checklist"
,"Scope",,
,"Rows"
,,"Tower B","grouping","tower b"
,,"Ground Floor",,"ground floor","jumpform (pre/post climb)","tower b","site qa","post-climb"
,,"Level 1",,"jumpform (pre/post climb)","tower b","site qa","level 1","post-climb"
,,"Level 2",,"jumpform (pre/post climb)","tower b","site qa","level 2","post-climb"
,,"Level 3",,"jumpform (pre/post climb)","tower b","site qa","level 3","post-climb"
,,"Level 4",,"level 4","jumpform (pre/post climb)","tower b","site qa","post-climb"
,,"Level 5",,"jumpform (pre/post climb)","level 5","tower b","site qa","post-climb"
,,"Level 6",,"jumpform (pre/post climb)","tower b","level 6","site qa","post-climb"
,,"Level 7",,"jumpform (pre/post climb)","tower b","site qa","level 7","post-climb"
,,"Level 8",,"jumpform (pre/post climb)","tower b","site qa","level 8","post-climb"
,,"Level 9",,"jumpform (pre/post climb)","tower b","site qa","level 9","post-climb"
,,"Level 10",,"jumpform (pre/post climb)","tower b","level 10","site qa","post-climb"
,,"Level 11",,"jumpform (pre/post climb)","tower b","site qa","level 11","post-climb"
,,"Level 12",,"jumpform (pre/post climb)","tower b","site qa","level 12","post-climb"
,,"Level 13",,"jumpform (pre/post climb)","tower b","site qa","level 13","post-climb"
,,"Level 14",,"jumpform (pre/post climb)","tower b","site qa","level 14","post-climb"
,,"Level 15",,"jumpform (pre/post climb)","level 15","tower b","site qa","post-climb"
,,"Level 16",,"level 16","jumpform (pre/post climb)","tower b","site qa","post-climb"
,,"Level 17",,"jumpform (pre/post climb)","tower b","site qa","level 17","post-climb"
,,"Level 18",,"jumpform (pre/post climb)","tower b","level 18","site qa","post-climb"
,,"Level 19",,"jumpform (pre/post climb)","tower b","site qa","level 19","post-climb"
,,"Level 20",,"jumpform (pre/post climb)","tower b","site qa","level 20","post-climb"
,,"Level 21",,"jumpform (pre/post climb)","tower b","level 21","site qa","post-climb"
,,"Level 22",,"jumpform (pre/post climb)","tower b","site qa","level 22","post-climb"
,,"Level 23",,"jumpform (pre/post climb)","tower b","site qa","level 23","post-climb"
,,"Level 24",,"jumpform (pre/post climb)","tower b","site qa","level 24","post-climb"
,,"Level 25",,"jumpform (pre/post climb)","tower b","site qa","level 25","post-climb"
,,"Level 26",,"jumpform (pre/post climb)","level 26","tower b","site qa","post-climb"
,,"Level 27",,"level 27","jumpform (pre/post climb)","tower b","site qa","post-climb"
,,"Level 28",,"jumpform (pre/post climb)","tower b","site qa","level 28","post-climb"
,,"Level 29",,"jumpform (pre/post climb)","tower b","level 29","site qa","post-climb"
,,"Level 30",,"level 30","jumpform (pre/post climb)","tower b","site qa","post-climb"
,,"Level 31",,"jumpform (pre/post climb)","tower b","site qa","level 31","post-climb"
,,"Level 32",,"jumpform (pre/post climb)","tower b","level 32","site qa","post-climb"
,,"Level 33",,"jumpform (pre/post climb)","tower b","site qa","level 33","post-climb"
,,"Level 34",,"jumpform (pre/post climb)","tower b","site qa","level 34","post-climb"
,,"Level 35",,"jumpform (pre/post climb)","tower b","site qa","level 35","post-climb"
,,"Level 36",,"jumpform (pre/post climb)","tower b","site qa","level 36","post-climb"
,,"Level 37",,"jumpform (pre/post climb)","level 37","tower b","site qa","post-climb"
,,"Level 38",,"level 38","jumpform (pre/post climb)","tower b","site qa","post-climb"
,,"Level 39",,"jumpform (pre/post climb)","tower b","site qa","level 39","post-climb"
,,"Level 40",,"jumpform (pre/post climb)","level 40","tower b","site qa","post-climb"
,,"Level 41",,"level 41","jumpform (pre/post climb)","tower b","site qa","post-climb"
,,"Level 42",,"jumpform (pre/post climb)","tower b","site qa","level 42","post-climb"
,,"Level 43",,"jumpform (pre/post climb)","tower b","level 43","site qa","post-climb"
,,"Level 44",,"jumpform (pre/post climb)","tower b","site qa","level 44","post-climb"
,,"Level 45",,"jumpform (pre/post climb)","tower b","site qa","level 45","post-climb"
,,"Level 46",,"jumpform (pre/post climb)","tower b","site qa","level 46","post-climb"
,,"Level 47",,"jumpform (pre/post climb)","tower b","site qa","level 47","post-climb"
,,"Level 48",,"jumpform (pre/post climb)","level 48","tower b","site qa","post-climb"
,,"Level 49",,"level 49","jumpform (pre/post climb)","tower b","site qa","post-climb"
,,"Level 50",,"jumpform (pre/post climb)","tower b","site qa","level 50","post-climb"
,,"Level 51",,"jumpform (pre/post climb)","level 51","tower b","site qa","post-climb"
,,"Level 52",,"level 52","jumpform (pre/post climb)","tower b","site qa","post-climb"
,,"Level 53",,"jumpform (pre/post climb)","tower b","site qa","level 53","post-climb"
,,"Level 54",,"jumpform (pre/post climb)","tower b","level 54","site qa","post-climb"
,,"Level 55",,"jumpform (pre/post climb)","tower b","site qa","level 55","post-climb"
,,"Level 56",,"jumpform (pre/post climb)","tower b","site qa","level 56","post-climb"
,,"Level 57",,"jumpform (pre/post climb)","tower b","site qa","level 57","post-climb"
,,"Level 58",,"jumpform (pre/post climb)","tower b","site qa","level 58","post-climb"
,,"Level 59",,"jumpform (pre/post climb)","level 59","tower b","site qa","post-climb"
,"Columns"
,,"System is securely sitting in pockets as per design.",,"system is securely sitting in pockets as per design."
,,"Check that nothing was snagged or damaged during climb?",,"check that nothing was snagged or damaged during climb?"
,,"Plywood flaps has been replaced securely and all gaps closed.",,"plywood flaps has been replaced securely and all gaps closed."
,,"Reinstate access to jumpform.",,"reinstate access to jumpform."
,,"Electrical and plumbing connections to jumpform inspected and secured.",,"electrical and plumbing connections to jumpform inspected and secured."
,,"Reinstate all safety measure required for reset cycle/stage e.g. hangers, platforms, handrails, ladders",,"reinstate all safety measure required for reset cycle/stage e.g. hangers, platforms, handrails, ladders"
,,"Ensure all reo bars are capped off by steel-fixer.",,"ensure all reo bars are capped off by steel-fixer."
,,"Housekeeping has been completed?",,"housekeeping has been completed?"
,,"Ensure fil-a-foam is only used on gaps smaller than 5mm and everything is fully plywooded",,"ensure fil-a-foam is only used on gaps smaller than 5mm and everything is fully plywooded"
,,"Builder’s Representative has been notified",,"builder’s representative has been notified"
,,"Once all completed and signed off, remove exclusion zone",,"once all completed and signed off, remove exclusion zone"
,,"Post-Climbing Comments",,"post-climbing comments"
,,"Any issues","Any issues","post-climbing comments"
,,"Post-Climbing Declaration",,"post-climbing declaration"
,,"Time Climb started:",,"post-climbing declaration"
,,"Time  Climb completed:",,"post-climbing declaration"

"Hoist Post-Climb Checklist"
,"Scope",,
,"Rows"
,,"Tower A","grouping","tower a"
,,"Level 1",,"site qa","tower a","level 1","hoist (pre/post climb)","post-climb"
,,"Level 2",,"site qa","tower a","level 2","hoist (pre/post climb)","post-climb"
,,"Level 3",,"site qa","tower a","hoist (pre/post climb)","level 3","post-climb"
,,"Level 4",,"level 4","site qa","tower a","hoist (pre/post climb)","post-climb"
,,"Level 5",,"level 5","site qa","tower a","hoist (pre/post climb)","post-climb"
,,"Level 6",,"level 6","site qa","tower a","hoist (pre/post climb)","post-climb"
,,"Level 7",,"site qa","tower a","level 7","hoist (pre/post climb)","post-climb"
,,"Level 8",,"site qa","tower a","level 8","hoist (pre/post climb)","post-climb"
,,"Level 9",,"site qa","tower a","level 9","hoist (pre/post climb)","post-climb"
,,"Level 10",,"level 10","site qa","tower a","hoist (pre/post climb)","post-climb"
,,"Level 11",,"site qa","tower a","level 11","hoist (pre/post climb)","post-climb"
,,"Level 12",,"site qa","tower a","level 12","hoist (pre/post climb)","post-climb"
,,"Level 13",,"site qa","tower a","hoist (pre/post climb)","level 13","post-climb"
,,"Level 14",,"site qa","tower a","level 14","hoist (pre/post climb)","post-climb"
,,"Level 15",,"level 15","site qa","tower a","hoist (pre/post climb)","post-climb"
,,"Level 16",,"level 16","site qa","tower a","hoist (pre/post climb)","post-climb"
,,"Level 17",,"site qa","tower a","level 17","hoist (pre/post climb)","post-climb"
,,"Level 18",,"level 18","site qa","tower a","hoist (pre/post climb)","post-climb"
,,"Level 19",,"site qa","tower a","level 19","hoist (pre/post climb)","post-climb"
,,"Level 20",,"site qa","tower a","level 20","hoist (pre/post climb)","post-climb"
,,"Level 21",,"level 21","site qa","tower a","hoist (pre/post climb)","post-climb"
,,"Level 22",,"site qa","tower a","level 22","hoist (pre/post climb)","post-climb"
,,"Level 23",,"site qa","tower a","level 23","hoist (pre/post climb)","post-climb"
,,"Level 24",,"site qa","tower a","hoist (pre/post climb)","level 24","post-climb"
,,"Level 25",,"site qa","tower a","level 25","hoist (pre/post climb)","post-climb"
,,"Level 26",,"level 26","site qa","tower a","hoist (pre/post climb)","post-climb"
,,"Level 27",,"level 27","site qa","tower a","hoist (pre/post climb)","post-climb"
,,"Level 28",,"site qa","tower a","level 28","hoist (pre/post climb)","post-climb"
,,"Level 29",,"level 29","site qa","tower a","hoist (pre/post climb)","post-climb"
,,"Tower B","grouping","tower b"
,,"Ground Floor",,"ground floor","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 1",,"tower b","site qa","level 1","hoist (pre/post climb)","post-climb"
,,"Level 2",,"tower b","site qa","level 2","hoist (pre/post climb)","post-climb"
,,"Level 3",,"tower b","site qa","hoist (pre/post climb)","level 3","post-climb"
,,"Level 4",,"level 4","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 5",,"level 5","tower b","site qa","hoist (pre/post climb)","post-climb"
,,"Level 6",,"tower b","level 6","site qa","hoist (pre/post climb)","post-climb"
,,"Level 7",,"tower b","site qa","level 7","hoist (pre/post climb)","post-climb"
,,"Level 8",,"tower b","site qa","level 8","hoist (pre/post climb)","post-climb"
,,"Level 9",,"tower b","site qa","level 9","hoist (pre/post climb)","post-climb"
,,"Level 10",,"tower b","level 10","site qa","hoist (pre/post climb)","post-climb"
,,"Level 11",,"tower b","site qa","level 11","hoist (pre/post climb)","post-climb"
,,"Level 12",,"tower b","site qa","level 12","hoist (pre/post climb)","post-climb"
,,"Level 13",,"tower b","site qa","hoist (pre/post climb)","level 13","post-climb"
,,"Level 14",,"tower b","site qa","level 14","hoist (pre/post climb)","post-climb"
,,"Level 15",,"level 15","tower b","site qa","hoist (pre/post climb)","post-climb"
