,,"Level 12 - Stairs",,"site qa","tower a","level 12","stairs"
,,"Level 12 - Columns",,"site qa","tower a","level 12","columns"
,,"Level 12 - Core 1 Lobby",,"site qa","tower a","level 12","core 1 lobby"
,,"Level 12 - Core 2 Lobby",,"core 2 lobby","site qa","tower a","level 12"
,,"Level 13 - Slab",,"site qa","tower a","pre-pour","level 13","slab"
,,"Level 13 - Stairs",,"site qa","tower a","level 13","stairs"
,,"Level 13 - Columns",,"site qa","tower a","columns","level 13"
,,"Level 13 - Core 1 Lobby",,"site qa","tower a","core 1 lobby","level 13"
,,"Level 13 - Core 2 Lobby",,"core 2 lobby","site qa","tower a","level 13"
,,"Level 14 - Slab",,"site qa","tower a","pre-pour","level 14","slab"
,,"Level 14 - Stairs",,"site qa","tower a","level 14","stairs"
,,"Level 14 - Columns",,"site qa","tower a","level 14","columns"
,,"Level 14 - Core 1 Lobby",,"site qa","tower a","level 14","core 1 lobby"
,,"Level 14 - Core 2 Lobby",,"core 2 lobby","site qa","tower a","level 14"
,,"Level 15 - Slab",,"level 15","site qa","tower a","pre-pour","slab"
,,"Level 15 - Stairs",,"level 15","site qa","tower a","stairs"
,,"Level 15 - Columns",,"level 15","site qa","tower a","columns"
,,"Level 15 - Core 1 Lobby",,"level 15","site qa","tower a","core 1 lobby"
,,"Level 15 - Core 2 Lobby",,"level 15","core 2 lobby","site qa","tower a"
,,"Level 16 - Slab",,"level 16","site qa","tower a","pre-pour","slab"
,,"Level 16 - Stairs",,"level 16","site qa","tower a","stairs"
,,"Level 16 - Columns",,"level 16","site qa","tower a","columns"
,,"Level 16 - Core 1 Lobby",,"level 16","site qa","tower a","core 1 lobby"
,,"Level 16 - Core 2 Lobby",,"level 16","core 2 lobby","site qa","tower a"
,,"Level 17 - Slab",,"site qa","tower a","level 17","pre-pour","slab"
,,"Level 17 - Stairs",,"site qa","tower a","level 17","stairs"
,,"Level 17 - Columns",,"site qa","tower a","level 17","columns"
,,"Level 17 - Core 1 Lobby",,"site qa","tower a","level 17","core 1 lobby"
,,"Level 17 - Core 2 Lobby",,"core 2 lobby","site qa","tower a","level 17"
,,"Level 18 - Slab",,"level 18","site qa","tower a","pre-pour","slab"
,,"Level 18 - Stairs",,"level 18","site qa","tower a","stairs"
,,"Level 18 - Columns",,"level 18","site qa","tower a","columns"
,,"Level 18 - Core 1 Lobby",,"level 18","site qa","tower a","core 1 lobby"
,,"Level 18 - Core 2 Lobby",,"core 2 lobby","level 18","site qa","tower a"
,,"Level 19 - Slab",,"site qa","tower a","pre-pour","level 19","slab"
,,"Level 19 - Stairs",,"site qa","tower a","level 19","stairs"
,,"Level 19 - Columns",,"site qa","tower a","level 19","columns"
,,"Level 19 - Core 1 Lobby",,"site qa","tower a","level 19","core 1 lobby"
,,"Level 19 - Core 2 Lobby",,"core 2 lobby","site qa","tower a","level 19"
,,"Level 20 - Slab",,"site qa","tower a","level 20","pre-pour","slab"
,,"Level 20 - Stairs",,"site qa","tower a","level 20","stairs"
,,"Level 20 - Columns",,"site qa","tower a","level 20","columns"
,,"Level 20 - Core 1 Lobby",,"site qa","tower a","level 20","core 1 lobby"
,,"Level 20 - Core 2 Lobby",,"core 2 lobby","site qa","tower a","level 20"
,,"Level 21 - Slab",,"level 21","site qa","tower a","pre-pour","slab"
,,"Level 21 - Stairs",,"level 21","site qa","tower a","stairs"
,,"Level 21 - Columns",,"level 21","site qa","tower a","columns"
,,"Level 21 - Core 1 Lobby",,"level 21","site qa","tower a","core 1 lobby"
,,"Level 21 - Core 2 Lobby",,"core 2 lobby","level 21","site qa","tower a"
,,"Level 22 - Slab",,"site qa","tower a","pre-pour","level 22","slab"
,,"Level 22 - Stairs",,"site qa","tower a","level 22","stairs"
,,"Level 22 - Columns",,"site qa","tower a","level 22","columns"
,,"Level 22 - Core 1 Lobby",,"site qa","tower a","level 22","core 1 lobby"
,,"Level 22 - Core 2 Lobby",,"core 2 lobby","site qa","tower a","level 22"
,,"Level 23 - Slab",,"site qa","tower a","level 23","pre-pour","slab"
,,"Level 23 - Stairs",,"site qa","tower a","level 23","stairs"
,,"Level 23 - Columns",,"site qa","tower a","level 23","columns"
,,"Level 23 - Core 1 Lobby",,"site qa","tower a","level 23","core 1 lobby"
,,"Level 23 - Core 2 Lobby",,"core 2 lobby","site qa","tower a","level 23"
,,"Level 24 - Slab",,"site qa","tower a","pre-pour","level 24","slab"
,,"Level 24 - Stairs",,"site qa","tower a","level 24","stairs"
,,"Level 24 - Columns",,"site qa","tower a","columns","level 24"
,,"Level 24 - Core 1 Lobby",,"site qa","tower a","core 1 lobby","level 24"
,,"Level 24 - Core 2 Lobby",,"core 2 lobby","site qa","tower a","level 24"
,,"Level 25 - Slab",,"site qa","tower a","pre-pour","level 25","slab"
,,"Level 25 - Stairs",,"site qa","tower a","level 25","stairs"
,,"Level 25 - Columns",,"site qa","tower a","level 25","columns"
,,"Level 25 - Core 1 Lobby",,"site qa","tower a","level 25","core 1 lobby"
,,"Level 25 - Core 2 Lobby",,"core 2 lobby","site qa","tower a","level 25"
,,"Level 26 - Slab",,"level 26","site qa","tower a","pre-pour","slab"
,,"Level 26 - Stairs",,"level 26","site qa","tower a","stairs"
,,"Level 26 - Columns",,"level 26","site qa","tower a","columns"
,,"Level 26 - Core 1 Lobby",,"level 26","site qa","tower a","core 1 lobby"
,,"Level 26 - Core 2 Lobby",,"level 26","core 2 lobby","site qa","tower a"
,,"Level 27 - Slab",,"level 27","site qa","tower a","pre-pour","slab"
,,"Level 27 - Stairs",,"level 27","site qa","tower a","stairs"
,,"Level 27 - Columns",,"level 27","site qa","tower a","columns"
,,"Level 27 - Core 1 Lobby",,"level 27","site qa","tower a","core 1 lobby"
,,"Level 27 - Core 2 Lobby",,"level 27","core 2 lobby","site qa","tower a"
,,"Level 28 - Slab",,"site qa","tower a","level 28","pre-pour","slab"
,,"Level 28 - Stairs",,"site qa","tower a","level 28","stairs"
,,"Level 28 - Columns",,"site qa","tower a","level 28","columns"
,,"Level 28 - Core 1 Lobby",,"site qa","tower a","level 28","core 1 lobby"
,,"Level 28 - Core 2 Lobby",,"core 2 lobby","site qa","tower a","level 28"
,,"Level 29 - Slab",,"level 29","site qa","tower a","pre-pour","slab"
,,"Level 29 - Stairs",,"level 29","site qa","tower a","stairs"
,,"Level 29 - Columns",,"level 29","site qa","tower a","columns"
,,"Level 29 - Core 1 Lobby",,"level 29","site qa","tower a","core 1 lobby"
,,"Level 29 - Core 2 Lobby",,"core 2 lobby","level 29","site qa","tower a"
,,"Tower B","grouping","tower b"
,,"Ground Floor - Stairs",,"ground floor","tower b","site qa","stairs"
,,"Ground Floor - Columns",,"ground floor","tower b","site qa","columns"
,,"Ground Floor - Core Lobby",,"ground floor","tower b","core lobby","site qa"
,,"Level 1 - Slab",,"tower b","site qa","pre-pour","level 1","slab"
,,"Level 1 - Stairs",,"tower b","site qa","level 1","stairs"
,,"Level 1 - Columns",,"tower b","site qa","level 1","columns"
,,"Level 1 - Core Lobby",,"tower b","core lobby","site qa","level 1"
,,"Level 2 - Slab",,"tower b","site qa","pre-pour","level 2","slab"
,,"Level 2 - Stairs",,"tower b","site qa","level 2","stairs"
,,"Level 2 - Columns",,"tower b","site qa","level 2","columns"
,,"Level 2 - Core Lobby",,"tower b","core lobby","site qa","level 2"
,,"Level 3 - Slab",,"tower b","site qa","pre-pour","level 3","slab"
,,"Level 3 - Stairs",,"tower b","site qa","level 3","stairs"
,,"Level 3 - Columns",,"tower b","site qa","columns","level 3"
,,"Level 3 - Core Lobby",,"tower b","core lobby","site qa","level 3"
,,"Level 4 - Slab",,"level 4","tower b","site qa","pre-pour","slab"
,,"Level 4 - Stairs",,"level 4","tower b","site qa","stairs"
,,"Level 4 - Columns",,"level 4","tower b","site qa","columns"
,,"Level 4 - Core Lobby",,"level 4","tower b","core lobby","site qa"
,,"Level 5 - Slab",,"level 5","tower b","site qa","pre-pour","slab"
,,"Level 5 - Stairs",,"level 5","tower b","site qa","stairs"
,,"Level 5 - Columns",,"level 5","tower b","site qa","columns"
,,"Level 5 - Core Lobby",,"level 5","tower b","core lobby","site qa"
,,"Level 6 - Slab",,"tower b","level 6","site qa","pre-pour","slab"
,,"Level 6 - Stairs",,"tower b","level 6","site qa","stairs"
,,"Level 6 - Columns",,"tower b","level 6","site qa","columns"
,,"Level 6 - Core Lobby",,"tower b","level 6","core lobby","site qa"
,,"Level 7 - Slab",,"tower b","site qa","level 7","pre-pour","slab"
,,"Level 7 - Stairs",,"tower b","site qa","level 7","stairs"
,,"Level 7 - Columns",,"tower b","site qa","level 7","columns"
,,"Level 7 - Core Lobby",,"tower b","core lobby","site qa","level 7"
,,"Level 8 - Slab",,"tower b","site qa","level 8","pre-pour","slab"
,,"Level 8 - Stairs",,"tower b","site qa","level 8","stairs"
,,"Level 8 - Columns",,"tower b","site qa","level 8","columns"
,,"Level 8 - Core Lobby",,"tower b","core lobby","site qa","level 8"
,,"Level 9 - Slab",,"tower b","site qa","pre-pour","level 9","slab"
,,"Level 9 - Stairs",,"tower b","site qa","level 9","stairs"
,,"Level 9 - Columns",,"tower b","site qa","level 9","columns"
,,"Level 9 - Core Lobby",,"tower b","core lobby","site qa","level 9"
,,"Level 10 - Slab",,"tower b","level 10","site qa","pre-pour","slab"
,,"Level 10 - Stairs",,"tower b","level 10","site qa","stairs"
,,"Level 10 - Columns",,"tower b","level 10","site qa","columns"
,,"Level 10 - Core Lobby",,"tower b","level 10","core lobby","site qa"
,,"Level 11 - Slab",,"tower b","site qa","pre-pour","level 11","slab"
,,"Level 11 - Stairs",,"tower b","site qa","level 11","stairs"
,,"Level 11 - Columns",,"tower b","site qa","level 11","columns"
,,"Level 11 - Core Lobby",,"tower b","core lobby","site qa","level 11"
,,"Level 12 - Slab",,"tower b","site qa","level 12","pre-pour","slab"
,,"Level 12 - Stairs",,"tower b","site qa","level 12","stairs"
,,"Level 12 - Columns",,"tower b","site qa","level 12","columns"
,,"Level 12 - Core Lobby",,"tower b","core lobby","site qa","level 12"
,,"Level 13 - Slab",,"tower b","site qa","pre-pour","level 13","slab"
,,"Level 13 - Stairs",,"tower b","site qa","level 13","stairs"
,,"Level 13 - Columns",,"tower b","site qa","columns","level 13"
,,"Level 13 - Core Lobby",,"tower b","core lobby","site qa","level 13"
,,"Level 14 - Slab",,"tower b","site qa","pre-pour","level 14","slab"
,,"Level 14 - Stairs",,"tower b","site qa","level 14","stairs"
,,"Level 14 - Columns",,"tower b","site qa","level 14","columns"
,,"Level 14 - Core Lobby",,"tower b","core lobby","site qa","level 14"
,,"Level 15 - Slab",,"level 15","tower b","site qa","pre-pour","slab"
,,"Level 15 - Stairs",,"level 15","tower b","site qa","stairs"
,,"Level 15 - Columns",,"level 15","tower b","site qa","columns"
,,"Level 15 - Core Lobby",,"level 15","tower b","core lobby","site qa"
,,"Level 16 - Slab",,"level 16","tower b","site qa","pre-pour","slab"
,,"Level 16 - Stairs",,"level 16","tower b","site qa","stairs"
,,"Level 16 - Columns",,"level 16","tower b","site qa","columns"
,,"Level 16 - Core Lobby",,"level 16","tower b","core lobby","site qa"
,,"Level 17 - Slab",,"tower b","site qa","level 17","pre-pour","slab"
,,"Level 17 - Stairs",,"tower b","site qa","level 17","stairs"
,,"Level 17 - Columns",,"tower b","site qa","level 17","columns"
,,"Level 17 - Core Lobby",,"tower b","core lobby","site qa","level 17"
,,"Level 18 - Slab",,"tower b","level 18","site qa","pre-pour","slab"
,,"Level 18 - Stairs",,"tower b","level 18","site qa","stairs"
,,"Level 18 - Columns",,"tower b","level 18","site qa","columns"
,,"Level 18 - Core Lobby",,"tower b","level 18","core lobby","site qa"
,,"Level 19 - Slab",,"tower b","site qa","pre-pour","level 19","slab"
,,"Level 19 - Stairs",,"tower b","site qa","level 19","stairs"
,,"Level 19 - Columns",,"tower b","site qa","level 19","columns"
,,"Level 19 - Core Lobby",,"tower b","core lobby","site qa","level 19"
,,"Level 20 - Slab",,"tower b","site qa","level 20","pre-pour","slab"
,,"Level 20 - Stairs",,"tower b","site qa","level 20","stairs"
,,"Level 20 - Columns",,"tower b","site qa","level 20","columns"
,,"Level 20 - Core Lobby",,"tower b","core lobby","site qa","level 20"
,,"Level 21 - Slab",,"tower b","level 21","site qa","pre-pour","slab"
,,"Level 21 - Stairs",,"tower b","level 21","site qa","stairs"
,,"Level 21 - Columns",,"tower b","level 21","site qa","columns"
,,"Level 21 - Core Lobby",,"tower b","level 21","core lobby","site qa"
,,"Level 22 - Slab",,"tower b","site qa","pre-pour","level 22","slab"
,,"Level 22 - Stairs",,"tower b","site qa","level 22","stairs"
,,"Level 22 - Columns",,"tower b","site qa","level 22","columns"
,,"Level 22 - Core Lobby",,"tower b","core lobby","site qa","level 22"
,,"Level 23 - Slab",,"tower b","site qa","level 23","pre-pour","slab"
,,"Level 23 - Stairs",,"tower b","site qa","level 23","stairs"
,,"Level 23 - Columns",,"tower b","site qa","level 23","columns"
,,"Level 23 - Core Lobby",,"tower b","core lobby","site qa","level 23"
,,"Level 24 - Slab",,"tower b","site qa","pre-pour","level 24","slab"
,,"Level 24 - Stairs",,"tower b","site qa","level 24","stairs"
,,"Level 24 - Columns",,"tower b","site qa","columns","level 24"
,,"Level 24 - Core Lobby",,"tower b","core lobby","site qa","level 24"
,,"Level 25 - Slab",,"tower b","site qa","pre-pour","level 25","slab"
,,"Level 25 - Stairs",,"tower b","site qa","level 25","stairs"
,,"Level 25 - Columns",,"tower b","site qa","level 25","columns"
,,"Level 25 - Core Lobby",,"tower b","core lobby","site qa","level 25"
,,"Level 26 - Slab",,"level 26","tower b","site qa","pre-pour","slab"
,,"Level 26 - Stairs",,"level 26","tower b","site qa","stairs"
,,"Level 26 - Columns",,"level 26","tower b","site qa","columns"
,,"Level 26 - Core Lobby",,"level 26","tower b","core lobby","site qa"
,,"Level 27 - Slab",,"level 27","tower b","site qa","pre-pour","slab"
,,"Level 27 - Stairs",,"level 27","tower b","site qa","stairs"
,,"Level 27 - Columns",,"level 27","tower b","site qa","columns"
,,"Level 27 - Core Lobby",,"level 27","tower b","core lobby","site qa"
,,"Level 28 - Slab",,"tower b","site qa","level 28","pre-pour","slab"
,,"Level 28 - Stairs",,"tower b","site qa","level 28","stairs"
,,"Level 28 - Columns",,"tower b","site qa","level 28","columns"
,,"Level 28 - Core Lobby",,"tower b","core lobby","site qa","level 28"
,,"Level 29 - Slab",,"tower b","level 29","site qa","pre-pour","slab"
,,"Level 29 - Stairs",,"tower b","level 29","site qa","stairs"
,,"Level 29 - Columns",,"tower b","level 29","site qa","columns"
,,"Level 29 - Core Lobby",,"tower b","level 29","core lobby","site qa"
,,"Level 30 - Slab",,"level 30","tower b","site qa","pre-pour","slab"
,,"Level 30 - Stairs",,"level 30","tower b","site qa","stairs"
,,"Level 30 - Columns",,"level 30","tower b","site qa","columns"
,,"Level 30 - Core Lobby",,"level 30","tower b","core lobby","site qa"
,,"Level 31 - Slab",,"tower b","site qa","level 31","pre-pour","slab"
,,"Level 31 - Stairs",,"tower b","site qa","level 31","stairs"
,,"Level 31 - Columns",,"tower b","site qa","level 31","columns"
,,"Level 31 - Core Lobby",,"tower b","core lobby","site qa","level 31"
,,"Level 32 - Slab",,"tower b","level 32","site qa","pre-pour","slab"
,,"Level 32 - Stairs",,"tower b","level 32","site qa","stairs"
,,"Level 32 - Columns",,"tower b","level 32","site qa","columns"
,,"Level 32 - Core Lobby",,"tower b","level 32","core lobby","site qa"
,,"Level 33 - Slab",,"tower b","site qa","pre-pour","level 33","slab"
,,"Level 33 - Stairs",,"tower b","site qa","level 33","stairs"
,,"Level 33 - Columns",,"tower b","site qa","level 33","columns"
,,"Level 33 - Core Lobby",,"tower b","core lobby","site qa","level 33"
,,"Level 34 - Slab",,"tower b","site qa","level 34","pre-pour","slab"
,,"Level 34 - Stairs",,"tower b","site qa","level 34","stairs"
,,"Level 34 - Columns",,"tower b","site qa","level 34","columns"
,,"Level 34 - Core Lobby",,"tower b","core lobby","site qa","level 34"
,,"Level 35 - Slab",,"tower b","site qa","pre-pour","level 35","slab"
,,"Level 35 - Stairs",,"tower b","site qa","level 35","stairs"
,,"Level 35 - Columns",,"tower b","site qa","columns","level 35"
,,"Level 35 - Core Lobby",,"tower b","core lobby","site qa","level 35"
,,"Level 36 - Slab",,"tower b","site qa","pre-pour","level 36","slab"
,,"Level 36 - Stairs",,"tower b","site qa","level 36","stairs"
,,"Level 36 - Columns",,"tower b","site qa","level 36","columns"
,,"Level 36 - Core Lobby",,"tower b","core lobby","site qa","level 36"
,,"Level 37 - Slab",,"level 37","tower b","site qa","pre-pour","slab"
,,"Level 37 - Stairs",,"level 37","tower b","site qa","stairs"
,,"Level 37 - Columns",,"level 37","tower b","site qa","columns"
,,"Level 37 - Core Lobby",,"level 37","tower b","core lobby","site qa"
,,"Level 38 - Slab",,"level 38","tower b","site qa","pre-pour","slab"
,,"Level 38 - Stairs",,"level 38","tower b","site qa","stairs"
,,"Level 38 - Columns",,"level 38","tower b","site qa","columns"
,,"Level 38 - Core Lobby",,"level 38","tower b","core lobby","site qa"
,,"Level 39 - Slab",,"tower b","site qa","level 39","pre-pour","slab"
,,"Level 39 - Stairs",,"tower b","site qa","level 39","stairs"
,,"Level 39 - Columns",,"tower b","site qa","level 39","columns"
,,"Level 39 - Core Lobby",,"tower b","core lobby","site qa","level 39"
,,"Level 40 - Slab",,"level 40","tower b","site qa","pre-pour","slab"
,,"Level 40 - Stairs",,"level 40","tower b","site qa","stairs"
,,"Level 40 - Columns",,"level 40","tower b","site qa","columns"
,,"Level 40 - Core Lobby",,"level 40","tower b","core lobby","site qa"
,,"Level 41 - Slab",,"level 41","tower b","site qa","pre-pour","slab"
,,"Level 41 - Stairs",,"level 41","tower b","site qa","stairs"
,,"Level 41 - Columns",,"level 41","tower b","site qa","columns"
,,"Level 41 - Core Lobby",,"level 41","tower b","core lobby","site qa"
,,"Level 42 - Slab",,"tower b","site qa","level 42","pre-pour","slab"
,,"Level 42 - Stairs",,"tower b","site qa","level 42","stairs"
,,"Level 42 - Columns",,"tower b","site qa","level 42","columns"
,,"Level 42 - Core Lobby",,"tower b","core lobby","site qa","level 42"
,,"Level 43 - Slab",,"tower b","level 43","site qa","pre-pour","slab"
,,"Level 43 - Stairs",,"tower b","level 43","site qa","stairs"
,,"Level 43 - Columns",,"tower b","level 43","site qa","columns"
,,"Level 43 - Core Lobby",,"tower b","level 43","core lobby","site qa"
,,"Level 44 - Slab",,"tower b","site qa","pre-pour","level 44","slab"
,,"Level 44 - Stairs",,"tower b","site qa","level 44","stairs"
,,"Level 44 - Columns",,"tower b","site qa","level 44","columns"
,,"Level 44 - Core Lobby",,"tower b","core lobby","site qa","level 44"
,,"Level 45 - Slab",,"tower b","site qa","level 45","pre-pour","slab"
,,"Level 45 - Stairs",,"tower b","site qa","level 45","stairs"
,,"Level 45 - Columns",,"tower b","site qa","level 45","columns"
,,"Level 45 - Core Lobby",,"tower b","core lobby","site qa","level 45"
,,"Level 46 - Slab",,"tower b","site qa","pre-pour","level 46","slab"
,,"Level 46 - Stairs",,"tower b","site qa","level 46","stairs"
,,"Level 46 - Columns",,"tower b","site qa","columns","level 46"
,,"Level 46 - Core Lobby",,"tower b","core lobby","site qa","level 46"
,,"Level 47 - Slab",,"tower b","site qa","pre-pour","level 47","slab"
,,"Level 47 - Stairs",,"tower b","site qa","level 47","stairs"
,,"Level 47 - Columns",,"tower b","site qa","level 47","columns"
,,"Level 47 - Core Lobby",,"tower b","core lobby","site qa","level 47"
,,"Level 48 - Slab",,"level 48","tower b","site qa","pre-pour","slab"
,,"Level 48 - Stairs",,"level 48","tower b","site qa","stairs"
,,"Level 48 - Columns",,"level 48","tower b","site qa","columns"
,,"Level 48 - Core Lobby",,"level 48","tower b","core lobby","site qa"
,,"Level 49 - Slab",,"level 49","tower b","site qa","pre-pour","slab"
,,"Level 49 - Stairs",,"level 49","tower b","site qa","stairs"
,,"Level 49 - Columns",,"level 49","tower b","site qa","columns"
,,"Level 49 - Core Lobby",,"level 49","tower b","core lobby","site qa"
,,"Level 50 - Slab",,"tower b","site qa","pre-pour","level 50","slab"
,,"Level 50 - Stairs",,"tower b","site qa","level 50","stairs"
,,"Level 50 - Columns",,"tower b","site qa","level 50","columns"
,,"Level 50 - Core Lobby",,"tower b","core lobby","site qa","level 50"
,,"Level 51 - Slab",,"level 51","tower b","site qa","pre-pour","slab"
,,"Level 51 - Stairs",,"level 51","tower b","site qa","stairs"
,,"Level 51 - Columns",,"level 51","tower b","site qa","columns"
,,"Level 51 - Core Lobby",,"level 51","tower b","core lobby","site qa"
,,"Level 52 - Slab",,"level 52","tower b","site qa","pre-pour","slab"
,,"Level 52 - Stairs",,"level 52","tower b","site qa","stairs"
,,"Level 52 - Columns",,"level 52","tower b","site qa","columns"
,,"Level 52 - Core Lobby",,"level 52","tower b","core lobby","site qa"
,,"Level 53 - Slab",,"tower b","site qa","level 53","pre-pour","slab"
,,"Level 53 - Stairs",,"tower b","site qa","level 53","stairs"
,,"Level 53 - Columns",,"tower b","site qa","level 53","columns"
,,"Level 53 - Core Lobby",,"tower b","core lobby","site qa","level 53"
,,"Level 54 - Slab",,"tower b","level 54","site qa","pre-pour","slab"
,,"Level 54 - Stairs",,"tower b","level 54","site qa","stairs"
,,"Level 54 - Columns",,"tower b","level 54","site qa","columns"
,,"Level 54 - Core Lobby",,"tower b","level 54","core lobby","site qa"
,,"Level 55 - Slab",,"tower b","site qa","pre-pour","level 55","slab"
,,"Level 55 - Stairs",,"tower b","site qa","level 55","stairs"
,,"Level 55 - Columns",,"tower b","site qa","level 55","columns"
,,"Level 55 - Core Lobby",,"tower b","core lobby","site qa","level 55"
,,"Level 56 - Slab",,"tower b","site qa","level 56","pre-pour","slab"
,,"Level 56 - Stairs",,"tower b","site qa","level 56","stairs"
,,"Level 56 - Columns",,"tower b","site qa","level 56","columns"
,,"Level 56 - Core Lobby",,"tower b","core lobby","site qa","level 56"
,,"Level 57 - Slab",,"tower b","site qa","pre-pour","level 57","slab"
,,"Level 57 - Stairs",,"tower b","site qa","level 57","stairs"
,,"Level 57 - Columns",,"tower b","site qa","columns","level 57"
,,"Level 57 - Core Lobby",,"tower b","core lobby","site qa","level 57"
,,"Level 58 - Slab",,"tower b","site qa","pre-pour","level 58","slab"
,,"Level 58 - Stairs",,"tower b","site qa","level 58","stairs"
,,"Level 58 - Columns",,"tower b","site qa","level 58","columns"
,,"Level 58 - Core Lobby",,"tower b","core lobby","site qa","level 58"
,,"Level 59 - Slab",,"level 59","tower b","site qa","pre-pour","slab"
,,"Level 59 - Stairs",,"level 59","tower b","site qa","stairs"
,,"Level 59 - Columns",,"level 59","tower b","site qa","columns"
,,"Level 59 - Core Lobby",,"level 59","tower b","core lobby","site qa"
,"Columns"
,,"Drawings, Set Out & Specifications",,"drawings, set out & specifications"
,,"Obtain current and approved Structural/Architectural Drawings",,"obtain current and approved structural/architectural drawings"
,,"Obtain current Specification",,"obtain current specification"
,,"Verification of Preceding Works",,"verification of preceding works"
,,"Submission of certified formwork design",,"submission of certified formwork design"
