PANEL,ISSUE,JOBNUMBER,LEVEL,TYPE,PANEL-ID,ZONE,COLOUR,THK,VOL,MASS,NET_AREA,GROSS_AREA,MPA,REO_KG,KGM3,WIDTH,HEIGHT,TRANSPORT_WIDTH,TRANSPORT_HEIGHT,LIFTING_CLUTCH_TYPE,LIFTER_WLL,FRANNA_REQUIRED
'01-13,CONSTRUCTION,MOS005,L01,SPECIAL,'01-13,PW6,GREY,700,1.8,4.57,3.48,3.73,50,301.39,167.83,3927,951,3927,951,LMC10 ,10.0T ,NO
'01-14,CONSTRUCTION,MOS005,L01,SPECIAL,'01-14,PW6,GREY,700,1.8,4.57,3.48,3.73,50,301.39,167.83,3927,951,3927,951,LMC10 ,10.0T ,NO
'01-15,CONSTRUCTION,MOS005,L01,SPECIAL,'01-15,PW6,GREY,700,2.1,5.33,3.73,3.96,50,320.55,152.29,4168,952,4168,951,LMC10 ,10.0T ,NO
'01-16,CONSTRUCTION,MOS005,L01,SPECIAL,'01-16,PW6,GREY,700,2.1,5.33,3.73,3.96,50,320.55,152.29,4168,951,4168,951,LMC10 ,10.0T ,NO
'01-17,CONSTRUCTION,MOS005,L01,SPECIAL,'01-17,PW6,GREY,700,1.8,4.57,3.48,3.73,50,301.39,167.83,3927,951,3927,951,LMC10 ,10.0T ,NO
'01-18,CONSTRUCTION,MOS005,L01,SPECIAL,'01-18,PW6,GREY,700,1.8,4.57,3.48,3.73,50,301.39,167.83,3927,951,3927,951,LMC10 ,10.0T ,NO
'01-19,CONSTRUCTION,MOS005,L01,SPECIAL,'01-19,PW6,GREY,700,2.1,5.33,3.73,3.96,50,320.55,152.29,4168,951,4168,951,LMC10 ,10.0T ,NO
'01-20,CONSTRUCTION,MOS005,L01,SPECIAL,'01-20,PW6,GREY,700,2.1,5.33,3.73,3.96,50,320.55,152.29,4168,951,4168,951,LMC10 ,10.0T ,NO
'01-21,CONSTRUCTION,MOS005,L01,SPECIAL,'01-21,PW6,GREY,700,1.8,4.57,3.48,3.73,50,301.39,167.83,3927,951,3927,951,LMC10 ,10.0T ,NO
'01-22,CONSTRUCTION,MOS005,L01,SPECIAL,'01-22,PW6,GREY,700,1.8,4.57,3.48,3.73,50,301.39,167.83,3928,952,3927,951,LMC10 ,10.0T ,NO
'01-23,CONSTRUCTION,MOS005,L01,SPECIAL,'01-23,PW6,GREY,700,2.1,5.33,3.73,3.96,50,320.55,152.29,4168,951,4168,951,LMC10 ,10.0T ,NO
'01-24,CONSTRUCTION,MOS005,L01,SPECIAL,'01-24,PW6,GREY,700,2.1,5.33,3.73,3.96,50,320.55,152.29,4168,951,4168,951,LMC10 ,10.0T ,NO
'01-25,CONSTRUCTION,MOS005,L01,SPECIAL,'01-25,PW6,GREY,700,1.8,4.57,3.48,3.73,50,301.39,167.83,3927,951,3927,951,LMC10 ,10.0T ,NO
'02-01,CONSTRUCTION,MOS005,L02,PANEL,'02-01,PW1B,GREY,200,1.83,4.3,9.17,9.17,50,258.96,141.18,1501,6110,1501,6110,LMC10 ,10.0T ,YES
'02-02,CONSTRUCTION,MOS005,L02,PANEL,'02-02,PW1B,GREY,200,1.5,3.54,7.52,7.52,50,221.3,147.12,1231,6110,1231,6110,LMC10 ,10.0T ,YES
'02-03,CONSTRUCTION,MOS005,L02,PANEL,'02-03,PW2,GREY,200,1.79,4.43,8.94,9.25,50,305.98,171.05,1600,5780,1600,5780,LMC10 ,10.0T ,YES
'02-04,CONSTRUCTION,MOS005,L02,PANEL,'02-04,PW1B,GREY,200,2.06,4.99,11.11,11.11,50,349.7,169.49,3000,3022,3571,3110,LMC10 ,10.0T ,NO
'02-05,CONSTRUCTION,MOS005,L02,PANEL,'02-05,PW1B,GREY,200,2.21,5.33,11.07,11.11,50,364.12,164.48,3460,3210,3460,3210,LMC10 ,10.0T ,NO
'02-06,CONSTRUCTION,MOS005,L02,PANEL,'02-06,PW1B,GREY,200,1.79,4.32,8.93,11.04,50,308.53,172.7,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'02-07,CONSTRUCTION,MOS005,L02,PANEL,'02-07,PW1B,GREY,200,2.12,5.14,0.68,3,50,348.65,164.2,3000,3110,2999,1000,LMC10 ,10.0T ,NO
'02-08,CONSTRUCTION,MOS005,L02,PANEL,'02-08,PW1B,GREY,200,2.21,5.32,11.07,11.11,50,354.82,160.28,3460,3210,3460,3210,LMC10 ,10.0T ,NO
'02-09,CONSTRUCTION,MOS005,L02,PANEL,'02-09,PW1B,GREY,200,1.5,3.59,7.49,11.04,50,263.45,175.8,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'02-10,CONSTRUCTION,MOS005,L02,PANEL,'02-10,PW3B,GREY,200,2.04,4.9,10.2,10.21,50,301.65,147.94,3700,2760,3700,2760,LMC10 ,10.0T ,NO
'02-11,CONSTRUCTION,MOS005,L02,PANEL,'02-11,PW3,GREY,200,2.04,4.87,10.22,10.24,50,217.83,106.54,3710,2760,3710,2760,LMC10 ,10.0T ,NO
'02-12,CONSTRUCTION,MOS005,L02,PANEL,'02-12,PW1B,GREY,200,2.06,4.99,0.68,3,50,349.7,169.49,3000,3022,2999,1000,LMC10 ,10.0T ,NO
'02-13,CONSTRUCTION,MOS005,L02,PANEL,'02-13,PW1B,GREY,200,1.97,4.8,9.85,10.83,50,380.64,193.26,3374,3210,3374,3210,LMC10 ,10.0T ,NO
'02-14,CONSTRUCTION,MOS005,L02,PANEL,'02-14,PW1B,GREY,200,1.61,3.87,8.06,11.32,50,299.07,185.59,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'02-15,CONSTRUCTION,MOS005,L02,PANEL,'02-15,PW1B,GREY,200,1.84,4.44,9.21,11.32,50,332.64,180.68,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'02-16,CONSTRUCTION,MOS005,L02,PANEL,'02-16,PW1B,GREY,200,2.16,5.22,10.79,10.83,50,354.34,164.16,3373,3210,3373,3210,LMC10 ,10.0T ,NO
'02-17,CONSTRUCTION,MOS005,L02,PANEL,'02-17,PW1B,GREY,200,2.12,5.14,0.68,3,50,348.65,164.2,3000,3110,2999,1000,LMC10 ,10.0T ,NO
'02-18,CONSTRUCTION,MOS005,L02,PANEL,'02-18,PW2,GREY,200,1.79,4.43,8.94,9.25,50,305.98,171.05,1600,5780,1600,5780,LMC10 ,10.0T ,YES
'02-19,CONSTRUCTION,MOS005,L02,PANEL,'02-19,PW1B,GREY,200,1.5,3.61,7.52,7.52,50,261.4,173.91,1230,6110,1230,6110,LMC10 ,10.0T ,YES
'02-20,CONSTRUCTION,MOS005,L02,PANEL,'02-20,PW2A,GREY,200,1.64,3.82,8.21,8.54,50,203.93,124.16,3040,2810,3040,2810,LMC10 ,10.0T ,NO
'02-21,CONSTRUCTION,MOS005,L02,PANEL,'02-21,PW3A,GREY,200,2.83,6.89,14.14,14.69,50,421.14,148.95,2550,5760,2550,5760,LMC10 ,10.0T ,YES
'02-22,CONSTRUCTION,MOS005,L02,PANEL,'02-22,PW1B,GREY,200,1.83,4.36,9.17,9.17,50,324.39,176.85,1501,6110,1501,6110,LMC10 ,10.0T ,YES
'02-23,CONSTRUCTION,MOS005,L02,PANEL,'02-23,PW2B,GREY,200,1.61,3.81,8.04,8.55,50,238.54,148.36,1480,5780,1480,5780,LMC10 ,10.0T ,YES
'02-24,CONSTRUCTION,MOS005,L02,PANEL,'02-24,PW1A,GREY,200,1.24,2.94,6.21,6.21,50,173.27,139.51,1000,6209,1000,6209,LMC10 ,10.0T ,YES
'02-25,CONSTRUCTION,MOS005,L02,PANEL,'02-25,PW3B,GREY,200,2.02,4.84,10.09,10.1,50,295.14,146.26,3660,2760,3660,2760,LMC10 ,10.0T ,NO
'02-26,CONSTRUCTION,MOS005,L02,PANEL,'02-26,PW1B,GREY,200,1.91,4.62,9.57,9.57,50,306.66,160.29,2980,3210,2980,3210,LMC10 ,10.0T ,NO
'02-27,CONSTRUCTION,MOS005,L02,PANEL,'02-27,PW1B,GREY,200,2.3,5.57,11.52,12.46,50,406.53,176.5,3882,3210,3882,3210,LMC10 ,10.0T ,NO
'02-28,CONSTRUCTION,MOS005,L02,PANEL,'02-28,PW1B,GREY,200,1.78,4.25,8.91,12.36,50,309.95,174.02,3852,3210,3852,3210,LMC10 ,10.0T ,NO
'02-29,CONSTRUCTION,MOS005,L02,PANEL,'02-29,PW1B,GREY,200,1.91,4.62,9.57,9.57,50,306.66,160.29,2980,3210,2980,3210,LMC10 ,10.0T ,NO
'02-30,CONSTRUCTION,MOS005,L02,PANEL,'02-30,PW1B,GREY,200,2.3,5.58,11.52,12.46,50,402.9,174.93,3882,3210,3882,3210,LMC10 ,10.0T ,NO
'02-31,CONSTRUCTION,MOS005,L02,PANEL,'02-31,PW1B,GREY,200,1.81,4.37,9.06,12.36,50,332.05,183.28,3852,3210,3852,3210,LMC10 ,10.0T ,NO
'02-32,CONSTRUCTION,MOS005,L02,PANEL,'02-32,PW3A,GREY,200,2.23,5.48,11.14,11.58,50,389.82,174.91,2010,5760,2010,5760,LMC10 ,10.0T ,YES
'02-33,CONSTRUCTION,MOS005,L02,PANEL,'02-33,PW3B,GREY,200,2.02,4.84,10.08,10.1,50,296.11,146.81,3660,2760,3660,2760,LMC10 ,10.0T ,NO
'02-34,CONSTRUCTION,MOS005,L02,PANEL,'02-34,PW1A,GREY,200,1.24,3.01,6.21,6.21,50,208.6,167.96,1000,6210,1000,6210,LMC10 LMC10 ,10.0T 7.0T ,YES
'02-36,CONSTRUCTION,MOS005,L02,PANEL,'02-36,PW2B,GREY,200,2.06,4.94,10.32,10.33,50,305,147.81,3676,2810,3676,2810,LMC10 ,10.0T ,NO
'02-37,CONSTRUCTION,MOS005,L02,PANEL,'02-37,PW2B,GREY,200,2.05,4.81,10.27,10.33,50,302.38,147.27,3676,2810,3676,2810,LMC10 ,10.0T ,NO
'02-38,CONSTRUCTION,MOS005,L02,PANEL,'02-38,PW2B,GREY,200,2.04,4.72,10.22,10.22,50,299.28,146.43,3676,2780,3676,2780,LMC10 ,10.0T ,NO
'02-39,CONSTRUCTION,MOS005,L02,PANEL,'02-39,PW3,GREY,200,2.84,7.01,14.2,14.71,50,399.59,140.67,2553,5760,2553,5760,LMC10 ,10.0T ,YES
'02-40,CONSTRUCTION,MOS005,L02,PANEL,'02-40,PW2,GREY,200,1.67,4.06,8.36,8.65,50,204.1,122.08,3080,2810,3080,2810,LMC10 ,10.0T ,NO
'02-41,CONSTRUCTION,MOS005,L02,PANEL,'02-41,PW2,GREY,200,2.21,5.48,11.03,11.56,50,364.42,165.24,2000,5780,2000,5780,LMC10 ,10.0T ,YES
'02-42,CONSTRUCTION,MOS005,L02,PANEL,'02-42,PW2A,GREY,200,2.24,5.46,11.18,11.56,50,381.51,170.62,2000,5780,2000,5780,LMC10 ,10.0T ,YES
'02-43,CONSTRUCTION,MOS005,L02,PANEL,'02-43,PW2,GREY,200,2.24,5.55,11.18,11.56,50,361.05,161.47,2000,5780,2000,5780,LMC10 ,10.0T ,YES
'02-44,CONSTRUCTION,MOS005,L02,PANEL,'02-44,PW2,GREY,200,2.24,5.55,11.18,11.56,50,361.05,161.47,2000,5780,2000,5780,LMC10 ,10.0T ,YES
'02-45,CONSTRUCTION,MOS005,L02,PANEL,'02-45,PW2,GREY,200,2.21,5.47,11.03,11.56,50,359.14,162.8,2000,5780,2000,5780,LMC10 ,10.0T ,YES
'02-46,CONSTRUCTION,MOS005,L02,COLUMN,'02-46,P-C3,GREY,300,1.28,3.04,4.28,4.53,50,228.1,177.65,800,5660,800,7010,LMC10 ,8.0T ,YES
'02-47,CONSTRUCTION,MOS005,L02,COLUMN,'02-47,P-C3,GREY,300,0.66,1.59,2.21,2.21,50,142.04,214.43,800,2760,800,4110,LMC10 ,8.0T ,NO
'02-48,CONSTRUCTION,MOS005,L02,COLUMN,'02-48,P-C2,GREY,300,1,2.49,3.33,3.46,50,227.95,228.17,600,5760,600,7210,LMC10 ,8.0T ,YES
'02-49,CONSTRUCTION,MOS005,L02,COLUMN,'02-49,P-C5,GREY,350,0.48,1.13,1.38,1.38,50,70.06,145.06,500,2760,500,4010,LMC10 ,7.0T ,NO
'02-50,CONSTRUCTION,MOS005,L02,COLUMN,'02-50,P-C3,GREY,300,1.28,3.04,4.28,4.53,50,228.1,177.65,800,5660,800,7010,LMC10 ,8.0T ,YES
'02-51,CONSTRUCTION,MOS005,L02,COLUMN,'02-51,P-C2,GREY,300,1.01,2.56,3.35,3.47,50,226.44,225.04,600,5780,600,7130,LMC10 ,8.0T ,YES
'02-52,CONSTRUCTION,MOS005,L02,COLUMN,'02-52,P-C6,GREY,400,1.34,3.36,3.35,3.47,50,188.09,140.2,600,5780,600,7130,LMC10 ,10.0T ,YES
'02-53,CONSTRUCTION,MOS005,L02,COLUMN,'02-53,P-C7,GREY,500,1.68,4.21,3.35,3.47,50,268.78,160.28,600,5780,600,7280,LMC10 LMC10 ,10.0T 7.0T ,YES
'02-54,CONSTRUCTION,MOS005,L02,COLUMN,'02-54,P-C3,GREY,300,1.34,3.3,4.47,4.62,50,229.85,171.32,800,5780,800,6980,LMC10 ,8.0T ,YES
'02-55,CONSTRUCTION,MOS005,L02,COLUMN,'02-55,P-C4,GREY,300,1.68,4.1,5.59,5.78,50,246.23,146.83,1000,5780,1000,7130,LMC10 LMC10 ,10.0T 7.0T ,YES
'02-56,CONSTRUCTION,MOS005,L02,COLUMN,'02-56,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LMC10 ,7.0T ,NO
'02-57,CONSTRUCTION,MOS005,L02,COLUMN,'02-57,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LMC10 ,7.0T ,NO
'02-58,CONSTRUCTION,MOS005,L02,COLUMN,'02-58,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LMC10 ,7.0T ,NO
'02-59,CONSTRUCTION,MOS005,L02,BALUSTRADE,'02-59,,GREY,200,0.66,1.64,2.83,2.83,40,78.09,119.01,1740,1625,1739,1625,LMC10 ,10.0T ,NO
'02-60,CONSTRUCTION,MOS005,L02,BALUSTRADE,'02-60,,GREY,200,2.44,6.06,1.38,9.73,40,238.95,97.86,4507,1775,4506,2159,LMC10 LC05 ,7.0T 5.0T ,NO
'02-61,CONSTRUCTION,MOS005,L02,BALUSTRADE,'02-61,,GREY,200,0.66,1.64,2.83,2.83,40,78.09,119.01,1740,1625,1739,1625,LMC10 ,10.0T ,NO
'03-04,CONSTRUCTION,MOS005,L03,PANEL,'03-04,,GREY,200,2.07,4.83,0.68,3,40,245,118.43,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'03-05,CONSTRUCTION,MOS005,L03,PANEL,'03-05,PW1A,GREY,200,2.1,4.86,10.48,10.48,40,255.13,121.68,3460,3030,3460,3030,LMC10 ,10.0T ,NO
'03-06,CONSTRUCTION,MOS005,L03,PANEL,'03-06,PW1A,GREY,200,1.72,4.1,8.58,11.04,40,264.83,154.26,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'03-07,CONSTRUCTION,MOS005,L03,PANEL,'03-07,,GREY,200,2.07,4.83,0.68,3,40,245.05,118.45,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'03-08,CONSTRUCTION,MOS005,L03,PANEL,'03-08,PW1A,GREY,200,2.1,4.86,10.48,10.48,40,252.87,120.6,3460,3030,3460,3030,LMC10 ,10.0T ,NO
'03-09,CONSTRUCTION,MOS005,L03,PANEL,'03-09,PW1A,GREY,200,1.43,3.47,7.15,11.04,40,226.46,158.27,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'03-10,CONSTRUCTION,MOS005,L03,PANEL,'03-10,PW3,GREY,200,2.04,4.75,10.2,10.21,40,242.23,118.8,3700,2760,3700,2760,LMC10 ,10.0T ,NO
'03-11,CONSTRUCTION,MOS005,L03,PANEL,'03-11,PW3,GREY,200,2.04,4.96,10.22,10.24,40,231.32,113.14,3710,2760,3710,2760,LMC10 ,10.0T ,NO
'03-12,CONSTRUCTION,MOS005,L03,PANEL,'03-12,,GREY,200,2.07,4.83,0.68,3,40,245,118.43,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'03-13,CONSTRUCTION,MOS005,L03,PANEL,'03-13,PW1A,GREY,200,1.86,4.38,9.28,10.22,40,276.03,148.75,3373,3030,3373,3030,LMC10 ,10.0T ,NO
'03-14,CONSTRUCTION,MOS005,L03,PANEL,'03-14,PW1A,GREY,200,1.52,3.72,7.59,11.32,40,278.63,183.59,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'03-15,CONSTRUCTION,MOS005,L03,PANEL,'03-15,PW1B,GREY,200,1.77,4.31,8.84,11.32,40,330.11,186.68,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'03-16,CONSTRUCTION,MOS005,L03,PANEL,'03-16,PW1A,GREY,200,2.04,4.77,10.22,10.22,40,247.96,121.27,3373,3030,3373,3030,LMC10 ,10.0T ,NO
'03-17,CONSTRUCTION,MOS005,L03,PANEL,'03-17,,GREY,200,2.07,4.83,0.68,3,40,245.05,118.45,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'03-20,CONSTRUCTION,MOS005,L03,PANEL,'03-20,PW2A,GREY,200,1.64,3.83,8.21,8.54,40,211.67,128.87,3040,2810,3040,2810,LMC10 ,10.0T ,NO
'03-25,CONSTRUCTION,MOS005,L03,PANEL,'03-25,PW3B,GREY,200,2.02,4.64,10.09,10.1,40,174.3,86.38,3660,2760,3660,2760,LMC10 ,10.0T ,NO
'03-26,CONSTRUCTION,MOS005,L03,PANEL,'03-26,PW1B,GREY,200,1.81,4.38,9.03,9.03,40,307.51,170.28,2980,3030,2980,3030,LMC10 ,10.0T ,NO
'03-27,CONSTRUCTION,MOS005,L03,PANEL,'03-27,PW1A,GREY,200,2.16,5.21,10.82,11.76,40,304.94,140.95,3882,3030,3882,3030,LMC10 ,10.0T ,NO
'03-28,CONSTRUCTION,MOS005,L03,PANEL,'03-28,PW1A,GREY,200,1.69,4.1,8.46,12.36,40,261.63,154.55,3852,3210,3852,3210,LMC10 ,10.0T ,NO
'03-29,CONSTRUCTION,MOS005,L03,PANEL,'03-29,PW1B,GREY,200,1.81,4.38,9.03,9.03,40,307.51,170.28,2980,3030,2980,3030,LMC10 ,10.0T ,NO
'03-30,CONSTRUCTION,MOS005,L03,PANEL,'03-30,PW1B,GREY,200,2.16,5.31,10.82,11.76,40,399.22,184.53,3882,3030,3882,3030,LMC10 ,10.0T ,NO
'03-31,CONSTRUCTION,MOS005,L03,PANEL,'03-31,PW1A,GREY,200,1.71,4.18,8.56,12.36,40,274.84,160.62,3852,3210,3852,3210,LMC10 ,10.0T ,NO
'03-33,CONSTRUCTION,MOS005,L03,PANEL,'03-33,PW3B,GREY,200,2.02,4.64,10.08,10.1,40,173.49,86.02,3660,2760,3660,2760,LMC10 ,10.0T ,NO
'03-35,CONSTRUCTION,MOS005,L03,PANEL,'03-35,PW2A,GREY,200,0.78,1.81,3.89,3.89,40,113.98,146.42,1480,2630,1480,2630,LMC10 ,10.0T ,NO
'03-38,CONSTRUCTION,MOS005,L03,PANEL,'03-38,PW2,GREY,200,1.11,2.62,5.56,5.56,40,164.12,147.59,2000,2780,2000,2780,LMC10 ,10.0T ,NO
'03-40,CONSTRUCTION,MOS005,L03,PANEL,'03-40,PW2,GREY,200,1.66,4.06,8.32,8.65,40,204.1,122.6,3080,2810,3080,2810,LMC10 ,10.0T ,NO
'03-47,CONSTRUCTION,MOS005,L03,COLUMN,'03-47,P-C3,GREY,300,0.66,1.59,2.21,2.21,50,142.04,214.43,800,2760,800,4110,LMC10 ,8.0T ,NO
'03-49,CONSTRUCTION,MOS005,L03,COLUMN,'03-49,P-C5,GREY,350,0.48,1.13,1.38,1.38,50,70.06,145.06,500,2760,500,4010,LMC10 ,7.0T ,NO
'03-56,CONSTRUCTION,MOS005,L03,COLUMN,'03-56,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LMC10 ,7.0T ,NO
'03-57,CONSTRUCTION,MOS005,L03,COLUMN,'03-57,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LMC10 ,7.0T ,NO
'03-58,CONSTRUCTION,MOS005,L03,COLUMN,'03-58,P-C2,GREY,300,0.5,1.22,1.65,1.66,50,137.24,276.67,600,2760,600,4210,LMC10 ,7.0T ,NO
'03-59,CONSTRUCTION,MOS005,L03,BALUSTRADE,'03-59,,GREY,200,0.51,1.29,2.22,2.22,40,67.69,131.48,1740,1275,1739,1275,LMC10 ,10.0T ,NO
'03-60,CONSTRUCTION,MOS005,L03,BALUSTRADE,'03-60,,GREY,200,1.96,4.89,1.38,9.73,40,211.67,107.97,4507,1425,4506,2159,LMC10 LC05 ,7.0T 5.0T ,NO
'03-61,CONSTRUCTION,MOS005,L03,BALUSTRADE,'03-61,,GREY,200,0.51,1.29,2.22,2.22,40,67.69,131.48,1740,1275,1739,1275,LMC10 ,10.0T ,NO
'04-01,CONSTRUCTION,MOS005,L04,PANEL,'04-01,PW1B,GREY,200,1.81,4.28,9.05,9.05,40,296.33,163.7,1501,6030,1501,6030,LMC10 ,10.0T ,YES
'04-02,CONSTRUCTION,MOS005,L04,PANEL,'04-02,PW1A,GREY,200,1.48,3.46,7.42,7.42,40,192.66,129.78,1231,6030,1231,6030,LMC10 ,10.0T ,YES
'04-03,CONSTRUCTION,MOS005,L04,PANEL,'04-03,PW2,GREY,200,1.79,4.47,8.94,9.25,40,305.98,171.05,1600,5780,1600,5780,LMC10 ,10.0T ,YES
'04-04,CONSTRUCTION,MOS005,L04,PANEL,'04-04,,GREY,200,2.07,4.96,0.68,3,40,245,118.43,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'04-05,CONSTRUCTION,MOS005,L04,PANEL,'04-05,PW1A,GREY,200,2.1,5.01,10.48,10.48,40,255.13,121.68,3460,3030,3460,3030,LMC10 ,10.0T ,NO
'04-06,CONSTRUCTION,MOS005,L04,PANEL,'04-06,PW1A,GREY,200,1.72,4.18,8.58,11.04,40,264.83,154.26,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'04-07,CONSTRUCTION,MOS005,L04,PANEL,'04-07,,GREY,200,2.07,4.96,0.68,3,40,245.05,118.45,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'04-08,CONSTRUCTION,MOS005,L04,PANEL,'04-08,PW1A,GREY,200,2.1,5.01,10.48,10.48,40,252.87,120.6,3460,3030,3460,3030,LMC10 ,10.0T ,NO
'04-09,CONSTRUCTION,MOS005,L04,PANEL,'04-09,PW1A,GREY,200,1.43,3.51,7.15,11.04,40,226.46,158.27,3440,3210,3440,3210,LMC10 ,10.0T ,NO
'04-10,CONSTRUCTION,MOS005,L04,PANEL,'04-10,PW3,GREY,200,2.04,4.95,10.2,10.21,40,226.36,111.01,3700,2760,3700,2760,LMC10 ,10.0T ,NO
'04-11,CONSTRUCTION,MOS005,L04,PANEL,'04-11,PW3,GREY,200,2.04,4.96,10.22,10.24,40,231.32,113.14,3710,2760,3710,2760,LMC10 ,10.0T ,NO
'04-12,CONSTRUCTION,MOS005,L04,PANEL,'04-12,,GREY,200,2.07,4.96,0.68,3,40,245,118.43,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'04-13,CONSTRUCTION,MOS005,L04,PANEL,'04-13,PW1A,GREY,200,1.86,4.5,9.28,10.22,40,276.03,148.75,3373,3030,3373,3030,LMC10 ,10.0T ,NO
'04-14,CONSTRUCTION,MOS005,L04,PANEL,'04-14,PW1A,GREY,200,1.52,3.74,7.59,11.32,40,277.91,183.12,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'04-15,CONSTRUCTION,MOS005,L04,PANEL,'04-15,PW1B,GREY,200,1.77,4.31,8.84,11.32,40,330.11,186.68,3525,3210,3525,3210,LMC10 ,10.0T ,NO
'04-16,CONSTRUCTION,MOS005,L04,PANEL,'04-16,PW1A,GREY,200,2.04,4.91,10.22,10.22,40,247.96,121.27,3373,3030,3373,3030,LMC10 ,10.0T ,NO
'04-17,CONSTRUCTION,MOS005,L04,PANEL,'04-17,,GREY,200,2.07,4.96,0.68,3,40,245.05,118.45,3000,3030,2999,1000,LMC10 ,10.0T ,NO
'04-18,CONSTRUCTION,MOS005,L04,PANEL,'04-18,PW2,GREY,200,1.79,4.47,8.94,9.25,40,305.98,171.05,1600,5780,1600,5780,LMC10 ,10.0T ,YES
'04-19,CONSTRUCTION,MOS005,L04,PANEL,'04-19,PW1A,GREY,200,1.48,3.55,7.42,7.42,40,192.57,129.81,1230,6030,1230,6030,LMC10 ,10.0T ,YES
'04-20,CONSTRUCTION,MOS005,L04,PANEL,'04-20,PW2,GREY,200,1.64,3.97,8.21,8.54,40,236.71,144.12,3040,2810,3040,2810,LMC10 ,10.0T ,NO
'04-21,CONSTRUCTION,MOS005,L04,PANEL,'04-21,PW3,GREY,200,2.83,7.09,14.14,14.69,40,416.55,147.33,2550,5760,2550,6010,LMC10 ,10.0T ,YES
