"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc44f316-65af-4658-a916-8acccb901119","","checklist-flat","","SYS - Job Details Checklist (V1)","checklist-flat","FALSE","FALSE","Job Details"
"a184365c-6c00-4ce8-9630-0f3593ca1e64","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture"
"1149ba57-3fb5-4b6b-92bb-a6ab6eee47ba","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels"
"13270611-ddca-49d2-bbb2-734b4a5ea9bf","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building A "
"8f6a35b1-8d7d-431b-a2ab-9e906ab24be6","","folder-normal","","","step","TRUE","FALSE","Precast Manufacture","Precast Panels","Building A ","782-A-P01 to 782-A-P104/05"
"f94aea0b-9932-4ede-be4d-60d825eccd44","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P44/01"
"bb6315b5-fc01-48e0-8685-64176a1f5bb2","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P44/02"
"a0271415-1722-4393-866d-59c5f12977fd","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P44/03"
"400f8926-a650-4288-a1a2-8317eefce51f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P44/04"
"41670238-4a04-4509-a096-08510bcd3002","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P45/01"
"57fbe842-f72f-4f34-92ab-31c18c799422","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P45/02"
"2c33192d-34d8-4a1b-883e-74877bd13bc6","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P45/03"
"402d46b0-5de6-4c65-9d1c-f2953de241d9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P45/04"
"bb45f8ce-319d-4509-82dc-00ef4f5c41e7","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P46/01"
"b9470978-697e-4876-ac05-a96873109d1a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P46/02"
"8be90a8e-8bd0-4b20-b9bf-2efaf190dcab","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P46/03"
"876bc4c5-85ad-4c48-9db0-89dddaae3552","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P46/04"
"7fc6b824-5b15-4951-b500-167e89f46ee2","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P47/01"
"64a8d02b-4365-472e-9bc9-0e5a470f25fc","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P47/02"
"470a82af-cd27-479e-aff3-424f6eb75ba9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P47/03"
"29debaa2-7783-48bb-971b-d20eb36a83e1","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P47/04"
"fa2f2f28-dbc8-4016-969a-ad06f6c7daa9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P48/01"
"5aca3c55-6ccd-459c-a15f-ebb409299565","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P48/02"
"36323589-52e1-4729-87e5-ba368acc4ff5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P48/03"
"efaa587b-afd2-42a0-8429-53efcd6168bc","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P48/04"
"23bf284f-4112-4621-82ee-1d0eb9a36407","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P49/01"
"932327d7-4f8d-476e-9ee1-8379ceeb513c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P49/02"
"cd908f48-cbd2-4eb6-a641-1bfab41c95a3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P49/03"
"7023975b-93d0-4ec6-a238-da6cedbb56a0","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P49/04"
"541cb30f-2c66-4f33-9198-af8add7eaa49","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P50/01"
"0bb831a8-205c-41a2-b458-2a2d633d4f05","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P50/02"
"aaea7612-65f2-469a-80b1-c443e5e6c3ff","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P50/03"
"34802c3a-1154-4d6c-8a11-741bdbaedcf5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P50/04"
"0c0b2fdc-2dba-4be2-abde-096b9671f28f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P51/01"
"744669c2-c127-47bb-8dd9-3eb6569a98ac","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P51/02"
"eaeb97b7-3fed-4371-ac80-7141602cdae0","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P51/03"
"9f2e2525-b91d-4f3f-95d6-2d71aecd569f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P51/04"
"bd32d57b-8b31-44d0-bafd-8801ed6336f1","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P52/01"
"6177440c-d514-452b-b51b-0afe53bc8daa","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P52/02"
"f0a0825a-7e98-4fd4-a6da-4bbb0b06dec7","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P52/03"
"2cb2bbf4-fd1f-4c2d-85d2-ee35d583ea1e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P52/04"
"3c6230e2-a619-4881-bb30-58dc8a9946ca","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P53/01"
"75c2765b-3451-4d56-a8ca-bd23d0dc2958","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P53/02"
"e64b971f-d898-428d-8eb2-197cce9a2af5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P53/03"
"1ab83158-0e4a-4ddd-b0cb-b2f33c24e353","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P53/04"
"2cd6eb33-cced-4cff-92c1-d43dbbfef434","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P54/01"
"0c0cf523-81e0-4d5c-8cec-fb76bc3251fe","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P54/02"
"087a7f38-8464-416b-a8b2-c8cef6a5082f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P54/03"
"71cf7fc2-a057-4e59-b6a7-bbdcd953a645","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P54/04"
"ab436db6-ab54-4788-ba8b-1c9842512973","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P55/01"
"3a2c01b3-e38d-4ee3-9e87-993602551999","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P55/02"
"2a5f9e64-68e8-4084-8508-87f8c401e61b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P55/03"
"cfdcdc3f-b6ab-4331-97a0-4b8b0a30aada","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P55/04"
"a1ac998b-84ac-4fd1-a1be-efd2fb7f8197","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P56/01"
"89965930-4f95-47e8-a213-5a87250d1ad1","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P56/02"
"9d249260-bcbf-48a7-8bd4-da74a2c1440f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P56/03"
"6a1d0458-f11f-45eb-992e-d241462ab6e3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P56/04"
"9de74286-85a2-4d36-b66c-b20987cdceed","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P57/01"
"41586566-41bb-408d-895c-3db9594c0626","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P57/02"
"1bb92f22-d4ff-496a-9bee-c0f8c96c9454","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P57/03"
"4c72112f-d9dd-4c5d-bb1a-951d6a2efc1f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P57/04"
"e1a02cee-4399-4c9c-aba1-d373912ac50b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P58/01"
"3497b8e1-8f4b-4e2b-b5d8-84065f0c0045","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P58/02"
"69fa36ae-a939-4103-a559-6c32644374f3","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P58/03"
"cc1f69ae-20f3-483a-b337-bd3d16921f91","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P58/04"
"93dab2a2-a595-44cf-aa4e-95af0a0ce57e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P59/01"
"672a6a71-daf0-4ed5-8d60-d460a967c79c","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P59/02"
"d09d28da-d511-4008-af44-fa89f29b86ed","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P59/03"
"5a8a1d67-905a-4d72-a722-22871cdb69a7","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P59/04"
"ee93037d-fe0c-4c7a-aff5-04924f27af3a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P60/01"
"84f75a2a-8c14-4135-9463-b87cb6e879ee","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P60/02"
"a8c3f925-2f25-48ba-8c1a-4b759169eb41","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P60/03"
"50357fd5-1b65-4520-a4e2-bc719042b457","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P60/04"
"11f486c9-a266-48f1-a9cf-0cc3f2ddd7db","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P61/01"
"5e7da30a-0eaa-42f1-bac9-636ce3d48125","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P61/02"
"d653a3ae-f12b-481e-bf84-c3a9b0b2e52b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P61/03"
"56caafc9-80eb-41ab-aea2-6d7054d4b9a4","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P61/04"
"3e8c9a67-c6b2-4b89-b28d-32dfdd6dba1b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P62/01"
"1c33d742-d135-4398-8ec7-f5326925bca1","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P62/02"
"2abf99ed-e0e5-4ffc-bff3-c59219ae0e56","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P62/03"
"689f05f5-9e7e-4a9f-855b-8132fe6405ff","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P62/04"
"d66f1d43-9e9e-4658-a1bf-b77902946209","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P63/01"
"6a15d654-1c8b-4cd0-b3e7-760cd1cbe839","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P63/02"
"bbd477d6-9d2e-40f5-b1db-0472e4405d70","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P63/03"
"6c5b2bf1-c839-4dcc-a6e2-7d1a9ca01b96","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P63/04"
"cf074fcd-49f8-4597-8f9e-afd0bef71fe4","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P64/01"
"dbe61f78-29f2-4d7f-a847-77dda55a6c6f","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P64/02"
"2b23d051-fa9a-4c18-9e3f-7833759bfa9e","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P64/03"
"f10dc161-6b73-458d-ae56-89dff03c2641","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P64/04"
"12bbb92b-7b8b-45bc-95a5-3327ad0c0dec","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P65/01"
"df7eed82-8654-4556-a7c3-62a80efbe76b","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P65/02"
"3b9692d8-e86e-4422-ae3e-324e7d396316","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P65/03"
"ce965862-7564-4d77-8601-8311f818c9ea","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P65/04"
"e8ae43f1-8637-4b7c-9df1-572a58743611","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P66/01"
"cb68832d-c7f5-478d-9ba6-939c395df506","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P66/02"
"e11ee7a6-936a-4792-aefe-fc86851bfb23","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P66/03"
"0f56dfa0-eaa3-4437-b27f-4ff1eca874f5","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P66/04"
"bcb7eb30-2c40-4069-b3f8-f20f2eac33b1","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P67/01"
"3e51db70-6bf7-4895-a153-9d69dd521275","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P68/01"
"36f95644-e333-447b-b915-a58959873fc8","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P68/02"
"41614383-b882-4c86-8aa5-cf32b13d6df9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P68/03"
"b8eee94f-fc70-476a-b330-97fbabf5ef12","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P68/04"
"91cad618-1ab7-44e1-bb55-3c1bf2adde0d","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P69/01"
"d712faee-d096-45e3-a4ee-74a3b5f43415","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P69/02"
"7be9a6e5-4746-405d-b9bb-02f68fd2077a","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P69/03"
"dc52e828-4ede-4625-8a4b-ea9577e318bc","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P69/04"
"f19450fb-5c03-4d0d-8182-a59f299d20ef","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P70/05"
"1fdd356a-91de-4a24-8d13-d03ac7726882","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P71/05"
"d2b45ba9-a943-48e6-884d-1bb6360d5b70","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P72/05"
"12476b5d-dd5e-46e7-b2bd-00ab61acba43","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P73/05"
"9b933101-49a7-461f-a3b0-87f02e2b41e9","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P74/05"
"cb438dfa-5150-496f-a1ef-b9851efdb102","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P75/05"
"b903b49e-b6ff-46c9-884b-d1520d4fe660","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P76/05"
"d37c9dc9-383a-40c5-8209-d530580ae4fa","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P77/05"
"f8eb1a83-0988-4ea8-8718-d25ee39ba1bc","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P78/05"
"79afedae-5108-4c21-b499-2932fefbf813","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P79/05"
"56bcdf8c-de3f-439d-aa5b-8e5820c394bf","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P80/05"
"8f3fae0c-2a7b-467f-9cfa-5442fa1a9962","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P81/05"
"b109c58e-ea10-4d07-b487-4e724de5e313","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P82/05"
"2a318b0a-29da-47d8-942a-76fadc280176","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P83/05"
"9488f8be-b5d6-4e1c-8ecc-2da9346c15bf","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P84/05"
"556a08fe-8008-4971-b27b-1e28dac18615","","checklist-sectioned","","QA - Item Checklist (V6)","checklist","FALSE","FALSE","Precast Manufacture","Precast Panels","Building C","782-C-P01 to 782-C-P101/05","782-C-P85/05"
