"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ed1ed806-aa00-4706-a758-c1516dcaca5b","","folder-normal","","","step","TRUE","FALSE","Basement 1"
"3ae20fc5-db22-4721-95bc-ad5a1f505520","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P176"
"25dd9956-f7cb-4e90-8c18-1f3f18184a0c","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P177"
"2dad4305-b607-49f7-a628-ddba10a04264","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P178"
"702ffe3b-f1d0-4aea-b3e6-b9b1c61042b6","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P179"
"69ad4ba7-a8f2-4a61-ab4c-3a117470a907","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P180"
"7730900e-a3e3-4446-8d44-758e9e29742f","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P181"
"ceb7ff19-0509-4f86-9ead-0185d244dcf8","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P182"
"806ce86a-c46d-4424-a6ae-63117b49b6ff","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P183"
"5029c244-5069-4a22-8ba3-bb147cb7409d","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P184"
"40285958-9c3e-4328-bfd9-b83219fa7b79","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P185"
"df217397-0785-48da-8f1b-df7b30555593","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P186"
"b6e126c2-afd1-4702-a998-3fc20f0b4e71","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P187"
"e52d8a53-1a59-46a6-9183-d4d7a1a4ee5d","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P188"
"4ed233de-4509-4764-ba13-2e19ade3b662","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P188a"
"78fc6d91-d4fb-4f85-8238-0921e0423f6f","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P189"
"fc8671b5-cd7c-4582-be67-41905cb68e17","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P190"
"379d9399-2f1b-4f76-b1ea-540b27439e05","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P191"
"00aac66e-419c-44c8-ac90-bb88f70ba2c9","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P191a"
"a270eb03-9c72-4ff7-853f-4e688b537c0b","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P192"
"b264f562-0ab8-4453-9d8a-09b041e92e70","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P193"
"542c93e7-c752-4fbc-b6e5-266520b09f0f","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P194"
"b1f6296d-dcb6-40ef-bd82-10c8e7f141b0","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P195"
"989c4a9e-7b5f-4ffd-b5a9-842f0565bf6d","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P196"
"242c2b4e-3c49-4244-90ac-4c162a7dc5e2","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P197"
"8661a4d2-5752-4aed-b701-24fa752e3868","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P198"
"b1bc746b-9603-48d4-bc26-5e836a5078c4","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P199"
"9b1102c8-09ce-4d37-b2e5-5749946a5c26","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P200"
"48d93f4d-09d7-4b23-863b-7eb32e73ac84","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P201"
"fa5fea66-3ac3-4895-b499-d0e7da2d9609","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P202"
"5ba78d1f-9f2b-40c6-b1dd-812c1efcfdd6","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P203"
"2f9a4445-310a-48d2-8452-1c541388e63a","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P204"
"7ac4a798-0115-424c-9032-06232315797e","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P205"
"97b01edd-429a-4097-b454-997c57c646cf","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P206"
"dc09ebe8-0a0f-47e8-a48a-609a543b512c","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P207"
"3f26c529-7777-4680-affe-e41577b679bc","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 6","L6-P208"
"caa0b07b-b366-437e-9673-859851fa8e24","","folder-normal","","","step","TRUE","FALSE","Level 7"
"af9b4e45-fa32-4195-b95a-2b2c2dc78945","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-CP137"
"7c2eef4c-f20d-4abd-9252-cb1519d6a53b","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-CP138"
"175e94e6-b5dc-43f0-ac64-d1d2f10f075a","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-CP139"
"7ba6b126-4951-4b32-976d-12f049e8380a","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-CP140"
"cb1c45a0-e7e3-4f8a-abed-3ebdba3f09c2","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-CP141"
"513812d2-ce3c-41b0-bb83-8a80fe1f1953","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P113"
"52f6b9ba-8095-4be3-bd48-01fd29982b63","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P114"
"cf5591b9-6c90-4372-b0f9-62eccdbc0f00","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-P133"
"ab2c41de-bda3-4d2d-85d7-e56a476206d8","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P135"
"321fe324-0f98-4a67-8693-c265ffbe6663","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P136"
"2292b8d8-2981-4009-9fd3-591ca74cc403","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P158"
"5b0f7d16-1ceb-4dde-8748-1d91849ced90","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P159"
"c4be35f1-a558-4571-b620-82e209aa75c9","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P160"
"ca3aca56-d6b5-4bd4-8af7-8490d9d6d80a","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P167"
"8f1e5b83-115f-48b4-88e4-b0269f4807fe","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P168"
"799f2aed-853f-4ffa-885c-529a0cecdb2c","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P169"
"fac34722-f4bc-4e58-987d-fb0977ea62a1","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P184"
"4999ff35-99f9-4aa4-bff7-dd8b48b508fe","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P185"
"d68ab8e3-dda9-4774-8247-3bcf2e20a4b5","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P186"
"8ef170d1-2966-4335-9d6f-e388738e5fe0","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P188"
"db6a3c05-7756-4bad-b2da-49f571177b51","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P188A"
"1766d45f-340d-414e-8b3c-d41f8a6d915d","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P189"
"0ade2655-0d9a-4f36-a12b-8efc79ee23a1","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P190"
"91c1ca15-704c-4cd7-ac49-03df0fafc167","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P191"
"3dbda215-e961-40f9-8a15-743265257661","","checklist-sectioned","","85d9c695a1fcf5eef6ee08e97718a9ab963293a4895ee414e0237b778d242e19","checklist","FALSE","FALSE","Level 7","L7-P191a"
"6ccfb763-08fc-4f93-b4bc-43580e8035b5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-P192"
"1686c682-0107-44e3-aeba-67c9861e72fe","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-P193"
"43a9d489-d357-4fa5-a4d0-c6c802ed734b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 7","L7-P194"
"5f73fca9-d375-4fe3-9dda-4e69d058e7af","","folder-normal","","","step","TRUE","FALSE","Level 8"
"7680ad04-1f49-469b-bee4-7a915729fc5a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-CP137"
"7ea88287-cd51-442d-8286-54acc8e533f8","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-CP138"
"96d209c7-e8ce-4420-b65e-b30339efb7dc","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-CP139"
"6907f169-7e61-4cb2-8833-6d35b944d0c5","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-CP140"
"1870383e-6d23-45bc-901b-00aac3012428","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-CP141"
"f5d18c74-ba25-47c0-990a-6aaee5c89269","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P113"
"70c12539-4b23-4931-8c1a-7b699ca70922","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P134"
"f7fd0dbe-0e4c-4451-a24a-066ffc62f611","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P135"
"5666aba5-e011-470c-9724-75a76fe2c5f4","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P135A"
"d5408311-1c88-4bf3-a54f-77009ea96f00","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P136"
"7e2de609-65f3-4510-9edc-59ca8be7ad84","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P158"
"dcd0c5ff-4335-4501-845f-a7ad4109c11c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P159"
"84325c2b-7c12-4c15-9ccd-d8fa250916fa","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P162"
"e0724668-0946-49a8-8aa4-a17f22cf9602","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P163"
"8c114635-8a47-4b54-9b4f-bc22096b6bb3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P164"
"49005136-22ef-4603-8ece-cde12cf59aec","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P165"
"24d8252f-10fc-497e-99cf-4c452f03edae","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P166"
"a61cbac7-c2db-40e0-abae-8e17502bba02","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P167"
"14106e30-7b5e-414a-af02-f49a28e2f985","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P168"
"12855456-cfae-495a-a1b9-ae99b5d65e8e","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P169"
"23b7091f-300f-418f-844b-16eed1e7b262","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P170"
"df6b34c9-e90f-4616-8647-fdbd64c7dd48","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P171"
"290d023f-6b9c-4d0f-aaff-ddca5cac4f52","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P172"
"3dd50235-a25d-4e02-8ab0-5b2f706b2687","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P173"
"ae6dc77f-b4ca-44cc-b696-9fda48ba07f2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P174"
"2735e769-3b0c-46b8-b127-68e6d45cf870","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P175"
"dda8757e-027c-44d1-b269-6b23ea785d93","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P176"
"4bf900f8-3a14-4327-b017-07e801ce665c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P177"
"65f74caf-d355-4438-b837-395814a84e5c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P178"
"e0fe84b0-faea-4a85-aae3-2518cc332fdb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P179"
"8cfc9f3c-0a1a-4701-85e5-2114f62911ad","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P180"
"f29fd6c2-fa14-4f98-a806-9e8ca28dbc2d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P181"
"bada08a9-5206-42b9-97a3-a8547ffa158c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P182"
"e5eeab9d-382f-4a18-ac79-70267ba9477a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P183"
"bcbee37b-7e8c-470f-a5a0-7d06b36dd1f1","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P184"
"cad3e596-700d-4448-855a-c80dc964643d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P185"
"6aab72f8-1de5-49ac-907a-02dd5abd90f9","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P186"
"b604cde0-6e1e-4d98-b106-ce5cd48c1b4f","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P187"
"7115958e-0c96-4e6a-bc4a-8a956a88548d","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P188"
"76b58b85-650c-469a-9f88-638698e28b5a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P188a"
"b5b81fe8-554e-4a7b-859d-f2c33122e3c6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P189"
"f38389e6-3f83-4c81-9f2c-72925c359e12","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P190"
"a49bb91e-f175-4f73-b385-17b0c3ab9a38","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P191"
"2238e66d-015f-4a37-a595-ba6f25a646db","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P191a"
"b2de406d-d53a-41c4-a8fd-5b1450feebc0","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P192"
"7edbaf26-b08c-4e93-9309-bec4c2cdd73c","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P193"
"89f14d88-d6c8-4b92-bab5-ec52375f9834","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P194"
"d621abf1-6354-441e-a868-32e9cc0aaab2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P195"
"ca56a693-1bc2-4676-bb00-2e51053f2c34","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P196"
"39c86784-5718-42c8-a87b-79ce346e3bfb","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P197"
"3c6591f7-bf6a-4043-9a5f-0cd72747e94b","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P198"
"11291209-82dd-4f03-bc64-f3d0d0e30d0a","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P199"
"1b672118-4053-4f59-95c6-04bd3e03d614","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P200"
"e123c653-4ebd-4fa8-81c0-c9ef90685ba2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P201"
"6faae644-7c99-44ff-a726-b78f339e31f7","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P202"
"f3b5f735-4507-4837-8d26-73c3004bc025","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P203"
"172640e1-2d21-4991-910d-29e9dbd25d24","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P204"
"36fad9dd-7950-4f50-bb30-631697957d12","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P205"
"49be5c31-b7f4-4629-866b-3e0a4c26ea20","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P205a"
"0a2aa67a-e0dc-4bbf-aaf3-1ac27c95b266","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P206"
"6f6573c7-44fb-4470-9296-6f58cc2ef1bf","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P207"
"8a96ff45-fe64-4355-a8fd-2f85566682b2","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 8","L8-P208"
"8562d56a-8dc2-407b-83ae-4f70a5b7e809","","folder-normal","","","step","TRUE","FALSE","Level 9"
"81eb2237-05d0-4258-ba76-99c2fb67c057","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 9","L9-CP137"
"69385247-5100-4e4b-9e9b-e4c87075f710","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 9","L9-CP138"
"47dd9493-17e7-43a0-b7ad-0ba26dc314ef","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 9","L9-CP139"
"be176369-8990-448b-b255-202700dd5525","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 9","L9-CP140"
"bad88be9-8454-43dc-b8dc-a0271a9dd6f3","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 9","L9-CP141"
"d56e22ce-9874-4d80-a270-3427be409667","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 9","L9-P135"
"c6e93eeb-e366-499b-bcd3-190277a8bd11","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 9","L9-P136"
"79069ba2-da46-4263-a93d-f0cf02e588e5","","folder-normal","","","step","TRUE","FALSE","Roof"
"6b3304a1-8266-4687-b9dd-0918fa20d1c6","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","RF-LD01"
"70437416-469e-4789-a504-1dea075a6c49","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","RF-LD02"
"84e911a3-9dad-44ec-b82d-0002e434dcea","","checklist-sectioned","","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Roof","RF-LD03"
