"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"78b59380-9fd8-4823-8321-e74bb482fba2","","pass","","folder","TRUE","FALSE","CORE 01"
"a38fe297-1042-43db-a483-694cd2d8a32b","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C20"
"91ba25f5-b11c-4142-827c-6a2f86f943d3","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C21"
"fecc33e4-4d17-4e6a-9ba3-9c0a71bc7e90","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C22"
"0ac89726-094d-43b0-9d0d-895c7b1f09b5","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C23"
"e0bb7062-3c23-48c7-a140-10724a32bc49","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C24"
"7148fbc5-d11a-476a-8bcc-1d0aa4ee523e","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C25"
"196eea64-9ae2-4423-b3ff-d8e9d50d0ff4","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C26"
"5cda65dc-423f-443c-b883-2d7d8b820605","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C27"
"7978db16-4c5a-4c94-9d0e-c135c90e32a1","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C28"
"fddf11cb-6b45-47d7-91e4-c23537974b68","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C29"
"d9cb28c5-1230-4f1f-bb17-6fa6bd218cfd","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C30"
"98cacece-ef88-41ce-ab44-ede5107fbada","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C31"
"276442ff-b3ee-4ca1-a50e-1b593c0dbec7","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C32"
"6bf3c944-f832-458f-9421-12dfb0abaaca","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C33"
"6942dd95-54ce-4452-b82c-fbad4eefb5fe","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C34"
"83a621e8-16b6-4b32-bd6d-5c1aa86d00d9","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C35"
"d67de490-b974-4e10-ba01-479b965e0243","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C36"
"ea62119c-a707-4967-89bb-eec44d0756c6","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C37"
"eb0d27b0-7b7a-4912-b79b-5f437b743206","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 01","C01C38"
"aa04ccf8-e719-4f74-a9ed-7818840b675d","","pass","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 01","C01LD01"
"02409f78-9270-47a6-b3c9-3e32e31ef6bf","","pass","","folder","TRUE","FALSE","CORE 02"
"921e658e-fe19-451e-a1f9-8a538054df9d","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C01"
"51ff099c-1ed0-4383-b4de-15a5babddad0","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C02"
"70ed8e76-653b-41a7-b95e-041b84589aac","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C03"
"f1c4614d-f0bb-4ac9-a33e-dcb5cdf84dde","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C04"
"7c66bc78-c63f-4961-8850-5174ebaa63b6","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C05"
"12be0d6b-3400-46ad-bcdf-ebe6128dfc6b","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C06"
"aea5a21d-0690-4d00-ae7d-28f293d6ac5c","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C07"
"d76b3f85-3aea-4ef0-a9cb-2578caff558d","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C08"
"473f046b-6a12-4c05-bee3-b6f69fe16be6","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C09"
"948eb08a-0705-4238-af65-705fe231ebdc","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C10"
"7a3acad5-1b53-48f0-83e5-ff883cdad023","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C11"
"6c61e431-499d-46cf-8ee0-bbacbe0e9b16","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C12"
"78344cea-7829-453f-af28-8a54a693d696","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C13"
"c3d8ca88-5d7c-46d3-841a-a137124d91cc","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C14"
"2718eb8f-e3e0-4b12-bb5c-a13fb1dd1132","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C15"
"4a11631e-c24f-4722-a90c-447a497b358b","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C16"
"11ae5fb7-4494-431b-9024-f331cd6a563b","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C17"
"9de6ee6c-0a4f-4704-ab43-45338e8f8a68","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C18"
"11466324-98a6-4445-a440-1f0350f050b8","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C19"
"162fde81-c2f8-4c30-8bbb-8d5727661f53","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C20"
"243063af-b4f0-4e5c-ab17-319ff66a3acd","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C21"
"b5b75fbb-0ce4-43e3-86db-d4c5283c219b","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C22"
"954b4706-91e9-4863-b8ca-9a04561573b0","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C23"
"96db299a-e535-4345-b298-ef0fbc734d15","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C24"
"d5cbcd0b-5103-4bc2-96c9-2d6636102476","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C25"
"8d80dd50-8d3c-4768-8992-aa9371991e5f","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C26"
"94fcef32-ed1a-435f-862d-77b2c3142a0c","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C27"
"3842eedc-20fa-4228-bbb3-28bc4738bfb4","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C28"
"9186e3cf-bb1c-4b10-b1d4-d9839684b389","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C29"
"4099e7bc-c06e-4992-a6a1-03e82c0f1b82","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C30"
"267d36ea-f928-41dc-938a-f7cda792765d","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C31"
"377bdc35-9828-42c5-9704-ffafd412331d","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C32"
"b8e6bbf1-3e91-4cdb-b507-7af3c37284a4","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C33"
"5b527a94-d3d2-411d-a2be-48976ba7d478","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C34"
"6100b6ae-1e76-4f18-a965-a7596bd80d53","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C35"
"215169e8-7cbf-4c61-9842-0307f77634a5","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 02","C02C36"
"78d189fe-a9a3-4212-9963-f180b301cd07","","work-in-progress","","folder","TRUE","FALSE","CORE 03"
"59aa2b73-49f3-46a0-891e-5cdcd90dae9b","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C01"
"e3cbd965-7c8b-42fd-9938-a45dd0b577e5","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C02"
"397bab9f-959f-4e14-9d59-dfecf624c2a3","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C03"
"c909ce45-9c19-4fea-81d1-07615e92828c","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C04"
"34afecf7-752a-46dd-80e5-9f8ac111d2ec","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C05"
"b4c35c6e-779f-4597-be9d-f192d34de44f","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C06"
"e825329e-fb1d-4781-8a9e-7c35c9482997","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C07"
"5b4ed6f5-591a-4de8-864a-661591476fdb","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C08"
"c9ffa1ff-c6f2-4536-87b8-06ebe287416e","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C09"
"999913dc-7eda-47d7-a3e0-ed499b4103d8","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C10"
"6fd6db55-3a0e-4780-9e55-07a5cfc1f76d","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C11"
"a513e340-7791-4c15-95e7-5fd6a7e1a935","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C12"
"5ed1243d-579e-4201-b219-0f3086a963f3","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C13"
"8afed002-c0f7-45b0-ab64-49b6b335f241","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C14"
"51b20f99-8243-470b-bbda-b9fa5d60f29d","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C15"
"c8b015ac-6812-46c9-88bb-cecb98b7dedf","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C16"
"190f419c-5995-42fb-8d80-7f8c477a1dc9","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C17"
"6576fd9e-dbf5-4ac3-ae39-fabdcd7c9a79","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C18"
"ce14dd69-6f2c-45c2-8b31-58ea61a6095b","","pass","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C19"
"a33f80ac-b1ec-4a99-af63-8636f6de6819","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C20"
"9797c109-2274-4b91-a7e3-694d7bf4891d","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C21"
"b768dccc-83bb-488a-83a3-4292965b6e90","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C22"
"11d9d1b2-6214-4e23-b0e0-6494670f1251","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C23"
"a3ded2a6-5ea0-4814-96bb-f5a99178918b","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C24"
"27deb65f-8d68-4f0f-86e8-c5284dbefc4d","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C25"
"4c6eb986-5d61-4be8-b7d3-f072b3f4bde1","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C26"
"e38c63c1-256a-4ef7-b7ef-c92c40fbeff4","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C27"
"e380109c-c702-4b61-ac28-f75b7a08f271","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C28"
"b4fda9bc-ee81-4778-a871-5922e6e0b1d9","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C29"
"eb560e1d-1538-4295-90b5-af1dd360f749","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C30"
"f560e42e-f731-41d2-aaf3-db713db3d4d7","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C31"
"ed131204-f973-42a1-81ce-e651606cde30","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C32"
"61d20440-4991-4e2a-ab36-ce77cd0b5486","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C33"
"4a1728b2-6691-4700-8a91-55b42e6ac9b1","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C34"
"0f8b9282-3025-4cc3-9f3b-cdcc27fd58cc","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C35"
"d5f8835e-ae16-4473-b0b5-01f8a3127546","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C36"
"4bb2cb6f-e3b4-4a20-90d4-1ba8322a795d","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C37"
"0a4ef093-5863-421e-b961-6611378a3e36","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 03","C03C38"
"106ca0ed-220d-4443-8e03-3d403eabf067","","work-in-progress","","folder","TRUE","FALSE","CORE 04"
"7e7aaea9-9a63-47dd-96a5-1622a8b2b68a","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C01"
"ce65ec93-9fae-4bfc-a470-154ff4d2639d","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C02"
"43f80487-0d59-4ae2-bb0a-51b63bd87a6a","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C03"
"ca7aab99-f6ac-4dcf-80f0-7a84ba6182d8","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C04"
"75f49579-3da6-411f-9281-5760b3c6b292","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C05"
"93c87746-cfd1-4b32-bae7-2a4365ab1ea1","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C06"
"6975dda9-7913-4ad2-8a77-ddbb1714c853","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C07"
"adfeb6bb-fc02-49a1-b93a-0b3e18cde4ed","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C08"
"1167805a-54c1-4ae3-b2b9-145b6a410610","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C09"
"eb73eae4-cc2c-4225-b459-31247ceac2d7","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C10"
"a1aa89bd-06e8-46ea-8c76-c66f67ea5ad9","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C11"
"a63d68c7-84cf-4908-8c69-579fe0852d28","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C12"
"aa471cf3-c2a3-4b2e-bd13-862234639457","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C13"
"51c798bc-7161-4158-8b40-582ece158db2","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C14"
"001b830c-6e76-48ff-a455-9d92e2a615e5","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C15"
"85665bf0-2a2e-40cb-b701-823382cfcb3d","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 04","C04C16"
