"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"78b59380-9fd8-4823-8321-e74bb482fba2","","pass","","folder","TRUE","FALSE","CORE 01"
"e5d22320-2735-4683-bf46-ec3a4811a047","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C23"
"c3510744-49b3-4eb8-b2fb-38c6f06ef396","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C24"
"cd36dc55-1aea-4b8f-8a9b-e66eb5b3f32f","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C25"
"ea89449c-cf37-44f0-a6ea-862462f335f6","","not-started","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C26"
"cc23961d-d038-44fb-a097-11c74a5870ab","","not-started","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C27"
"eb8c7024-b7d5-40d4-998b-da2f6bae004b","","not-started","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C28"
"65c0e91e-acd3-478c-9784-512d86f2cb01","","not-started","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C29"
"d38019ac-5ac9-43d1-acf1-25b815e223d9","","not-started","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C30"
"f0646c1b-8019-4dae-9876-e15b40f9385c","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C31"
"173ec2b0-c11b-45a8-907a-3455300983ce","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C32"
"ae82482d-000f-4db6-9bb4-9df025f4338f","","work-in-progress","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C33"
"c25163a0-0f7b-454f-b447-7ae95f140d7f","","not-started","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C34"
"01cc7dc1-87b4-46d5-8874-f754e4223aee","","not-started","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C35"
"83816909-c29a-4d33-9c18-1ca418ef5821","","not-started","1ca1e1d3e32dd8bb13e13d65caa21f018e03435de2693c1b02d042fe02b77e5e","checklist","FALSE","FALSE","CORE 07","C07C36"
"42b8f887-8e7c-4c06-8cf6-8c7263a6d985","","not-started","","folder","TRUE","FALSE","CORE 08"
"fb9bba9c-542d-48a3-b51f-23fb23bf9e40","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C01"
"90b9f460-5108-4ed6-b274-4e7c83da9ae7","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C02"
"6b765ff1-f4b6-4dd8-9e88-f9e91ed8ab28","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C03"
"d24fcd86-e092-4f82-b538-7d381cc07841","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C04"
"21cba7ab-9761-41b5-b602-3e796e329bbd","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C05"
"f54e32b0-d9fc-45f1-ad69-7e0095c0ce8b","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C06"
"e386463f-eded-4bbe-a575-ebb29b1ce05d","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C07"
"3fcfa116-1347-4f0e-a35b-29d1db6c1bd3","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C08"
"617f9d6f-8d5d-4148-b0ec-0952c7650b5f","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C09"
"b72116f6-47c8-405a-b3d4-8b3a32367a5b","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C10"
"00c2abb0-5581-4162-bb55-5f963f9f3e7b","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C11"
"5d247c71-5e5c-4f5f-b1a6-0c90fa59b267","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C12"
"6b1c6d68-950b-4391-b032-c38be6c5390f","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C13"
"49dc872c-6e38-433b-a2ee-166c7fab7965","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C14"
"47b903ed-b6f4-4283-9daf-8f4aa8b90f41","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C15"
"e5d545af-05f8-448e-ae02-2bd81110679f","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C16"
"afa6d044-8155-4178-a2a9-2b6d1e2ea15c","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C17"
"c03b1f5d-8152-436e-bf82-a93ad169b667","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C18"
"9bfcb14f-05f5-4ec6-858d-b626fa74f86c","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C19"
"53ee650e-c3e5-461c-9644-d61a2594b579","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C20"
"1468d3a1-592e-4d86-8fbd-1b3d392fe489","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C21"
"05c96f2c-66e5-4c3d-ae2f-06c507975cab","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C22"
"eedee740-d91f-46dd-b4e6-20431ff883f4","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C23"
"3aeca276-8410-4bf0-b4ba-ae9af048fde7","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C24"
"03f982ab-7a24-4060-866b-43afaf9fc5fe","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C25"
"d3c4613a-0990-45db-a88b-ef226b6c7e84","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C26"
"b0358d41-8c92-43fc-939d-905cfab3ecb7","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C27"
"bbe76f7b-efe4-4d91-ae7d-d642976134d1","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C28"
"85772082-71b3-4946-9ce0-be84f3b0ccb8","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C29"
"beb39c7f-bb42-40ac-b21a-0e5be12c1198","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C30"
"70a919f2-73f0-448e-ba80-021d9017da13","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C31"
"d7eeb074-a366-4e15-a294-163af49d58e9","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C32"
"eb2c2fd6-fb46-459d-ab5f-cb04bcb2fb4b","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C33"
"4d524ff4-437b-4d40-bdd3-7bc60afbd87b","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C34"
"53087486-1ecc-4d80-99b9-8f250ae7723a","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C35"
"18f6c708-3b0d-4acd-802c-35488ab5f804","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 08","C08C36"
"3c3cf28b-b194-48d9-a2dd-40cc543c1677","","work-in-progress","","folder","TRUE","FALSE","CORE 09"
"32319452-2eff-46ae-a89e-904e84d0a36b","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C01"
"817d6f96-b6f1-492a-9d0a-daa2ce5ccd38","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C02"
"42647640-aa81-4b0b-a364-a7d377ec2346","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C03"
"2816a007-6d3b-4cc2-a27c-75654f0b03ea","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C04"
"fa267dba-cfd6-45d5-a845-b6fe13cb31d0","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C05"
"4fc94a7e-d87c-4a73-b4fd-d74ecaa30de6","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C06"
"505a5ba6-761d-41e3-8061-111b6367e583","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C07"
"4dc995cb-ab18-4afb-8bec-98c559149c0a","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C08"
"8c89316a-e796-405a-a11e-1cee7f7ea002","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C09"
"460047e2-1662-488c-901a-8bc14751934e","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C10"
"a49012c0-08ad-43ba-8baf-e65ea1ef533d","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C11"
"cefe4820-26ce-4a5b-bad9-162f0f34eb29","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C12"
"b75b0f0a-c3bd-45ad-9606-0401b2ed34d9","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C13"
"da3fe0da-9763-41a0-a72c-a9cb81de3ba5","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C14"
"9891bd1a-e242-45d1-96d1-3109bf6a9ab3","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C15"
"71247740-ea23-42c1-9f80-04040ed53ead","","work-in-progress","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C16"
"0cc80cb8-a212-4597-a695-e076c16f50d7","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C17"
"a064cbcd-446e-4a39-ab85-8cd458a6f440","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C18"
"f33675ed-6432-4c62-afa4-eb881603956e","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C19"
"3e9bbec0-a2ee-4209-888b-13d8a004bf56","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C20"
"2f728767-6b65-4aec-97a4-8228d0784a61","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C21"
"27fcf414-d6ca-4c59-ae49-a0f207d048c1","","not-started","Commercial Projects Checklist V6","checklist","FALSE","FALSE","CORE 09","C09C22"
