"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"355ef459-b353-4bd8-8662-10c122f66761","","folder-normal","fail","","step","TRUE","FALSE","QA"
"be662c48-8e32-49c7-a243-9edd3ffb8210","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Foundations"
"08675d4a-4526-4cd3-a56c-6b96de817457","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 9 Apartments","Apartment 1203"
"f3073735-dd7d-42dd-bcec-b01affff23d1","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 9 Apartments","Apartment 1204"
"63419789-9c3c-470c-bdd5-9e4385fa1efc","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 9 Apartments","Apartment 1205"
"ee75de6b-ef0f-451d-a72e-5dd496fc4cd3","","folder-normal","fail","","step","TRUE","FALSE","QA","Deck Drains - Tower 2 Level 9 Penthouses"
"8425c1c1-69ba-462c-b6a5-a10a5f3c52ef","","checklist-flat","pass","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 9 Penthouses","Penthouse 07"
"aa65ab6f-0419-4110-b43e-4c2811c6aafc","","checklist-flat","fail","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 2 Level 9 Penthouses","Penthouse 08"
"fe41da72-9cd3-457a-9f13-6670ed70c28a","","folder-normal","fail","","step","TRUE","FALSE","QA","Deck Drains - Tower 1 Level 10 Penthouse"
"60dbeb06-6d96-4a26-86be-72d83310b8c2","","checklist-flat","fail","QA - Deck drains","checklist-flat","FALSE","FALSE","QA","Deck Drains - Tower 1 Level 10 Penthouse","Penthouse"
"9d44e113-8c56-44f3-a374-d285011b943c","","folder-normal","fail","","step","TRUE","FALSE","QA","Corridor Waters - Tower 1 "
"cf886452-e1f5-470b-8734-7854599fbb00","","checklist-flat","fail","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 1 ","Tower 1 level 1"
"3bc4fe6a-a237-4e61-83a8-92a0dc5f20e6","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 1 ","Tower 1 level 2"
"faeb4c8c-1172-44c9-8130-1480586595e0","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 1 ","Tower 1 level 3"
"0c5e4131-1b60-464f-87ce-785740cdf8dc","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 1 ","Tower 1 level 4"
"9411214d-9fc1-4270-9675-e00b0c6d9ce6","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 1 ","Tower 1 level 5"
"e9b2e35e-1e1b-42ef-888d-66d97f6787a8","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 1 ","Tower 1 level 6"
"19b0fbf7-ee5a-45c7-bff5-cc9d4d508240","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 1 ","Tower 1 level 7"
"358c972e-b4ff-4944-afe6-d2f1c79cb902","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 1 ","Tower 1 level 8"
"71c4cc65-75f1-40ea-80e6-a03447f4f267","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 1 ","Tower 1 level 9"
"44d867e6-3097-42e5-96a1-6783a7859e89","","checklist-flat","not-started","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 1 ","Tower 1 level 10"
"b9eeec85-55e6-4068-81e2-770a65d00075","","folder-normal","fail","","step","TRUE","FALSE","QA","Corridor Waters - Tower 2"
"0a31a352-4b4b-4f8e-8881-e6b09976079e","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 2","Tower 2 level 1"
"0d291835-b398-4634-bced-7a98d31a2cdd","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 2","Tower 2 level 2"
"c1e6f4d9-7ccf-4832-a7c3-1d634a66a264","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 2","Tower 2 level 3"
"e9f54458-0845-4393-a855-1348ec13e39a","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 2","Tower 2 level 4"
"1c5ccf30-bceb-431c-9b71-f9420d1f1152","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 2","Tower 2 level 5"
"d9823863-2595-497a-bb42-58af90da335e","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 2","Tower 2 level 6"
"ea7e2000-76cb-4c80-8279-a042c6034976","","checklist-flat","not-started","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 2","Tower 2 level 7"
"2f5d94d9-1235-4af4-bac8-d9b04719b927","","checklist-flat","pass","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 2","Tower 2 level 8"
"b303c378-dcf9-4206-b9c3-c530c130e516","","checklist-flat","fail","QA - Corridors","checklist-flat","FALSE","FALSE","QA","Corridor Waters - Tower 2","Tower 2 level 9"
"f1ff947e-fb2f-47de-8068-2b9640a72f8c","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Concierge "
"191b7902-c59b-4c94-add6-c7ce0275f05d","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","Concierge ","Concierge"
"158c9a53-56ce-4ca8-8d1d-205ba05f3b70","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","S102"
"e22df7f3-5aba-4537-b183-ef2ea9751c14","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","S102","S102"
"2d3778fb-7d8e-4732-90ff-c7515d43c43e","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","S103"
"67dfa84d-ca35-43b2-946a-833b43980362","","checklist-sectioned","work-in-progress","Townhouse Plumbing QA","checklist","FALSE","FALSE","QA","S103","S103"
"5de847bc-24ae-4eb6-a00f-77ae46cce408","","folder-normal","pass","","step","TRUE","FALSE"," PAPER QA"
"a9eaba96-e859-4e0a-a78a-753c66cc7289","","folder-normal","pass","","step","TRUE","FALSE"," PAPER QA"," FOUNDATIONS"
"5c96fd68-da30-4d51-a223-53ad2bdfbaf4","","folder-normal","pass","","step","TRUE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 1 - (Grids 1-6 & A-J)"
"31580f38-1f84-43cc-abdd-e0e5124d81a1","","checklist-sectioned","pass","Add Stormwater Mainline","checklist","FALSE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 1 - (Grids 1-6 & A-J)","Stormwater (Main Line)"
"dd4167df-e807-48bc-b7c8-20d8cf2e6878","","checklist-sectioned","pass","Add Waster Water Mainline","checklist","FALSE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 1 - (Grids 1-6 & A-J)","Waste Water (Main Line)"
"e1d303af-2f99-4992-a11e-79478ee599e3","","folder-normal","pass","","step","TRUE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 1 - (Grids 1-6 & A-J)"," Electrical Conduit "
"29bf8255-c120-4800-bcc2-08484a47173a","","checklist-sectioned","pass","Add Stormwater Mainline","checklist","FALSE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 1 - (Grids 1-6 & A-J)"," Electrical Conduit ","Stormwater (Main Line)"
"38377527-5512-4717-a74b-a0b676f1f1f4","","folder-normal","pass","","step","TRUE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 2 - (Grids 6-12 & A-J)"
"f6373c9a-7c9e-42c3-b06c-80a461d42750","","checklist-sectioned","pass","Add Stormwater Mainline","checklist","FALSE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 2 - (Grids 6-12 & A-J)","Stormwater (Main Line)"
"20c705ab-b5e3-4a71-9b8e-d5f9cff7c1f1","","checklist-sectioned","pass","Add Waster Water Mainline","checklist","FALSE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 2 - (Grids 6-12 & A-J)","Waste Water (Main Line)"
"5343c519-7c12-42b5-ad6d-f1c241863121","","folder-normal","pass","","step","TRUE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 3 - (Grids 1-6 & J-M)"
"97e291c7-82e6-46c1-8e5b-51bf6c00a9d4","","checklist-sectioned","pass","Add Stormwater Mainline","checklist","FALSE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 3 - (Grids 1-6 & J-M)","Stormwater (Main Line)"
"05565a38-2d34-47f3-90c9-d92e454f9591","","checklist-sectioned","pass","Add Waster Water Mainline","checklist","FALSE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 3 - (Grids 1-6 & J-M)","Waste Water (Main Line)"
"cb301730-1018-477d-bf80-b2a08ffa1575","","folder-normal","pass","","step","TRUE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 4 - (Grids 6-12 & J-M)"
"b1b5ca9c-e083-47ae-9bea-f24b66b09008","","checklist-sectioned","pass","Add Stormwater Mainline","checklist","FALSE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 4 - (Grids 6-12 & J-M)","Stormwater (Main Line)"
"3b286611-1b54-49f5-9534-33a5114adda6","","checklist-sectioned","not-applicable","Add Waster Water Mainline","checklist","FALSE","FALSE"," PAPER QA"," FOUNDATIONS"," Zone 4 - (Grids 6-12 & J-M)","Waste Water (Main Line)"
"b597e0f0-2034-4eca-b5c5-7daee2e7dbf2","","checklist-sectioned","pass","Add Stormwater Mainline","checklist","FALSE","FALSE"," PAPER QA","Stormwater and sewer main lines (grid 1-12 and M-N"
"ffbe6c4c-3120-4320-8caa-dd7a5c492beb","","checklist-sectioned","pass","Add Stormwater Mainline","checklist","FALSE","FALSE"," PAPER QA","Stormwater north east corner"
"dbfdd497-faaa-4873-9928-89fdff4d676c","","checklist-sectioned","pass","Add Stormwater Mainline","checklist","FALSE","FALSE"," PAPER QA","Stormwater eastern side of building"
