"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a06278dc-020f-464d-ad7c-4ab3e3aebe7d","","work-in-progress","","folder","TRUE","FALSE","Level 3"
"d450d6a7-58ed-4744-a508-f2192cd52547","","not-started","","folder","TRUE","FALSE","Level 1","Section G"
"491d8287-860d-467e-8d38-4184ee530cd9","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section G","Exterior balustrade"
"9bef57de-4819-474d-b9e7-7843749e2bb9","","not-started","","folder","TRUE","FALSE","Level 1","Section H"
"fe1f3702-cd58-42ca-9e01-061a96344b3f","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section H","Exterior balustrade"
"7926f874-ae3a-47c3-b1ef-5c4698efb483","","not-started","","folder","TRUE","FALSE","Level 1","Section I"
"c96f143a-74e0-4e49-a83b-1b4b526aae5e","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section I","Exterior balustrade"
"20447458-c4e6-4603-9edc-4bf625f7843e","","not-started","","folder","TRUE","FALSE","Level 1","Section J"
"9d4b1f68-0a6d-4bfe-a936-91bd8a66b0ca","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section J","Exterior balustrade"
"d0e32294-295e-4aed-80e3-a12b908860f3","","not-started","","folder","TRUE","FALSE","Level 1","Section K"
"3460c745-259c-4eca-8f62-30b2003c9232","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section K","Exterior balustrade"
"b26fe3b4-aaa8-4592-91ef-8137b9cde72d","","not-started","","folder","TRUE","FALSE","Level 1","Section L"
"eb90e44e-1658-4e31-9582-71054a066eab","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section L","Exterior balustrade"
"2ec77153-ba39-45c1-9aee-da0ff99daede","","not-started","","folder","TRUE","FALSE","Level 1","Section M"
"22b78a68-751b-40fb-8139-ca5b5176afba","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section M","Exterior balustrade"
"521a6256-e246-4a8c-850d-7395084315de","","not-started","","folder","TRUE","FALSE","Level 1","Section N"
"f1e68944-b083-4266-9a6d-12b4e5145b7c","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section N","Exterior balustrade"
"41be1e89-df9d-4bc5-a16b-5eb0369af39a","","not-started","","folder","TRUE","FALSE","Level 1","Section O"
"ba775a0e-84ae-43e7-bb88-39a1e9c80cbd","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section O","Exterior balustrade"
"32209519-e899-4de7-837c-87a70f8c4529","","not-started","","folder","TRUE","FALSE","Level 1","Section P"
"8e2ff6fd-3f08-4bfd-851d-af1bc7511029","","not-started","Exterior balustrade","checklist","FALSE","FALSE","Level 1","Section P","Exterior balustrade"
"f8e35d34-de63-439c-909b-e25234ff0a30","","no-status-not-started","","folder","TRUE","FALSE","Level 1","Section Q"
"dbc01af7-e500-40ab-94f2-ab4aeb396009","","not-started","","folder","TRUE","FALSE","Level 1","Screens"
"23809891-ce6c-446d-b414-59787d81dba6","","not-started","Exterior screens","checklist","FALSE","FALSE","Level 1","Screens","Exterior screens"
