"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b9ea6a00-1577-4963-8898-70026c0e0dec","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"226b33f0-546a-44bb-a115-88e19255da31","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical"
"3889dfbf-e6bc-440f-bb6a-b8ec8c578016","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical","Switchboards"
"fc97c4b6-15a9-4f65-9179-4eb2b0d839f5","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical","Switchboards","MDB-A"
"bfaea7c9-5f94-4c42-a2e1-929237750be3","","work-in-progress","","folder","TRUE","FALSE","Safety","Incident Report","August 23"
"54f0eba8-8d77-4e87-9c31-bef93137fce0","","work-in-progress","Add Incident Report Form","checklist","FALSE","FALSE","Safety","Incident Report","August 23","Incident Report Form"
"e161d7c9-f294-4285-a82d-c027da94b815","","no-status-not-started","","folder","TRUE","FALSE","Safety","Incident Report","September 23"
"7ffac16a-1fcc-4199-9401-c137a29dec28","","no-status-not-started","","folder","TRUE","FALSE","Safety","Incident Report","October 23"
"0c5e9507-f7af-42e3-b809-cf2fff6f462f","","no-status-not-started","","folder","TRUE","FALSE","Safety","Incident Report","November 23"
"c6938a35-9a97-481e-b13c-3e31376cd1a4","","no-status-not-started","","folder","TRUE","FALSE","Safety","Incident Report","December 23"
"f4a11764-90ae-46fd-9ec0-6850c09c1370","","no-status-not-started","","folder","TRUE","FALSE","Safety","Incident Report","January 24"
"0aec353f-5424-4c19-9732-fd58aa8fc6c0","","no-status-not-started","","folder","TRUE","FALSE","Safety","Incident Report","February 24"
"e2f1c74b-3d3d-46f6-bca6-7db5576bfec0","","no-status-not-started","","folder","TRUE","FALSE","Safety","Motor Vehicle Incident Information"
"949ee49c-d9d5-4f1d-a7af-18a88a95fca8","","no-status-not-started","","folder","TRUE","FALSE","Safety","Vaccination Status Form"
"d3aec670-3ce3-483b-8884-70cac9c230df","","no-status-not-started","","folder","TRUE","FALSE","Safety","Weekly Safety Checks"
"587d6433-eb2d-4e94-ae7e-9b88b0e538f3","","no-status-not-started","","folder","TRUE","FALSE","Safety","Weekly Safety Checks","August 23"
"55a38305-2742-4b7f-a395-7b9dd0af5293","","no-status-not-started","","folder","TRUE","FALSE","Safety","Weekly Safety Checks","September 23"
"83c2d376-2513-4cef-ac88-2a8ecd6be9be","","no-status-not-started","","folder","TRUE","FALSE","Safety","Weekly Safety Checks","October 23"
"9d888ada-1627-4450-9cd5-78c82a859816","","no-status-not-started","","folder","TRUE","FALSE","Safety","Weekly Safety Checks","November 23"
"b6aac90a-e3f8-4374-b85d-c9492e23c7a9","","no-status-not-started","","folder","TRUE","FALSE","Safety","Weekly Safety Checks","December 23"
"cad03cad-9ffb-4966-9a28-7b9ce78c5441","","no-status-not-started","","folder","TRUE","FALSE","Safety","Weekly Safety Checks","January 24"
"950e99ab-9727-49df-adb8-8863a7b512d7","","no-status-not-started","","folder","TRUE","FALSE","Safety","Weekly Safety Checks","February 24"
"312b8ede-c0ab-4f33-bd30-d68a0af6db16","","no-status-not-started","","folder","TRUE","FALSE","Safety","Site Audit Checklists"
"0c4ee0c9-8ca6-470e-b294-6d6635c9cbc3","","no-status-not-started","","folder","TRUE","FALSE","Safety","Non-Conformance Report"
"e5d31cf4-eae2-4d5c-a192-dae9ca3b3dc4","","no-status-not-started","","folder","TRUE","FALSE","Safety","Internal Audit Report"
"fee44042-89d1-4d54-8f67-b92ce3768f6e","","work-in-progress","","folder","TRUE","FALSE","Site Documents"
"bf441442-65af-4d95-a871-554722795731","","no-status-not-started","","folder","TRUE","FALSE","Site Documents","Material Requisition"
"e8d0fb5f-2d20-4433-a2cd-67a1c18293e1","","work-in-progress","","folder","TRUE","FALSE","Site Documents","Test & Tag Register"
"96d962fb-d512-4314-a327-48b8000849ed","","work-in-progress","Add Test & Tag Register","checklist","FALSE","FALSE","Site Documents","Test & Tag Register","Test & Tag Register"
"4030abda-e604-4580-893d-33f82bfbee43","","no-status-not-started","","folder","TRUE","FALSE","Site Documents","Ladder & Access Equipment Register"
"010e7805-2d8a-46c8-bf5f-c667dc71d5a8","","no-status-not-started","","folder","TRUE","FALSE","Site Documents","Plant & Equipment Register"
"84916cf5-700c-4147-a748-3a7e83cef141","","no-status-not-started","","folder","TRUE","FALSE","Site Documents","Site Plant Register"
"85930ff8-cf53-4e4b-bf57-b877a06eba75","","no-status-not-started","","folder","TRUE","FALSE","Site Documents","Emergency Light Test Book"
"9425f54b-c9df-450b-ad3c-3ad644637235","","no-status-not-started","","folder","TRUE","FALSE","Site Documents","Final Installation"
"2a08c9fe-f626-4964-b56f-f9167adbd9e2","","no-status-not-started","","folder","TRUE","FALSE","Site Documents","RCD Test Register"
