"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"77dcf971-431e-4031-b8ec-b85297c43ecc","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA"
"8ab3c6bc-2856-478f-8b8b-f9b2d5d716d4","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Basement 5"
"58680324-47cd-4148-a452-9b2f1e063f16","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 5","Fire Systems ITP - Levels"
"a3ef1bcf-ee4b-40ac-a436-95a6f9fb0bce","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 6"
"a6b78455-d69f-4e51-8857-cdbef9923ba3","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 6","Fire Systems ITP - Levels"
"49fc7f1b-ca17-451d-be82-e03f59923c0c","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 7"
"84e942d5-18c2-4c4f-8694-e10015d7e55b","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 7","Fire Systems ITP - Levels"
"830abd8f-58ec-4892-9b95-f7726ab2b8d0","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 8"
"bb3d4769-7694-4e38-b56e-0d33df068524","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 8","Fire Systems ITP - Levels"
"c415d63d-fda4-4ca7-b711-6234765b61ee","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 9"
"4583c3d7-602c-4a0d-809f-ba4dc6d3145d","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 9","Fire Systems ITP - Levels"
"bddb8157-1a4e-4ebf-8806-58aa2b0543ec","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 10"
"92bd4efd-f18f-49a7-9255-25c16a4b12b9","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 10","Fire Systems ITP - Levels"
"2330e59c-ed2f-4db2-b36c-656089280f67","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 11"
"ef3e2b0d-41c5-4145-9bb5-f8f7b9c92097","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 11","Fire Systems ITP - Levels"
"d95a30dc-d4b2-4cd7-a483-6854a13a7641","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 12"
"ad9c2027-5131-4eed-9d6b-48dbf69eb666","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 12","Fire Systems ITP - Levels"
"22111b72-5b61-4d0a-880b-52de9e926f49","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 13"
"eb42da7f-7614-4971-9b85-9ad74c353c4f","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 13","Fire Systems ITP - Levels"
"bf991374-e45a-448b-99ff-61372d421687","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 14"
"85beabb6-8bf7-4ac2-beaa-b832437d2a59","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 14","Fire Systems ITP - Levels"
"0014d3ea-bdba-4d91-b63b-626f96cd9c07","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 15"
"ad27f78a-2b99-4f8c-9d77-2e22031f4f10","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 15","Fire Systems ITP - Levels"
"a4b5df5d-dfec-42ad-b944-0bd55bd2d2f0","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 16"
"182a81a5-fa17-40bf-8c7b-3ab4b5dcf4b6","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 16","Fire Systems ITP - Levels"
"8b4704ab-dcd2-4904-a65e-a8c1f413982d","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 17"
"ff589132-cb73-4e68-b98c-0c8599edee58","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 17","Fire Systems ITP - Levels"
"9dcecc1f-4568-4ff0-8a23-25b586c25a59","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 18"
"f5dc3da1-7abb-4ad6-9ac5-6441a81ed0e5","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 18","Fire Systems ITP - Levels"
"0aa3e001-92a6-44d3-b32e-9af8d3183b37","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 19"
"2a05b654-4038-4407-9ae4-d1afefaae8b6","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 19","Fire Systems ITP - Levels"
"f9cdcf5e-aaac-4ff3-9009-d672ea74e2c8","","folder-normal","","","step","TRUE","FALSE","Allfire Site QA","Level 20"
"fb75d6c0-709d-4fc4-b54f-fd7866589af5","","checklist-flat","","Fire Systems ITP - Levels","checklist-flat","FALSE","FALSE","Allfire Site QA","Level 20","Fire Systems ITP - Levels"
"3e4d1d61-0062-44c9-87a5-ae6f4a533af1","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA"
"ea116ce4-eeb3-45db-a992-c944a0d6b002","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In"
"a5fe3ebd-ee47-4c8c-ad11-ea321ef03875","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Basement 5"
"a834ea06-5e77-4dda-a1d7-b6c24a7d2446","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Basement 5","Fire Electrical Rough In"
"5092afd0-3f79-4e3d-80d9-501555cbd56a","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Basement 4"
"2fd45381-7b9a-4d05-aaa4-d833861701dc","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Basement 4","Fire Electrical Rough In"
"4665e27a-f669-4cb1-a7d7-cdfa7b837642","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Basement 3"
"b305181c-77c8-43b6-a6b2-09d3c2fbfd7a","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Basement 3","Fire Electrical Rough In"
"791ba29f-7db6-4122-b6d6-33e3507b705d","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Basement 2"
"23eb5e7e-8fff-42ba-9670-eee526198035","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Basement 2","Fire Electrical Rough In"
"c0f57b13-38af-49aa-b5cf-ebc7b3d01dce","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Basement 1"
"4020c7f0-1f04-4d44-98f2-649c654d3667","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Basement 1","Fire Electrical Rough In"
"36faa102-a245-46f8-af79-054bc0b30089","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Ground"
"84db420c-f554-4304-88c7-b6bcb92d8163","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Ground","Fire Electrical Rough In"
"c1cb09ca-7e8d-477a-bef2-c19165013802","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 1"
"5963ef7a-1598-4c4c-b5a2-18a08c84fb20","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 1","Fire Electrical Rough In"
"53a9daf2-091d-4427-8f31-67ce616b29c4","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 2"
"380eb405-9d6b-4c5a-8e42-8c632d8a1d29","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 2","Fire Electrical Rough In"
"472e9e31-e057-4e8e-94ff-f58558a08812","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 3"
"6507a8fa-d3ec-4233-9e6d-efa19deb9536","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 3","Fire Electrical Rough In"
"1bb7fa0d-b1e7-443b-8737-0e8688d0e93b","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 4"
"f8adfd29-a4d4-474c-bc7f-df34c26ae7a3","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 4","Fire Electrical Rough In"
"e2151f89-d05a-4b93-9f83-2804e6925d46","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 5"
"c648de4c-6362-4563-9c87-9c47bb7bb518","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 5","Fire Electrical Rough In"
"80f35696-cfb0-4a05-b404-812c9d095660","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 6"
"b03864ba-dc5b-4911-88cc-63b4d68e69cf","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 6","Fire Electrical Rough In"
"751b71c3-df59-4944-8d8e-5211d14e364f","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 7"
"386cb6bd-2db5-427e-bd82-e4666a775915","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 7","Fire Electrical Rough In"
"7fad7532-7295-4ec6-a1fe-664dc137b66a","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 8"
"b2299ac6-df1b-4985-b334-e075fc30877c","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 8","Fire Electrical Rough In"
"c7e9bf72-59e7-45d5-be14-2adda8530d8e","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 9"
"76623614-bba4-4d11-97d4-fc9ffbee165e","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 9","Fire Electrical Rough In"
"7a3888d8-0d67-41c8-b69f-b08094ebbde1","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 10"
"4e7a8d9b-4b92-4900-89bc-5d372b3adbc3","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 10","Fire Electrical Rough In"
"57e6cc73-9d29-474e-a9a9-349f1ee57620","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 11"
"6ee398ba-a3b4-4c50-9bf2-34438966d535","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 11","Fire Electrical Rough In"
"9192ef7f-0902-426e-a280-bfc8de62dc4e","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 12"
"1d3e555b-020e-470e-b89c-f8d1edee6eec","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 12","Fire Electrical Rough In"
"f874b8cc-611a-42bf-adca-ba56d8781a15","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 13"
"056e459e-a8d8-4150-b183-a015f0c66e2b","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 13","Fire Electrical Rough In"
"9bdcef02-ecc1-4bef-ba52-65d5aef41ad2","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 14"
"cd5792e8-f454-4df2-abdc-d3abc8361f95","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 14","Fire Electrical Rough In"
"10eab861-47e0-43e9-a343-38f590999f71","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 15"
"24a865da-e11f-44e6-9519-bcf9c3673acf","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 15","Fire Electrical Rough In"
"22480a6a-fdd4-477f-b3b9-580f892e0ac1","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 16"
"823a370a-f3f1-4273-9468-c854745abe6c","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 16","Fire Electrical Rough In"
"d8c1bddd-33ad-41b4-8120-5333e6cdaab9","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 17"
"05fa4a80-0e35-4acd-9bad-db36e4f1a753","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 17","Fire Electrical Rough In"
"88dc8b47-61e2-4c77-a896-67c14345a0df","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 18"
"cc03913c-dfbb-42b8-bc31-08945f6bd731","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 18","Fire Electrical Rough In"
"0718d57c-91e9-4097-8cc4-a696c4be42f7","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 19"
"c922c6d4-51b9-416d-acdb-a9d781292e27","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 19","Fire Electrical Rough In"
"5bc6aaf7-17cf-460c-aba3-18c07fa40913","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Rough In","Level 20"
"7f8131c7-b2a3-4674-9d91-c15256cc2b3e","","checklist-flat","","Fire Electrical Rough In","checklist-flat","FALSE","FALSE","Safeguard Site QA","Rough In","Level 20","Fire Electrical Rough In"
"6dc1a16f-1d77-4db3-9b91-f494f5cdeaba","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off"
"dbb42869-f357-407d-a9a9-5807ea01ddb9","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Basement 5"
"ed840667-6a17-4373-8859-8de2df1f047b","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Basement 5","Fire Electrical Fit Off"
"e2a17790-6fa2-45ac-a266-6d7b136cd7ba","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Basement 4"
"907a7ae4-6674-48c5-92ff-ef93b01f21bd","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Basement 4","Fire Electrical Fit Off"
"da817a2b-3fb3-4b25-9e4e-94ff01da1a8f","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Basement 3"
"472560b3-60f6-4961-ac31-fb1f1613b787","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Basement 3","Fire Electrical Fit Off"
"cac50fc7-f6da-4b39-b6f2-27b968a2fd0f","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Basement 2"
"64391a06-678a-45d2-81da-d6490d8297fc","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Basement 2","Fire Electrical Fit Off"
"bf85eb4d-705f-425e-91bf-23e97641913e","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Basement 1"
"e1f58ec1-9808-439e-a0b7-42dacd0da3e4","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Basement 1","Fire Electrical Fit Off"
"e5aca556-596d-4fea-b509-1e6146711619","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Ground"
"eeff698e-aaaf-4b1d-b2c7-135159af40c0","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Ground","Fire Electrical Fit Off"
"c118ea90-ac42-4c18-bf21-5533c2885478","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 1"
"08fc49fe-e00d-4613-bd01-bed817e91876","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 1","Fire Electrical Fit Off"
"a28e94bf-c217-4ee5-82c1-9b4dc6bddeca","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 2"
"88e50951-ef94-4737-9d6c-bd013e738e41","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 2","Fire Electrical Fit Off"
"7ffdf9a6-4081-49b9-ae1a-57af0d0b4c0c","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 3"
"7b3ba23d-b2ce-4a40-8ea1-9cc53cb106ca","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 3","Fire Electrical Fit Off"
"890e2a88-d84a-4bbd-9493-44641fde562e","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 4"
"65057ab9-415d-44e0-b2fb-48a26472d620","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 4","Fire Electrical Fit Off"
"94c613a9-a463-42b3-b081-21e7506c6e67","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 5"
"81b35d6d-f159-4d25-ac37-14556f717d8a","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 5","Fire Electrical Fit Off"
"45c4e8d0-161a-4be5-a3af-e25b851f8a2e","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 6"
"df0210f0-de07-46e6-9e1e-51bc00eb1c32","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 6","Fire Electrical Fit Off"
"76ec4a00-636e-48e8-b083-6a61a0a65322","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 7"
"9929195c-7265-4772-95d3-2793949f7619","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 7","Fire Electrical Fit Off"
"5d819423-95d4-4106-a1d1-08be1b1f98bd","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 8"
"8e0ce807-793c-4871-964d-0605e855ce69","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 8","Fire Electrical Fit Off"
"dd21e567-e2d5-4f27-812c-9509f479b3d4","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 9"
"0d991fa9-2e48-48e2-b02b-d840116d4aaf","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 9","Fire Electrical Fit Off"
"16dfd55c-91c5-498b-a123-c8b5748bb91f","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 10"
"65710e40-780b-40a1-bb43-4a4d858f2b41","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 10","Fire Electrical Fit Off"
"e0425ab0-c29d-4d2b-a850-7de93f9d821b","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 11"
"7da97cd0-85b4-4de8-815f-c2ee3f9737fd","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 11","Fire Electrical Fit Off"
"bc1c1b14-437c-4ad3-b82f-478224c17065","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 12"
"534bb9ef-b4d0-444a-b9bb-5faf5b33b472","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 12","Fire Electrical Fit Off"
"ef6ff682-c27b-4086-bc17-7165c096a102","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 13"
"1e1057e1-afa3-4e9a-8eb9-5cc39a817393","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 13","Fire Electrical Fit Off"
"ab739f49-e2b0-4ffb-9656-8ad694b49883","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 14"
"868533b0-9493-4d82-8c20-4e3c7817a69c","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 14","Fire Electrical Fit Off"
"9de5a39e-b02e-4253-a9c5-68e9dbc7b8ba","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 15"
"66ce0f6c-9d95-4fec-bb10-17db72f0ce09","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 15","Fire Electrical Fit Off"
"ca291e1a-4086-4690-a740-52622360ff94","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 16"
"bd236fc5-e118-46af-979f-7c9fea516d46","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 16","Fire Electrical Fit Off"
"bb3f6908-aefc-4b11-98ee-b9300e597089","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 17"
"9eed301e-eacb-4cf8-ba19-276cbe345685","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 17","Fire Electrical Fit Off"
"5337256c-2d84-4c7a-b21a-3dd727b6011a","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 18"
"4a9d911d-771b-4254-9fbf-dcb753c7f3db","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 18","Fire Electrical Fit Off"
"02e60c0b-dea5-4fd6-85ee-413fd7150867","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 19"
"dd5230c9-9858-4c1c-8d35-61fb43f6e6ff","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 19","Fire Electrical Fit Off"
"d1038e81-1df7-4316-b74d-628996b03d3b","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Fit Off","Level 20"
"a09e6f65-ad64-4941-8094-b5028d69c248","","checklist-flat","","Fire Electrical Fit Off","checklist-flat","FALSE","FALSE","Safeguard Site QA","Fit Off","Level 20","Fire Electrical Fit Off"
"b461fed9-52d0-4459-a326-e0f0c1deedb2","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Pre-Commissioning / Commissioning"
"5c4f7d2c-dd57-4962-9f43-dadd38d21bd2","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Pre-Commissioning / Commissioning","Ewis"
"6e50cae2-ad2d-4731-92f8-284bafe565e1","","folder-normal","","","step","TRUE","FALSE","Safeguard Site QA","Pre-Commissioning / Commissioning","Ewis","Basement 5"
