"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d009ddf8-aa5b-4dac-a244-ee7e9b68bfd0","","folder-normal","not-started","","step","TRUE","FALSE","Site Diary"
"b6446949-71de-4b25-b0cc-3f84b4b29dce","","folder-normal","not-started","","step","TRUE","FALSE","Site Diary","Undocumented variations"
"87604e95-4cbf-46fe-a9d3-bf2ff0efbd38","","checklist-flat","not-started","Project Drawings","checklist-flat","FALSE","FALSE","Project Drawings","Material Sheets"
"c7d7d7b8-73ab-45e5-b733-e87e0abd12f7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"0cac4e48-e62e-4809-8d32-6d62944e0dcf","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rough In"
"25b7a44c-6abd-43ec-8092-b69ed14636b8","","checklist-flat","not-started","Sprinkler Rough In checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Basement"
"77dd5945-e5c5-4764-965d-e042d73ac8d1","","checklist-flat","not-started","Sprinkler Rough In checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Ground"
"a8f7d274-cc30-428b-adc4-2e714af55e5b","","checklist-flat","not-started","Sprinkler Rough In checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Upper Ground"
"06032635-2dc0-4e2e-9e0d-2aa2ff2885ff","","checklist-flat","not-started","Sprinkler Rough In checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Level 1"
"2585d6ec-2870-4ef3-8f45-68d726c767fa","","checklist-flat","not-started","Sprinkler Rough In checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Level 2"
"5b125cb8-875f-45be-9982-302f7fb94374","","checklist-flat","not-started","Sprinkler Rough In checklist","checklist-flat","FALSE","FALSE","Site QA","Rough In","Level 3"
"44c39ba2-0733-49a4-a09d-cb0a60fd2d2b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit Off"
"919f8e39-1a15-4d57-bc44-5483355aac7b","","checklist-flat","not-started","Sprinkler Fit Off checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Basement"
"9f6690e8-0400-449d-ba45-499940229dae","","checklist-flat","not-started","Sprinkler Fit Off checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Ground"
"0058dfde-1120-4a4e-af20-8a8c8b36ecd0","","checklist-flat","not-started","Sprinkler Fit Off checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Upper Ground"
"c0a72bbd-b30e-423b-898f-dbbb518c4ab5","","checklist-flat","not-started","Sprinkler Fit Off checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Level 1"
"94546a55-1717-474a-9c21-e0f835a84b3a","","checklist-flat","not-started","Sprinkler Fit Off checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Level 2"
"102ab40f-e921-4831-a53a-2d36d53fad79","","checklist-flat","not-started","Sprinkler Fit Off checklist","checklist-flat","FALSE","FALSE","Site QA","Fit Off","Level 3"
"16d39745-dbb2-4e51-a19a-df554681787c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fire Penetrations"
"cb22ae26-157e-4051-8e33-a2fcf619f5bd","","checklist-flat","not-started","Fire Penetrations checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Penetrations","Basement"
"d57745a2-f23a-4450-96f7-a57d4f73267e","","checklist-flat","not-started","Fire Penetrations checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Penetrations","Ground"
"66b4e626-85a0-4328-9a3a-da4217ce2e2b","","checklist-flat","not-started","Fire Penetrations checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Penetrations","Upper Ground"
"7858b4a1-d421-40e6-a5bd-b43ac7a02b1a","","checklist-flat","not-started","Fire Penetrations checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Penetrations","Level 1"
"ec37cc60-8c90-444e-8b0a-7ba3f51c5927","","checklist-flat","not-started","Fire Penetrations checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Penetrations","Level 2"
"eea5f024-68a7-4d6c-a836-e97803a7eaf5","","checklist-flat","not-started","Fire Penetrations checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Penetrations","Level 3"
"aa96d42d-6882-4ea8-9989-71fa77011392","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels"
"0d5af549-92f6-4fc3-881e-77eaf4c4e64b","","checklist-flat","not-started","Hydrant/ Sprinkler Mains / Risers / Hose Reel checklist","checklist-flat","FALSE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels","Basement"
"50bce224-1c35-4844-8b68-b4803d078d5e","","checklist-flat","not-started","Hydrant/ Sprinkler Mains / Risers / Hose Reel checklist","checklist-flat","FALSE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels","Ground"
"4bf1df06-729b-44b2-bc2c-1d675a873fb4","","checklist-flat","not-started","Hydrant/ Sprinkler Mains / Risers / Hose Reel checklist","checklist-flat","FALSE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels","Upper Ground"
"fa447dd5-a674-4a4b-9a49-494d9a611946","","checklist-flat","not-started","Hydrant/ Sprinkler Mains / Risers / Hose Reel checklist","checklist-flat","FALSE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels","Level 1"
"c3455d84-c969-44ca-940a-0cc0983ccacc","","checklist-flat","not-started","Hydrant/ Sprinkler Mains / Risers / Hose Reel checklist","checklist-flat","FALSE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels","Level 2"
"2fb84646-3233-4302-8e6c-0fbf9b5071e9","","checklist-flat","not-started","Hydrant/ Sprinkler Mains / Risers / Hose Reel checklist","checklist-flat","FALSE","FALSE","Site QA","Hydrant/ Sprinkler Mains / Risers / Hose Reels","Level 3"
"7a2916d0-04ab-4b25-9c1d-d3f54fc1d892","","checklist-flat","not-started","Sprinkler Control Valves checklist","checklist-flat","FALSE","FALSE","Site QA","Sprinkler Control Valves"
"d5b9c839-bae5-4d4a-9c53-f54a5cbd2414","","checklist-flat","not-started","Fire Booster Cupboard checklist","checklist-flat","FALSE","FALSE","Site QA","Fire Booster Cupboard"
"da951363-18f2-4d0b-b03b-bb7bd6d2ea05","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fire Extinguishers"
"654550e9-5df4-4ab1-b63d-bfd5f63c1e17","","checklist-flat","not-started","Fire Extinguishers/Blankets","checklist-flat","FALSE","FALSE","Site QA","Fire Extinguishers","Basement"
"c385923d-77c3-4dc9-99b1-74ba4778f0fe","","checklist-flat","not-started","Fire Extinguishers/Blankets","checklist-flat","FALSE","FALSE","Site QA","Fire Extinguishers","Ground"
"3a05c4fe-2e41-4557-b7c6-c224a8eff7d7","","checklist-flat","not-started","Fire Extinguishers/Blankets","checklist-flat","FALSE","FALSE","Site QA","Fire Extinguishers","Upper Ground"
"d9e17e79-7def-4cb7-bc2a-83b2bb77b91e","","checklist-flat","not-started","Fire Extinguishers/Blankets","checklist-flat","FALSE","FALSE","Site QA","Fire Extinguishers","Level 1"
"a2b86d96-3b8c-4fed-a309-f63a20c39e3b","","checklist-flat","not-started","Fire Extinguishers/Blankets","checklist-flat","FALSE","FALSE","Site QA","Fire Extinguishers","Level 2"
"56155af8-71f8-4a68-aaa1-b8b22a26d718","","checklist-flat","not-started","Fire Extinguishers/Blankets","checklist-flat","FALSE","FALSE","Site QA","Fire Extinguishers","Level 3"
"9c136dc2-aa5c-4797-a910-a4e852d15fd4","","checklist-flat","not-started","Commissioning","checklist-flat","FALSE","FALSE","Site QA","Commissioning"
"385f6f5a-7d2e-424d-9d2e-e305c1818904","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations"
"ae2b60b8-ce21-4d7f-bf02-ae852408fc10","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Reports"
