resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,179,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,180,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,181,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,182,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,183,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,184,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Sep Laundry tiling Checklist,checklist,,,,,,,Sep Laundry,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,185,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Sep Laundry tiling Checklist,checklist,,,,,,,Sep Laundry,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,Level 2,,,,,,,,
,step,,,,,IA,,,,,,,
,step,,,,,,270,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Sep Laundry tiling Checklist,checklist,,,,,,,Sep Laundry,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,271,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Sep Laundry tiling Checklist,checklist,,,,,,,Sep Laundry,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,272,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,273,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,274,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,275,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,276,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,277,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,278,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,279,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,280,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,281,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,282,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,283,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,284,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Sep Laundry tiling Checklist,checklist,,,,,,,Sep Laundry,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,285,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Sep Laundry tiling Checklist,checklist,,,,,,,Sep Laundry,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,Level 3,,,,,,,,
,step,,,,,IA,,,,,,,
,step,,,,,,370,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Sep Laundry tiling Checklist,checklist,,,,,,,Sep Laundry,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,371,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Sep Laundry tiling Checklist,checklist,,,,,,,Sep Laundry,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,372,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,373,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,374,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,375,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,376,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,377,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,378,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,379,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,380,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,381,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,382,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,383,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,384,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Sep Laundry tiling Checklist,checklist,,,,,,,Sep Laundry,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,385,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Sep Laundry tiling Checklist,checklist,,,,,,,Sep Laundry,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,Level 4,,,,,,,,
,step,,,,,Common,,,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,Terrace,,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,Terrace Toilet,,,,,,
,step,,,,,IA,,,,,,,
,step,,,,,,470,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,471,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,472,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,473,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,474,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,475,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,476,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,477,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,478,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,479,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - WC Tiling Checklist,checklist,,,,,,,WC,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
,step,,,,,,480,,,,,,
B04 - Kitchen Tiling Checklist,checklist,,,,,,,Kitchen,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Bathroom,,,,,
B04 - Bathroom Tiling Checklist,checklist,,,,,,,Ensuite,,,,,
B04 - Sep Laundry tiling Checklist,checklist,,,,,,,Sep Laundry,,,,,
B04 - Balcony Tiling Checklist,checklist,,,,,,,Balcony,,,,,
