"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"619b67b5-7f61-4bcd-ac0a-f87274fe8d3c","","work-in-progress","","folder","TRUE","FALSE","Site Photos"
"ad9bfbb8-fb67-40ff-a85d-3f60397e5f39","","work-in-progress","","folder","TRUE","FALSE","Site Photos","November 2024"
"8952652b-2269-4b2e-a80d-d5fcacf69d8c","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 002 - Base Slab Pour #02 | (WB-06)(WB-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.7"
"58b50d97-c628-44ce-83d8-d74762df42fb","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 002 - Base Slab Pour #02 | (WB-06)(WB-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.8"
"adbf6979-42dc-4754-8323-e025a14d36df","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 002 - Base Slab Pour #02 | (WB-06)(WB-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.9"
"4240a0c3-71ce-4f9d-b0bb-8dc058b1e54b","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 002 - Base Slab Pour #02 | (WB-06)(WB-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.10 - DMC"
"6eb20487-0d3e-43f5-8059-76980f51c024","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 002 - Base Slab Pour #02 | (WB-06)(WB-10)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.11 - DMC"
"7950fafc-9d14-4f4c-8f44-2feb74405121","","work-in-progress","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 002 - Base Slab Pour #02 | (WB-06)(WB-10)","RR-SEPD-BESS-ITP-002-02 - Concrete works"
"bd72d51d-0f32-4ee5-a8e8-96a5f2014127","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 003 - Base Slab Pour #03 | (WB-11)"
"da430ea6-7e78-4a1d-b7fb-5ba2ca172974","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 003 - Base Slab Pour #03 | (WB-11)","RR-SEPD-BESS-FIC-002-00 - Concrete works"
"3c10d0ae-496f-49e0-9d3d-b1e051caf3d7","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 003 - Base Slab Pour #03 | (WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"e279b9c2-8eac-48fa-9016-11a9a62390cf","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 003 - Base Slab Pour #03 | (WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"70a86ae4-63ce-4500-8d8f-a33160f253a2","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 003 - Base Slab Pour #03 | (WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"07b224ee-5927-4ea9-94fb-7dd9397e7cde","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 003 - Base Slab Pour #03 | (WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.3"
"8afeedda-68fc-448a-9687-4215599e9f1b","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 003 - Base Slab Pour #03 | (WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.4"
"fd6e0bbb-433e-4d8a-afa2-84a6fd62dff1","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 003 - Base Slab Pour #03 | (WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.5"
"361f0a78-e462-4e1a-82a5-c2279e400a3d","","work-in-progress","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 003 - Base Slab Pour #03 | (WB-11)","RR-SEPD-BESS-ITP-002-02 - Concrete works"
"5b33490e-d48a-4373-9fc9-7cefa43b1bc1","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)"
"f0192ac4-7a15-49da-9eac-c70fb67fba98","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-FIC-002-00 - Concrete works"
"bb993358-be49-4790-8154-d712e4a8cbed","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"85923bda-0940-4160-be9c-e3bde1da3ac4","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"ec90cb6c-b80b-490b-b8ac-6f9ab34cbb91","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"614289d2-46c4-464d-b597-84f89b65fae3","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.3"
"a15889e8-88be-4266-ac89-867b0cc41fc5","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.4"
"1f773d14-941b-461c-8105-8325cd46e0b1","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.5"
"22df7af7-f60f-4789-b697-b332c58283ae","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.6"
"6d704a25-c380-48b4-8be3-765026da636f","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 7"
"dcc3566d-22f2-488a-a1a2-cda190da58db","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.8"
"281aee43-4f14-4920-8de1-dd022d351036","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.9"
"09119204-b478-4825-8052-a8c5f6775544","","work-in-progress","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 004 - Base Slab Pour #04 | (WB-07)(WB-08)","RR-SEPD-BESS-ITP-002-02 - Concrete works"
"b661fc76-bbe3-4b9a-805d-5668580b8235","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 005 - Base Slab Pour #05 | (NB-01)(NB-02)"
"cc4f1ea8-58ab-4b8b-bc39-f1216f4a72b6","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 005 - Base Slab Pour #05 | (NB-01)(NB-02)","RR-SEPD-BESS-FIC-002-00 - Concrete works"
"c827d98b-1879-4b94-b0f1-fa5b6bac5fac","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 005 - Base Slab Pour #05 | (NB-01)(NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"f29c3409-9dec-4b0c-8cc0-58f4ffd6d9fb","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 005 - Base Slab Pour #05 | (NB-01)(NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"33f741b2-3a9d-4e1c-b47b-aa838adf9c6a","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 005 - Base Slab Pour #05 | (NB-01)(NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"0f2f120a-29d5-4bb7-90d6-0f23c5a65bf6","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 005 - Base Slab Pour #05 | (NB-01)(NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.3"
"3bafe666-1bfa-4cce-aa0f-99831b3cfe2e","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 005 - Base Slab Pour #05 | (NB-01)(NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.4"
"e8443944-6017-42bf-96c4-067226b4d882","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 005 - Base Slab Pour #05 | (NB-01)(NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.5"
"a02ecbd2-f74c-4a82-aa78-eac8733e11c5","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 005 - Base Slab Pour #05 | (NB-01)(NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.6"
"8c5cb496-9fcb-4826-a327-22024ad93b31","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 005 - Base Slab Pour #05 | (NB-01)(NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.7"
"b3b925d2-81fc-41af-9898-e0bddabdce16","","work-in-progress","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 005 - Base Slab Pour #05 | (NB-01)(NB-02)","RR-SEPD-BESS-ITP-002-02 - Concrete works"
"3c671297-962d-4bf6-8a76-08ba6ff9224c","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 006 - Base Slab Pour #06 | (NB-05)(NB-06)"
"037aa1e3-27b3-454e-84ca-7b2009405c95","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 006 - Base Slab Pour #06 | (NB-05)(NB-06)","RR-SEPD-BESS-FIC-002-00 - Concrete works"
"d3cbf4c0-d040-4666-bd9f-d64c34431744","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 006 - Base Slab Pour #06 | (NB-05)(NB-06)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"54ad3419-ed29-4da6-8273-0790a61bc004","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 006 - Base Slab Pour #06 | (NB-05)(NB-06)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"b2866ed7-1754-4716-aff7-85c81634ce7c","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 006 - Base Slab Pour #06 | (NB-05)(NB-06)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"324c05ff-21e6-43af-b5da-471605e3d750","","work-in-progress","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 006 - Base Slab Pour #06 | (NB-05)(NB-06)","RR-SEPD-BESS-ITP-002-02 - Concrete works"
"9ce0ff29-818d-4a5f-af9f-b721963d55fe","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 007 - Base Slab Pour #07 | (NB-07)(NB-08a)"
"24ffbca8-5dac-4021-ac5f-06b97ffb0cf7","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 007 - Base Slab Pour #07 | (NB-07)(NB-08a)","RR-SEPD-BESS-FIC-002-00 - Concrete works"
"53d5895c-1ef0-437a-9cab-c557f14420c1","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 007 - Base Slab Pour #07 | (NB-07)(NB-08a)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"86ba612a-5426-4b4b-acbd-f4ef7fd95308","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 007 - Base Slab Pour #07 | (NB-07)(NB-08a)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"afb14672-31b3-4c0a-9674-5f7a46a28cba","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 007 - Base Slab Pour #07 | (NB-07)(NB-08a)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"2db6a7a8-80b2-43d3-815d-72d12ddd5ece","","work-in-progress","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 007 - Base Slab Pour #07 | (NB-07)(NB-08a)","RR-SEPD-BESS-ITP-002-02 - Concrete works"
"045731ed-ece8-4c84-bce1-b67c9f397908","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 008 - Base Slab Pour #08 | (NB-08b)"
"1fc4c40f-6f88-4ed7-a5f2-42c7b1912851","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 008 - Base Slab Pour #08 | (NB-08b)","RR-SEPD-BESS-FIC-002-00 - Concrete works"
"afc065b8-fef6-468e-a37e-0898bc3743eb","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 008 - Base Slab Pour #08 | (NB-08b)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"54265eb2-6a06-406a-b955-7b4c424717c0","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 008 - Base Slab Pour #08 | (NB-08b)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"8bf41e61-054e-40e3-80ed-96101fde45b5","","work-in-progress","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 008 - Base Slab Pour #08 | (NB-08b)","RR-SEPD-BESS-ITP-002-02 - Concrete works"
"07aef003-8d3e-462f-9f17-9884529328e5","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 009 - Retaining Wall Pour #09 | (NB-02)"
"7f572d90-e77a-4cbb-b96a-15e9fbeae5aa","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 009 - Retaining Wall Pour #09 | (NB-02)","RR-SEPD-BESS-FIC-002-00 - Concrete works"
"258a118f-c93d-4b75-986d-5b7ef3448d92","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 009 - Retaining Wall Pour #09 | (NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"dc3e47c1-9cb3-4cbc-b82f-a626f29232b7","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 009 - Retaining Wall Pour #09 | (NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"558c960f-11ee-4972-b59e-6a206acc0fc9","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 009 - Retaining Wall Pour #09 | (NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"6dbf48ff-7683-42cb-a690-538e0069eb8b","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 009 - Retaining Wall Pour #09 | (NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.3"
"c625060e-a376-4767-b800-ae12f56ec45c","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 009 - Retaining Wall Pour #09 | (NB-02)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.4"
"a596cac1-c478-467d-993c-a6d2a172f0a5","","work-in-progress","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 009 - Retaining Wall Pour #09 | (NB-02)","RR-SEPD-BESS-ITP-002-02 - Concrete works"
"0f4b42a1-375f-47fe-a32f-820353c46d88","","work-in-progress","","folder","TRUE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)"
"d2557fbc-fef3-4391-b969-549bfe90c86e","","work-in-progress","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-FIC-002-00 - Concrete works"
"49abb3af-dad4-47dc-8cec-0f14d605d85d","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"59583926-7405-468a-ae54-3d84215c80e6","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"e296faef-20a8-4645-923b-ffd104e45df1","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"13f1fc9e-0d22-4dc0-9abe-5da5e2562427","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.3"
"d241bb06-1965-419c-ba50-439029bf166f","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.4"
"81ec0a46-463b-4cdc-b9c5-0608f92bfa70","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.5"
"b10b57ee-dc86-45dd-bf0f-ed1ec588ef59","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.6"
"d79b6edc-832c-413b-b051-01de88ab058e","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.7"
"67e54f1a-fd69-4148-b763-1234e380e65b","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.8"
"97ab1086-5b39-4124-9073-f323c85ba6a7","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.9"
"a4e64c52-f35c-439b-ba43-ad38cb8dd789","","work-in-progress","RR-SEPD-BESS-ITP-002-03 - FRP works","checklist","FALSE","FALSE","(10.2) FRP","Lot 010 - Retaining Wall Pour #10 | (WB-09)(WB-11)","RR-SEPD-BESS-ITP-002-02 - Concrete works"
"3e14a453-0188-42a8-b58f-31e5fb904407","","pass","","folder","TRUE","FALSE","(10.2) FRP","Lot 011 - Retaining Wall Pour #11 | (NB-01)"
"106ec428-0577-432c-9c4b-dd286a407682","","pass","RR-SEPD-BESS-FIC-002-01 - Concrete Works","checklist","FALSE","FALSE","(10.2) FRP","Lot 011 - Retaining Wall Pour #11 | (NB-01)","RR-SEPD-BESS-FIC-002-00 - Concrete works"
"b31ae5dc-64da-4165-8ef8-4824c422363f","","pass","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 011 - Retaining Wall Pour #11 | (NB-01)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record"
"3e56de06-20f5-42bd-8a23-fede5428ed18","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 011 - Retaining Wall Pour #11 | (NB-01)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.1"
"27d8e28f-e996-4cf3-988f-3b135439cd18","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 011 - Retaining Wall Pour #11 | (NB-01)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.2"
"6e0f705a-6fc4-4024-bba6-e0a589cfcf62","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 011 - Retaining Wall Pour #11 | (NB-01)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.3"
"353b06cb-2b6e-40ba-ba80-653400e986f8","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 011 - Retaining Wall Pour #11 | (NB-01)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No.4"
"49ad03c1-9eae-4870-a914-20ed850c0003","","pass","Add Concrete Pour Record","checklist","FALSE","FALSE","(10.2) FRP","Lot 011 - Retaining Wall Pour #11 | (NB-01)","RR-SEPD-BESS-QA-ITR-001-01 - Concrete Pour Record","Concrete Pour Record","Load No. 5"
