"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"384fa0f7-9d08-48fa-91ea-714eaac22717","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.13-W1"
"02cd79d8-c2bb-473b-9e04-14e8270b89d5","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.13-W2"
"d2343b50-944f-4c7f-9d6b-183053cc5e0c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.14-W1"
"2705cb00-b802-4885-a7c0-74de201f38b1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.14-W2"
"83377ec9-3fe2-449c-8796-9a7b157f88a5","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.15-W1"
"b134b60a-57ff-41c6-9b21-6676f16f19aa","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.15-W2"
"2aafca37-6f03-49d3-a3d0-8957127f3c51","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.15-W3"
"8fd9f92d-fce2-4b46-9461-b0a1d698b2a7","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.15-W4"
"7f50072a-0508-4fed-bea7-17434367ed41","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.16-W1"
"5ed59c4b-7759-42fa-8c37-177c82147aed","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.16-W2"
"582205cf-6c05-4e36-8bce-566c77ad74fd","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.16-W3"
"99360c86-aa5c-4302-9189-f9abc665d08e","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.17-W1"
"aadd9aba-6216-4583-8aff-1c13c2861952","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.17-W2"
"52b4af78-3f6e-47aa-bf05-bb49b2d354f3","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.17-W3"
