"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"033b513e-b7bd-4cc1-a624-91ce536cec57","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"882fb680-ca04-4375-a472-e86b804a7761","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","B6"
"25ae65bc-5f92-4b5a-b8cc-2d8c5226269a","","checklist-sectioned","work-in-progress","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 14","LEF-14-05"
"c2ed309f-c541-4f28-a36d-a96c4920eee3","","checklist-sectioned","work-in-progress","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 14","LEF-14-06"
"32692789-555c-4415-b9b8-493141f0542d","","checklist-sectioned","work-in-progress","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 14","LEF-14-07"
"4af02a55-0732-4375-a487-99a4b604b56c","","checklist-sectioned","work-in-progress","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 14","LEF-14-08"
"437c1881-74f9-4437-9aef-9fa796c368e7","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","MDB-14.01"
"eb869d5a-3745-4744-8ef6-e3a9e7c3acd0","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","MDB-14.02"
"30deb8b7-0f02-4e83-b6a1-c460303d0534","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","MDB-14.03"
"a3f88dad-37bb-4dd6-9c88-2b4780dbd880","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","MDB-14.04"
"092da184-3263-48d9-9bba-c3405022f462","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","MDB-14.05"
"e7e95e72-e38e-4d02-bcec-d84586d71a02","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","MDB-14.06"
"205e089d-fc0a-41ca-88ef-28ec822f8010","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","MDB-14.07"
"cfc84888-a3e6-4db1-91f9-9c7c2cdb8fbb","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","MDB-14.08"
"db821cfe-0a2a-4a81-bbc4-a8e80743971e","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","FD-14.01"
"60f594b1-c26f-4b7f-9f18-b66a7ee2b082","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","FD-14.02"
"4a52d323-4f29-4ffb-8123-45eba3559972","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","FD-14.03"
"37666a94-20fa-45ad-99be-f648ab3cb27e","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","FD-14.04"
"ff4762be-a5d7-4a8b-8e4f-db7bd4c77046","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","FD-14.05"
"f9bc81d8-2784-4ae8-9bca-e09faf7cacdb","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","FD-14.06"
"f31817da-074e-4992-9f03-68697ad8d9e9","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","FD-14.07"
"16feaf0a-7ae8-4615-94f2-eed9ccbc6e7c","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 14","FD-14.08"
"9149fc0e-ebb8-48a8-86aa-3a9bdaa1284a","","checklist-sectioned","work-in-progress","010bd366dd07ab5f2dc89dc8526ac87a315c6036cf12e2ec218d913d78f65026","checklist","FALSE","FALSE","Site QA","Level 14","AC-L14-01"
"a48d2655-a419-45e8-a5ff-b93f4956901f","","checklist-sectioned","work-in-progress","010bd366dd07ab5f2dc89dc8526ac87a315c6036cf12e2ec218d913d78f65026","checklist","FALSE","FALSE","Site QA","Level 14","AC-L14-02"
"c1b0038a-6230-4146-8abd-7b19495a9858","","checklist-sectioned","work-in-progress","010bd366dd07ab5f2dc89dc8526ac87a315c6036cf12e2ec218d913d78f65026","checklist","FALSE","FALSE","Site QA","Level 14","AC-L14-03"
"8cb83e85-230a-4b4a-8f9d-11f459a1d84f","","checklist-sectioned","work-in-progress","010bd366dd07ab5f2dc89dc8526ac87a315c6036cf12e2ec218d913d78f65026","checklist","FALSE","FALSE","Site QA","Level 14","AC-L14-04"
"49faac49-4703-4271-93b8-14eece52e455","","checklist-sectioned","work-in-progress","010bd366dd07ab5f2dc89dc8526ac87a315c6036cf12e2ec218d913d78f65026","checklist","FALSE","FALSE","Site QA","Level 14","AC-L14-05"
"c9ce0c9c-f5d6-4548-be25-73d7e1ae8883","","checklist-sectioned","work-in-progress","010bd366dd07ab5f2dc89dc8526ac87a315c6036cf12e2ec218d913d78f65026","checklist","FALSE","FALSE","Site QA","Level 14","AC-L14-06"
"bcaf4290-a27e-490d-b75f-2d1ed56079e0","","checklist-sectioned","work-in-progress","010bd366dd07ab5f2dc89dc8526ac87a315c6036cf12e2ec218d913d78f65026","checklist","FALSE","FALSE","Site QA","Level 14","AC-L14-07"
"9d1948cf-7cb3-41d1-bb01-fba635157ef9","","checklist-sectioned","work-in-progress","010bd366dd07ab5f2dc89dc8526ac87a315c6036cf12e2ec218d913d78f65026","checklist","FALSE","FALSE","Site QA","Level 14","AC-L14-08"
"e0223c1b-f185-4834-9397-4625824163af","","checklist-sectioned","work-in-progress","010bd366dd07ab5f2dc89dc8526ac87a315c6036cf12e2ec218d913d78f65026","checklist","FALSE","FALSE","Site QA","Level 14","BS-L14-1"
"8dc4e08e-901d-4977-b7ba-e05457792f9c","","checklist-sectioned","work-in-progress","010bd366dd07ab5f2dc89dc8526ac87a315c6036cf12e2ec218d913d78f65026","checklist","FALSE","FALSE","Site QA","Level 14","BS-L14-2"
"2fb7b1dc-19e4-4c05-8e23-0278bc7e3e10","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 15"
"b499f365-f2f3-4385-891b-0dfec7169e6e","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","TEF-15-01"
"3994b8c5-1953-47e2-86f2-93ef72996155","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","TEF-15-02"
"e3dcfb5b-0fe4-4bad-bd20-475f8278b594","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","TEF-15-03"
"96c344cc-2924-4ce5-a510-faaf895e6512","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","TEF-15-04"
"13b3e3b4-966e-4e34-9787-2b573d844245","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","TEF-15-05"
"0ed3045e-e085-49b6-a6a3-76beff4f06af","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","TEF-15-06"
"870947a5-766f-409b-a811-148515174c1f","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","TEF-15-07"
"9a0b1861-f805-4196-a5f5-71da2e8d65b5","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","TEF-15-08"
"05a2ed1a-adf6-457b-9b87-83837876bacf","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","LEF-15-01"
"e7de5bcb-9ffd-4664-9400-774fcfc8a8cc","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","LEF-15-02"
"e3bb6270-6947-493f-a3f3-41eee4ded214","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","LEF-15-03"
"ece7dd43-1bd9-480a-9d8c-ee20f718984b","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","LEF-15-04"
"d58c52a4-b9c6-4b0b-898f-864a942bb6c5","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","LEF-15-05"
"8d9cbe3a-d376-4432-bac0-bd59a4c6fda1","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","LEF-15-06"
"e171d8a4-95e7-43ce-aff9-c9a009cc8b7c","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","LEF-15-07"
"11c4057d-ea88-4a17-8e5f-bc0f65156a35","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 15","LEF-15-08"
"7ad61fc0-831a-469e-89be-6807fe0baac4","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","MDB-15.01"
"84dbe79b-fb29-4185-9769-43caeca20820","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","MDB-15.02"
"24b308f3-c858-4083-8d51-5f85b3af555b","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","MDB-15.03"
"4a2138c8-ccae-4958-a25a-90c4c0052a4e","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","MDB-15.04"
"3ef84e7b-98a5-4ed6-a7ab-f25c5c325106","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","MDB-15.05"
"9acb8c4e-6e3e-4927-b73a-d3e2549f7e61","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","MDB-15.06"
"66c0ca88-3a49-4d38-8b72-360aa33b747d","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","MDB-15.07"
"844e56bd-836d-44dd-97cd-1dbf787efe29","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","MDB-15.08"
"3e3b7641-833d-49f0-91b1-1a91b064de33","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","FD-15.01"
"deb30915-62bb-4685-a574-c32ec3819557","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","FD-15.02"
"d347f53a-48bb-423a-a38a-121dc1ddea8c","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","FD-15.03"
"070cac2e-0f49-4515-bdb6-b53e779f0422","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","FD-15.04"
"c27b7d62-a47c-42ca-947d-2a79c872b049","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","FD-15.05"
"f4f9090a-b4af-4555-b8ad-f87ffabda790","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","FD-15.06"
"d5c58e44-8a93-4526-8176-b082f0255d45","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","FD-15.07"
"3957d3e1-c3f1-49e9-9df9-1ed357b2d51c","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 15","FD-15.08"
"136df517-335b-4350-95c2-a35d688f5c4a","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","AC-L15-01"
"33ccab24-c1b9-4327-8a3b-6ea810edcc96","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","AC-L15-02"
"61a59874-6d5f-42e7-88af-7517ef98a4d3","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","AC-L15-03"
"678e913f-25b1-41d8-af9f-36fd0cbef37e","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","AC-L15-04"
"82c47bec-7e1c-4d22-b8f3-4515c6b0dbfa","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","AC-L15-05"
"ee81fd05-5d8e-4d54-9d98-1e19e04e9627","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","AC-L15-07"
"67bbfec6-3eeb-4544-9dd6-96cac1fd11e1","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","AC-L15-07"
"0a3c1680-7008-460c-929f-32617ef37ab4","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","AC-L15-08"
"435a0917-f7cb-4a4e-b3ff-455056afa156","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","BS-L15-1"
"ca7eb094-05e7-4a79-b1ea-9c5d654796f3","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 15","BS-L15-2"
"3c546b30-881e-4d4f-b08c-9643cdf80263","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 16"
"5e88b6d0-e8d4-4473-9a81-8ee9b5492854","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","TEF-16-01"
"55f2efdf-69b7-4513-bb49-bee9f3cdd488","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","TEF-16-02"
"b01f24a3-e0d5-42db-8043-f0d4b0271628","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","TEF-16-03"
"b8de25b7-6bca-4a85-8166-54d067bfafb6","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","TEF-16-04"
"4e740ca9-f1b5-4164-b68f-4285705ca947","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","TEF-16-05"
"7de67b82-0532-44f9-a1fc-12ae68f1f01f","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","TEF-16-06"
"e51ba80f-1738-4805-8766-c029dfcbbf83","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","TEF-16-07"
"46b5e1d2-b756-470b-9dfb-9d2cb18626e5","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","TEF-16-08"
"36aa2c48-8d91-4e97-87d0-81c48cfadc7a","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","LEF-16-01"
"d1a1d259-936b-4ed2-a208-aebc8ee364b1","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","LEF-16-02"
"64b34c38-526e-4acd-8db1-0f9fab530387","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","LEF-16-03"
"9c210439-54a5-40de-89c6-2d37fb13ac20","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","LEF-16-04"
"37b111e6-1d38-481d-988c-2282e4ac9477","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","LEF-16-05"
"553512f6-230c-4015-bf09-20c50334fe59","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","LEF-16-06"
"e9d6bb1b-8332-49c6-ba88-1d9aa39db53f","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","LEF-16-07"
"2f52be9c-e4a0-4c40-a8ed-a7ad9a759edb","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 16","LEF-16-08"
"b4ce5306-fe5c-4116-be15-0a6ed8d40678","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","MDB-16.01"
"27261bc1-174c-4651-aa0b-07ff84a67d3f","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","MDB-16.02"
"371b29ab-8438-499d-805f-82662e82176f","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","MDB-16.03"
"f922796f-6a8e-4aaa-94fa-0703c61d791e","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","MDB-16.04"
"e105d13d-033c-4864-acc4-1b5b52faa3f0","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","MDB-16.05"
"f5942073-0781-4d54-a352-39f4e25ae9d5","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","MDB-16.06"
"13da6bca-0d8e-4e1f-b264-fe82b78799be","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","MDB-16.07"
"29bab19d-5483-4094-a2d3-64326721b9f6","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","MDB-16.08"
"5623ff19-b1f9-40fb-b041-0ca8a110b697","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","FD-16.01"
"248211e2-98bb-40a4-8757-257edc939764","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","FD-16.02"
"199660bf-ed54-423e-b137-ad1c5360e5f7","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","FD-16.03"
"97855e5b-e53b-425e-bfd3-1c75e2493641","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","FD-16.04"
"2f81a846-7f4e-4259-8081-c3649b672446","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","FD-16.05"
"46743274-3434-43a7-9085-7cb90b8760a5","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","FD-16.06"
"e177290d-5b7e-470d-b277-4ece1524ec0e","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","FD-16.07"
"c828b455-70ab-431f-96ed-3190580222aa","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 16","FD-16.08"
"8a508828-1a6a-43c9-b83b-fcb68cde59be","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","AC-L16-01"
"144f1513-c3fe-4ec4-ae71-2f7495c05f8b","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","AC-L16-02"
"29a2f370-ee51-4b70-b0d4-909c95c1d2f0","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","AC-L16-03"
"0136a4ef-40dd-4bcb-825e-707ff4ffc8bd","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","AC-L16-04"
"33c1d046-bedb-4f6c-89fb-0f885a934cde","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","AC-L16-05"
"0933a4b0-c9d9-4ac7-ae2c-9080b5c2cf9e","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","AC-L16-07"
"b42166b1-6c2e-4f80-887c-eaaffccc90b9","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","AC-L16-07"
"8b1416c5-c556-4eb8-aa54-79c56817eaef","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","AC-L16-08"
"b4e09143-1ee4-4b75-b2b7-10982de83214","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","BS-L16-1"
"3fe86019-c310-4d48-9c1e-4b03bf523ffc","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 16","BS-L16-2"
"24fc6ba3-7e9f-4870-be14-cb3d5073f755","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 17"
"7a89a607-7267-454f-9246-cf4d667bfc1b","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","TEF-17-01"
"99c89468-7468-4323-acd8-8118124d093a","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","TEF-17-02"
"447aadcb-f148-49fb-970d-16d86054fd59","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","TEF-17-03"
"7d9e8a89-df49-4585-86ff-2eb4200eb8e0","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","TEF-17-04"
"3bce19a1-b8c1-41e2-bd3d-aa9455742866","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","TEF-17-05"
"a1d46067-edbd-4317-9569-1d3bc5148da8","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","TEF-17-06"
"0cbeae59-30a4-4341-a372-c12f67efe5d0","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","TEF-17-07"
"04f6c24c-994b-4ee2-9582-38844f59a61c","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","TEF-17-08"
"6e17e8b8-2423-4d09-b88b-1b694a9a2413","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","LEF-17-01"
"1c0db028-4c29-4210-96fc-314f94af8d2e","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","LEF-17-02"
"ba280ef7-8e8e-43d5-bb3e-538de6a97329","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","LEF-17-03"
"bac6b769-d027-48b9-a40d-a08714fea4df","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","LEF-17-04"
"816ff35b-100a-459c-9964-f1723e256986","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","LEF-17-05"
"40ebe7be-0ae6-4736-b812-c10cacdf6e40","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","LEF-17-06"
"aa2ef2bb-635d-414c-9fe1-c34751c08c9d","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","LEF-17-07"
"7562d6df-307b-4ca3-87a1-eb56b17a38d3","","checklist-sectioned","not-started","Fan Install Checklist","checklist","FALSE","FALSE","Site QA","Level 17","LEF-17-08"
"d50a2953-c840-4d8c-b729-6f364f3b1d33","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","MDB-17.01"
"973f3208-7f6a-48b5-9b77-21fb100874ba","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","MDB-17.02"
"616ef4aa-4da4-4c23-ad9d-12720162364b","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","MDB-17.03"
"00d58e6d-6932-45ff-acac-350704d386c8","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","MDB-17.04"
"53f3dd7d-2172-4177-825f-108ffe627786","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","MDB-17.05"
"97054465-376f-43f7-9454-dca25b35719d","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","MDB-17.06"
"0ff115c1-a975-454b-ba89-5a95abf28fac","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","MDB-17.07"
"1f0dc67d-a3e5-435b-92fd-f176045603b2","","checklist-flat","not-started","Motorised Blade Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","MDB-17.08"
"e303da56-2d31-4945-801c-17c717180d99","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","FD-17.01"
"769e56e5-1ca9-40e4-9a07-dc58886d10ae","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","FD-17.02"
"a3f2d93a-d980-4dd8-9378-29a3815c42d1","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","FD-17.03"
"684223b6-0df3-4f10-a666-0d9210cfbccb","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","FD-17.04"
"967d6d15-7c7c-44ea-a162-0620d6371ca3","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","FD-17.05"
"b6f24e77-4ddf-4f7d-8101-85b4aa12cfd8","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","FD-17.06"
"c7823569-9d8d-48f7-aff6-56a7ba963359","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","FD-17.07"
"e8dbb19e-a019-4c0c-830d-273fa8048457","","checklist-flat","not-started","Fire Damper Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 17","FD-17.08"
"e96feb10-7d7c-47e4-9cde-13f9a3af520e","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","AC-L17-01"
"6265a51d-2440-4732-9d72-6413f1a585fe","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","AC-L17-02"
"d4ecccaf-ee3a-41a3-a2f1-b89cad8f0d25","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","AC-L17-03"
"d676d7af-d940-4601-803a-bc1120cd5388","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","AC-L17-04"
"33cb7d79-85fc-40d7-85f2-fd0e179e20dd","","checklist-sectioned","not-started","Apartment Checklist","checklist","FALSE","FALSE","Site QA","Level 17","AC-L17-05"
