Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,,,,,,
84a50827-57a9-52d4-b394-d6b9d5202577,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.07,IU-B-03.07,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
49044c45-9152-5388-88b5-09aa075880a6,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.08,IU-B-03.08,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
11f21030-43ac-5238-b3ad-284b8a8e117e,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.01,IU-B-04.01,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
bef79a19-4f2a-58ba-a407-7ca95243e73a,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.02,IU-B-04.02,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
f6bc6eed-4b0c-5a05-b2c7-4c1563a336c0,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.03,IU-B-04.03,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
2f931c4b-82e0-59b7-8b6d-047a94526491,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.04,IU-B-04.04,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
c3bfc063-43ca-57bc-adc6-c8b88ff2e86e,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.05,IU-B-04.05,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
2e59be7b-7a2d-5579-8515-2f84d974b591,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.06,IU-B-04.06,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
47083f5d-5f37-53d5-b729-0011bcce24ef,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.07,IU-B-04.07,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
139e26f1-84e8-5fd6-b642-3f1816e33bbe,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.08,IU-B-04.08,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
a4371999-1e12-5348-93e1-75b85c6244a5,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.01,IU-B-05.01,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
5ef3824c-f85e-5d25-b4fe-2f398c537083,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.02,IU-B-05.02,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
f122413c-4eb2-50cf-bc87-fba29350e3f4,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.03,IU-B-05.03,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
7b8895b5-2ecf-5229-b4a7-71cdba7b384d,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.04,IU-B-05.04,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,,
a544faaa-c19b-5449-9df8-68672715d1e1,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Plantroom,OU-B-AHU-05.01,DX Units,Signed off By AE Smith,,,,,,,,,
176a9cf4-ed25-5460-9dc3-c8cffc0b060b,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,ICT Room,IU-B-02.05,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,
f400fca5-b47f-5db1-947f-8df9682bb332,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,ICT Room,IU-B-02.06,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,
8c30d092-318e-5825-9cc3-e7de6035c9f5,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,Hobbies Lounge,IU-B-02.07,CRL-ITR-016 - DX Units,DX Units,Signed off By AE Smith,,,,,,,
d35f7eb4-650b-54ab-9141-463613e8c6e6,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.01,IU-B-02.01,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
25b504ba-164f-531c-98e6-4619379d672c,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.02,IU-B-02.02,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
2cd1cb70-e6c1-5a1b-9ea6-bc62ef11e709,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.03,IU-B-02.03,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
796c47cb-77ca-5e06-9370-e84f54f58824,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.04,IU-B-02.04,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
8deaa1f8-ed18-504a-b3cd-4996eb858e4a,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.01,IU-B-03.01,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
3a16052b-fb0f-58e7-851f-6bbddadc5792,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.02,IU-B-03.02,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
879bd695-f1f6-54d3-aeea-890ed08f5740,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.03,IU-B-03.03,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
888c099a-d9cc-5c34-945f-ec870c8a1091,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.04,IU-B-03.04,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
ffd4db78-2521-5f75-8822-44fc03b36f6a,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.05,IU-B-03.05,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
e6b265c4-2948-5247-be27-95eab4831692,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.06,IU-B-03.06,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
1105913f-0f24-59da-8e6e-e6e27bdc8c2c,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.07,IU-B-03.07,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
84bdf4f4-2cd1-57cf-9872-804fba1cd6d0,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.08,IU-B-03.08,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
c82bce14-7c3a-5238-a5b9-3df4aaf68fc3,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.01,IU-B-04.01,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
e6d1b604-017c-56cb-b2e7-2c648616d420,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.02,IU-B-04.02,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
a55250e3-73b8-5002-8975-8e3dcce2bb4c,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.03,IU-B-04.03,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
a40f97c6-32be-5c91-bee6-fc84064f5c0b,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.04,IU-B-04.04,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
4b1c233e-1571-5ab8-930b-0d6c1e7d8b98,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.05,IU-B-04.05,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
db1daf53-8f62-5253-b5eb-fd2c8860183d,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.06,IU-B-04.06,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
4ee56f67-fec3-5c61-a37c-3e9bfbfd7e2e,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.07,IU-B-04.07,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
51c2927d-e1ad-5360-bcf2-315d3bf9d191,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.08,IU-B-04.08,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
bea9ad09-a1ce-58ac-b261-990b471c7d04,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.01,IU-B-05.01,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
2faf9d51-0933-59a1-bf3c-b77408b1061d,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.02,IU-B-05.02,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
12feab74-032d-51d3-b813-7361a6568b9b,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.03,IU-B-05.03,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
736a5a9d-aa40-5184-8398-34508922c54f,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.04,IU-B-05.04,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,,
f12a054f-bed6-561b-a20c-1ab12f4ce17a,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,ICT Room,IU-B-02.05,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,
53c6147f-93a6-52f8-b9d5-93f2f80939ed,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,ICT Room,IU-B-02.06,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,
d2691840-0a3d-586b-b86c-ecdffd384d56,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,Hobbies Lounge,IU-B-02.07,CRL-ITR-016 - DX Units,DX Units,Photo's of Pressure test,,,,,,,
72f9f059-87b0-5488-8e5b-5bbe663b4e45,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Plantroom,OU-B-AHU-05.01,DX Units,Photo's of Pressure test,,,,,,,,,
a555f7f4-4075-5271-bd70-b6729515fc63,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Plantroom,OU-B-AHU-05.01,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,,
68001032-3204-5a8a-bd58-8c2fbd89b583,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.01,IU-B-02.01,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
db3fabff-4c63-5f79-8a37-2a9884a29f2a,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.02,IU-B-02.02,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
72ee4a30-77ec-56ba-aae8-726bd7b77e50,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.03,IU-B-02.03,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
c1217750-268c-507a-96df-281014bce15a,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.04,IU-B-02.04,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
d615029d-7534-502b-a8a7-736f56ee6f29,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.01,IU-B-03.01,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
f1222a58-e069-5ba4-8cfa-1b99f3a3655e,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.02,IU-B-03.02,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
58e98ec1-03aa-5dff-a80b-9623aab088c2,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.03,IU-B-03.03,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
7b8e78ab-9936-52f2-a0f9-83445148b2dc,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.04,IU-B-03.04,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
ec3bc451-d590-56ef-a754-7222014ab4ba,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.05,IU-B-03.05,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
3946e3af-935b-53cb-a760-69c5cfe997ad,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.06,IU-B-03.06,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
dfa5c99f-beca-58bc-bdc3-3a39cfcbeb4b,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.07,IU-B-03.07,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
8476ee7a-a8be-5649-b0d3-793a2418ad79,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.08,IU-B-03.08,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
9cb7dccf-b8cc-5f86-b227-c2aa63072d57,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.01,IU-B-04.01,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
4c8631bf-a3a6-5821-aa7e-d5dd7ea3682d,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.02,IU-B-04.02,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
