Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,,
,,Punch Windows and Doors (Office and Warehouse) - Warehouse  - Grid A,dynamic,Atlas,Building,Envelope ,Facade,Punch Windows and Doors (Office and Warehouse),Warehouse ,Grid A,
,,Punch Windows and Doors (Office and Warehouse) - Warehouse  - Grid E,dynamic,Atlas,Building,Envelope ,Facade,Punch Windows and Doors (Office and Warehouse),Warehouse ,Grid E,
,,Seismic Gap - Grid A/8,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid A/8,,
,,Seismic Gap - Grid A/4,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid A/4,,
,,Seismic Gap - Grid H/8,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid H/8,,
,,Seismic Gap - Grid E/4,dynamic,Atlas,Building,Envelope ,Facade,Seismic Gap,Grid E/4,,
,,Various Flashing,dynamic,Atlas,Building,Envelope ,Facade,Various Flashing,,,
,,Concrete Sealer,dynamic,Atlas,Building,Envelope ,Facade,Concrete Sealer ,,,
,Columns,,,,,,,,,,
,,Facade QA,,Facade,,,,,,,
,,,,,,,,,,,
Roof - Overall Progress,,,,,,,,,,,
,Scope,,,Atlas,Roof,,,,,,
,Rows,,,,,,,,,,
,,Office Nuraply Roof,dynamic,Atlas,Building,Envelope ,Roof,Office Nuraply Roof,,,
,,Office Grid 8 Cap Flashing,dynamic,Atlas,Building,Envelope ,Roof,Office Grid 8 Cap Flashing,,,
,,Office Roof Skylight,dynamic,Atlas,Building,Envelope ,Roof,Office Roof Skylight,,,
,,Warehouse Metal Roof,dynamic,Atlas,Building,Envelope ,Roof,Warehouse Metal Roof,,,
,,Terrace to Warehouse Nuraply Roof - Grid A,dynamic,Atlas,Building,Envelope ,Roof,Terrace to Warehouse Nuraply Roof,Grid A,,
,,Terrace to Warehouse Nuraply Roof - Grid D,dynamic,Atlas,Building,Envelope ,Roof,Terrace to Warehouse Nuraply Roof,Grid D,,
,,Facia Plate - Office Grid A,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid A,,
,,Facia Plate - Office Grid 8,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid 8,,
,,Facia Plate - Office Grid H,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid H,,
,,Facia Plate - Office Grid 5,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Office Grid 5,,
,,Facia Plate - Warehouse Grid A,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Warehouse Grid A,,
,,Facia Plate - Warehouse Grid D,dynamic,Atlas,Building,Envelope ,Roof,Facia Plate,Warehouse Grid D,,
,,Nuwall Soffit Lining - Grid B Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid B Soffit (Office),,
,,Nuwall Soffit Lining - Grid H Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid H Soffit (Office),,
,,Nuwall Soffit Lining - Grid J Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid J Soffit (Office),,
,,Nuwall Soffit Lining - Grid I Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid I Soffit (Office),,
,,Nuwall Soffit Lining - Grid 5 Soffit (Office),dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Grid 5 Soffit (Office),,
,,Nuwall Soffit Lining - Terrace to Warehouse Soffit - Grid A,dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Terrace to Warehouse Soffit,Grid A,
,,Nuwall Soffit Lining - Terrace to Warehouse Soffit - Grid D,dynamic,Atlas,Building,Envelope ,Roof,Nuwall Soffit Lining,Terrace to Warehouse Soffit,Grid D,
,,Canopy,dynamic,Atlas,Building,Envelope ,Roof,Canopy,,,
,Columns,,,,,,,,,,
,,Roof QA,,Roof,,,,,,,
,,,,,,,,,,,
Terrace - Overall Progress,,,,,,,,,,,
,Scope,,,Atlas,Terrace,,,,,,
,Rows,,,,,,,,,,
,,Green Roof Waterproofing,dynamic,Atlas,Building,Envelope ,Terrace,Green Roof Waterproofing,,,
,,Terrace Easylap Cladding,dynamic,Atlas,Building,Envelope ,Terrace,Terrace Easylap Cladding,,,
,,Terrace Tiled Flooring,dynamic,Atlas,Building,Envelope ,Terrace,Terrace Tiled Flooring,,,
,,Terrace Glass Balustrade,dynamic,Atlas,Building,Envelope ,Terrace,Terrace Glass Balustrade,,,
,Columns,,,,,,,,,,
,,Terrace QA,,Terrace,,,,,,,
