"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f4072f4d-8669-4774-8bf4-1c7f30b2aaf8","","not-started","","folder","TRUE","FALSE","STAGE #1"
"d79fecfb-1328-431a-b8a9-d17d48dd85d8","","not-started","","folder","TRUE","FALSE","STAGE #1","#18 W019-2 MC2 019"
"bf371059-52e3-4cca-81cd-f8ef46c62097","","fail","","folder","TRUE","FALSE","STAGE #20","#44 W150-3 SA2 150"
"543a62bc-c219-47f6-a3c2-5257b7fa2791","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #20","#44 W150-3 SA2 150","Factory Works"
"6ea2742a-0260-4597-803a-862b6d7f95ca","","fail","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #20","#44 W150-3 SA2 150","Pre Install Checklist"
"a856c8be-dbba-4b2d-a26b-71d1a3f9148d","","fail","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #20","#44 W150-3 SA2 150","Installation"
"6c5c8fa7-9665-4666-924a-8154a0cb1dc6","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #20","#44 W150-3 SA2 150","Glazing"
"e539c7ae-9695-46fb-9f14-afce5946b289","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #20","#44 W150-3 SA2 150","Performance Tests"
"2112bbcc-0a52-421c-a038-5decf603cf0f","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #20","#44 W150-3 SA2 150","Handover Checklist"
"d22b87e3-bb7f-46e1-87bc-a1ab76c47441","","work-in-progress","","folder","TRUE","FALSE","STAGE #20","#45 D149-1 SA4 149"
"fa7ba3c8-414a-4793-b24c-f98dc87eedf0","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #20","#45 D149-1 SA4 149","Factory Works"
"aa716f25-fbde-44fb-a9b4-31b81000e5ce","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #20","#45 D149-1 SA4 149","Pre Install Checklist"
"c8a35c8a-45f1-45ef-8a5b-dc0c9c02da48","","pass","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #20","#45 D149-1 SA4 149","Installation"
"80aaa1f7-3274-4524-b5ed-69fca06fde04","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #20","#45 D149-1 SA4 149","Glazing"
"e7b95048-3bfd-4bd1-a868-5b93baea2fc6","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #20","#45 D149-1 SA4 149","Performance Tests"
"b515123f-00dd-4a37-87ce-b97520b751cd","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #20","#45 D149-1 SA4 149","Handover Checklist"
"570c0dea-deab-4e2b-b6a3-bfb597543f1e","","work-in-progress","","folder","TRUE","FALSE","STAGE #20","#46 W149-1 SA4 149"
"ea1d7b80-9634-4f7f-adc8-6cb676853c06","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #20","#46 W149-1 SA4 149","Factory Works"
"fffc79f1-43f8-4bbc-8395-1b6d4a695f1e","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #20","#46 W149-1 SA4 149","Pre Install Checklist"
"a344cd1b-6abb-44bf-b859-80d0ee775258","","pass","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #20","#46 W149-1 SA4 149","Installation"
"ab7a6837-1a3f-4ce4-aa1c-a52dabdb77b7","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #20","#46 W149-1 SA4 149","Glazing"
"ce7cc5c5-8c5b-425a-b360-8bb0648291df","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #20","#46 W149-1 SA4 149","Performance Tests"
"018b4c20-feb2-4333-b6d1-608faf74b276","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #20","#46 W149-1 SA4 149","Handover Checklist"
"997b6201-6ec8-4f5e-9820-5876f9232be6","","not-started","","folder","TRUE","FALSE","STAGE #20","#47 D148-1 SA5 148"
"5b52ddaa-c61e-4099-8f96-1a3e32a773b4","","not-started","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #20","#47 D148-1 SA5 148","Factory Works"
"f0334e1d-4a2f-431b-828d-600517f116bd","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #20","#47 D148-1 SA5 148","Pre Install Checklist"
"88c78b05-1bf2-4373-a365-930090de7676","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #20","#47 D148-1 SA5 148","Installation"
"5e9f13d5-8111-46fc-9eb1-dacaa177ede6","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #20","#47 D148-1 SA5 148","Glazing"
"001656b7-a21e-4d2a-aa25-f8455686aa40","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #20","#47 D148-1 SA5 148","Performance Tests"
"3d6d5b9b-1f9d-4596-84de-123125c75bfb","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #20","#47 D148-1 SA5 148","Handover Checklist"
"0a3e8b3b-0fbe-4ba2-8bc1-00e302d7231a","","work-in-progress","","folder","TRUE","FALSE","STAGE #20","#48 W148-1 SA5 148"
"193f71b7-2d4f-4ef3-84d7-dee57580e784","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #20","#48 W148-1 SA5 148","Factory Works"
"07f374e3-253e-4a41-974d-3a125cec5608","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #20","#48 W148-1 SA5 148","Pre Install Checklist"
"79148a78-7e74-4fbb-9248-e925a3baf05b","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #20","#48 W148-1 SA5 148","Installation"
"96e115d4-b5e1-48cb-a574-b081fa89e876","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #20","#48 W148-1 SA5 148","Glazing"
"76cac30c-866e-4fcd-8c77-e8aa3bf32393","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #20","#48 W148-1 SA5 148","Performance Tests"
"41859586-bf70-47d6-a3db-e4182b4c562f","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #20","#48 W148-1 SA5 148","Handover Checklist"
"58bf445e-1b36-46a6-8877-06f38c034e56","","fail","","folder","TRUE","FALSE","STAGE #21"
"cb451e38-036f-487f-a02b-ad81eb548d0e","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#49 W159-1 SA5 159"
"258ed2aa-fe8a-4aba-927f-0eaf73e5f3f6","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#49 W159-1 SA5 159","Factory Works"
"751be16c-230b-4ce1-8851-0f287c522403","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#49 W159-1 SA5 159","Pre Install Checklist"
"a9dbfda8-f84f-486b-9369-66c40897f4d8","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#49 W159-1 SA5 159","Installation"
"149a464f-8b95-476d-b73e-aaad2ef9fb0b","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#49 W159-1 SA5 159","Glazing"
"185927d1-6238-4c2f-9715-c011e96e13a6","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#49 W159-1 SA5 159","Performance Tests"
"01c7e97a-038a-4299-b0cb-9fa93d86f6e4","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#49 W159-1 SA5 159","Handover Checklist"
"fb0840c6-9546-4535-8a2b-09fc99a1577f","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#50 D159-1 SA5 159"
"80c65cf3-f4f5-495a-bfa3-19b119a34546","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#50 D159-1 SA5 159","Factory Works"
"93c056fa-68b4-4ecc-8209-46f74af79f65","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#50 D159-1 SA5 159","Pre Install Checklist"
"553a91a7-4cb1-4812-b671-45b31e527a2d","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#50 D159-1 SA5 159","Installation"
"e4d02099-716a-41cd-892d-fe3db6add81b","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#50 D159-1 SA5 159","Glazing"
"fa8f89ae-9586-4083-b04e-70ec91a84b67","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#50 D159-1 SA5 159","Performance Tests"
"66825d0c-5a95-4ef2-bf01-365c4d913b68","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#50 D159-1 SA5 159","Handover Checklist"
"64d68baa-6bfa-4177-98ab-4e82bae682de","","fail","","folder","TRUE","FALSE","STAGE #21","#51 W158-1 SA4 158"
"4530d02a-dd85-4d9f-93ee-14e3b9a1ac13","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#51 W158-1 SA4 158","Factory Works"
"b328240c-1c6c-448f-86ed-b68d1a4d48fd","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#51 W158-1 SA4 158","Pre Install Checklist"
"2aec5cec-0396-4590-b5a7-21e4310650cb","","fail","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#51 W158-1 SA4 158","Installation"
"69acb2a8-1511-4af1-90f1-7f4591da1874","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#51 W158-1 SA4 158","Glazing"
"b67dc923-f7b4-43c3-86f6-9117dce605f8","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#51 W158-1 SA4 158","Performance Tests"
"407e7ef9-5a0c-473e-a9ab-d98e2eacb918","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#51 W158-1 SA4 158","Handover Checklist"
"0122b029-3a4b-40a1-87fe-86fb1ed0626f","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#52 D158 -1 SA4 158"
"bd8d9357-62a7-423a-83e5-a18e2904bb03","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#52 D158 -1 SA4 158","Factory Works"
"bd3a736c-a180-4097-a8cc-7c61d3b013ff","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#52 D158 -1 SA4 158","Pre Install Checklist"
"1e035435-cea0-4730-8cac-f696578220d6","","work-in-progress","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#52 D158 -1 SA4 158","Installation"
"bfd25154-637c-4b06-abca-2cb143238385","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#52 D158 -1 SA4 158","Glazing"
"c683ad27-1bf5-44a5-a653-72a879ddc0dc","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#52 D158 -1 SA4 158","Performance Tests"
"db56b3fb-50fc-4f6d-b358-719fece20c05","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#52 D158 -1 SA4 158","Handover Checklist"
"1c184f9f-ef0a-4060-ab06-d03ad0d1f949","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#53 W157-3 SA2 157"
"f6f93fd2-932c-4bf0-a3ee-1b30a729bc8d","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#53 W157-3 SA2 157","Factory Works"
"30bb0724-de9a-47af-9225-47b24d8e6bf5","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#53 W157-3 SA2 157","Pre Install Checklist"
"288d554f-669d-4e4c-889e-aa30edc95ceb","","pass","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#53 W157-3 SA2 157","Installation"
"6c571750-8f7f-4333-8deb-2bb448085029","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#53 W157-3 SA2 157","Glazing"
"be3e4cca-ef31-484f-baf8-036aa9aec4cf","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#53 W157-3 SA2 157","Performance Tests"
"09b22eff-02d3-4b75-bd3e-2a77255dd5a6","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#53 W157-3 SA2 157","Handover Checklist"
"5d9e67f8-535f-438d-887f-839d12c1f271","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#54 W157-2 SA2 157"
"3f1f37b5-d25b-4cbc-8a24-b28ad8f83215","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#54 W157-2 SA2 157","Factory Works"
"e87c8678-2cd0-42ca-9641-da891a501737","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#54 W157-2 SA2 157","Pre Install Checklist"
"be36b9bc-8bc9-401a-a671-7f9f960ca58f","","pass","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#54 W157-2 SA2 157","Installation"
"8da428d0-8da7-4fda-baf3-9bacf74387e5","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#54 W157-2 SA2 157","Glazing"
"39ebb605-a21b-4ca3-bc0d-02cb2eb4da64","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#54 W157-2 SA2 157","Performance Tests"
"8c8c53bf-e58c-440b-b0e4-0ec9affc1245","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#54 W157-2 SA2 157","Handover Checklist"
"64e560f1-6ecd-4824-b576-1a098703967c","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#55 D157-1 SA2 157"
"9a34fa35-b76b-4448-b212-d2558ad25be9","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#55 D157-1 SA2 157","Factory Works"
"d8fa449f-8555-4143-bc11-887f5b54d309","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#55 D157-1 SA2 157","Pre Install Checklist"
"cb21f05b-6141-4c14-ae2d-ef375b3e42eb","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#55 D157-1 SA2 157","Installation"
"e80fd6e1-d69f-47c1-ab71-9d1a7d0adffa","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#55 D157-1 SA2 157","Glazing"
"62d61d4c-808b-461f-ab19-3274a9cf8e37","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#55 D157-1 SA2 157","Performance Tests"
"cdf8db02-4398-469c-b976-18a1901d5481","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#55 D157-1 SA2 157","Handover Checklist"
"d260bfd9-11b5-4502-b1f2-99ffa9f99474","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#56 W157-1 SA2 157"
"c6fd8bdb-ea87-449a-8431-84326f027f3e","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#56 W157-1 SA2 157","Factory Works"
"19cef61d-521f-46f1-b7c2-8d6f2813b209","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#56 W157-1 SA2 157","Pre Install Checklist"
"ad19eb79-888c-4472-91a2-72cd41f8fd50","","pass","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#56 W157-1 SA2 157","Installation"
"3d7de394-2f66-4d02-9586-ffbdcf6a2f87","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#56 W157-1 SA2 157","Glazing"
"18a4f15a-118e-4380-bcbb-fd2c54ccb489","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#56 W157-1 SA2 157","Performance Tests"
"59173114-ece9-4343-8a84-1a588814d46e","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#56 W157-1 SA2 157","Handover Checklist"
"a204a43d-2c67-4aca-8bf8-4d0c6b2ab476","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#57 W156-1 SA2 156"
"eb622450-7e4e-46c5-b7ec-159d3aa85a27","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#57 W156-1 SA2 156","Factory Works"
"993b2476-20cb-4f5f-9077-dcdb30992c6a","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#57 W156-1 SA2 156","Pre Install Checklist"
"05bbc8e1-1e76-4a15-bf39-54165bc97399","","pass","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#57 W156-1 SA2 156","Installation"
"76a9dfa7-1dd0-405c-a802-dd2faac2ebaf","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#57 W156-1 SA2 156","Glazing"
"7abe34af-b22f-4bbc-b2bc-6b8709cb86cc","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#57 W156-1 SA2 156","Performance Tests"
"6205fd5a-1114-4057-8903-f0c7d286aa3e","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#57 W156-1 SA2 156","Handover Checklist"
"46da8595-11b9-4d32-9b3f-c63613a16251","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#58 D156-1 SA2 156"
"beab4d6f-442a-49b7-8e1f-97ea84d259c6","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#58 D156-1 SA2 156","Factory Works"
"2fc3386b-8cff-467c-9286-6b341abe2ad2","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#58 D156-1 SA2 156","Pre Install Checklist"
"9940df09-d71b-41df-a959-e32cb36c35e5","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#58 D156-1 SA2 156","Installation"
"d2676cc8-0604-46aa-b42c-30fe845399dd","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#58 D156-1 SA2 156","Glazing"
"0894970c-d73e-43f7-87be-d5a1ebeb4b03","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#58 D156-1 SA2 156","Performance Tests"
"592eb987-f13f-46b5-a0bd-b0622b2974d7","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#58 D156-1 SA2 156","Handover Checklist"
"f3b97b64-e411-4d67-98ed-d306837a62b2","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#59 W156-2 SA2 156"
"172a03e1-a9fc-4e98-b133-f3aaa0539504","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#59 W156-2 SA2 156","Factory Works"
"36ba2fc8-e53c-4544-be5f-2c6dfd61aee5","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#59 W156-2 SA2 156","Pre Install Checklist"
"5043eba8-a081-4782-aaef-49b94f5a0a22","","pass","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#59 W156-2 SA2 156","Installation"
"569a57fe-141d-4682-899b-8bd101ea94e9","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#59 W156-2 SA2 156","Glazing"
"a5feedac-c68d-4a76-954d-414d3f64d203","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#59 W156-2 SA2 156","Performance Tests"
"1a7767e4-84e3-4de5-a8b7-1a6f9396041d","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#59 W156-2 SA2 156","Handover Checklist"
"fd1a3238-b1c7-499d-bc96-ce5751694e8e","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#60 W156-3 SA2 156"
"1d869905-e3a3-4edf-a705-8ed031690439","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#60 W156-3 SA2 156","Factory Works"
"23003ea6-f99f-4036-9aa4-0be14370de2a","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#60 W156-3 SA2 156","Pre Install Checklist"
"6dcc2339-2190-4e16-a228-2bae8cfb6005","","pass","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#60 W156-3 SA2 156","Installation"
"3c24f7d1-c140-4544-88fc-9302a2de5103","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#60 W156-3 SA2 156","Glazing"
"99923038-49bb-4436-92bf-03c7206d2257","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#60 W156-3 SA2 156","Performance Tests"
"81a30628-ac0a-40bb-9b46-eb39abc06463","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#60 W156-3 SA2 156","Handover Checklist"
"93b63816-c11a-4b9f-bedd-2046542e2f44","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#61 W155-1 SA4 155"
"18913295-4507-4b3f-99fe-fb38f31fcfdc","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#61 W155-1 SA4 155","Factory Works"
"879ee8c8-2e2f-4c5c-9ad4-f5ef825189f5","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#61 W155-1 SA4 155","Pre Install Checklist"
"0d49ea99-eca4-4cab-86b4-f87123ab254d","","pass","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#61 W155-1 SA4 155","Installation"
"e0ab08b0-06f6-469e-8894-1689e09981d5","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#61 W155-1 SA4 155","Glazing"
"2e64c051-c516-4604-a486-dcb34f9c7006","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#61 W155-1 SA4 155","Performance Tests"
"1720c7a6-06e6-4edd-a0e6-79bf7afa43af","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#61 W155-1 SA4 155","Handover Checklist"
"a3e80af5-6ca6-4de4-9038-7022fc5c29d5","","fail","","folder","TRUE","FALSE","STAGE #21","#62 D155-1 SA4 155"
"c734e48a-7ffc-480f-ab86-77cc26e2d04d","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#62 D155-1 SA4 155","Factory Works"
"c4be8dd1-f85e-4152-a0a1-4868d82456c3","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#62 D155-1 SA4 155","Pre Install Checklist"
"b2ad1719-aa37-4133-9881-277b232940ad","","fail","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#62 D155-1 SA4 155","Installation"
"136718db-95ee-461c-b402-85d85a549b3f","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#62 D155-1 SA4 155","Glazing"
"5697c241-eef2-4f4e-bcd9-3b35a124ad44","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#62 D155-1 SA4 155","Performance Tests"
"ecf6510b-9d5f-47bd-a778-3733de48ba9b","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#62 D155-1 SA4 155","Handover Checklist"
"583d7669-8a90-454c-a3f6-5f044f38d438","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#63 D154-2 SA3 154"
"4fdb7b25-4844-4fbd-803b-89f8ec866bd2","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#63 D154-2 SA3 154","Factory Works"
"d21c5593-cb6b-44b0-b928-3a13cf5176ef","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#63 D154-2 SA3 154","Pre Install Checklist"
"dce9d350-e13a-46a7-952b-162477395757","","pass","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#63 D154-2 SA3 154","Installation"
"b4b5cec3-b125-45dc-adea-09e1778fe7ea","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#63 D154-2 SA3 154","Glazing"
"fd43cf18-fe30-434d-b759-7665e2f7cdea","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#63 D154-2 SA3 154","Performance Tests"
"77f0f650-af75-48d9-84f5-91d919b3b451","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#63 D154-2 SA3 154","Handover Checklist"
"c356017b-745a-45f5-8436-bec89586c2cc","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#64 D154-1 SA3 154"
"30a955a3-779f-41f9-b9ff-d79df8267ddf","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#64 D154-1 SA3 154","Factory Works"
"61c7f0c4-e721-4adc-b364-8926e724a2e0","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#64 D154-1 SA3 154","Pre Install Checklist"
"e139beea-046f-45f0-90fe-933048bfe271","","pass","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#64 D154-1 SA3 154","Installation"
"1f6b9721-4e48-44d1-871f-1c2e0ceeb850","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#64 D154-1 SA3 154","Glazing"
"b10f3ba6-e727-4cc0-8f9e-c24bd727b58e","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#64 D154-1 SA3 154","Performance Tests"
"b885c71b-d313-49f2-9388-460b9b7352a7","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#64 D154-1 SA3 154","Handover Checklist"
"41e81909-cf63-4b08-919f-5c81597ffb52","","work-in-progress","","folder","TRUE","FALSE","STAGE #21","#65 W3107-1 Laundry 2 3107"
"37c1c59f-d017-404c-b1d0-a2da8ccdcbe0","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #21","#65 W3107-1 Laundry 2 3107","Factory Works"
"d0a58969-d9d9-44b1-b81e-49a4f41a1e04","","pass","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #21","#65 W3107-1 Laundry 2 3107","Pre Install Checklist"
"9192a734-464e-4cf0-b15f-43d04904696c","","work-in-progress","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #21","#65 W3107-1 Laundry 2 3107","Installation"
"fb374e26-7a60-4654-af24-b2cba9aa027f","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #21","#65 W3107-1 Laundry 2 3107","Glazing"
"c4eb44c2-3bbe-4389-a2ec-6aa0f4b2ec58","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #21","#65 W3107-1 Laundry 2 3107","Performance Tests"
"4d393314-4ddb-47c9-9ccc-c2b32d36027e","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #21","#65 W3107-1 Laundry 2 3107","Handover Checklist"
"8a705e68-bcde-4622-9a5c-e88983321955","","fail","","folder","TRUE","FALSE","STAGE #22"
"41aeb1fb-d8dd-4f8c-ba5e-61b8d9fbdf20","","fail","","folder","TRUE","FALSE","STAGE #22","#66 D219-1 SA3 219"
"6c329ebe-7d09-4e1a-b756-3294558831a8","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #22","#66 D219-1 SA3 219","Factory Works"
"776ad82d-90ea-4dd3-a0a4-0643f411adb4","","fail","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #22","#66 D219-1 SA3 219","Pre Install Checklist"
"c7f0838e-f3c6-4c9f-870e-34ba643d4930","","not-started","Metro-Resi - Install Checklist","checklist","FALSE","FALSE","STAGE #22","#66 D219-1 SA3 219","Installation"
"a3c398e9-d2ec-4739-93c5-880a33cbe39f","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #22","#66 D219-1 SA3 219","Glazing"
"ad3418fb-af0c-4582-bbbf-20e3e5da3641","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #22","#66 D219-1 SA3 219","Performance Tests"
"58dc4487-e6ab-4ef5-886c-f53b2112a46f","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #22","#66 D219-1 SA3 219","Handover Checklist"
"f49f4ed4-e875-4bbf-872b-745686baf519","","fail","","folder","TRUE","FALSE","STAGE #22","#67 D219-2 SA3 219"
"8cfe5bc9-ebf8-49f2-9320-9a7295e35395","","pass","General Manufacturing Template","checklist","FALSE","FALSE","STAGE #22","#67 D219-2 SA3 219","Factory Works"
"c3668693-cc23-42b9-b5c6-fc19d05956e5","","fail","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #22","#67 D219-2 SA3 219","Pre Install Checklist"
