"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09d57bc1-7337-4e17-a6ec-cf6206a0fd1f","","fail","","folder","TRUE","FALSE","STAGE #1 - Level 2 - Sliders"
"f1979c44-56b0-4cdd-8b4c-c7a67c162f44","","work-in-progress","","folder","TRUE","FALSE","STAGE #1 - Level 2 - Sliders","#4 W3- W2.04 Living (UA02) SD"
"6b4cf3d3-f9ae-46c6-a000-e50be6700342","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #11","#60 W11m-W5.27 Living (UF05)","Installation"
"979a09f8-8521-4611-b2af-aab0fc85fb05","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #11","#60 W11m-W5.27 Living (UF05)","Glazing"
"1012fb88-f9da-4b72-90a3-94a573757182","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #11","#60 W11m-W5.27 Living (UF05)","Performance Tests"
"c388330f-ebb9-4451-8b5c-202f384a8fd9","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #11","#60 W11m-W5.27 Living (UF05)","Handover Checklist"
"48a0f181-ad1d-41bb-9bf2-a6596f666a1d","","not-started","","folder","TRUE","FALSE","STAGE #11","#61 W11-W5.29 Living (UE05) SD"
"d3075bcd-99b3-46f9-a166-91d6dd2c3133","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #11","#61 W11-W5.29 Living (UE05) SD","Pre Install Checklist"
"ee410926-5852-4065-9158-99a2ddb270e0","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #11","#61 W11-W5.29 Living (UE05) SD","Installation"
"59edaea3-b074-4be9-a0a6-be01818123eb","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #11","#61 W11-W5.29 Living (UE05) SD","Glazing"
"be521a6b-2261-48ef-95c4-d82c1ad5f243","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #11","#61 W11-W5.29 Living (UE05) SD","Performance Tests"
"49b35b80-b89c-43d0-a344-3c246896a273","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #11","#61 W11-W5.29 Living (UE05) SD","Handover Checklist"
"4f23f509-cc79-4874-92fe-dd110fbe7ce6","","work-in-progress","","folder","TRUE","FALSE","STAGE #11","#66 W3- W5.34 Living (UD05) SD"
"0764b25b-0984-4e6d-a5cb-90e216964b3a","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #11","#66 W3- W5.34 Living (UD05) SD","Pre Install Checklist"
"86cbce6d-8833-445f-8a50-4fc31db84c47","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #11","#66 W3- W5.34 Living (UD05) SD","Installation"
"3542fe97-0426-4aba-86f5-ffe85b5a696c","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #11","#66 W3- W5.34 Living (UD05) SD","Glazing"
"22a7a78f-0117-4c63-ab40-d856756892b8","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #11","#66 W3- W5.34 Living (UD05) SD","Performance Tests"
"d9f22c91-f221-483b-b05a-6c9fb4c8e22f","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #11","#66 W3- W5.34 Living (UD05) SD","Handover Checklist"
"e508c88e-45f0-4a1c-a852-f5fc06fc4f2b","","work-in-progress","","folder","TRUE","FALSE","STAGE #11","#69 W3- W5.37 Living (UC05) SD"
"62b8db09-6d70-45fd-9703-6dbef2ed46c9","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #11","#69 W3- W5.37 Living (UC05) SD","Pre Install Checklist"
"650e45cf-3100-409f-8a64-20cb38eb4dcc","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #11","#69 W3- W5.37 Living (UC05) SD","Installation"
"5e46418f-9eaf-4692-aad1-04541e164ef0","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #11","#69 W3- W5.37 Living (UC05) SD","Glazing"
"7268fdbb-8eb3-40a2-b69a-bce56de5190e","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #11","#69 W3- W5.37 Living (UC05) SD","Performance Tests"
"f3efe819-e46c-4445-a69e-a106942c93ae","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #11","#69 W3- W5.37 Living (UC05) SD","Handover Checklist"
"21f9417f-a434-4223-8c3b-1aad201b0544","","work-in-progress","","folder","TRUE","FALSE","STAGE #11","#72 W3- W5.40 Living (UB05) SD"
"78176dbb-575d-4d38-ae28-2a58b1346e9c","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #11","#72 W3- W5.40 Living (UB05) SD","Pre Install Checklist"
"77975dab-c7a1-4d7d-b895-d849258ee4f1","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #11","#72 W3- W5.40 Living (UB05) SD","Installation"
"429e8e63-89c4-4d9b-9df7-93c12423a4d5","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #11","#72 W3- W5.40 Living (UB05) SD","Glazing"
"0cecec5a-d707-42e3-b4f9-39c8fd0c2aab","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #11","#72 W3- W5.40 Living (UB05) SD","Performance Tests"
"c0fa6894-96b3-4283-ae43-da0736b4cf6e","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #11","#72 W3- W5.40 Living (UB05) SD","Handover Checklist"
"b45589bd-678a-44b1-a302-63bc899f616f","","work-in-progress","","folder","TRUE","FALSE","STAGE #12"
"7120b387-f399-4a7b-8fd4-2945f78ad79e","","not-started","","folder","TRUE","FALSE","STAGE #12","#37 W1- W5.02 Bedroom (UA05)"
"6ec595d9-d7fc-4079-b13b-8c431dd738ab","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#37 W1- W5.02 Bedroom (UA05)","Pre Install Checklist"
"baebbb8a-5396-4e93-8d71-502116de9191","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#37 W1- W5.02 Bedroom (UA05)","Installation"
"f1355cbd-b63a-4a72-b6c5-d3083b3681e1","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#37 W1- W5.02 Bedroom (UA05)","Glazing"
"6a04e357-4b73-4ecd-8697-b4570e3076ea","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#37 W1- W5.02 Bedroom (UA05)","Performance Tests"
"53d4b5f4-f0d9-4ba3-b068-74c64e406fed","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#37 W1- W5.02 Bedroom (UA05)","Handover Checklist"
"bbd20a4c-5d7f-4eb5-a213-2c28e3efe38f","","not-started","","folder","TRUE","FALSE","STAGE #12","#38 W2- W5.03 Bedroom (UA05)"
"fbc47c68-5dd7-41e6-930e-ffb9e48dca0a","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#38 W2- W5.03 Bedroom (UA05)","Pre Install Checklist"
"8d38ec92-18e4-406e-a4ea-29e3a5d028fb","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#38 W2- W5.03 Bedroom (UA05)","Installation"
"6d17a5de-3ddb-4b6a-9866-aa2c7ccce9ba","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#38 W2- W5.03 Bedroom (UA05)","Glazing"
"21dc6bab-55b6-476d-81a7-2bcfea67137c","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#38 W2- W5.03 Bedroom (UA05)","Performance Tests"
"bb989cff-6136-4f8a-84ee-eaa4bb1ee093","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#38 W2- W5.03 Bedroom (UA05)","Handover Checklist"
"94a2d812-b8c6-4a95-9f8f-ab4f11997b1a","","work-in-progress","","folder","TRUE","FALSE","STAGE #12","#40 W5- W5.05 Living (UA05)"
"60b15518-6bb6-46f3-8120-a7f5dda61358","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#40 W5- W5.05 Living (UA05)","Pre Install Checklist"
"8cb817df-4404-48ff-9c30-4a1de7f4de92","","work-in-progress","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#40 W5- W5.05 Living (UA05)","Installation"
"c5129f49-0d1d-443b-b752-0be5bf0bd3e9","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#40 W5- W5.05 Living (UA05)","Glazing"
"6c285edd-32f9-440e-ad06-546a4d2c5bfc","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#40 W5- W5.05 Living (UA05)","Performance Tests"
"1fd7dcf5-7f38-464b-95c9-190ec83e63f3","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#40 W5- W5.05 Living (UA05)","Handover Checklist"
"7cf0b839-40c9-4494-875c-e301320c0882","","not-started","","folder","TRUE","FALSE","STAGE #12","#41 W5- W5.07 Stairs"
"aafa060a-b3bd-4799-b917-838e9ed94316","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#41 W5- W5.07 Stairs","Pre Install Checklist"
"c2286d04-3a95-4561-9a7e-df389dda6b65","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#41 W5- W5.07 Stairs","Installation"
"e96fe846-9a9d-4713-ba6c-841d34763c90","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#41 W5- W5.07 Stairs","Glazing"
"5fadf66b-5c3f-4092-a574-c56a645695df","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#41 W5- W5.07 Stairs","Performance Tests"
"1e775c51-14f7-43ee-b87b-82b64c655eb0","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#41 W5- W5.07 Stairs","Handover Checklist"
"5f6b259b-8de9-44bd-b8c0-0dc8b2eacade","","not-started","","folder","TRUE","FALSE","STAGE #12","#42 W5- W5.08 Bedroom UK05 40mm SEISMIC"
"089d00c5-655d-4c68-906b-c56dc405bbf0","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#42 W5- W5.08 Bedroom UK05 40mm SEISMIC","Pre Install Checklist"
"595d09ca-ae02-4534-9c16-7e1530e34f3a","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#42 W5- W5.08 Bedroom UK05 40mm SEISMIC","Installation"
"8f503e2a-cb27-4f67-b8e0-3ae5ba3dd4f8","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#42 W5- W5.08 Bedroom UK05 40mm SEISMIC","Glazing"
"96cde6ed-fa8d-4533-9274-b2adcd11e4f9","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#42 W5- W5.08 Bedroom UK05 40mm SEISMIC","Performance Tests"
"28c9b72b-c59d-44c8-8a6d-a7c31b6bed6e","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#42 W5- W5.08 Bedroom UK05 40mm SEISMIC","Handover Checklist"
"6a4fb323-92fa-47cd-afbc-49156f99c9fa","","not-started","","folder","TRUE","FALSE","STAGE #12","#43 W13-W5.09 Dining (UK05)"
"220881cf-cd35-4b01-af3e-ed27926d73b6","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#43 W13-W5.09 Dining (UK05)","Pre Install Checklist"
"c1c4b18a-0dba-44f5-b5cb-98220319281d","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#43 W13-W5.09 Dining (UK05)","Installation"
"b89070d2-74dc-4395-a4c9-b9e90c5812d4","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#43 W13-W5.09 Dining (UK05)","Glazing"
"79281619-f3ae-4673-9b3f-815309a6404f","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#43 W13-W5.09 Dining (UK05)","Performance Tests"
"22d0810a-8250-44c0-997e-162695133525","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#43 W13-W5.09 Dining (UK05)","Handover Checklist"
"1767d497-c913-4201-865c-f2d469837fc6","","not-started","","folder","TRUE","FALSE","STAGE #12","#45 W5A W5.11 Bedroom UJ05 40mm SEISMIC"
"5cc7a059-2045-444c-b7cc-5c09e222ad7c","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#45 W5A W5.11 Bedroom UJ05 40mm SEISMIC","Pre Install Checklist"
"b5e4106b-882a-495c-b196-73425141c847","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#45 W5A W5.11 Bedroom UJ05 40mm SEISMIC","Installation"
"f4c55214-2cf9-44e9-bee9-4de15f04b11b","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#45 W5A W5.11 Bedroom UJ05 40mm SEISMIC","Glazing"
"aecd2c58-4a48-4abd-b8b3-56ff60f484c8","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#45 W5A W5.11 Bedroom UJ05 40mm SEISMIC","Performance Tests"
"72490021-dc2e-4831-afab-87def86d795f","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#45 W5A W5.11 Bedroom UJ05 40mm SEISMIC","Handover Checklist"
"a9adbd61-0075-44de-a615-49588e37f731","","not-started","","folder","TRUE","FALSE","STAGE #12","#46 W15-W5.12 Bedroom (UJ05)"
"f0d9b372-d135-4079-85b6-509bf0890763","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#46 W15-W5.12 Bedroom (UJ05)","Pre Install Checklist"
"31689035-7c69-4a80-ba69-1fa4f8bc3334","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#46 W15-W5.12 Bedroom (UJ05)","Installation"
"2f406d3f-d421-44af-b537-e4db50c36ffb","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#46 W15-W5.12 Bedroom (UJ05)","Glazing"
"718f6ec4-892b-421c-9dd1-cb12724c9fca","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#46 W15-W5.12 Bedroom (UJ05)","Performance Tests"
"16b68d2b-a21f-4f82-af06-218c493d3f01","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#46 W15-W5.12 Bedroom (UJ05)","Handover Checklist"
"409095bd-bb70-4771-93c6-3cc55bea45ea","","not-started","","folder","TRUE","FALSE","STAGE #12","#48 W5.14 Kitchen UJ05 40mm SEISMIC"
"f55393e4-19e8-4514-aa72-f5f6cc240c7d","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#48 W5.14 Kitchen UJ05 40mm SEISMIC","Pre Install Checklist"
"d32f72e3-922e-4df1-8856-6150a32216da","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#48 W5.14 Kitchen UJ05 40mm SEISMIC","Installation"
"f2054433-4866-43db-8eb3-2bb0df91b0bb","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#48 W5.14 Kitchen UJ05 40mm SEISMIC","Glazing"
"2f330605-1aa4-45e3-aa11-4c5fd9478381","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#48 W5.14 Kitchen UJ05 40mm SEISMIC","Performance Tests"
"68c1716f-5485-4fdc-b6cc-fa5fbeace2ca","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#48 W5.14 Kitchen UJ05 40mm SEISMIC","Handover Checklist"
"c30624da-f560-4101-b0cb-770c456b5f43","","work-in-progress","","folder","TRUE","FALSE","STAGE #12","#49 W1- W5.16 Bedroom (UI05)"
"193a995c-bc7e-4629-9754-0149917f09a2","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#49 W1- W5.16 Bedroom (UI05)","Pre Install Checklist"
"4d589fd5-e9ce-4e42-a9a7-680cda4d6aa9","","work-in-progress","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#49 W1- W5.16 Bedroom (UI05)","Installation"
"85938c03-3750-4e40-8d3a-87b552bea434","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#49 W1- W5.16 Bedroom (UI05)","Glazing"
"f3e20775-17c1-408f-a46d-9f98b096ec7d","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#49 W1- W5.16 Bedroom (UI05)","Performance Tests"
"bbcdfd9e-a6b6-4574-ac09-b9bb48e14e75","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#49 W1- W5.16 Bedroom (UI05)","Handover Checklist"
"d0d5dca6-b1db-4498-a411-ec10cc0e232b","","not-started","","folder","TRUE","FALSE","STAGE #12","#50 W2- W5.17 Bedroom (UI05)"
"f66910b7-ac35-4744-9281-2d080c95477e","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#50 W2- W5.17 Bedroom (UI05)","Pre Install Checklist"
"a51d91e6-e27d-4513-8add-9087294bc10d","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#50 W2- W5.17 Bedroom (UI05)","Installation"
"e7dbf5cf-a0fb-4299-8312-9a92ba064ab5","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#50 W2- W5.17 Bedroom (UI05)","Glazing"
"89aff632-c2a2-4438-8472-40caec6ae727","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#50 W2- W5.17 Bedroom (UI05)","Performance Tests"
"c5f90a7b-afd3-44c1-a682-ce2f8d4a233e","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#50 W2- W5.17 Bedroom (UI05)","Handover Checklist"
"0c7410ff-5e17-456a-ad4d-d14f871bff06","","work-in-progress","","folder","TRUE","FALSE","STAGE #12","#52 W1- W5.19 Bedroom (UH05)"
"3ab04180-3866-40c9-9e08-f78b7bd139f5","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#52 W1- W5.19 Bedroom (UH05)","Pre Install Checklist"
"8f4b3ed4-4bf7-40ee-9944-a707742746bb","","work-in-progress","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#52 W1- W5.19 Bedroom (UH05)","Installation"
"6741022f-ec02-4cd1-b985-801c463bcd7a","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#52 W1- W5.19 Bedroom (UH05)","Glazing"
"f4f8df52-302c-44e7-9c0e-bfa9af479bee","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#52 W1- W5.19 Bedroom (UH05)","Performance Tests"
"b1f482d8-58cd-430b-9b92-4632411e88c0","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#52 W1- W5.19 Bedroom (UH05)","Handover Checklist"
"fcd332c8-2eb1-49a5-83ca-e2a8764be335","","not-started","","folder","TRUE","FALSE","STAGE #12","#53 W2- W5.20 Bedroom (UH05)"
"e5891e9d-e465-4780-8d87-5f71f4ef1438","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#53 W2- W5.20 Bedroom (UH05)","Pre Install Checklist"
"ec8bc8f3-7bca-4507-973b-e62946c3f16e","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#53 W2- W5.20 Bedroom (UH05)","Installation"
"e0290498-7e6a-47b9-885a-e7ba8170a5e7","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#53 W2- W5.20 Bedroom (UH05)","Glazing"
"69899daf-e1a6-4d63-899f-d4792fc38f9c","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#53 W2- W5.20 Bedroom (UH05)","Performance Tests"
"ac9f701f-439b-4e9e-8e90-bda5aad1632a","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#53 W2- W5.20 Bedroom (UH05)","Handover Checklist"
"8b1ce917-d5ac-4dd8-b8c9-14895064373f","","not-started","","folder","TRUE","FALSE","STAGE #12","#55 W1- W5.22 Bedroom (UG05)"
"49d5a65b-dacb-45ae-8a1d-f38b7c301172","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#55 W1- W5.22 Bedroom (UG05)","Pre Install Checklist"
"2d857276-856b-4a78-9352-f447333edc69","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#55 W1- W5.22 Bedroom (UG05)","Installation"
"40bed686-022e-4b13-8863-c676c1ba2c05","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#55 W1- W5.22 Bedroom (UG05)","Glazing"
"9004e269-bab8-44c4-8d3b-a1f77ee29804","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#55 W1- W5.22 Bedroom (UG05)","Performance Tests"
"9a8b65db-d856-4176-be7e-15f0644bb183","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#55 W1- W5.22 Bedroom (UG05)","Handover Checklist"
"b3818f6a-316c-4092-8478-79df9bcd98fe","","not-started","","folder","TRUE","FALSE","STAGE #12","#56 W2- W5.23 Bedroom (UG05)"
"ac0851d9-134a-409c-a638-cda381aee6a7","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#56 W2- W5.23 Bedroom (UG05)","Pre Install Checklist"
"1d2a548d-e745-4d3c-a023-018bba024d2a","","not-started","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#56 W2- W5.23 Bedroom (UG05)","Installation"
"c384bc80-f57a-4f58-8ef1-34147e3e89fc","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#56 W2- W5.23 Bedroom (UG05)","Glazing"
"e6aee969-70bc-48ff-9605-e9abf055e3de","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #12","#56 W2- W5.23 Bedroom (UG05)","Performance Tests"
"73b1037d-838a-4260-91e4-ea1f70e106ba","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #12","#56 W2- W5.23 Bedroom (UG05)","Handover Checklist"
"360c7f5f-ed04-4b9c-9852-467a25d145f4","","work-in-progress","","folder","TRUE","FALSE","STAGE #12","#58 W9- W5.25 Bathroom (UF05)"
"a742e998-9f43-4f19-b33c-4cdc6bff053c","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #12","#58 W9- W5.25 Bathroom (UF05)","Pre Install Checklist"
"f565dc5f-c924-4608-931d-8071f4836c31","","work-in-progress","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #12","#58 W9- W5.25 Bathroom (UF05)","Installation"
"31cf3b5b-6f2e-42b6-92eb-0d307d5b2b9d","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #12","#58 W9- W5.25 Bathroom (UF05)","Glazing"
