Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,
f57acb1b-5d53-5c2b-9c80-0aa5a1c69c76,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 6,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
ae7333db-70a3-5c43-b301-19042683648f,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 9,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
974e5d8f-37f5-518a-8308-86bed8d9cb7f,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 10,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
e7bc1ae5-7f13-5f99-9884-7856c1461bef,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 12,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
56d514ae-b2bf-5aa6-842a-34ad54b9ba69,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 14,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
349549e9-edba-582b-ba21-197579947913,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 16,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
81c9d3f9-63ac-5f5a-b86f-83539d3d26a1,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 18,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
135bd2ce-fd2f-551c-9ffc-5f501b9caa0b,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 21,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
416be399-a3e2-5ff2-9f82-90b9412b1a10,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 22,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
9019b429-855a-5144-b2c5-ba2921124b87,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 8,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
9e5306d4-ec69-5f0c-89dc-c072fe8b079f,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 1,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
f8546d9b-3ea3-58f3-b2d3-5535bc8a1929,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 2,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
1986e4a2-8ff4-5f83-ad84-8418725d4917,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 3,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
66b02ff7-b0f8-5a6f-9b89-2bc97b02899c,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 5,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
5df29023-2c71-5b04-a5bf-bad562b90a79,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 6,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
2fc42393-167e-5c6f-b076-3c71f598f5bd,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 8,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
cd1deffc-ce22-512e-9f02-f409950f5a3a,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 9,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
840549dd-21b8-5da4-a6cf-98a5b4520baa,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 10,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
0496fbe8-da0b-5953-9a1a-9ecce7414e47,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 12,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
827661e5-dfa1-51fe-836c-b3c13f1483fa,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 14,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
bcccf0fd-6a34-5a99-9020-c33d26c471da,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 16,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
fb6c6f02-0927-5cb3-8d0f-e007db6f1dff,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 18,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
752b4144-a2b1-545f-9a75-fbe41e868565,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 21,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
7c872b85-84e5-5230-a9af-310e1f88f1f8,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 9,Opening # 22,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
