"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"59730464-a033-4191-b641-a3a37e781af1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2201 - SH35 Tairawhiti - Recovery - HICKS BAY NORTH FLOODING - RS0132/RP0 to 5km"
"5804cb0c-e352-41bc-8089-48f9c4776d0b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2801 - SH35 Tairawhiti - Recovery - JURU STRAIGHT - RS0200/RP0 to 9km"
"912be03f-2504-4dfd-82e2-873cb19e6eb8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2801 - SH35 Tairawhiti - Recovery - JURU STRAIGHT - RS0200/RP0 to 9km","F2801A - Juru Straight Flooding"
"b6b1a001-2ac6-41a8-80a5-0a0a781fecfd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2802 - SH35 Tairawhiti - Recovery - MAKARIKA - RS0200/RP9 to 13km"
"2d9a7f25-4cbd-4d0e-989d-487bfdf6da93","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2802 - SH35 Tairawhiti - Recovery - MAKARIKA - RS0200/RP9 to 13km","F2802A - Makarika Washout"
"cd835ff4-3f8e-4e94-856c-f9094f6bb751","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2802 - SH35 Tairawhiti - Recovery - MAKARIKA - RS0200/RP9 to 13km","F2802B - Culvert 59"
"5fba1745-70c8-4e9d-892e-a6a46891262c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2901 - SH35 Tairawhiti - Recovery - KOPUAROA - RS0213/RP0 to 5km"
"c19ef213-7483-4fcd-8a10-b526b7eb671f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2901 - SH35 Tairawhiti - Recovery - KOPUAROA - RS0213/RP0 to 5km","F2901A - Kopuaroa Culvert"
"b37ff027-68b3-4e87-82be-8e8921d2387e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2901 - SH35 Tairawhiti - Recovery - KOPUAROA - RS0213/RP0 to 5km","F2901B - Kopuaroa 1"
"3ce934e4-6464-4a43-9b17-de07cbd0a80a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2901 - SH35 Tairawhiti - Recovery - KOPUAROA - RS0213/RP0 to 5km","F2901C - Kopuaroa 2"
"10216494-4eb4-439a-b61b-8bc8f11049b5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2901 - SH35 Tairawhiti - Recovery - KOPUAROA - RS0213/RP0 to 5km","F2901D - Mokokoko Stream"
"234e31b4-618c-4499-ba94-efa90542c29d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2901 - SH35 Tairawhiti - Recovery - KOPUAROA - RS0213/RP0 to 5km","F2901E - Inaunga"
"5d027a4f-f87c-420a-9439-cc11b21abb62","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2901 - SH35 Tairawhiti - Recovery - KOPUAROA - RS0213/RP0 to 5km","F2901G - Oct 23 - Make highway safer and restore operation of existing drainage – ID479,480,483,484,485,486,488"
"85c2dea8-50ca-4f4d-a9b4-692a3dfc617e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2902 - SH35 Tairawhiti - Recovery - RS0213/RP5 to 10km"
"a5cb2f09-c67a-455c-8859-9bcf8824b721","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2902 - SH35 Tairawhiti - Recovery - RS0213/RP5 to 10km","F2902A - Inaunga's Bend"
"69f22fad-0a23-4cd3-97ee-49659bec0c78","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2902 - SH35 Tairawhiti - Recovery - RS0213/RP5 to 10km","F2902B - Inaunga's Bend Culvert"
"23d45068-9402-48fe-96b6-7d0e8dbbc0ed","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2902 - SH35 Tairawhiti - Recovery - RS0213/RP5 to 10km","F2902C - Oct 23 - Make highway safer and restore operation of existing drainage – ID492"
"ad9b846a-2254-4c0d-bb58-abb29daf6f1d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F2902 - SH35 Tairawhiti - Recovery - RS0213/RP5 to 10km","F2902D - Ahirua Flooding"
"adc9ae8a-e24f-49fa-9f44-3a4015cab383","","folder-normal","work-in-progress","","step","TRUE","FALSE","F3001 - SH35 Tairawhiti - Recovery - PUKETITI HILL - RS0225/RP0 to 5km"
"77698e14-a475-4a65-8e43-3dbc1b59d9ed","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3001 - SH35 Tairawhiti - Recovery - PUKETITI HILL - RS0225/RP0 to 5km","F3001A - Puketiti Hill Subsidence"
"fa111cd6-3eb3-4ca1-8674-bfdf065c62c5","","folder-normal","work-in-progress","","step","TRUE","FALSE","F3001 - SH35 Tairawhiti - Recovery - PUKETITI HILL - RS0225/RP0 to 5km","F3001B - Te Puia Dropout"
"70372ee6-fc88-4e35-9188-558fd5d0a248","","checklist-flat","not-started","CS-4000 - 1M Scala Worksheet","checklist-flat","FALSE","FALSE","F3001 - SH35 Tairawhiti - Recovery - PUKETITI HILL - RS0225/RP0 to 5km","F3001B - Te Puia Dropout","CS-4000 - 1M Scala Worksheet"
"cabc4042-c586-4f1d-a0d3-f90b94f11d0e","","checklist-sectioned","work-in-progress","CS-4025 - Drainage Line Record","checklist","FALSE","FALSE","F3001 - SH35 Tairawhiti - Recovery - PUKETITI HILL - RS0225/RP0 to 5km","F3001B - Te Puia Dropout","CS-4025 - Drainage Line Record"
"93839558-b741-402b-b912-a65ba1226e0f","","checklist-sectioned","not-started","CS-4020 - Bulk Fill Earthworks Record","checklist","FALSE","FALSE","F3001 - SH35 Tairawhiti - Recovery - PUKETITI HILL - RS0225/RP0 to 5km","F3001B - Te Puia Dropout","CS-4020 - Bulk Fill Earthworks Record"
"4bfba47c-205e-4baa-844c-1463a8feeaef","","checklist-sectioned","not-started","ITP - Te Puia Subsidence Site - F3001B Fault ID609 - Concrete Barriers (Precast or Cast Insitu)","checklist","FALSE","FALSE","F3001 - SH35 Tairawhiti - Recovery - PUKETITI HILL - RS0225/RP0 to 5km","F3001B - Te Puia Dropout","ITP - Te Puia Subsidence Site - F3001B Fault ID609 - Concrete Barriers (Precast or Cast Insitu)"
"297d926f-572d-4ec6-a66d-fce059a168e3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3001 - SH35 Tairawhiti - Recovery - PUKETITI HILL - RS0225/RP0 to 5km","F3001C - Te Puia Subsidence"
"971b1cd4-ae57-41e2-963f-d6ce4d0b5053","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3001 - SH35 Tairawhiti - Recovery - PUKETITI HILL - RS0225/RP0 to 5km","F3001E - Oct 23 - Make highway safer and restore operation of existing drainage – ID609,499"
"4064b7b4-1f7a-42a3-a635-24cfad57a2ba","","folder-normal","not-started","","step","TRUE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km"
"7489d9cd-bb15-4b33-bb89-9620276cc952","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002A - Mangahuini River Scour"
"a07db92e-8ed6-49c5-b925-69d5d7f63af5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002B - Mangahuini River Underslips"
"cd7bcf08-5539-4f2d-9784-1793cb092d40","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002C - Mangahauini Gorge"
"f3ea8939-ddfd-40ec-b2e9-53a816ac16b9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002D - Mangahauini Long Drop Site"
"10470e57-07e1-432c-b152-a1fd6833dc9e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002E - Mangahauini Gabion Wall"
"443f1701-a1ef-4c7b-be64-8ca9ca491637","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002F - Sherwood Hales Bridge"
"9126c8fa-6658-4d57-acc5-2a7858d5cac5","","folder-normal","not-started","","step","TRUE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002G - Mangahauini Sheet Pile Wall"
"3aeab9ec-1132-4aba-9934-142a7fc8892f","","checklist-flat","not-started","ITP - Mangahuini Sheet Pile Wall - F3002G - Earthworks - Bulk Cut","checklist-flat","FALSE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002G - Mangahauini Sheet Pile Wall","ITP - Mangahuini Sheet Pile Wall - F3002G - Earthworks - Bulk Cut"
"a5dc14bc-6929-48db-b45f-cdb14b9b232a","","checklist-flat","not-started","ITP - Mangahuini Sheet Pile Wall - F3002G - Earthworks - Bulk Fill","checklist-flat","FALSE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002G - Mangahauini Sheet Pile Wall","ITP - Mangahuini Sheet Pile Wall - F3002G - Earthworks - Bulk Fill"
"cecf164e-562e-40ac-a15d-94ea68eb5fea","","checklist-flat","not-started","ITP - Mangahuini Sheet Pile Wall - F3002G - Precast Dolosse Installation","checklist-flat","FALSE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002G - Mangahauini Sheet Pile Wall","ITP - Mangahuini Sheet Pile Wall - F3002G - Precast Dolosse Installation"
"63024617-ca7a-4a38-a4a6-cbdf7ce16cd0","","checklist-flat","not-started","ITP - Mangahuini Sheet Pile Wall - F3002G - Rock Armouring","checklist-flat","FALSE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002G - Mangahauini Sheet Pile Wall","ITP - Mangahuini Sheet Pile Wall - F3002G - Rock Armouring"
"915d2dbd-5cb6-4677-a92a-7a80f122b798","","folder-normal","not-started","","step","TRUE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002H - Mangahauini Bridge No3"
"90845d96-d34a-4d28-b853-00def76e3fb1","","checklist-sectioned","not-started","ITP - Mangahauini Bridge Scour - F3002H ID501","checklist","FALSE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002H - Mangahauini Bridge No3","ITP - Mangahauini Bridge Scour - F3002H ID501"
"4966b994-520d-42b8-8983-5c335b65ec3a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002I - Oct 23 - Make highway safer and restore operation of existing drainage – ID614,517"
"3abe7a14-ade5-4c45-8b2e-5e782b700ede","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3002 - SH35 Tairawhiti - Recovery - MANGAHAUINI GORGE - RS0225/RP5 to 10km","F3002J - Mangahauini Gorge"
"b87e063c-3685-4310-953d-4691301c2719","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3101 - SH35 Tairawhiti - Recovery - MANGATUNA RIVER CORNER - RS0238/RP0 to 10km"
"e417c576-09d9-4d23-9282-aab72805012a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3101 - SH35 Tairawhiti - Recovery - MANGATUNA RIVER CORNER - RS0238/RP0 to 10km","F3101A - Mangatuna River Corner Scour"
"babd8474-23a5-45e8-99e4-56e08c1038c7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3103 - SH35 Tairawhiti - Recovery - HIKUWAI FLATS - RS0238/RP8 to 13km"
"04769b02-9d46-4c28-b642-bc752d5ce094","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3103 - SH35 Tairawhiti - Recovery - HIKUWAI FLATS - RS0238/RP8 to 13km","F3103A - Hikuwai Flats Flooding"
"598efcf9-0d9c-4e11-a02a-9d6e5f439505","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3201 - SH35 Tairawhiti - Recovery - MANGATUNA RIVER - RS0250/RP0 to 5km"
"0e1bef59-1137-437e-9325-7638cc99965e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3201 - SH35 Tairawhiti - Recovery - MANGATUNA RIVER - RS0250/RP0 to 5km","F3201A - Aereo Bluff "
"8460add5-9d8b-43ec-9a98-53770955caf6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3201 - SH35 Tairawhiti - Recovery - MANGATUNA RIVER - RS0250/RP0 to 5km","F3201B - Mangatuna River Resilience"
"38823532-46f3-4d82-a354-d4629962f2dc","","folder-normal","not-started","","step","TRUE","FALSE","F3202 - SH35 Tairawhiti - Recovery - HIKUWAI RIVER - RS0250/RP5 to 10km"
"418b5109-1dd8-4e06-9107-db151b1ccdc8","","folder-normal","not-started","","step","TRUE","FALSE","F3202 - SH35 Tairawhiti - Recovery - HIKUWAI RIVER - RS0250/RP5 to 10km","F3202A - Culvert ID 614"
"4c58e3af-a57c-424b-a70a-364e0f84d50c","","checklist-sectioned","not-started","ITP - F3202A - Culvert ID 614","checklist","FALSE","FALSE","F3202 - SH35 Tairawhiti - Recovery - HIKUWAI RIVER - RS0250/RP5 to 10km","F3202A - Culvert ID 614","ITP - F3202A - Culvert ID 614"
"940fab4a-53eb-44d5-80cf-c36179feb928","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3202 - SH35 Tairawhiti - Recovery - HIKUWAI RIVER - RS0250/RP5 to 10km","F3202B - Mangatuna River"
"13179a1e-5475-44b6-a934-a3f5115f3904","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3202 - SH35 Tairawhiti - Recovery - HIKUWAI RIVER - RS0250/RP5 to 10km","F3202C - Hikuwai River Flooding"
"1e4a042d-9e44-4cd2-88f5-d232d561e157","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3301 - SH35 Tairawhiti - Recovery - MANGATUNA FLOODINGS - RS0263/RP0 to 5km"
"869055d4-d58b-41da-b813-cc5c594c69ec","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3301 - SH35 Tairawhiti - Recovery - MANGATUNA FLOODINGS - RS0263/RP0 to 5km","F3301A - Mangatuna River Flooding"
"1be6c180-1c12-49cf-ae18-fe43177e67d8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3402 - SH35 Tairawhiti - Recovery - ROTOTAHI - RS0274/RP5 to 10km"
"a09b976d-e1bf-4dfb-81ef-cc38758381dc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3402 - SH35 Tairawhiti - Recovery - ROTOTAHI - RS0274/RP5 to 10km","F3402A - Rototahi Flooding"
"a54b9c5f-9f89-4455-a4ae-41668df1cead","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3501 - SH35 Tairawhiti - Recovery - RS0289/RP0 to 5km"
"551e6b10-5020-4186-abfc-d5ab1d17c3d6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3501 - SH35 Tairawhiti - Recovery - RS0289/RP0 to 5km","F3501A - Mangakuri Stream Bridge"
"85b70006-0f94-427b-a83d-e92d097df059","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3702 - SH35 Tairawhiti - Recovery - MAKORORI TO TATAPOURI - RS0308/RP5 to 10km"
"732dca16-9381-4434-ac52-c0cc4974f62e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3702 - SH35 Tairawhiti - Recovery - MAKORORI TO TATAPOURI - RS0308/RP5 to 10km","F3702A - Overslip ID 616"
"c466edea-328b-4bab-af4d-31e9bae83630","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F3702 - SH35 Tairawhiti - Recovery - MAKORORI TO TATAPOURI - RS0308/RP5 to 10km","F3702B - Makorori Slip"
"173e19f0-6034-4bcb-b48f-5f49764af1fd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F5001 - Hicks Bay Slip Repair 0132-3.394 - LCLR"
"ef5c3ba9-abb0-4b85-b772-f861dc355ec3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","F5001 - Hicks Bay Slip Repair 0132-3.394 - LCLR","F5001A - Hicks Bay Slip Repair"
