"ID","Status","Subject","Customer Account","Updated","Requester","Requested","Priority","SLA"
"34274","New","Activate deep archived project National Tiles NSW > S - N1874 - LOT 2315 (15) SWORDFISH ST, SCHOFIELD","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34273","New","Activate deep archived project National Tiles NSW > S - N1860 - LOT 38 PORTMARNOCK CLOSE, MEDOWIE NSW 2318","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34272","New","Activate deep archived project National Tiles NSW > S - N1858 - LOT 19 (32) KURRABUNG DRIVE, FLETCHER // 7809136","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34271","New","Activate deep archived project National Tiles NSW > S - N1833 - LOT 7161 FLEECE LOOP, ORAN PARK NSW 2570 - 29.01.2021","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34270","New","Activate deep archived project National Tiles NSW > S - N1821 - LOT 515, 133 BILLABONG PARADE, CHISHOLM NSW","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34269","New","Activate deep archived project National Tiles NSW > S - N1796 - LOT 6168 No. 3 PRION STREET, MARSDEN PARK 2765 - 16.11","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34268","New","Activate deep archived project National Tiles NSW > S - N1757 - LOT 4630 ELVIRE ST, MARSDEN PARK 2762 (12.08.20)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34267","New","Activate deep archived project National Tiles NSW > S - N1750 - LOT 3 STRINGER ROAD, NORTH KELLYVILLE 2155 // 7737330","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34266","New","Activate deep archived project National Tiles NSW > S - N1749 LOT 2915, 85 GUGARA STREET CALDERWOOD","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34265","New","Activate deep archived project National Tiles NSW > S - N1743 - LOT 2147, 16 PHANTOM STREET, SCHOFIELDS 2765","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34264","New","Activate deep archived project National Tiles NSW > S - N1731 - LOT 4674 (52) AGLAND AVENUE, MARSDEN PARK","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34263","New","Activate deep archived project National Tiles NSW > S - N1730 - LOT 2250 MARINER AVE, SCHOFIELDS 2762 - 11.11.2020","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34262","New","Activate deep archived project National Tiles NSW > S - N1717 - LOT 5175 (57) HACKNEY AVENUE, BOX HILL (04.08.2020)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34261","New","Activate deep archived project National Tiles NSW > S - N1708 - LOT 6114 WAGTAIL STREET, MARSDEN PARK 2765 (07.08.2020)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34260","New","Activate deep archived project National Tiles NSW > S - N1704 - LOT 4365 No. 26 MULHOLLAND AVE, CAMPBELLTOWN 2560 - 17.11.2020","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34259","New","Activate deep archived project National Tiles NSW > S - N1686 - LOT 6036 (15) ELKHORN STREET, MARSDEN PARK 2765 (28.07.2020)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34258","New","Activate deep archived project National Tiles NSW > S - N1686 - LOT 6036 (15) ELKHORN STREET, MARSDEN PARK 2765 (28.07.2020)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34257","New","Activate deep archived project National Tiles NSW > S - N1676 - LOT 6172 (8) WOYLIE STREET, MARSDEN PARK NSW 2765 - 04.08.20","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34256","New","Activate deep archived project National Tiles NSW > S - N1671 - LOT 6038 (11) ELKHORN ROAD, MARSDEN PARK 2765 (25.08.2020)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34255","New","Activate deep archived project National Tiles NSW > S - N1670 - LOT 2822 BOTTLEBRUSH DR, CALDERWOOD 252 (04.08.2020)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34254","New","Activate deep archived project National Tiles NSW > S - N1663 - LOT 2222 MARINER AVE, SCHOFIELDS 2762 - 12.11.2020","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34253","New","Activate deep archived project National Tiles NSW > S - N1661 - LOT 4654 VERSACE CRES, MARSDEN PARK 2765 (20.08.2020)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34252","New","Activate deep archived project National Tiles NSW > S - N1657 - LOT 1021 ANDROMEDA PARKWAY, BOX HILL 2765 (18.08.20)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34251","New","Activate deep archived project National Tiles NSW > S - N1655 - LOT 108 (18) TERRAIN STREET, BOX HILL 2765 (01.08.2020)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34250","New","Activate deep archived project National Tiles NSW > S - N1654 - LOT 5110 FLUSKEY STREET, DENHAM COURT","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34249","New","Activate deep archived project National Tiles NSW > S - N1649 - LOT 19 (16) BOOLAVOGUE STREET, ROUSE HILL (17.03.20)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34248","New","Activate deep archived project National Tiles NSW > S - N1648 - LOT 123 (16) BROOKHAVEN ST, BOX HILL NSW 2765 (02.04)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34247","New","Activate deep archived project National Tiles NSW > S - N1644 - LOT 450 (42) MIDNIGHT AVENUE, CADDENS (31.03)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34246","New","Activate deep archived project National Tiles NSW > S - N1643 - LOT 2320 (248) ELARA BLVD, MARSDEN PARK (15.05)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34245","New","Activate deep archived project National Tiles NSW > S - N1639 - LOT 105 No. 6 MATHESON AVENUE, NORTH RICHMOND 2754 - 05.11","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34244","New","Activate deep archived project National Tiles NSW > S - N1629 - LOT 5 (4 ) PORTMARNOCK CLOSE, MEDOWIE (06.04)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34243","New","Activate deep archived project National Tiles NSW > S - N1620 - LOT 48 (47) MEDLOCK STREET, RIVERSTONE (02.04)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34242","New","Activate deep archived project National Tiles NSW > S - N1608 - LOT 3116 (7) ARCHWAY ST, GREGORY HILLS (30.03)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34241","New","Activate deep archived project National Tiles NSW > S - N1604 - LOT 526 (7) CORSAIR STREET, SCHOFIELDS","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34240","New","Activate deep archived project National Tiles NSW > S - N1589 - LOT 130 (7) LOCKHEAD DRIVE, SCHOFIELDS 2762 (04.08.2020)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34239","New","Activate deep archived project National Tiles NSW > S - N1587 - LOT 5053 SYNCARPIA STREET, MARSDEN PARK (01.05)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34238","New","Activate deep archived project National Tiles NSW > S - N1584 - LOT 5058 (54) DARLASTON AVENUE THORNTON (04.2.20)","","2024-06-28 10:45","CONQA","2024-06-28 10:45","Normal","2024-07-03 10:45"
"34237","New","Activate deep archived project National Tiles NSW > S - N1583 - LOT 8 (8) LILLYANA STREET, SCHOFIELDS 2762 (04.08.2020)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34236","New","Activate deep archived project National Tiles NSW > S - N1579 - LOT 131 (12) HAUSFIELD STREET SCHOFIELDS (4.2.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34235","New","Activate deep archived project National Tiles NSW > S - N1577 - LOT 108 TURFFONTEIN AVE BOX HILL (10.02.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34234","New","Activate deep archived project National Tiles NSW > S - N1575 - LOT 5005 SIDING TERRACE, SCHOFIELDS (01.05)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34233","New","Activate deep archived project National Tiles NSW > S - N1574 - LOT 1158 CHARBRAY ST, BOX HILL (16.03.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34232","New","Activate deep archived project National Tiles NSW > S - N1573 -LOT 5390 ABELL ROAD, MARSDEN PARK (09.04)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34231","New","Activate deep archived project National Tiles NSW > S - N1569 - LOT 5647 STABLER STREET, MARSDEN PARK - (260320)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34230","New","Activate deep archived project National Tiles NSW > S - N1564 - LOT 5674 (10) RAINE AVENUE, MARSDEN PARK (15.05)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34229","New","Activate deep archived project National Tiles NSW > S - N1566 - LOT 90 (127) NOVARA CRESCENT, JANNALI - 20.07.2020","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34228","New","Activate deep archived project National Tiles NSW > S - N1563 - LOT 1218 (6) MARGAN STREET CLIFTLEIGH (12.12.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34227","New","Activate deep archived project National Tiles NSW > S - N1561 - LOT 205 (5) MARINER AVENUE, SCHOFIELDS (31.03)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34226","New","Activate deep archived project National Tiles NSW > S - N1557 - LOT 3738 (35) MEEHAN TCE, MARSDEN PARK","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34225","New","Activate deep archived project National Tiles NSW > S - N1552 - LOT 7033 (31) JENNINGS CRES SPRING FARM (20.1.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34224","New","Activate deep archived project National Tiles NSW > S - N1547 - LOT 3047 (46) FLORIBUNDA PDE MARSDEN PARK (2.11.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34223","New","Activate deep archived project National Tiles NSW > S - N1543 - LOT 110 NORTHVIEW STREET RIVERSTONE (11.12.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34222","New","Activate deep archived project National Tiles NSW > S - N1542 - LOT 5695 (30) RAINE AVENUE, MARSDEN PARK (10.03.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34221","New","Activate deep archived project National Tiles NSW > S - N1541 - LOT 3015 (8) BLANCH STREET MARSDEN PARK (26.11.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34220","New","Activate deep archived project National Tiles NSW > S - N1539 - LOT 506 (71) CHRISTY DRIVE, SCHOFIELDS - 28.10.2020","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34219","New","Activate deep archived project National Tiles NSW > S - N1536 - LOT 110, THORNBILL STREET, WONGAWILLI 2530","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34218","New","Activate deep archived project National Tiles NSW > S - N1531 - LOT 114 (35) KALANGARA RD, SILVERDALE (16.03.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34217","New","Activate deep archived project National Tiles NSW > S - N1529 - LOT 2112 (124) BOLWARRA DRIVE MARSDEN PARK (14.1.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34216","New","Activate deep archived project National Tiles NSW > S - N1525 - LOT 265 MEMSIE ST, BOX HILL (23.03.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34215","New","Activate deep archived project National Tiles NSW > S - N1522 - LOT 525 (62) YOBARNIE AVENUE NTH RICHMOND (19.02.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34214","New","Activate deep archived project National Tiles NSW > S - N1522 - LOT 525 (62) YOBARNIE AVENUE NORTH RICHMOND (030320)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34213","New","Activate deep archived project National Tiles NSW > S - N1516 - LOT 507 (36) VANDALAY RD, CADDENS (26.03.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34212","New","Activate deep archived project National Tiles NSW > S - N1512 - LOT 5461 (15) FARLOW PARADE MARSDEN PARK (11.12.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34211","New","Activate deep archived project National Tiles NSW > S - N1510 - LOT 929 (81) JEREMIAH DRIVE COORANGBONG (5.11.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34210","New","Activate deep archived project National Tiles NSW > S - N1507 - LOT 117 (13) CONOTUR STREET AUSTRAL - 30.10.19","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34209","New","Activate deep archived project National Tiles NSW > S - N1506 - LOT 1 (34) WALDRON ROAD, SEFTON 2162 (11.08.2020)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34208","New","Activate deep archived project National Tiles NSW > S - N1504 - LOT 7 (6) LILLYANA STREET SCHOFIELDS - 09.08.2019","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34207","New","Activate deep archived project National Tiles NSW > S - N1501 - LOT 1334(15) GEORGE CUTTER AVE RENWICK (10.10.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34206","New","Activate deep archived project National Tiles NSW > S - N1489 - LOT 40 (12) MONARCH STREET WONGAWILLI (19.11.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34205","New","Activate deep archived project National Tiles NSW > S - N1485 - LOT 1030 (32) EUROPA STREET BOX HILL (17.12.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34204","New","Activate deep archived project National Tiles NSW > S - N1481 - LOT 5596 CAREY STREET MARSDEN PARK (10.12.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34203","New","Activate deep archived project National Tiles NSW > S - N1474 - LOT 2 (4) BRUSHTAIL COURT CASULA (01.08.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34202","New","Activate deep archived project National Tiles NSW > S - N1480 - LOT 1208 (42) MCDOWELL STREET COORANGBONG","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34201","New","Activate deep archived project National Tiles NSW > S - N1472 - LOT 5637 (46) PATRIDGE STREET MARSDEN PARK","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34200","New","Activate deep archived project National Tiles NSW > S - N1471 - LOT 7 HILI LANE, POKOLBIN NSW 2320 - 22.07.2020","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34199","New","Activate deep archived project National Tiles NSW > S - N1469 - LOT 2 (4) RICKARD ST, UMINA BEACH (17.03)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34198","New","Activate deep archived project National Tiles NSW > S - N1461 - LOT 1107 (24) FISHERMANS DR TERALBA (5.11.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34197","New","Activate deep archived project National Tiles NSW > S - N1456 - LOT 2216 STRATTON CIRCUIT, ORAN PARK (15.04)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34196","New","Activate deep archived project National Tiles NSW > S - N1454 - LOT 2205 (11) HORNE CLOSE GRETA (18.11.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34195","New","Activate deep archived project National Tiles NSW > S - N1453 - LOT 54 (11) RUSHTON STREET WALLSEND (10.02.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34194","New","Activate deep archived project National Tiles NSW > S - N1449 - LOT 10 (17) MORTELLE STREET SCHOFIELDS (5.12.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34193","New","Activate deep archived project National Tiles NSW > S - N1447 - LOT 329 (19) MORIARTY WAY POTTS HILLS","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34192","New","Activate deep archived project National Tiles NSW > S - N1447 - LOT 329 (19) MORIARTY WAY POTTS HILL (13.1.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34191","New","Activate deep archived project National Tiles NSW > S - N1445 - LOT 319 (19) HILSTON CIRCUIT GREGORY HILLS (17.1.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34190","New","Activate deep archived project National Tiles NSW > S - N1444 - LOT 2911 (24) WOODBRIDGE ST MARSDEN PARK (15.10.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34189","New","Activate deep archived project National Tiles NSW > S - N1440 - LOT 5745 (10) VAUGHAN ST MARSDEN PARK (20.11.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34188","New","Activate deep archived project National Tiles NSW > S - N1440 - LOT 5745 (10) VAUGHAN ST MARSDEN PARK (20.11.","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34187","New","Activate deep archived project National Tiles NSW > S - N1439 - LOT 514, CORSAIR STREET SCHOFIELDS (31.1.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34186","New","Activate deep archived project National Tiles NSW > S - N1432 - LOT 510 (66) CHRISTY DRIVE SCHOLFIELDS (17.1.20)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34185","New","Activate deep archived project National Tiles NSW > S - N1421 - LOT 4050 (7) COMMANDER ST LLANDILO (2.7.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34184","New","Activate deep archived project National Tiles NSW > S - N1420 - LOT 522 (15) CORSAIR STREET SCHOFIELDS (17.12.19)","","2024-06-28 10:44","CONQA","2024-06-28 10:44","Normal","2024-07-03 10:44"
"34183","New","Activate deep archived project National Tiles NSW > S - N1419 - LOT 3211 MCALLISTER PDE MARSDEN PARK (8.10)","","2024-06-28 10:43","CONQA","2024-06-28 10:43","Normal","2024-07-03 10:43"
"34182","New","Activate deep archived project National Tiles NSW > S - N1415 - LOT 4519 (62) ANNAN AVE, MARSDEN PARK, NSW 2765","","2024-06-28 10:43","CONQA","2024-06-28 10:43","Normal","2024-07-03 10:43"
