"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3b906e21-6fc0-46a3-8dbb-c875ba96e5d5","","fail","","folder","TRUE","FALSE","Tasks 2024"
"03b38ee6-c0df-4b9e-af1e-49657109d40e","","fail","","folder","TRUE","FALSE","Tasks 2024","March 11, 2024 - March 15, 2024"
"e5adf999-838b-4d72-bec0-e07d90e5e1ce","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","June 23, 2025 - June 27, 2025","Wednesday"
"27247abf-ec2e-4aae-955b-508b4f7cf6f5","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","June 23, 2025 - June 27, 2025","Thursday"
"2860ea09-5a74-4f2e-830f-92c33e1fe9fd","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","June 23, 2025 - June 27, 2025","Friday"
"876cb485-ef32-4a46-9ec7-763cd0ecf2ce","","not-started","","folder","TRUE","FALSE","Tasks 2025","June 30, 2025 - July 4, 2025"
"7d7237d4-0f30-420e-b86b-e545954e8299","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","June 30, 2025 - July 4, 2025","Monday"
"0c227583-529d-4486-a939-20c7ef7fa3dd","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","June 30, 2025 - July 4, 2025","Tuesday"
"73ba0abd-6c47-40aa-98f1-d720ec148c02","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","June 30, 2025 - July 4, 2025","Wednesday"
"d19f734b-ead8-4f93-a0ed-5aa2785dfa52","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","June 30, 2025 - July 4, 2025","Thursday"
"0cf1bd8f-0d16-464f-90a5-32e35e0f9e08","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","June 30, 2025 - July 4, 2025","Friday"
"ca301106-cb78-4f77-9ca9-6fc3c0c6106e","","not-started","","folder","TRUE","FALSE","Tasks 2025","July 7, 2025 - July 11, 2025"
"a318e454-6809-46aa-ac4e-0261dec81e1f","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","July 7, 2025 - July 11, 2025","Monday"
"f08c6d13-c9b5-47da-adee-8c59ab206d00","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","July 7, 2025 - July 11, 2025","Tuesday"
"a9663298-8699-4515-9c15-1454310a8764","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","July 7, 2025 - July 11, 2025","Wednesday"
"5ae31ae3-637a-4ee8-a2e4-02c6675091c5","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","July 7, 2025 - July 11, 2025","Thursday"
"93819698-308e-4fb3-aa06-2df49873774e","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","July 7, 2025 - July 11, 2025","Friday"
"952dcb2a-5033-4356-90d0-0881b791bf56","","not-started","","folder","TRUE","FALSE","Tasks 2025","July 14, 2025 - July 18, 2025"
"0a327d56-1ce0-4926-b886-0b2762939ad7","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","July 14, 2025 - July 18, 2025","Monday"
"7d089f2a-01b4-4189-bdb5-2b7032bfd2bd","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","July 14, 2025 - July 18, 2025","Tuesday"
"2f7ae738-c86c-416e-9618-b65c39b4b14d","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","July 14, 2025 - July 18, 2025","Wednesday"
"4c30e8ef-9c42-404a-af20-cac658690670","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","July 14, 2025 - July 18, 2025","Thursday"
"06ff0ed8-6734-43c4-9f38-f3507f347488","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","July 14, 2025 - July 18, 2025","Friday"
"221bb2de-afc9-4750-b1b4-28222107b754","","not-started","","folder","TRUE","FALSE","Tasks 2025","July 21, 2025 - July 25, 2025"
"c90d5e46-22e4-4de8-aabf-2fddfa603d6e","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","July 21, 2025 - July 25, 2025","Monday"
"3e9087e5-90b5-42f7-9cc0-78d6f2d31ad3","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","July 21, 2025 - July 25, 2025","Tuesday"
"20c3b034-2b77-421a-87ec-2063e8750d7d","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","July 21, 2025 - July 25, 2025","Wednesday"
"765a4002-2309-4635-8bac-13074d69bf79","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","July 21, 2025 - July 25, 2025","Thursday"
"ad221874-dee2-4631-bcaa-a4a1b94992dd","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","July 21, 2025 - July 25, 2025","Friday"
"454ca083-06a8-4323-a8bf-9e2f4cbc6161","","not-started","","folder","TRUE","FALSE","Tasks 2025","July 28, 2025 - August 1, 2025"
"f5a50b2f-3e03-4d94-8b1a-a80d6df14659","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","July 28, 2025 - August 1, 2025","Monday"
"a1a62b5b-bef1-4996-9ea7-5d5a3d01d755","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","July 28, 2025 - August 1, 2025","Tuesday"
"81edc7c2-4d0e-4987-9a51-a474d9c7b43b","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","July 28, 2025 - August 1, 2025","Wednesday"
"f3fe4fdd-1c57-4ffe-9a68-7a1b30a203b0","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","July 28, 2025 - August 1, 2025","Thursday"
"b3b2491a-ab81-46a3-9927-a3d7a061eb02","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","July 28, 2025 - August 1, 2025","Friday"
"2847bdcc-1c2f-4966-90ed-65509415af96","","not-started","","folder","TRUE","FALSE","Tasks 2025","August 4, 2025 - August 8, 2025"
"d0328acc-a709-4c25-9dc8-30fdc86cae61","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","August 4, 2025 - August 8, 2025","Monday"
"212fc176-a625-41cc-bac4-5b806d4c8970","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","August 4, 2025 - August 8, 2025","Tuesday"
"835db82e-7b89-4569-ad0c-dd59e4c04b16","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","August 4, 2025 - August 8, 2025","Wednesday"
"3ca2af45-3e2d-4c37-8aec-2afc71e171cd","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","August 4, 2025 - August 8, 2025","Thursday"
"e51a26a6-3c6d-4a73-b500-794a535efe8d","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","August 4, 2025 - August 8, 2025","Friday"
"03d12121-d0d9-4b67-a833-08b821ede5e9","","not-started","","folder","TRUE","FALSE","Tasks 2025","August 11, 2025 - August 15, 2025"
"38ff7fa6-55cd-4ee0-96f4-edb5894ac3ee","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","August 11, 2025 - August 15, 2025","Monday"
"49cf5dfa-7eab-4208-a6fc-8a59c72a85e7","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","August 11, 2025 - August 15, 2025","Tuesday"
"c32dc86c-5200-4535-8ea9-e4e9f1cf7357","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","August 11, 2025 - August 15, 2025","Wednesday"
"a9ce0a54-7b96-4dfe-add7-2ce913951b4f","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","August 11, 2025 - August 15, 2025","Thursday"
"b0206849-cfea-4c8f-bf21-3d8e328fdf1b","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","August 11, 2025 - August 15, 2025","Friday"
"e4813e5f-00f1-4046-928e-409b7aa0844d","","not-started","","folder","TRUE","FALSE","Tasks 2025","August 18, 2025 - August 22, 2025"
"3b4385ce-a2d4-4961-9b3b-547f57899a88","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","August 18, 2025 - August 22, 2025","Monday"
"617641f7-7094-4189-8649-e9894e0ca971","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","August 18, 2025 - August 22, 2025","Tuesday"
"90d85c95-ac03-4996-9d0c-f9bf927e8282","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","August 18, 2025 - August 22, 2025","Wednesday"
"9827013e-33f9-4477-b053-1875db741943","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","August 18, 2025 - August 22, 2025","Thursday"
"a8e0bd93-5508-4ecb-91a6-fe97447eade6","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","August 18, 2025 - August 22, 2025","Friday"
"54655eb9-097f-4cb4-a234-b82c36762ccd","","not-started","","folder","TRUE","FALSE","Tasks 2025","August 25, 2025 - August 29, 2025"
"dc509c5a-8096-4a7c-8087-18ef3147e673","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","August 25, 2025 - August 29, 2025","Monday"
"85ae283a-455c-4f75-b0f8-8f20d8e1e793","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","August 25, 2025 - August 29, 2025","Tuesday"
"e2d56719-f362-454b-a950-c74e891a61b6","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","August 25, 2025 - August 29, 2025","Wednesday"
"bad46012-75cb-4f6c-88c9-602b4638d36e","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","August 25, 2025 - August 29, 2025","Thursday"
"748a5b7a-36ad-49b2-ae27-08a2cc686578","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","August 25, 2025 - August 29, 2025","Friday"
"f60c07c0-9dab-49f3-9f77-df813ef166b7","","not-started","","folder","TRUE","FALSE","Tasks 2025","September 1, 2025 - September 5, 2025"
"03a3bf3f-e3b6-490f-9b6b-a076248e7764","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","September 1, 2025 - September 5, 2025","Monday"
"93ac6b65-5a37-4ce7-bec3-acac305e84b7","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","September 1, 2025 - September 5, 2025","Tuesday"
"b383cd4a-b08b-4fdd-be1c-04401482da68","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","September 1, 2025 - September 5, 2025","Wednesday"
"d15e813d-6261-4a9f-9ece-969f18f31a37","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","September 1, 2025 - September 5, 2025","Thursday"
"184b6f32-a58a-48cd-be64-e6f1d557ec27","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","September 1, 2025 - September 5, 2025","Friday"
"9d0b5120-3716-4a91-af3c-597ec4b5109f","","not-started","","folder","TRUE","FALSE","Tasks 2025","September 8, 2025 - September 12, 2025"
"98214994-b697-4608-9b8c-405307699280","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","September 8, 2025 - September 12, 2025","Monday"
"9f79c3b1-c209-4514-b870-2f4119213064","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","September 8, 2025 - September 12, 2025","Tuesday"
"48af43aa-5be0-4f63-8bbc-85d93940510c","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","September 8, 2025 - September 12, 2025","Wednesday"
"d6e586b8-92eb-4a7a-b471-e57e51b08504","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","September 8, 2025 - September 12, 2025","Thursday"
"02442989-babf-4894-90d2-9c296bff9cec","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","September 8, 2025 - September 12, 2025","Friday"
"fa1146a3-f6a0-4d4f-994b-700e32a5bbe9","","not-started","","folder","TRUE","FALSE","Tasks 2025","September 15, 2025 - September 19, 2025"
"d64d03aa-142d-40e9-98ce-5f0d1c023987","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","September 15, 2025 - September 19, 2025","Monday"
"0bd194e5-7d85-45b6-a174-59cdacab7730","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","September 15, 2025 - September 19, 2025","Tuesday"
"2c108b95-2039-4222-893d-eb864f9ce36a","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","September 15, 2025 - September 19, 2025","Wednesday"
"a5572334-96e3-4083-b74b-ed81cc0bbe2c","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","September 15, 2025 - September 19, 2025","Thursday"
"fb082e09-0791-4a3a-a364-b66eca093635","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","September 15, 2025 - September 19, 2025","Friday"
"55e54559-b481-4f15-93a3-a1d4cee6ae65","","not-started","","folder","TRUE","FALSE","Tasks 2025","September 22, 2025 - September 26, 2025"
"aab33c13-26d6-41cd-a3c1-675acd666d34","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","September 22, 2025 - September 26, 2025","Monday"
"c8d0d689-902b-4998-b016-a7543a32ee5c","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","September 22, 2025 - September 26, 2025","Tuesday"
"8d4558a3-5b61-4fd0-81c6-119d41924fb8","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","September 22, 2025 - September 26, 2025","Wednesday"
"a9c50142-8b80-4f3a-bc61-f6b16f1bb188","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","September 22, 2025 - September 26, 2025","Thursday"
"b59b3e6f-b2f4-4131-ab72-4c3693ed3ae7","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","September 22, 2025 - September 26, 2025","Friday"
"895240e7-ac34-4599-a062-cac13b7398aa","","not-started","","folder","TRUE","FALSE","Tasks 2025","September 29, 2025 - October 3, 2025"
"6e523033-02e0-4d88-b6a6-a4f19e8bc56e","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","September 29, 2025 - October 3, 2025","Monday"
"7363bb0b-ab3d-4348-994e-15f895c68ee0","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","September 29, 2025 - October 3, 2025","Tuesday"
"e4b2b4e8-32ed-420b-bf9d-8028bf9247ad","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","September 29, 2025 - October 3, 2025","Wednesday"
"ab384448-c833-44c4-9c1d-fa7976f26fce","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","September 29, 2025 - October 3, 2025","Thursday"
"8ce5ebf5-ba2e-4b17-b11d-43b22897b5aa","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","September 29, 2025 - October 3, 2025","Friday"
"dd741058-7b2a-4baf-bb40-f2268f905005","","not-started","","folder","TRUE","FALSE","Tasks 2025","October 6, 2025 - October 10, 2025"
"bb27f4ad-6662-4e9e-aeea-1ec990684ded","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","October 6, 2025 - October 10, 2025","Monday"
"d5abd197-4aeb-4fd7-b10d-d32358b02771","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","October 6, 2025 - October 10, 2025","Tuesday"
"6830d67f-82de-48a5-a96c-64fe1d6f15c9","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","October 6, 2025 - October 10, 2025","Wednesday"
"355ea35a-e766-4909-9f61-0761196429f3","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","October 6, 2025 - October 10, 2025","Thursday"
"1b2e064e-ae9b-4d8b-bf06-d2eefedc602a","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","October 6, 2025 - October 10, 2025","Friday"
"999f1836-9b65-40e6-9d68-14869a578e91","","not-started","","folder","TRUE","FALSE","Tasks 2025","October 13, 2025 - October 17, 2025"
"d11ea2f5-aff7-4c53-82ef-7417bab58f1d","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","October 13, 2025 - October 17, 2025","Monday"
"ee012cee-d309-4a0f-a020-735892daff91","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","October 13, 2025 - October 17, 2025","Tuesday"
"19a7ac0a-8f86-4067-9249-ed5a2f5c410a","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","October 13, 2025 - October 17, 2025","Wednesday"
"e6ddeb3e-8780-4a87-b692-aef34f38585e","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","October 13, 2025 - October 17, 2025","Thursday"
"32a4f148-5492-4912-a613-79c138eb5b74","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","October 13, 2025 - October 17, 2025","Friday"
"6186f632-91fc-408c-aaa0-e697f6e7b8c6","","not-started","","folder","TRUE","FALSE","Tasks 2025","October 20, 2025 - October 24, 2025"
"71bd93be-8321-4b34-ad84-63bcd34ac16a","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","October 20, 2025 - October 24, 2025","Monday"
"cf4eafb1-ec9a-4f38-8401-a105e24b069e","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","October 20, 2025 - October 24, 2025","Tuesday"
"87a533f5-ad5c-48d1-99fc-08355651d769","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","October 20, 2025 - October 24, 2025","Wednesday"
"78d89a48-7971-4322-bfdf-05626144b39a","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","October 20, 2025 - October 24, 2025","Thursday"
"c35835c7-e501-45bc-8e0d-407ad321a350","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","October 20, 2025 - October 24, 2025","Friday"
"5d0f677a-9600-43bb-81fa-1a3bb6a21fd9","","not-started","","folder","TRUE","FALSE","Tasks 2025","October 27, 2025 - October 31, 2025"
"c3317f82-b91e-4b2b-ada3-3700ddbf4f89","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","October 27, 2025 - October 31, 2025","Monday"
"e6eeda0b-059f-4a0d-ad72-f26b428c0d7c","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","October 27, 2025 - October 31, 2025","Tuesday"
"916f775b-d3f9-4ac3-b275-2cd9aa997022","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","October 27, 2025 - October 31, 2025","Wednesday"
"334da9ec-1fa4-4a1f-ab55-7fdeecad562c","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","October 27, 2025 - October 31, 2025","Thursday"
"630efb22-b8a9-4d12-ba9f-1930ee1be727","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","October 27, 2025 - October 31, 2025","Friday"
"649bbba6-72f5-4579-bf65-c03d30b45e87","","not-started","","folder","TRUE","FALSE","Tasks 2025","November 3, 2025 - November 7, 2025"
"a1e2b739-956f-489e-b5bb-09014964be30","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","November 3, 2025 - November 7, 2025","Monday"
"b73e85b7-e552-4446-8d2d-06254449944e","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","November 3, 2025 - November 7, 2025","Tuesday"
"0c317894-09ad-440c-ab7b-91861e1058dc","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","November 3, 2025 - November 7, 2025","Wednesday"
"fbf11255-338b-490c-a004-1454ce6e16b0","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","November 3, 2025 - November 7, 2025","Thursday"
"ea932b62-18e8-4bf1-8faa-d0212a582642","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","November 3, 2025 - November 7, 2025","Friday"
"f70b1aa9-0fdc-4d24-8f0b-9f89df5cf0a9","","not-started","","folder","TRUE","FALSE","Tasks 2025","November 10, 2025 - November 14, 2025"
"54a35440-83f2-44d0-9260-34b43966d246","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","November 10, 2025 - November 14, 2025","Monday"
"6848eb9d-1dc7-48ed-bb0a-ee8ca2e0eb9c","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","November 10, 2025 - November 14, 2025","Tuesday"
"0941a315-5f6e-4bfe-b57b-0b58addd5630","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","November 10, 2025 - November 14, 2025","Wednesday"
"6cbfcd70-35b2-4e2c-931b-9064b618f1d3","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","November 10, 2025 - November 14, 2025","Thursday"
"1fbfc2f8-0cf0-447c-92ee-da57b9d29276","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","November 10, 2025 - November 14, 2025","Friday"
"534cd1db-b794-4517-99be-61da7f8792e8","","not-started","","folder","TRUE","FALSE","Tasks 2025","November 17, 2025 - November 21, 2025"
"3604b1ea-ac69-43e9-b1c2-6720f849499a","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","November 17, 2025 - November 21, 2025","Monday"
"f1ca7692-77da-4258-a9e6-7651c1abfff2","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","November 17, 2025 - November 21, 2025","Tuesday"
"2c8349fc-898f-4e1d-8617-2f3a2d23da1a","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","November 17, 2025 - November 21, 2025","Wednesday"
"8583002b-e2b6-4b3a-8304-775e4e678781","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","November 17, 2025 - November 21, 2025","Thursday"
"2ac1c5fa-7483-45f2-811e-f01299d33f4f","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","November 17, 2025 - November 21, 2025","Friday"
"9ebba78a-f931-4652-9994-10104c64343b","","not-started","","folder","TRUE","FALSE","Tasks 2025","November 24, 2025 - November 28, 2025"
"ef251372-8088-43c0-9d58-1943ce50c4cf","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","November 24, 2025 - November 28, 2025","Monday"
"32700731-bf6b-4063-ae80-2f1a2b3b318d","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","November 24, 2025 - November 28, 2025","Tuesday"
"68e8f778-7f2e-4c06-b511-3971bfbf39be","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","November 24, 2025 - November 28, 2025","Wednesday"
"cca2a506-2a78-42f9-a1b0-d74603e5f444","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","November 24, 2025 - November 28, 2025","Thursday"
"f1911c9e-7af2-45b1-aa9b-01c50774d2d4","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","November 24, 2025 - November 28, 2025","Friday"
"033beab5-9401-491b-a641-cbae44497e19","","not-started","","folder","TRUE","FALSE","Tasks 2025","December 1, 2025 - December 5, 2025"
"c1394c22-91ca-4f2e-b30c-b4ad6ee665bd","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","December 1, 2025 - December 5, 2025","Monday"
"a210837f-b844-48c8-add4-f8865424303a","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","December 1, 2025 - December 5, 2025","Tuesday"
"80ff9c98-297d-45df-b566-0bab10c7a190","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","December 1, 2025 - December 5, 2025","Wednesday"
"30677b6e-8050-4e16-81f0-7f046300628d","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","December 1, 2025 - December 5, 2025","Thursday"
"b358c02c-5fcb-4dad-bfae-043ae732dc19","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","December 1, 2025 - December 5, 2025","Friday"
