"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f4489126-c007-449f-b2d1-624f8607c670","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"ff472b26-ef26-44a3-af4f-60e018da5a1f","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 1"
"9a6169ce-cd3b-4903-8455-c79656bb2535","","work-in-progress","SYS - ITP 004 Earthworks Cut","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Cut 15","ITP 004 Earthworks Cut - Cut 15"
"44fcddfb-ea06-4400-aaa6-e835444366a2","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks","Fill 14"
"7c951960-205d-42e4-b7b6-ab46187d6598","","work-in-progress","ITP-014 - Fill 14 Rev 3","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Fill 14","ITP-014 - Fill 14 Rev 3"
"86616f56-5852-4de8-bacb-ba8e53f07390","","pass","ITP - Fill 14 Bored Piles","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Fill 14","ITP - Fill 14 Bored Piles"
"fb18db24-4355-4c02-ba07-dacd3189132b","","pass","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks","Cut 15 Slip"
"b6536fc5-d9e6-4987-b357-a052f0165d99","","pass","ITP-007 - Palisade Wall","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Cut 15 Slip","ITP-007 – Palisade Wall"
"cb797929-7e60-4f03-867a-f6174c0fa36f","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks","Cut 14"
"b0912868-52d5-40ac-96e1-cb28ee14fb50","","work-in-progress","ITP - Earthworks Cut 14 Rev 1","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Cut 14","ITP - Earthworks Cut 14 Rev 1"
"a6fda626-fb64-4b06-ab82-b26b3f13ff1f","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Drainage"
"bc62d1ad-3c30-4cba-82c3-7341f6760d86","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Drainage","Culvert 17"
"c4336450-f0de-4b1a-b576-d53d3a7c06f1","","work-in-progress","SYS - ITP - 012 - Concrete Culvert","checklist","FALSE","FALSE","Project QA","Zone 7","Drainage","Culvert 17","ITP - 012 - Concrete Culvert"
"af522a46-3e4a-42ed-acd2-5fc167bc1b30","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Instrumentation and Monitoring"
"b0adaa57-4abe-448e-b162-aeae3d6de209","","pass","SYS - ITP - 009 - Geotechnical Equipment Installation Cut 15, Fill 15 & 16.","checklist","FALSE","FALSE","Project QA","Zone 7","Instrumentation and Monitoring","ITP - 009 - Geotechnical Equipment Installation Cut 15, Fill 15 & 16."
"4e008130-07ba-4d2f-b681-08931094a7d3","","work-in-progress","ITP-009 - Geotechnical Equipment Installation Rev 2","checklist","FALSE","FALSE","Project QA","Zone 7","Instrumentation and Monitoring","ITP-009 - Geotechnical Equipment Installation Fill 14 and Cut 14"
"9edd6581-5c1f-44db-b5b7-ec393e76c8a3","","not-started","","folder","TRUE","FALSE","Project QA","Zone 8"
"fbb78292-3d76-406f-902b-15f3b91b2ada","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 8","Earthworks"
"a6b44ce4-23f5-417c-aa0f-2ebeb077b925","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 8","Drainage"
"1f519a1d-cd6e-4e51-be11-9b206af1f461","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 8","Pavements"
"e39acc58-9767-4dc6-8317-3beafdc1676b","","not-started","","folder","TRUE","FALSE","Project QA","Zone 8","Instrumentation and Monitoring"
"decee8d6-cac1-4a7c-9334-4113d7af6e37","","not-started","033a2ad779b9c2fe49440c46359ef8a234d636808b1512c4869e2560e841408c","checklist","FALSE","FALSE","Project QA","Zone 8","Instrumentation and Monitoring","ITP - 009 - Geotechnical Equipment Installation"
"2b9de697-4de8-4e7a-a66d-f89f5d494acb","","not-started","","folder","TRUE","FALSE","Project QA","Zone 9"
"48a60a8d-8718-4e4a-851a-02ded41322d4","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 9","Earthworks"
"ad9eafbd-1842-43d8-92a5-9daa291e4137","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 9","Drainage"
"daf71c3a-92c6-4a38-9bd0-fdd5207d01be","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 9","Pavements"
"2c5b3319-9a86-4c59-84ee-fbade5cf58cd","","not-started","","folder","TRUE","FALSE","Project QA","Zone 9","Instrumentation and Monitoring"
"e158151f-c2ac-4c99-bee7-6e4f56b40a71","","not-started","033a2ad779b9c2fe49440c46359ef8a234d636808b1512c4869e2560e841408c","checklist","FALSE","FALSE","Project QA","Zone 9","Instrumentation and Monitoring","ITP - 009 - Geotechnical Equipment Installation"
"593a5844-cfdf-4f37-965a-175cc94669ab","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 10"
"ff850966-62dd-433a-91fb-fd6c8b49152e","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 10","Earthworks"
"145d331b-ee8a-4cd4-b3ed-05c8cbd7d369","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 10","Drainage"
"eae901d2-53ea-4f0e-befc-32a3b6e23127","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 10","Pavements"
"54bd984a-4029-4922-ba29-c1ce5208e0b3","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 10","Planting"
"4f6a0db7-ebd1-45e6-8259-33c15600e06e","","not-started","","folder","TRUE","FALSE","Project QA","Project Wide"
"942adaf7-af84-4e03-af9e-89d244528251","","not-started","","folder","TRUE","FALSE","Project QA","Project Wide","Landscape"
"bb0cf165-accc-4c50-8186-7f92ab345f23","","not-started","ITP - Site Preparation and 2023 Planting Season Rev 3","checklist","FALSE","FALSE","Project QA","Project Wide","Landscape","ITP - Site Preparation and 2023 Planting Season Rev 3"
"92369ab8-ac1d-4181-9ed2-244fe410a2cb","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety"
"bf937921-0a1e-416b-96df-30a9849cd211","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Zone 1"
"6225aba7-c1e5-48c1-a0e1-b45d0cf7fe85","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Zone 2"
"4415f4fd-6f70-4092-a7c9-bd281a27a784","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Zone 3"
"aec1d060-a255-4cdf-94eb-f62bce5f3351","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Zone 4"
"e8fdf723-2a86-4eb1-a074-0073a1b1e58d","","no-status-not-started","","folder","TRUE","FALSE","Health & Safety","Zone 5"
"073139c1-0290-4c1b-b731-cc3ff2c1b367","","work-in-progress","","folder","TRUE","FALSE","Lot Management - Test Folder"
"8b3ca976-1cc7-408f-bcb8-4e6bd627884e","","work-in-progress","","folder","TRUE","FALSE","Lot Management - Test Folder","Fill 15 & 16"
"7d5f4102-cf31-4411-b10e-9db7ae0a6fb3","","work-in-progress","SYS - Z07-EWK-ITP-011-LOT-001 - Fill 15 & 16","checklist","FALSE","FALSE","Lot Management - Test Folder","Fill 15 & 16","Z07-EWK-ITP-011-LOT-001 - Fill 15 & 16"
