"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ffd48543-5f14-47dc-84af-e0fa4986a90e","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"4e70155d-cbad-4710-a8a6-5ebaa6c3cc6a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Asphalt"
"1c186831-79a4-4477-9738-89928953c505","","checklist-sectioned","pass","ITP - In-Situ Modified Basecourse - SH57 Currins","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH57 Currin's Road","ITP - In-Situ Modified Basecourse - SH57 Currins"
"fcd959ea-3916-4ae9-ab83-fcb2cfbb47af","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Road Rehabs","SH03 Dudding's Lake/ Union Line"
"3085a4ce-20cf-4934-a82f-313ea8871ca9","","checklist-sectioned","pass","ITP - In-Situ Modified Basecourse","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH03 Dudding's Lake/ Union Line","ITP - In-Situ Modified Basecourse"
"b5413fbc-1389-46f3-bb7a-348aaa9826af","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Road Rehabs","SH03 Viles Road / Bulls"
"892f160e-3d37-4cb3-a195-0075b5dc2492","","checklist-sectioned","pass","ITP - Resurfacing Physical Works","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH03 Viles Road / Bulls","ITP - Resurfacing Physical Works"
"75b2291b-0fad-495d-88a0-4324d4035c1a","","checklist-sectioned","work-in-progress","ITP - In-Situ Modified Basecourse","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH03 Viles Road / Bulls","ITP - In-Situ Modified Basecourse"
"0de05fe1-0812-45fa-88b2-5ea259c017b0","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Road Rehabs","SH1N Kakariki Road"
"76a8d9db-3446-4ec7-85d3-c73562c59edc","","checklist-sectioned","pass","ITP - In-Situ Modified Basecourse","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH1N Kakariki Road","ITP - In-Situ Modified Basecourse"
"f726818b-b9aa-4438-ae78-d1fd6ad9d02b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Road Rehabs","SH04 Macintosh's Road"
"545742db-8ec1-4497-8793-2d0e6ab525f4","","checklist-sectioned","pass","ITP - In-Situ Modified Basecourse","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH04 Macintosh's Road","ITP - In-Situ Modified Basecourse"
"f4f20556-585e-4738-b623-d0b72274d605","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Road Rehabs","SH02 Kaipororo Road/Eketahuna"
"48231a1b-40e7-4ffd-9493-82d048171562","","checklist-sectioned","pass","ITP - In-Situ Modified Basecourse","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH02 Kaipororo Road/Eketahuna","ITP - In-Situ Modified Basecourse"
"aba6a338-08e0-463e-91d8-1d9bd92e1b0f","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Road Rehabs","SH57 Victoria Road"
"69567763-f968-4c91-814a-4dcb2c04f547","","checklist-sectioned","pass","ITP - In-Situ Modified Basecourse","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH57 Victoria Road","ITP - In-Situ Modified Basecourse"
"9b3ecc50-a5d7-4147-9f00-0b6b3631b36a","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Road Rehabs","SH01 North of Calico"
"25a37e11-15e9-46b0-86bf-01406e72f2ef","","checklist-sectioned","pass","ITP - In-Situ Modified Basecourse","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH01 North of Calico","ITP - In-Situ Modified Basecourse"
"666943c0-e4a1-402d-b4cf-a87813debdc3","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Road Rehabs","SH02 Jens Anderson Road"
"695c596e-723f-42b9-9928-9c43ba8e18f4","","checklist-sectioned","pass","ITP - In-Situ Modified Basecourse","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH02 Jens Anderson Road","ITP - In-Situ Modified Basecourse"
"9db409ad-c666-4e63-ab3f-86227d78d18b","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Road Rehabs","SH56 Te Wanaka Road"
"5212b1a7-bcc9-4a91-9e37-5e8e4fa4e24a","","checklist-sectioned","pass","ITP - In-Situ Modified Basecourse","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH56 Te Wanaka Road","ITP - In-Situ Modified Basecourse"
"e9faa6fa-3dcd-477d-914e-8287e986a791","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Road Rehabs","SH56 Longburn Shops"
"e1911f4f-1e38-4fd1-8cc7-b695ebe896e7","","checklist-sectioned","pass","ITP - In-Situ Modified Basecourse","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH56 Longburn Shops","ITP - In-Situ Modified Basecourse"
"46245956-23b4-474e-9663-429899762a7b","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Road Rehabs","SH02 Little Horses"
"032656db-11d3-491b-a42c-81605753b2c7","","checklist-sectioned","fail","ITP - In-Situ Modified Basecourse","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH02 Little Horses","ITP - In-Situ Modified Basecourse"
"3023e951-dbb0-4325-8823-fdd25b079d01","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Road Rehabs","SH57 Currin's Road - Rework"
"14067d09-697f-42b3-ad60-7dfb30a6d964","","checklist-sectioned","pass","ITP - In-Situ Modified Basecourse - SH57 Currins","checklist","FALSE","FALSE","Site QA","Road Rehabs","SH57 Currin's Road - Rework","ITP - In-Situ Modified Basecourse - SH57 Currins"
