Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,
,,B1.7,,basement,quality itcs,terminal,lots - cable tray & conduit,itp,b1.7,
,,BU1.1,,upper basement,quality itcs,terminal,lots - cable tray & conduit,bu1.1,itp,
,,BU1.2,,bu1.2,upper basement,quality itcs,terminal,lots - cable tray & conduit,itp,
,,BU1.3,,upper basement,bu1.3,quality itcs,terminal,lots - cable tray & conduit,itp,
,,BU1.4,,upper basement,quality itcs,terminal,lots - cable tray & conduit,itp,bu1.4,
,,BU1.5,,upper basement,quality itcs,terminal,lots - cable tray & conduit,itp,bu1.5,
,,BU1.6,,upper basement,quality itcs,terminal,lots - cable tray & conduit,bu1.6,itp,
,,GF1.1,,ground floor,quality itcs,terminal,lots - cable tray & conduit,itp,gf1.1,
,,GF1.2,,ground floor,quality itcs,terminal,lots - cable tray & conduit,gf1.2,itp,
,,GF1.3,,ground floor,quality itcs,terminal,lots - cable tray & conduit,itp,gf1.3,
,,GF1.4,,ground floor,gf1.4,quality itcs,terminal,lots - cable tray & conduit,itp,
,,GF1.5,,ground floor,quality itcs,terminal,lots - cable tray & conduit,gf1.5,itp,
,,GF1.6,,ground floor,gf1.6,quality itcs,terminal,lots - cable tray & conduit,itp,
,,GF1.7,,ground floor,gf1.7,quality itcs,terminal,lots - cable tray & conduit,itp,
,,GF1.8,,ground floor,quality itcs,terminal,lots - cable tray & conduit,itp,gf1.8,
,,GF1.9,,ground floor,quality itcs,terminal,lots - cable tray & conduit,itp,gf1.9,
,,GF1.10,,ground floor,quality itcs,terminal,lots - cable tray & conduit,gf1.10,itp,
,,GF-PE-1.1,,ground floor,quality itcs,terminal,lots - cable tray & conduit,itp,gf-pe-1.1,
,,GF-PE-1.2,,ground floor,quality itcs,terminal,lots - cable tray & conduit,itp,gf-pe-1.2,
,,GF-PE-1.3,,ground floor,gf-pe-1.3,quality itcs,terminal,lots - cable tray & conduit,itp,
,,GF-PW-1.1,,ground floor,quality itcs,terminal,lots - cable tray & conduit,itp,gf-pw-1.1,
,,GF-PW-1.2,,ground floor,quality itcs,terminal,lots - cable tray & conduit,gf-pw-1.2,itp,
,,GF-PW-1.3,,ground floor,quality itcs,terminal,lots - cable tray & conduit,itp,gf-pw-1.3,
,,GF-PW-1.4,,ground floor,quality itcs,terminal,lots - cable tray & conduit,itp,gf-pw-1.4,
,,SF1.1,,sf1.1,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,
,,SF1.2,,sf1.2,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,
,,SF1.3,,sf1.3,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,
,,SF1.4,,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,sf1.4,
,,SF1.5,,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,sf1.5,
,,SF1.6,,quality itcs,terminal,lots - cable tray & conduit,itp,sf1.6,second floor,
,,SF1.7,,quality itcs,terminal,lots - cable tray & conduit,sf1.7,itp,second floor,
,,SF1.8,,quality itcs,terminal,lots - cable tray & conduit,sf1.8,itp,second floor,
,,SF1.9,,sf1.9,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,
,,SF1.10,,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,sf1.10,
,,SF-PE-1.1,,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,sf-pe-1.1,
,,SF-PE-1.2,,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,sf-pe-1.2,
,,SF-PE-1.3,,sf-pe-1.3,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,
,,SF-PW-1.1,,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,sf-pw-1.1,
,,SF-PW-1.2,,quality itcs,terminal,lots - cable tray & conduit,itp,second floor,sf-pw-1.2,
,,SF-PW-1.3,,quality itcs,terminal,lots - cable tray & conduit,itp,sf-pw-1.3,second floor,
,,In Ground HV CONDUITS,,landside lot markup,quality itcs,terminal,lots - cable tray & conduit,landside,in ground hv conduits,
,,HV PIT INSTALL,,landside lot markup,quality itcs,terminal,lots - cable tray & conduit,hv pit install,landside,
,,EL-CDBU-01-301,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-01-301
,,EL-CDBU-01-302,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-01-302
,,EL-CDBU-01-401,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-01-401
,,EL-CDBU-01-402,,distribution boards,quality itcs,itp,cdbu,el-cdbu-01-402,terminal,lots - cable tray & conduit
,,EL-CDBU-01-501,,distribution boards,quality itcs,itp,cdbu,el-cdbu-01-501,terminal,lots - cable tray & conduit
,,EL-CDBU-01-502,,distribution boards,quality itcs,itp,el-cdbu-01-502,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-01-503,,distribution boards,quality itcs,itp,el-cdbu-01-503,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-01-504,,distribution boards,quality itcs,itp,el-cdbu-01-504,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-01-505,,distribution boards,quality itcs,itp,el-cdbu-01-505,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-01-506,,distribution boards,quality itcs,itp,el-cdbu-01-506,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-01-601,,distribution boards,quality itcs,itp,el-cdbu-01-601,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-01-602,,distribution boards,quality itcs,itp,el-cdbu-01-602,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-02-101,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-02-101
,,EL-CDBU-02-102,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-02-102
,,EL-CDBU-02-103,,distribution boards,quality itcs,itp,el-cdbu-02-103,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-02-104,,distribution boards,quality itcs,itp,el-cdbu-02-104,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-02-111,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-02-111
,,EL-CDBU-02-112,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-02-112
,,EL-CDBU-02-113,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-02-113
,,EL-CDBU-02-114,,distribution boards,quality itcs,itp,el-cdbu-02-114,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-02-201,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-02-201
,,EL-CDBU-02-202,,distribution boards,quality itcs,itp,el-cdbu-02-202,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-02-203,,distribution boards,quality itcs,itp,el-cdbu-02-203,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-02-204,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-02-204
,,EL-CDBU-02-211,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-02-211
,,EL-CDBU-02-212,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-02-212
,,EL-CDBU-02-213,,distribution boards,quality itcs,itp,el-cdbu-02-213,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-02-214,,distribution boards,quality itcs,itp,el-cdbu-02-214,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-02-301,,distribution boards,quality itcs,itp,el-cdbu-02-301,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-02-302,,distribution boards,quality itcs,itp,el-cdbu-02-302,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-02-401,,distribution boards,quality itcs,itp,el-cdbu-02-401,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-02-402,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-02-402
,,EL-CDBU-02-501,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-02-501
,,EL-CDBU-02-502,,distribution boards,quality itcs,itp,cdbu,el-cdbu-02-502,terminal,lots - cable tray & conduit
,,EL-CDBU-02-601,,distribution boards,quality itcs,itp,cdbu,el-cdbu-02-601,terminal,lots - cable tray & conduit
,,EL-CDBU-02-602,,distribution boards,quality itcs,itp,el-cdbu-02-602,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-101,,distribution boards,el-cdbu-05-101,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-102,,el-cdbu-05-102,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-103,,el-cdbu-05-103,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-104,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-05-104
,,EL-CDBU-05-111,,distribution boards,quality itcs,el-cdbu-05-111,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-112,,distribution boards,el-cdbu-05-112,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-113,,el-cdbu-05-113,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-114,,el-cdbu-05-114,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-201,,el-cdbu-05-201,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-202,,el-cdbu-05-202,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-203,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-05-203
,,EL-CDBU-05-204,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-05-204
,,EL-CDBU-05-211,,distribution boards,el-cdbu-05-211,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-212,,el-cdbu-05-212,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-213,,el-cdbu-05-213,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-214,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-05-214
,,EL-CDBU-05-301,,el-cdbu-05-301,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-05-302,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-05-302
,,EL-CDBU-05-401,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-05-401
,,EL-CDBU-05-402,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-05-402
,,EL-CDBU-05-501,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-05-501
,,EL-CDBU-05-502,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-05-502
,,EL-CDBU-05-601,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-05-601
,,EL-CDBU-05-602,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-05-602
,,EL-CDBU-06-101,,distribution boards,quality itcs,el-cdbu-06-101,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-06-102,,distribution boards,el-cdbu-06-102,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-06-103,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-06-103
,,EL-CDBU-06-104,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-06-104
,,EL-CDBU-06-111,,el-cdbu-06-111,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-06-112,,distribution boards,quality itcs,el-cdbu-06-112,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-06-113,,distribution boards,el-cdbu-06-113,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit
,,EL-CDBU-06-114,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-06-114
,,EL-CDBU-06-301,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-cdbu-06-301
,,EL-DBU-01-401,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-dbu-01-401
,,EL-DBU-02-501,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-dbu-02-501
,,EL-DBU-05-204,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-dbu-05-204
,,EL-DBU-05-501,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-dbu-05-501
,,EL-DBU-05-601,,distribution boards,quality itcs,itp,cdbu,terminal,lots - cable tray & conduit,el-dbu-05-601
,,EL-HDBE-01-301,,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit,el-hdbe-01-301
,,EL-HDBE-01-401,,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit,el-hdbe-01-401
,,EL-HDBE-01-501,,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit,el-hdbe-01-501
,,EL-HDBE-01-601,,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit,el-hdbe-01-601
,,EL-HDBE-01-701,,distribution boards,quality itcs,itp,el-hdbe-01-701,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-02-101,,distribution boards,quality itcs,itp,el-hdbe-02-101,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-02-102,,distribution boards,quality itcs,itp,house db - e,el-hdbe-02-102,terminal,lots - cable tray & conduit
,,EL-HDBE-02-103,,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit,el-hdbe-02-103
,,EL-HDBE-02-104,,distribution boards,quality itcs,itp,el-hdbe-02-104,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-02-201,,distribution boards,quality itcs,itp,house db - e,el-hdbe-02-201,terminal,lots - cable tray & conduit
,,EL-HDBE-02-202,,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit,el-hdbe-02-202
,,EL-HDBE-02-203,,distribution boards,quality itcs,itp,el-hdbe-02-203,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-02-204,,distribution boards,quality itcs,itp,el-hdbe-02-204,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-02-301,,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit,el-hdbe-02-301
,,EL-HDBE-02-401,,distribution boards,quality itcs,itp,el-hdbe-02-401,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-02-501,,distribution boards,quality itcs,itp,el-hdbe-02-501,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-02-601,,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit,el-hdbe-02-601
,,EL-HDBE-02-703,,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit,el-hdbe-02-703
,,EL-HDBE-05-101,,distribution boards,quality itcs,itp,el-hdbe-05-101,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-05-102,,distribution boards,quality itcs,itp,el-hdbe-05-102,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-05-103,,el-hdbe-05-103,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-05-104,,el-hdbe-05-104,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-05-201,,distribution boards,quality itcs,itp,el-hdbe-05-201,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-05-202,,el-hdbe-05-202,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-05-203,,el-hdbe-05-203,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-05-204,,distribution boards,el-hdbe-05-204,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-05-301,,el-hdbe-05-301,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-05-401,,el-hdbe-05-401,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-05-501,,distribution boards,el-hdbe-05-501,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-05-601,,distribution boards,quality itcs,el-hdbe-05-601,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-06-101,,el-hdbe-06-101,distribution boards,quality itcs,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-06-102,,distribution boards,quality itcs,itp,el-hdbe-06-102,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-06-103,,distribution boards,quality itcs,itp,el-hdbe-06-103,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-06-104,,distribution boards,quality itcs,el-hdbe-06-104,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-06-301,,distribution boards,quality itcs,itp,el-hdbe-06-301,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-06-401,,distribution boards,quality itcs,el-hdbe-06-401,itp,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-06-501,,distribution boards,quality itcs,itp,el-hdbe-06-501,house db - e,terminal,lots - cable tray & conduit
,,EL-HDBE-06-601,,distribution boards,quality itcs,itp,house db - e,el-hdbe-06-601,terminal,lots - cable tray & conduit
,,EL-HDBN-01-301,,el-hdbn-01-301,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-01-401,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-01-401
,,EL-HDBN-01-501,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-01-501
,,EL-HDBN-01-601,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-01-601
,,EL-HDBN-01-701,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-01-701
,,EL-HDBN-02-101,,distribution boards,el-hdbn-02-101,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-02-102,,distribution boards,quality itcs,house db - n,el-hdbn-02-102,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-02-103,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-02-103
,,EL-HDBN-02-104,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-02-104
,,EL-HDBN-02-201,,distribution boards,quality itcs,house db - n,el-hdbn-02-201,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-02-202,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-02-202
,,EL-HDBN-02-203,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-02-203
,,EL-HDBN-02-204,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-02-204
,,EL-HDBN-02-301,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-02-301
,,EL-HDBN-02-401,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-02-401
,,EL-HDBN-02-501,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-02-501
,,EL-HDBN-02-601,,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit,el-hdbn-02-601
,,EL-HDBN-02-703,,distribution boards,quality itcs,house db - n,itp,el-hdbn-02-703,terminal,lots - cable tray & conduit
,,EL-HDBN-05-101,,distribution boards,quality itcs,house db - n,itp,el-hdbn-05-101,terminal,lots - cable tray & conduit
,,EL-HDBN-05-102,,distribution boards,quality itcs,house db - n,itp,el-hdbn-05-102,terminal,lots - cable tray & conduit
,,EL-HDBN-05-103,,distribution boards,quality itcs,house db - n,el-hdbn-05-103,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-05-104,,distribution boards,quality itcs,house db - n,el-hdbn-05-104,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-05-201,,distribution boards,quality itcs,house db - n,itp,el-hdbn-05-201,terminal,lots - cable tray & conduit
,,EL-HDBN-05-202,,distribution boards,quality itcs,house db - n,el-hdbn-05-202,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-05-203,,distribution boards,quality itcs,house db - n,el-hdbn-05-203,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-05-204,,distribution boards,el-hdbn-05-204,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-05-301,,distribution boards,quality itcs,house db - n,el-hdbn-05-301,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-05-401,,distribution boards,quality itcs,house db - n,el-hdbn-05-401,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-05-501,,distribution boards,el-hdbn-05-501,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-05-601,,el-hdbn-05-601,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-06-101,,distribution boards,quality itcs,house db - n,itp,el-hdbn-06-101,terminal,lots - cable tray & conduit
,,EL-HDBN-06-102,,distribution boards,quality itcs,house db - n,itp,el-hdbn-06-102,terminal,lots - cable tray & conduit
,,EL-HDBN-06-103,,el-hdbn-06-103,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-06-104,,el-hdbn-06-104,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-06-301,,el-hdbn-06-301,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-06-401,,el-hdbn-06-401,distribution boards,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-06-501,,distribution boards,quality itcs,house db - n,el-hdbn-06-501,itp,terminal,lots - cable tray & conduit
,,EL-HDBN-06-601,,distribution boards,el-hdbn-06-601,quality itcs,house db - n,itp,terminal,lots - cable tray & conduit
,,EL-HYDDB-01-601,,distribution boards,quality itcs,itp,el-hyddb-01-601,terminal,lots - cable tray & conduit,hyd dbs
,,EL-HYDDB-01-702,,distribution boards,quality itcs,itp,el-hyddb-01-702,terminal,lots - cable tray & conduit,hyd dbs
,,EL-APRONDB-02-19,,distribution boards,quality itcs,itp,apron dbs,terminal,lots - cable tray & conduit,el-aprondb-02-19
,,EL-APRONDB-02-20,,distribution boards,quality itcs,itp,apron dbs,terminal,lots - cable tray & conduit,el-aprondb-02-20
,,EL-APRONDB-02-21,,distribution boards,quality itcs,itp,apron dbs,el-aprondb-02-21,terminal,lots - cable tray & conduit
,,EL-APRONDB-02-22,,distribution boards,quality itcs,itp,el-aprondb-02-22,apron dbs,terminal,lots - cable tray & conduit
,,EL-APRONDB-02-23,,distribution boards,quality itcs,el-aprondb-02-23,itp,apron dbs,terminal,lots - cable tray & conduit
,,EL-APRONDB-02-24,,distribution boards,quality itcs,itp,apron dbs,el-aprondb-02-24,terminal,lots - cable tray & conduit
,,EL-APRONDB-02-25,,distribution boards,quality itcs,itp,el-aprondb-02-25,apron dbs,terminal,lots - cable tray & conduit
,,EL-eGSE-02-19,,distribution boards,quality itcs,itp,terminal,lots - cable tray & conduit,el-egse-02-19,egse dbs
,,EL-eGSE-02-20,,distribution boards,quality itcs,itp,terminal,lots - cable tray & conduit,egse dbs,el-egse-02-20
,,EL-eGSE-02-21,,distribution boards,quality itcs,itp,terminal,lots - cable tray & conduit,egse dbs,el-egse-02-21
,,EL-eGSE-02-22,,distribution boards,quality itcs,el-egse-02-22,itp,terminal,lots - cable tray & conduit,egse dbs
,,EL-eGSE-02-23,,distribution boards,el-egse-02-23,quality itcs,itp,terminal,lots - cable tray & conduit,egse dbs
,,EL-eGSE-02-24,,el-egse-02-24,distribution boards,quality itcs,itp,terminal,lots - cable tray & conduit,egse dbs
,,EL-eGSE-02-25,,el-egse-02-25,distribution boards,quality itcs,itp,terminal,lots - cable tray & conduit,egse dbs
,,EL-GPUDB-02-19,,gpu dbs,el-gpudb-02-19,distribution boards,quality itcs,itp,terminal,lots - cable tray & conduit
,,EL-GPUDB-02-20,,gpu dbs,distribution boards,quality itcs,itp,terminal,lots - cable tray & conduit,el-gpudb-02-20
,,EL-GPUDB-02-21,,gpu dbs,distribution boards,quality itcs,itp,el-gpudb-02-21,terminal,lots - cable tray & conduit
,,EL-GPUDB-02-22,,gpu dbs,distribution boards,quality itcs,itp,el-gpudb-02-22,terminal,lots - cable tray & conduit
,,EL-GPUDB-02-23,,gpu dbs,distribution boards,quality itcs,itp,el-gpudb-02-23,terminal,lots - cable tray & conduit
,,EL-GPUDB-02-24,,gpu dbs,distribution boards,quality itcs,itp,terminal,lots - cable tray & conduit,el-gpudb-02-24
,,EL-GPUDB-02-25,,gpu dbs,distribution boards,quality itcs,itp,terminal,lots - cable tray & conduit,el-gpudb-02-25
,,EL-PCADB-02-19,,distribution boards,quality itcs,pca dbs,itp,terminal,lots - cable tray & conduit,el-pcadb-02-19
,,EL-PCADB-02-20,,el-pcadb-02-20,distribution boards,quality itcs,pca dbs,itp,terminal,lots - cable tray & conduit
