"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"63dff424-d237-46bc-b79a-0347cbcf7627","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"662b7a40-3e39-474f-b057-25961f575050","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","SOG B-1"
"002214e4-d400-4aa8-a4ba-3a57a7288b48","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/01/2023","Site Diary"
"9aeeed98-ac04-4ae4-9022-95d2965b786b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/01/2023","Monday 30/01/23"
"7f6a05cf-e3b5-437b-8ad8-b57c218443b4","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/01/2023","Site Diary"
"a90a0043-bfd5-4659-91f9-56a82eae1b10","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/01/2023","Tuesday 31/01/23"
"98bbd4f5-00c3-4d81-9cf9-2f9f4252f278","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary","1/02/2023"
"c1f0cafe-c6f2-4f59-a89a-a86af9eac08c","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Wednesday 01/02/23"
"5a0e79eb-3f3b-436c-b26f-b2b64b7998d4","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Thursday 02/02/23"
"ababda63-7b7b-4ec4-9fd1-443ba91bebd8","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Friday 03/02/23"
"f971257c-457e-46b3-8506-8ffd43eb5641","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Saturday 04/02/23"
"620c0128-8609-420d-aa6e-30ecdaf91944","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Monday 06/02/23"
"39cd87e3-85bd-4ef5-ac28-3da1bf9ab52d","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Tuesday 07/02/23"
"a8698a61-636a-4582-b280-0c33277bbf07","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Wednesday 08/02/23"
"59e44382-3f81-4746-80ac-e7e809489393","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Thursday 09/02/23"
"798a6a0b-9f5d-40c6-8914-a9fe98bc9af6","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Friday 10/02/23"
"cf95c184-8059-4482-adf7-cb08c26b5299","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Saturday 11/02/23"
"3a68ebba-c430-4b5f-afe1-cd50bbb4997e","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Monday 13/02/23"
"0174345b-2145-4810-b673-240e033004cd","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Tuesday 14/02/23"
"c38dc119-66e9-42a2-b668-aedbdd69e025","","checklist-flat","pass","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Wednesday 15/02/23"
"b73cc460-52bb-4c44-9580-529acfd14cf6","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Thursday 16/02/2023"
"692507f8-f588-467f-8d9a-8a10dff8a6ad","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Friday 17/02/2023"
"e9561c19-9203-4f56-a408-f86905538d3e","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Saturday 18/02/2023"
"d3da31c8-1609-4b36-804d-35cba62669fa","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Tuesday 21/02/2023"
"440e249a-5b93-44da-9e7c-0eab22cd7aec","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Wednesday 22/02/2023"
"6211fb4f-df5c-41c4-b94b-387d08dea8be","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Thursday 23/02/2023"
"1f49fc72-0219-4d3d-b69a-4cb7d92c8b73","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Friday 24/02/2023"
"99f3f46e-ca12-4ed8-8316-c96743ab16a4","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Saturday 25/02/2023"
"0c341026-1caa-44d9-95de-b7bf1c99b805","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Monday 27/02/2023"
"86201e12-9cf9-4a84-a804-ef33156da3a7","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Tuesday 28/02/2023"
"1bf78cc5-a013-41ba-9114-e21c1fb97d65","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Wednesday 01/03/2023"
"8f5774ea-dc24-46ac-8c99-c0194deb7a0f","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/02/2023","Thursday 02/03/2023"
"857b0d8b-8ba4-49bb-a404-8c0b8bbba81c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary","1/03/2023"
"e6526170-f792-4774-b489-d935bb9f43f9","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Friday 03/03/2023"
"b50ff2fb-ab04-47ba-b5bf-8a2bceec97ef","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Saturday 04/03/2023"
"9552ab74-6221-4efd-aa03-72d560bf3fb0","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Monday 06/03/2023"
"62d7a343-b4f7-4c81-8245-04f61bb56fb1","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Tuesday 07/03/2023"
"9d974f4e-292d-49c4-a6ee-0e81372e988d","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Wednesday 08/03/2023"
"8a801c01-ef70-488f-84c5-7420191e7757","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Thursday 09/03/2023"
"993043bd-3ae8-424e-bfad-345751168d96","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Friday 10/03/2023"
"47b56f61-a38e-4cfe-9f33-74a72258ea97","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Tuesday 14/03/2023"
"a82a6f21-6f9d-42ef-a69c-72f1ea70fb27","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Wednesday 15/03/2023"
"c713b68e-b4db-44b7-a92a-9a05d695e578","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Thursday 16/03/2023"
"4200fee2-8964-453e-9282-e038789ce511","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Friday 17/03/2023"
"81128d6b-d43b-4dc0-93a9-049b53edbabb","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Saturday 18/03/2023"
"c86ae8d1-d7b1-4271-9871-de6e6a16088d","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Monday 20/03/2023"
"a48c201b-230a-4911-bd59-1dfe6adb2e08","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Tuesday 21/03/2023"
"8b52f9d3-0a2d-439c-ac66-e1b6edcb3c07","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Wednesday 22/03/2023"
"a969865e-045e-4b98-b4a0-bf648d0a5b1e","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Thursday 23/03/2023"
"04f950dd-b95f-48eb-912a-84b75e309e2c","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Friday 24/03/2023 "
"a9650c52-39f8-4e79-ba74-95b5930ade64","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Saturday 25/03/2023"
"8c60cb34-4887-45f2-aad7-dd4eecf79c55","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Monday 27/03/2023"
"1773e54b-d447-4852-ba3e-ce5c37a8f652","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Tuesday 28/03/2023"
"1ee35dfc-7161-438d-a2ab-2dab649004f9","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Wednesday 29/03/2023"
"e4c930ec-5ffe-4657-aaf7-4f04d0e67d77","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Thursday 30/03/2023"
"53414150-5340-4000-a86c-69afbad4da8e","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/03/2023","Friday 31/03/2023"
"303adc2c-86fc-414f-a2d7-bb0096af3b5e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Diary","1/04/2023"
"fb12459b-2428-4b28-9781-5261287146f7","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Saturday 01/04/2023"
"41d563e4-122b-4607-871d-c649fdfe644b","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Monday 03/04/2023"
"4fa9a32a-a05c-4766-8cd1-285c0aa6270a","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Tuesday 04/04/2023"
"a8b8552e-1300-43dc-a896-59a2e1bbab11","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Wednesday 05/04/2023"
"b29ffce5-afa8-48de-8e62-2042096eba47","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Thursday 05/04/2023"
"ee9290f6-333b-4ca9-83ad-22221cac086f","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Monday 17/04/2023"
"e171918e-8d13-49c9-b9cf-3cba2220ae42","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Tuesday 18/04/2023"
"2372f1dc-024f-46bd-871a-e4b5df07fe9f","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Wednesday 19/04/2023"
"dce016f2-265d-42a8-a2b2-7d74b8585413","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Thursday 20/04/2023"
"2817a2c7-1c6e-4863-9291-a490089411c8","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Friday 21/04/2023"
"77f8974a-4d02-4740-b9d9-c3acb048ef3c","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Saturday 22/04/2023"
"743a9bc5-64fb-49da-945d-7b1484346886","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Monday 24/04/2023"
"0f7c891d-a10b-4105-82fb-266c58144fcc","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Tuesday 25/04/2023 ANZAC DAY"
"b08bf489-6a94-475c-abbd-270798030427","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Wednesday 26/04/2023"
"5c0b2c0a-691f-4393-bcfd-690ffa1a526a","","checklist-flat","work-in-progress","Add Site Diary","checklist-flat","FALSE","FALSE","Site Diary","1/04/2023","Thursday 27/04/2023"
"e15599e5-af47-4edc-aadd-4da73a39de74","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/05/2023"
"de067fc4-ca2a-425d-ab13-dbf46d6beeb2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/06/2023"
"3512757b-00cb-4df8-b5a0-17ea68483c94","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/07/2023"
"a111421b-559b-4107-b894-3a4a6d75c14a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/08/2023"
"435ce1da-f34d-4d4a-aaf4-154d11a12a5d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/09/2023"
"2ea34711-fcfe-47e3-a021-a9ddfc9b2eee","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/10/2023"
"d7116ef6-d3d1-4bc8-8f56-b8ccdfc79a08","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/11/2023"
"63792303-7544-4925-90ec-9054561623c6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/12/2023"
"bd65686b-d95f-4b6a-8895-0aa6a52e023b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/01/2024"
"50fe9523-3076-4876-8046-f0cc46812fd4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/02/2024"
"642e00c6-fd70-4a80-8f03-0ef414f36eda","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/03/2024"
"f5668c87-b34f-466d-a5a3-f91b8c0255ab","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/04/2024"
"fd23e6dd-f69e-4101-a472-0e36ad374ece","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Diary","1/05/2024"
"da8d0321-2462-4fab-a922-5edee2079ba8","","folder-normal","pass","","step","TRUE","FALSE","Toolbox"
"3d71da48-74ba-483a-b6bf-30a00bbb27f1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/01/2023"
"0f672462-3486-45f1-8151-b5ef32474d92","","folder-normal","pass","","step","TRUE","FALSE","Toolbox","1/02/2023"
"7d44433d-75eb-479c-989d-86814421ddcc","","checklist-flat","pass","Add Toolbox Meeting","checklist-flat","FALSE","FALSE","Toolbox","1/02/2023","10/02/23"
"0fba5fa9-cc15-481e-a8f1-e4bdba346810","","checklist-flat","pass","Add Toolbox Meeting","checklist-flat","FALSE","FALSE","Toolbox","1/02/2023","28.02.2023 stretcher Toolbox Meeting"
"539a3c4e-9567-4609-92db-74ee91f2475f","","folder-normal","pass","","step","TRUE","FALSE","Toolbox","1/03/2023"
"9dbe8980-127c-47c9-acbe-c01bc6f96ad2","","checklist-flat","pass","Add Toolbox Meeting","checklist-flat","FALSE","FALSE","Toolbox","1/03/2023","Toolbox Meeting jump rescue 03.03.2023"
"8236eb84-1513-4562-831d-241dc88dd39d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/04/2023"
"aec27cbe-977a-4e79-aefc-e15f00912d47","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/05/2023"
"5ff3f24e-dfe7-44e5-a271-e8b14dd2d177","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/06/2023"
"5b377140-cd18-4aa5-aae3-6e3a94168a22","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/07/2023"
"21a6e50f-61ab-44c2-8571-775844cd030a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/08/2023"
"aba59463-17a4-415d-b526-12bfbcdf2d2c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/09/2023"
"3f0a15b0-6957-4d3c-a855-0b988b2dc2fb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/10/2023"
"6ae0ca2d-0086-4a18-995d-3e98ba565009","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/11/2023"
"9b665d94-6041-4900-8451-b4be1e96eccb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/12/2023"
"e71bb4a4-a583-43cf-b4bb-6772a402bcba","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/01/2024"
"96974d74-eab9-4cb3-b060-48697c6b3c0a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/02/2024"
"a2236bd6-ed1f-46e3-89ca-7dda285811df","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/03/2024"
"5362fcec-cd16-41fc-9cbd-f7329b52f577","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/04/2024"
"dc8bfd03-f169-4e70-a385-59760d772511","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/05/2024"
"fae4c946-6189-4ea0-b8f9-07a0914a35fa","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","1/06/2024"
"ad853309-ac85-40d0-a668-02ad5fe0f3ad","","folder-normal","pass","","step","TRUE","FALSE","Pre Start"
"bc78c455-8afe-4832-ba6a-a2d78b6306bf","","folder-normal","pass","","step","TRUE","FALSE","Pre Start","1/02/2023"
"a520d82c-7cb2-4770-a4e4-9fb1c8eb2d8f","","checklist-flat","pass","Add Daily Pre Start","checklist-flat","FALSE","FALSE","Pre Start","1/02/2023","25 to 31/01/23"
"7c0921a6-6113-4119-940a-620be1658459","","checklist-flat","pass","Add Daily Pre Start","checklist-flat","FALSE","FALSE","Pre Start","1/02/2023","01 to 11/02/23"
"ac873f87-953e-4d27-929b-79fda03d76bb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/03/2023"
"bd26e26f-e383-4506-b1c3-8fb9420efca9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/04/2023"
"84cfe93e-2394-42ab-a6f9-49f976f4cbda","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/05/2023"
"3eebd03d-cab2-4470-8cf2-1d31649bdc61","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/06/2023"
"9172bb83-6b11-47d4-9666-5e808e9911f1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/07/2023"
"748ff351-2a30-46ba-96b2-fbd0e4fab497","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/08/2023"
"2c5fda74-35a9-4f2f-81a6-7275d665c7e3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/09/2023"
"26e827eb-cdf4-4bdc-9117-f46408634a8b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/10/2023"
"bff4419d-b074-4ae0-b612-25aab4d7ceb8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/11/2023"
"da67bf4f-1336-46cd-b33e-2da6468690ec","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/12/2023"
"b5cdbc58-3e82-4970-85cb-0ac727326eb7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/01/2024"
"bad3e5e5-53ba-469a-9a19-6af0ec80b041","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/02/2024"
"281d9c5f-0cee-4eaa-a7b6-b485a985bdf0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/03/2024"
"0b52837e-acca-4b02-be5c-9adfc5d1b985","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/04/2024"
"babaf9d7-631a-4847-937b-c03b1a13824f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/05/2024"
"0171ea92-6fa4-40b3-bf94-b16a32e3273b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","1/06/2024"
"c496bce4-dab2-440f-be4c-d0c11f31a517","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report"
"ef1ed897-4a1e-4112-810c-e8d2c361085d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/01/2023"
"a4f17eda-8343-4239-a827-9c01ab9e30ae","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report","1/02/2023"
"c067f091-745c-4af4-b7d8-2c23aa44a145","","checklist-flat","work-in-progress","Add Injury Form","checklist-flat","FALSE","FALSE","Incident Report","1/02/2023","06/02/23"
"2603bd23-86c2-437d-b7ba-c56a8bc93537","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report","1/03/2023"
"1bab7b6c-346b-4da8-8001-8885382f4343","","checklist-flat","work-in-progress","Add Injury Form","checklist-flat","FALSE","FALSE","Incident Report","1/03/2023","03/03/2023 Lewis Keegan"
"182d88d8-9643-4e68-aeb0-7a8813bed959","","checklist-flat","work-in-progress","Add Injury Form","checklist-flat","FALSE","FALSE","Incident Report","1/03/2023","07/03/23 Mel Rigby"
"5ee9fe38-15ac-4f9e-a9ac-dad11578329c","","checklist-flat","pass","Add Injury Form","checklist-flat","FALSE","FALSE","Incident Report","1/03/2023","14/03/2023 Mel Rigby"
"8b569462-e93c-4bc0-8c76-da049e9f3f20","","checklist-flat","work-in-progress","Add Injury Form","checklist-flat","FALSE","FALSE","Incident Report","1/03/2023","22/03/2023 Jai Gregory"
"0188b0e6-4876-44a7-ad2d-d48fe59edf0f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/04/2023"
"d7c80bc5-31fc-4403-b4ae-2d147a0378f5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/05/2023"
"d911b36e-bc0c-4c00-942b-f732841dc859","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/06/2023"
"25007be2-b182-4cab-89d0-37982ee939c6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/07/2023"
"9f010af0-dc1b-4c9a-acb9-b87b54164d5f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/08/2023"
"42b29793-e1eb-4acf-aa71-92f4a3b43dff","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/09/2023"
"0bea9dad-cf0f-44ec-a6fb-ec863bc3296e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/10/2023"
"9690b77c-2aea-4f7a-be4a-cc9bceac9bb9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/11/2023"
"5faafebc-356d-4d3f-ba15-568df1a7bbf8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/12/2023"
"af1ab969-5dd1-4f47-a7d3-a6f5342f094d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/01/2024"
"b720c089-6ae2-4ee8-bdec-87669dfab95b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/02/2024"
"eb6c21ad-cb6d-4bc1-b65a-13f21c9c4f32","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/03/2024"
"4171ec5c-2c81-41e6-9cf6-d20ac159c23e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/04/2024"
"d9b2113c-01a8-4876-9463-8f8a99c7d1d2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/05/2024"
"e2700495-c6c8-4eb9-a4f0-a3221f49ac3d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","1/06/2024"
"4cf9ae84-3c19-4b7e-bbc0-377489b89637","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI"
"32411291-4499-4d1d-83b0-375116acc50b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","1/01/2023"
"73d876c0-0e1a-48b9-aaa5-34f7e553eaca","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","1/02/2023"
"d4f3e80c-6021-4ddd-b3c3-7ff5d2a535d3","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/02/2023","22/02/2023 edge protection on basement floors"
"9293d86c-7897-49ce-aa32-593307b89587","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/02/2023","21/02/2023 works to lower basement adjacent to lift core"
"e774b734-a9a1-47b4-adfb-10f0d56d8b2c","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/02/2023","21/02/23 rebates in core walls"
"06101de9-30a9-420a-91af-196e15ed17b6","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/02/2023","22/02/2023 skirting to ground level slab pour 1 "
"1e23ba31-1c56-442a-9433-a40df890b05b","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/02/2023","27/02/2023 blocks walls changed insitu concrete walls"
"cac23a11-7273-4196-88b6-4c01c62c08ff","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/02/2023","28/02/2023 day labour to fix ply to back of shot crete wall on eastern side of job & 1 pack of 50 sheets of ply purchased"
"521ce9af-cf4e-4421-bdd0-ddf2f37fbfe3","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/02/2023","23/03/2023 Southern Ramp wall in lieu of block work walls"
"3a8886bf-f6ca-4628-befc-ccdf6fa1604d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","1/03/2023"
"8e6e44d7-8411-4dea-b15b-d3d95201a2bd","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/03/2023","06/03/2023 pockets surrounding shot crete wall anchors"
"eca2dc2d-1753-4d81-a133-2be5ab68de41","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/03/2023","07/03/2023 One sided formwork for backfilling with mass concrete Lower basement"
"d330cc9f-785e-4a27-935c-dbe59eda1191","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/03/2023","20/03/2023 Pour 2 Ground level slab Pockets to shot crete wall ties along Eastern edge"
"c43a927e-24a6-4dfc-aeab-875dd444b863","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/03/2023","22/03/2023 Provide Edge Protection form Basement to lower basement Pour 3 area"
"4443caf3-0a8b-48da-a5b2-10390fcded05","","checklist-flat","work-in-progress","Add Variation / Site Instruction","checklist-flat","FALSE","FALSE","Variations / SI","1/03/2023","23/03/2023 ramp concrete walls instead of block walls"
