"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f3430af0-41a4-4cfb-83a9-7ae6fbb33a7d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0a9a72cc-0729-443c-ab4a-f3ad7c4d0f0e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Area 1"
"adc5c9cd-205a-4fe9-968c-26afc1a4c12b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Area 1","A01 - Accommodation Unit 1"
"3b9d4752-d20d-4529-91b0-6cdbf232a18e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Area 1","A01 - Accommodation Unit 1","Ground Core"
"a707e646-1dde-47e3-af9b-3367f2388b90","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.094A"
"bbaab3eb-6bc1-46a2-866c-1522dd4a72aa","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.095A"
"1923a0b3-c8d1-4db1-b344-8fd62225efbd","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.096A"
"afe51944-ae7c-4cc3-8e63-3a97fd4969a8","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.097A"
"d01604c4-10b0-4b53-b214-6e34aaf2bafe","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.098A"
"438470ab-fea9-4ed3-a54c-68f1e0f88f79","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.103A"
"dfe92c32-6b2f-48d3-97e6-fd121d4d35b4","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.106A"
"5fe9695d-b7df-48ce-ad7d-a502e6041f02","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.106B"
"0fd5dc84-58f3-49f2-90ab-c03c38437900","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.106C"
"b4992e8e-caf1-438f-98c7-213c4b39f066","","checklist-sectioned","fail","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.107A"
"d5980220-954a-4147-b2d4-01a461fbc740","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.108A"
"9a193a65-067e-4738-b24c-1c37cafd4c84","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.108B"
"5cab01ff-4919-46ca-a61d-2f2802200e21","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.109A"
"55ee28be-13cb-456e-af5b-5c52d2d5ba4b","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","HRO-D.G.110A"
"27568ee2-2f4c-4800-b78e-675e8959ea82","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","xPDSHRO-D.1.006A"
"ab50c324-6627-4198-802d-4456d5c63f71","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","xPDSHRO-D.1.013A"
"ba19683f-0153-460c-b137-ac2b4435ea36","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","xxxHRO-D.1.011D"
"f1a0ba68-ca25-445f-a320-afd349ef3dfa","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","xxxHRO-D.G.002A"
"8d76b28a-1519-400d-ab60-ca6a5c6bf4c9","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","xxxHRO-D.G.008A"
"097e2e5e-db45-40b8-a34e-e64fc787879b","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Door","xxxHRO-D.G.028A"
"aa3456bf-78eb-4c5c-9c39-0c23f1042524","","folder-normal","fail","","step","TRUE","FALSE","Site QA - Doors and Windows","HRO","Window"
"0adbd53a-3e28-4093-bd37-bff1a88dfc9f","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.015G"
"8bf1cba7-aa07-4dba-b299-8b31d802b48d","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.015H"
"d3746208-7432-49f0-a175-2cc579187cb1","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.020B"
"be2c8942-41e4-408a-a749-f283dd492621","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.021A"
"51621226-1437-4e71-99bc-13a5b4ba5ccc","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.023A"
"98f74aca-516d-47da-8d4a-35cec37f824b","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.024A"
"5194fa54-f086-4ebd-ae8f-5418d0e98f4d","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.028A"
"066054de-29ee-4e5d-a5c8-79e27ce63909","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.028B"
"8e6f275d-a617-410c-b3e0-6da097ea4bec","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.028F"
"775449cb-1d26-488d-82f1-9addbd41f0eb","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.029A"
"e4e896a9-2386-4c7e-9aba-dddd6883c7f8","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.031A"
"c0585750-f4b9-4c7a-82df-79b84c0daea3","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.035A"
"5fd9a4c4-7e81-4487-9ce5-05b0b0bd5d06","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.036A"
"7e077fec-1a36-46ff-b83d-fbdb48be8f08","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.036B"
"65d35079-5d3c-4fee-8113-30c5b9ebf295","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.037A"
"a058002c-891f-4207-bc44-7e3c3504d293","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.037B"
"041b906d-0dc2-493d-a6fe-1a2bb307018a","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.038A"
"e88d9fc6-bb44-4e1a-860c-360a7772e531","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.038B"
"3de312c0-5b75-40fb-90ce-bd4babdc1121","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.039A"
"fd979976-3474-4f6b-b337-7784b3d9d150","","checklist-sectioned","fail","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.039B"
"784017a9-6c20-43b1-9ab1-bd7aa8fe0af5","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.040B"
"c9ddd707-daf8-422c-8c3c-efcac8c25abb","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.044A"
"dc7b4e73-28df-45c8-9cdc-5f10f1efa28b","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.045A"
"03e25c09-9b64-4e0d-a752-0d4c592cda89","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.045B"
"b71d47fb-83fa-48f3-932f-ab95ea74ed07","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.046A"
"758f6216-6dc4-4256-bb5e-b6644e5f980d","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.046B"
"d1a8d27b-18f5-4802-86ec-50b309be26d9","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.051A"
"a2a1b5bc-e74c-4e1d-b79a-8e8b324bf64d","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.054A"
"17683689-95dc-42ca-9775-eaf31b0191ec","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.055A"
"caaa3e0c-5b53-40ce-8b61-f2d8778cb3f3","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.056A"
"3a174bd4-0c5f-4d21-84a0-c5b4a7053191","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.057A"
"36fd249b-41b5-4974-80e2-74bed6337b16","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.063A"
"db0bc67c-8e0e-45fd-add3-7ec00f7bb102","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.068A"
"3c99fa5e-33cc-41ac-a89a-d1172c204b39","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.068B"
"c348fe17-8db2-4890-88dd-fd34a7d7b448","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.070C"
"99c1a2b9-a724-4e22-876c-cf4e80a7cbcb","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.070E"
"53dc1a38-7764-4283-9544-8c1ea3d95c23","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.071A"
"9e03f8e7-3b7f-4952-9c0a-9be92868486d","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.071B"
"33ff4008-6239-4623-8588-73ee615e1d1b","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.072A"
"aaa696f6-cfa1-48fb-a908-f79d589cb392","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.072B"
"cb141537-4c96-4d2c-96ba-e005eee67d89","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.072C"
"432efe6e-ca6d-473a-891e-7038233e9a43","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.075A"
"d36054aa-c6f2-445b-96e4-ddf36217d2cc","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.075B"
"44afd3fc-1b6b-43ca-b73d-e513472441ee","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.075I"
"367d8c4b-15db-4d8a-89b9-8695456e84ad","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.075J"
"f3b655be-f47f-484e-bf3b-0763cb107c2e","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.075K"
"fb322d82-a3c0-4c02-89a6-321451dcf223","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.078A"
"483f6dbe-614b-4fe1-b68c-6184e64b4056","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.079A"
"a15fed8b-9319-4561-a950-73b1d44a1a08","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.080A"
"c8bfdd43-b315-4ef7-8591-b92df5278583","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.080B"
"efd73b24-1df4-4ae4-aedb-e48c49f771bf","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.081A"
"4367080c-8d6e-400f-b1e1-19979d74c51f","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.081B"
"daf25795-5591-434e-84d2-132d019bfba8","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.082A"
"90ce4df6-fec5-44d4-8f66-fbc4d9a8cfba","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.082B"
"34e3af59-9896-4d8b-a679-3f69c2a1ea90","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.083A"
"567e3e8e-ec91-420c-b606-4918285daa1f","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.083B"
"4dc9d1c1-7574-4b76-bb97-3c389945ef86","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.084A"
"25ec2a1f-2473-4b6a-b04b-0bbf5a1f3368","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.084B"
"24e2f51f-5934-4aec-926e-acf747206ddb","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.103A"
"553b7f71-18a3-44c3-918a-513583098bfe","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.103B"
"be672894-4fb6-410c-a47f-cbb0317baaf0","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.106A"
"23b772fa-2a72-41a9-855c-c09c9be1abaf","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.106B"
"6c960306-b7b3-4063-994c-a8f93ff14914","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.106C"
"e6d5d977-8e29-4e21-a152-60287cae0eaa","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.106D"
"f2046cb2-48e7-4253-a864-64f07b90e37a","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.106E"
"f06886ac-058b-47c3-99a1-a718019ffba9","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.106F"
"f90f3a1b-bf1c-43e5-baa1-15d3aabb1022","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.106G"
"6a4a6c68-35ba-4034-873b-ae714f540b72","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.106H"
"f31e2138-95bd-4bb0-ab5b-6ff391e3ad11","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.107A"
"9d6a8afc-cfe0-4e8b-86cc-ad3cde8f6b31","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.108A"
"5d71a516-c5ef-4624-8947-eb001869a9af","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.108B"
"c3c5ffa2-7e48-4234-8f33-7986c4ace125","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","HRO-W.G.108C"
"029a5e18-d76d-4e5b-a117-2d2463bf76bf","","checklist-sectioned","work-in-progress","Window Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window","xxxHRO-W.G.110A"
"6439efa0-3259-4a4b-96fc-04db1055233a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA - Doors and Windows","HRO","Window (Louvre)"
"95071500-5b7d-4741-bce8-78d8a91d9635","","checklist-sectioned","work-in-progress","Louvre Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","HRO","Window (Louvre)","HRO-W.1.003A"
"d187e079-befb-4d27-b006-7cf95b225c9b","","folder-normal","fail","","step","TRUE","FALSE","Site QA - Doors and Windows","IND"
"248bc401-6cca-4148-95ac-40c294df360b","","folder-normal","fail","","step","TRUE","FALSE","Site QA - Doors and Windows","IND","Door"
"14b03c7b-c280-4cf2-8bfc-bdd39da4dd6d","","checklist-sectioned","work-in-progress","Door Installation","checklist","FALSE","FALSE","Site QA - Doors and Windows","IND","Door","IND-D.G.001B"
