Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,,,,,,,
616ca225-4098-5066-ae6b-979cd53c46fa,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-10,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
c47bec69-d145-5f79-8bbf-17a7badc8348,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-04,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
9ecc55c7-9ad1-541a-ad89-b54dd1b3a38e,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-31,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
2797dbf2-b6c9-544c-9b27-ba852817719c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-21,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
9ee3f7f9-7edf-5eb0-bfcf-674acba47809,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-24,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
cb8545e2-c71d-5eee-aead-09770f1f062f,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. A4-01,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
e05aed8b-3714-5758-b425-2a142e8b8041,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B4-04,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
2b664d6d-4e1c-5cc2-a6f6-246bc3a23e0a,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B4-05,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
5995245a-ebc3-51a4-970c-0c27f0c8ce4b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B4-14,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
a64770ef-2e43-5ec8-9a8a-b1f04f4de51d,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B4-05,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
223bdd1f-29b6-5257-8849-bcf897ab01f5,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B4-12,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
d7c062f8-7d56-520e-ad26-6b82b1447389,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B4-03,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
0601e0c5-97a4-5a31-91e1-cc88e9274428,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B4-03,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
9aea6bb7-56f0-542e-8b4c-961eb0d6395c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B4-07,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
37892939-1bf1-525d-a544-daf7ad4f546b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Level 4 ,Level 4 Window No. B4-02,"Two-sided structural glazing on site (Mullions / Transoms) Cavity free form dust / dirt, Perimeter seal completed. No visible cavities between silicone and tape. Silicone joints are neat & tidy.",,,,,,,,,
